Delta,Sigma_env,S_env,max_delta_mu_pct,max_delta_slip_pct,max_delta_Sigma_lens_pct
2.611315912,0.3916666667,0.7310330444,1.459591589,2.189387384,2.570263339
3.007548284,0.3916666667,0.7110426285,1.419678424,2.129517636,2.499553393
3.463903635,0.3916666667,0.6904198867,1.378502747,2.06775412,2.426631831
3.989504826,0.3916666667,0.6691508669,1.336036702,2.004055052,2.351451683
4.59485899,0.3916666667,0.6472442608,1.292297642,1.938446463,2.274046122
5.292067577,0.3916666667,0.6247287035,1.247342741,1.871014111,2.194518776
6.095068271,0.3916666667,0.6016508919,1.201265234,1.801897852,2.113036947
7.019913613,0.3916666667,0.5780739808,1.154191219,1.731286828,2.029825813
8.085091905,0.3916666667,0.5540759545,1.106276398,1.659414597,1.945162552
9.311896801,0.3916666667,0.5297478114,1.057702461,1.586553691,1.859369815
10.72485298,0.3916666667,0.5051914828,1.008672925,1.513009388,1.772808277
12.35220642,0.3916666667,0.4805174735,0.9594084265,1.43911264,1.68586823
14.22648905,0.3916666667,0.4558422579,0.9101415193,1.365212279,1.598960341
16.38516908,0.3916666667,0.4312855023,0.8611111311,1.291666697,1.512505822
18.87140002,0.3916666667,0.4069672105,0.8125568634,1.218835295,1.426926376
21.73488335,0.3916666667,0.3830049045,0.7647133623,1.147070043,1.342634283
25.0328621,0.3916666667,0.3595109557,0.7178049902,1.076707485,1.260023063
28.83126515,0.3916666667,0.3365901748,0.6720410137,1.008061521,1.179459067
33.20602522,0.3916666667,0.3143377528,0.6276114927,0.9414172391,1.101274334
38.2445968,0.3916666667,0.292837622,0.5846840076,0.8770260114,1.025760929
44.04770444,0.3916666667,0.2721612782,0.5434013081,0.8151019622,0.9531669266
50.73135628,0.3916666667,0.2523670773,0.5038799084,0.7558198626,0.8836940519
58.42916318,0.3916666667,0.2334999915,0.4662096007,0.6993144011,0.8174969367
67.29500963,0.3916666667,0.215591788,0.4304538117,0.6456807175,0.7546838491
77.50613008,0.3916666667,0.198661574,0.3966506916,0.5949760373,0.6953186985
89.2666519,0.3916666667,0.1827166427,0.3648148014,0.5472222021,0.6394240763
102.8116761,0.3916666667,0.1677535444,0.334939254,0.502408881,0.5869850767
118.4119771,0.3916666667,0.1537593138,0.3069981623,0.4604972435,0.5379536431
136.3794158,0.3916666667,0.1407127822,0.2809492607,0.4214238911,0.4922532
157.0731738,0.3916666667,0.128585916,0.2567365769,0.3851048654,0.4497833621
180.9069336,0.3916666667,0.1173451299,0.2342930541,0.3514395812,0.410424544
208.3571487,0.3916666667,0.1069525358,0.2135430442,0.3203145662,0.374042332
239.9725679,0.3916666667,0.09736709676,0.1944046122,0.2916069183,0.34049152
276.3852054,0.3916666667,0.08854566812,0.1767916149,0.2651874224,0.3096197406
318.3229752,0.3916666667,0.0804439138,0.1606155302,0.2409232952,0.2812706579
366.6242424,0.3916666667,0.07301709484,0.1457870315,0.2186805473,0.2552867091
422.2545828,0.3916666667,0.06622073211,0.1322173113,0.198325967,0.2315114055
486.3260857,0.3916666667,0.06001114944,0.119819165,0.1797287475,0.2097912135
560.1195848,0.3916666667,0.05434590635,0.1085078553,0.162761783,0.1899770515
645.1102636,0.3916666667,0.04918413146,0.09820177782,0.1473026667,0.1719254381
742.9971446,0.3916666667,0.04448676813,0.08882295143,0.1332344272,0.1554993364
855.7370546,0.3916666667,0.04021674455,0.08029735802,0.120446037,0.140568734
985.5837428,0.3916666667,0.03633907958,0.07255515374,0.1088327306,0.1270110009
1135.132935,0.3916666667,0.0328209354,0.06553077406,0.09829616109,0.1147110617
1307.374222,0.3916666667,0.02963162662,0.0591629521,0.08874442815,0.1035614181
1505.750829,0.3916666667,0.0267425949,0.05339466786,0.08009200179,0.09346205118
1734.22844,0.3916666667,0.02412735666,0.04817304379,0.07225956568,0.08432023145
1997.374483,0.3916666667,0.02176143046,0.04344919989,0.06517379984,0.07605025856
2300.449429,0.3916666667,0.01962224982,0.0391780796,0.05876711941,0.06857315122
2649.511958,0.3916666667,0.01768906604,0.03531825573,0.0529773836,0.06181630288
3051.54007,0.3916666667,0.01594284481,0.03183172412,0.04774758618,0.05571311665
3514.570589,0.3916666667,0.01436615987,0.02868369122,0.04302553682,0.05020263028
4047.859815,0.3916666667,0.01294308593,0.02584236036,0.03876354054,0.04522913934
4662.06857,0.3916666667,0.01165909299,0.0232787207,0.03491808106,0.04074182547
5369.475314,0.3916666667,0.01050094324,0.02096634147,0.0314495122,0.03669439448
6184.2216,0.3916666667,0.009456591886,0.01888117382,0.02832176073,0.03304472793
7122.594772,0.3916666667,0.008515092372,0.01700136171,0.02550204256,0.02975455084
8203.35356,0.3916666667,0.007666506667,0.01530706271,0.02296059406,0.02678911703
9448.103085,0.3916666667,0.00690182082,0.01378027942,0.02067041914,0.02411691321
10881.72675,0.3916666667,0.00621286593,0.01240470171,0.01860705257,0.02170938207
12532.8837,0.3916666667,0.005592244532,0.01116555968,0.01674833952,0.01954066446
14434.58169,0.3916666667,0.005033262308,0.01004948735,0.01507423102,0.0175873603
16624.837,0.3916666667,0.004529864951,0.009044396603,0.0135665949,0.01582830756
19147.43435,0.3916666667,0.004076579994,0.008139361028,0.01220904154,0.01424437867
22052.80222,0.3916666667,0.003668463329,0.007324509148,0.01098676372,0.01281829337
25399.02092,0.3916666667,0.003301050188,0.006590926535,0.009886389803,0.01153444724
29252.98369,0.3916666667,0.002970310272,0.005930566237,0.008895849355,0.0103787547
33691.73392,0.3916666667,0.002672606785,0.00533616697,0.008004250455,0.009338505758
38804.00532,0.3916666667,0.002404659072,0.004801178529,0.007201767794,0.008402235311
44691.99574,0.3916666667,0.002163508601,0.004319693866,0.006479540799,0.007559604214
51473.4102,0.3916666667,0.001946488035,0.003886387334,0.005829581001,0.006801291115
59283.81388,0.3916666667,0.001751193132,0.003496458589,0.005244687883,0.00611889422
68279.34219,0.3916666667,0.001575457256,0.003145581691,0.004718372537,0.00550484217
78639.82197,0.3916666667,0.001417328264,0.002829858963,0.004244788444,0.004952313246
90572.36643,0.3916666667,0.001275047572,0.002545779191,0.003818668786,0.004455162191
104315.5154,0.3916666667,0.00114703121,0.002290179794,0.003435269692,0.004007853977
120144.004,0.3916666667,0.001031852679,0.002060212604,0.003090318906,0.003605403891
138374.2547,0.3916666667,0.0009282274563,0.001853312923,0.002779969384,0.003243323376
159370.7028,0.3916666667,0.0008349989946,0.001667171572,0.002500757358,0.002917571097
183553.082,0.3916666667,0.0007511260777,0.001499709642,0.002249564464,0.002624508743
211404.8148,0.3916666667,0.0006756714042,0.001349055704,0.002023583557,0.002360861132
243482.6768,0.3916666667,0.0006077912851,0.001213525236,0.001820287854,0.002123680208
280427.9265,0.3916666667,0.0005467263507,0.001091602068,0.001637403102,0.001910312556
322979.1253,0.3916666667,0.0004917931685,0.0009819216491,0.001472882474,0.001718370117
371986.9012,0.3916666667,0.0004423766859,0.0008832559555,0.001324883933,0.001545703773
428430.9536,0.3916666667,0.0003979234183,0.0007944998916,0.001191749837,0.001390379544
493439.6384,0.3916666667,0.0003579353098,0.0007146590317,0.001071988548,0.001250657136
568312.5243,0.3916666667,0.0003219642019,0.0006428385759,0.0009642578638,0.001124970607
654546.3724,0.3916666667,0.0002896068503,0.0005782334001,0.0008673501002,0.001011910958
753865.0571,0.3916666667,0.0002605004359,0.0005201190947,0.000780178642,0.0009102104446
868254.028,0.3916666667,0.000234318523,0.000467843893,0.0007017658395,0.0008187284543
1000000,0.3916666667,0.0002107674188,0.0004208214036,0.0006312321054,0.0007364387845
0.05,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.05758683333,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.06632486747,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.07638878177,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.08797976089,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.1013295165,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.1167049196,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.1344133351,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.1548087665,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.1782989327,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.2053534184,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.2365130616,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.2724007652,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.3137339493,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.361338893,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.4161672521,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.4793150838,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.5520447568,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.6358101881,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.7322859066,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.8434005291,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
0.9713753141,0.4,0.8620689655,1.721219883,2.581829825,3.03435428
1.118768566,0.4,0.8400910863,1.677338519,2.516007778,2.956443392
1.288526779,0.4,0.8203098957,1.637843096,2.456764643,2.886344392
1.484043538,0.4,0.801894296,1.601074232,2.401611348,2.821105696
1.709227357,0.4,0.7837445909,1.564836257,2.347254386,2.756828794
1.968579819,0.4,0.7654323631,1.528273787,2.292410681,2.691996284
2.267285559,0.4,0.7467353641,1.490943077,2.236414616,2.62582222
2.611315912,0.4,0.7275243491,1.452586076,2.178879113,2.557850679
3.007548284,0.4,0.7077227674,1.413049939,2.119574909,2.487812719
3.463903635,0.4,0.6872893843,1.372252339,2.058378508,2.415564666
3.989504826,0.4,0.6662098589,1.330164641,1.995246961,2.341058156
4.59485899,0.4,0.6444922697,1.286802975,1.930204462,2.26432417
5.292067577,0.4,0.6221644687,1.242222951,1.863334427,2.185463548
6.095068271,0.4,0.5992722457,1.196515994,1.794773991,2.104640368
7.019913613,0.4,0.5758777658,1.149806223,1.724709334,2.022076297
8.085091905,0.4,0.5520579827,1.102247285,1.653370927,1.938044867
9.311896801,0.4,0.5279028627,1.054018808,1.581028213,1.852865082
10.72485298,0.4,0.5035133431,1.005322326,1.507983489,1.766894118
12.35220642,0.4,0.478999008,0.9563766355,1.434564953,1.680519034
14.22648905,0.4,0.454475517,0.9074126638,1.361118996,1.594147645
16.38516908,0.4,0.4300618532,0.8586679749,1.288001962,1.508198786
18.87140002,0.4,0.4058774891,0.8103811091,1.215571664,1.423092323
21.73488335,0.4,0.382039579,0.7627859787,1.144178968,1.339239281
25.0328621,0.4,0.3586602947,0.7161065475,1.074159821,1.257032523
28.83126515,0.4,0.3358444121,0.6705520126,1.005828019,1.176838322
33.20602522,0.4,0.313687242,0.626312673,0.9394690096,1.098989185
38.2445968,0.4,0.2922729755,0.5835566259,0.8753349388,1.023778133
44.04770444,0.4,0.2716734862,0.5424273752,0.8136410628,0.9514546125
50.73135628,0.4,0.2519476043,0.5030423822,0.7545635734,0.8822220562
58.42916318,0.4,0.2331408494,0.4654925321,0.6982387982,0.8162370559
67.29500963,0.4,0.2152855858,0.4298424438,0.6447636657,0.7536100106
77.50613008,0.4,0.1984015461,0.3961315158,0.5941972737,0.694407054
89.2666519,0.4,0.1824966572,0.364375575,0.5465633625,0.6386530279
102.8116761,0.4,0.1675680956,0.334568984,0.501853476,0.586335245
118.4119771,0.4,0.1536035008,0.3066870637,0.4600305956,0.5374077887
136.3794158,0.4,0.1405822778,0.2806886936,0.4210330405,0.4917961099
157.0731738,0.4,0.1284769277,0.2565189694,0.384778454,0.4494017112
180.9069336,0.4,0.1172543572,0.234111816,0.351167724,0.4101067406
208.3571487,0.4,0.1068771244,0.2133924766,0.320088715,0.3737783567
239.9725679,0.4,0.09730459292,0.1942798161,0.2914197242,0.340272763
276.3852054,0.4,0.08849397388,0.1766884014,0.2650326021,0.3094388434
318.3229752,0.4,0.08040124434,0.1605303357,0.2407955035,0.2811213624
366.6242424,0.4,0.07298193871,0.1457168383,0.2185752574,0.2551637175
422.2545828,0.4,0.0661918147,0.1321595744,0.1982393616,0.2314102513
486.3260857,0.4,0.05998740001,0.1197717466,0.1796576198,0.209708146
560.1195848,0.4,0.05432642859,0.1084689657,0.1627034486,0.1899089314
645.1102636,0.4,0.04916817743,0.09816992378,0.1472548857,0.1718696466
742.9971446,0.4,0.04447371558,0.08879689052,0.1331953358,0.1554536951
855.7370546,0.4,0.04020607712,0.08027605928,0.1204140889,0.1405314356
985.5837428,0.4,0.03633036985,0.07253776376,0.1088066456,0.1269805495
1135.132935,0.4,0.03281383032,0.06551658795,0.09827488193,0.1146862221
1307.374222,0.4,0.02962583517,0.05915138881,0.08872708321,0.1035411721
1505.750829,0.4,0.02673787763,0.05338524927,0.0800778739,0.09344556111
1734.22844,0.4,0.02412351684,0.04816537714,0.0722480657,0.08430680926
1997.374483,0.4,0.02175830673,0.043442963,0.06516444451,0.07603933994
2300.449429,0.4,0.01961971001,0.03917300857,0.05875951285,0.06856427393
2649.511958,0.4,0.01768700199,0.03531413462,0.05297120193,0.06180908874
3051.54007,0.4,0.01594116814,0.03182837646,0.04774256469,0.05570725665
3514.570589,0.4,0.01436479842,0.02868097293,0.04302145939,0.05019787211
4047.859815,0.4,0.01294198084,0.02584015391,0.03876023087,0.0452252772
4662.06857,0.4,0.01165819627,0.0232769303,0.03491539545,0.04073869164
5369.475314,0.4,0.01050021582,0.02096488908,0.03144733363,0.03669185235
6184.2216,0.4,0.009456001952,0.01887999595,0.02831999393,0.03304266632
7122.594772,0.4,0.008514614055,0.01700040669,0.02550061004,0.02975287932
8203.35356,0.4,0.007666118933,0.01530628855,0.02295943283,0.02678776208
9448.103085,0.4,0.006901506575,0.013779652,0.020669478,0.02411581509
10881.72675,0.4,0.00621261129,0.01240419329,0.01860628994,0.02170849224
12532.8837,0.4,0.005592038224,0.01116514776,0.01674772164,0.01953994354
14434.58169,0.4,0.005033095181,0.01004915366,0.01507373049,0.0175867763
16624.837,0.4,0.004529729582,0.009044126324,0.01356618949,0.01582783454
19147.43435,0.4,0.004076470361,0.008139142133,0.0122087132,0.01424399558
22052.80222,0.4,0.003668374549,0.007324331887,0.01098649783,0.01281798315
25399.02092,0.4,0.0033009783,0.006590783003,0.009886174504,0.01153419604
29252.98369,0.4,0.002970252068,0.005930450025,0.008895675038,0.01037855132
33691.73392,0.4,0.002672559663,0.005336072886,0.008004109329,0.009338341103
38804.00532,0.4,0.002404620925,0.004801102364,0.007201653546,0.008402102017
44691.99574,0.4,0.002163477722,0.004319632211,0.006479448317,0.007559496314
51473.4102,0.4,0.00194646304,0.003886337428,0.005829506142,0.006801203776
59283.81388,0.4,0.001751172901,0.003496418195,0.005244627292,0.006118823528
68279.34219,0.4,0.001575440881,0.003145548997,0.004718323496,0.005504784954
78639.82197,0.4,0.001417315011,0.002829832503,0.004244748754,0.004952266939
90572.36643,0.4,0.001275036847,0.002545757776,0.003818636665,0.004455124715
104315.5154,0.4,0.001147022531,0.002290162464,0.003435243697,0.004007823649
120144.004,0.4,0.001031845655,0.00206019858,0.00309029787,0.003605379348
138374.2547,0.4,0.0009282217722,0.001853301574,0.002779952361,0.003243303515
159370.7028,0.4,0.0008349943949,0.001667162388,0.002500743582,0.002917555025
183553.082,0.4,0.0007511223557,0.001499702211,0.002249553316,0.002624495737
211404.8148,0.4,0.0006756683923,0.001349049691,0.002023574536,0.002360850609
243482.6768,0.4,0.000607788848,0.00121352037,0.001820280555,0.002123671693
280427.9265,0.4,0.0005467243788,0.001091598131,0.001637397196,0.001910305666
322979.1253,0.4,0.0004917915729,0.0009819184633,0.001472877695,0.001718364542
371986.9012,0.4,0.0004423753949,0.0008832533777,0.001324880067,0.001545699262
428430.9536,0.4,0.0003979223736,0.0007944978059,0.001191746709,0.001390375894
493439.6384,0.4,0.0003579344646,0.0007146573442,0.001071986016,0.001250654183
568312.5243,0.4,0.000321963518,0.0006428372105,0.0009642558157,0.001124968218
654546.3724,0.4,0.0002896062969,0.0005782322953,0.000867348443,0.001011909024
753865.0571,0.4,0.0002604999882,0.0005201182008,0.0007801773012,0.0009102088804
868254.028,0.4,0.0002343181608,0.0004678431698,0.0007017647547,0.0008187271887
1000000,0.4,0.0002107671258,0.0004208208185,0.0006312312277,0.0007364377605
0.05,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.05758683333,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.06632486747,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.07638878177,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.08797976089,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.1013295165,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.1167049196,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.1344133351,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.1548087665,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.1782989327,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.2053534184,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.2365130616,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.2724007652,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.3137339493,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.361338893,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.4161672521,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.4793150838,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.5520447568,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.6358101881,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.7322859066,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.8434005291,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
0.9713753141,0.4083333333,0.8570918398,1.711282479,2.566923719,3.016707997
1.118768566,0.4083333333,0.8353638069,1.667899961,2.501849942,2.93968911
1.288526779,0.4083333333,0.8158020196,1.628842602,2.443263903,2.870373016
1.484043538,0.4083333333,0.7975860162,1.592472256,2.388708383,2.805846206
1.709227357,0.4083333333,0.7796286268,1.556618261,2.334927392,2.74225491
1.968579819,0.4083333333,0.7615060096,1.520434371,2.280651556,2.678098054
2.267285559,0.4083333333,0.7429980154,1.483481031,2.225221546,2.612597174
2.611315912,0.4083333333,0.7239763691,1.445502125,2.168253188,2.545299792
3.007548284,0.4083333333,0.7043648494,1.406345469,2.109518204,2.475938128
3.463903635,0.4083333333,0.684122133,1.365928557,2.048892835,2.404368181
3.989504826,0.4083333333,0.6632334901,1.324221978,1.986332967,2.33054019
4.59485899,0.4083333333,0.6417063838,1.281240633,1.92186095,2.25448294
5.292067577,0.4083333333,0.619567879,1.237038561,1.855557841,2.176294464
6.095068271,0.4083333333,0.596862851,1.19170536,1.78755804,2.096135592
7.019913613,0.4083333333,0.5736524666,1.145363157,1.718044735,2.01422445
8.085091905,0.4083333333,0.5500126375,1.098163518,1.647245277,1.93083088
9.311896801,0.4083333333,0.5260322854,1.050283986,1.575425978,1.846270198
10.72485298,0.4083333333,0.5018113386,1.001924078,1.502886118,1.760896026
12.35220642,0.4083333333,0.4774584451,0.9533007244,1.429951087,1.675092135
14.22648905,0.4083333333,0.4530884332,0.9046431913,1.356964787,1.58926343
16.38516908,0.4083333333,0.4288195867,0.8561876469,1.28428147,1.503826312
18.87140002,0.4083333333,0.4047708311,0.8081715392,1.212257309,1.419198753
21.73488335,0.4083333333,0.3810589386,0.7608280175,1.141242026,1.335790475
25.0328621,0.4083333333,0.3577958686,0.7143806214,1.071570932,1.253993635
28.83126515,0.4083333333,0.3350863512,0.6690384568,1.003557685,1.174174393
33.20602522,0.4083333333,0.3130258084,0.6249920448,0.9374880672,1.096665691
38.2445968,0.4083333333,0.291698684,0.5824099869,0.8736149803,1.021761487
44.04770444,0.4083333333,0.2711772257,0.541436534,0.812154801,0.9497125859
50.73135628,0.4083333333,0.2515207366,0.5021900918,0.7532851377,0.8807241223
58.42916318,0.4083333333,0.2327752845,0.4647626397,0.6971439596,0.8149546519
67.29500963,0.4083333333,0.2149738334,0.4292199943,0.6438299914,0.7525167135
77.50613008,0.4083333333,0.1981367453,0.3956028105,0.5934042158,0.6934786803
89.2666519,0.4083333333,0.1822725862,0.3639281916,0.5458922874,0.6378676632
102.8116761,0.4083333333,0.1673791651,0.3341917626,0.5012876439,0.5856732156
118.4119771,0.4083333333,0.153444733,0.3063700656,0.4595550984,0.5368515845
136.3794158,0.4083333333,0.1404492754,0.2804231391,0.4206347087,0.491330272
157.0731738,0.4083333333,0.1283658354,0.2562971609,0.3844457413,0.4490126933
180.9069336,0.4083333333,0.1171618183,0.2339270515,0.3508905772,0.409782754
208.3571487,0.4083333333,0.106800235,0.2132389582,0.3198584373,0.3735092083
239.9725679,0.4083333333,0.09724085596,0.1941525579,0.2912288369,0.3400496905
276.3852054,0.4083333333,0.08844125359,0.1765831393,0.2648747089,0.3092543558
318.3229752,0.4083333333,0.08035772327,0.1604434409,0.2406651613,0.2809690872
366.6242424,0.4083333333,0.07294607736,0.145645237,0.2184678555,0.2550382587
422.2545828,0.4083333333,0.06616231455,0.132100674,0.1981510109,0.2313070588
486.3260857,0.4083333333,0.05996316999,0.1197233685,0.1795850528,0.2096233976
560.1195848,0.4083333333,0.05430655517,0.1084292862,0.1626439292,0.1898394276
645.1102636,0.4083333333,0.04915189821,0.09813742044,0.1472061307,0.1718127179
742.9971446,0.4083333333,0.04446039614,0.08877029672,0.1331554451,0.1554071205
855.7370546,0.4083333333,0.04019519095,0.08025432379,0.1203814857,0.1404933723
985.5837428,0.4083333333,0.03632148106,0.07252001627,0.1087800244,0.1269494721
1135.132935,0.4083333333,0.03280657883,0.06550210952,0.09825316428,0.1146608706
1307.374222,0.4083333333,0.02961992413,0.05913958674,0.08870938011,0.103520508
1505.750829,0.4083333333,0.02673306275,0.05337563582,0.08006345373,0.09342872987
1734.22844,0.4083333333,0.02411959743,0.0481575516,0.07223632739,0.08429310892
1997.374483,0.4083333333,0.02175511816,0.04343659666,0.06515489499,0.07602819469
2300.449429,0.4083333333,0.0196171174,0.03916783212,0.05875174819,0.06855521211
2649.511958,0.4083333333,0.01768489498,0.03530992774,0.05296489161,0.06180172447
3051.54007,0.4083333333,0.01593945654,0.03182495905,0.04773743858,0.05570127455
3514.570589,0.4083333333,0.01436340857,0.02867819794,0.04301729691,0.05019301469
4047.859815,0.4083333333,0.01294085267,0.0258379014,0.0387568521,0.04522133443
4662.06857,0.4083333333,0.01165728081,0.02327510248,0.03491265372,0.04073549232
5369.475314,0.4083333333,0.01049947318,0.02096340633,0.03144510949,0.03668925706
6184.2216,0.4083333333,0.009455399675,0.01887879343,0.02831819015,0.03304056158
7122.594772,0.4083333333,0.008514125724,0.01699943169,0.02549914753,0.0297511728
8203.35356,0.4083333333,0.007665723076,0.01530549818,0.02295824727,0.02678637875
9448.103085,0.4083333333,0.006901185744,0.01377901142,0.02066851713,0.02411469395
10881.72675,0.4083333333,0.00621235131,0.01240367421,0.01860551132,0.02170758376
12532.8837,0.4083333333,0.005591827587,0.0111647272,0.0167470908,0.01953920749
14434.58169,0.4083333333,0.005032924547,0.01004881297,0.01507321946,0.01758618004
16624.837,0.4083333333,0.004529591372,0.009043850371,0.01356577556,0.01582735158
19147.43435,0.4083333333,0.004076358426,0.008138918642,0.01220837796,0.01424360444
22052.80222,0.4083333333,0.003668283903,0.007324150903,0.01098622636,0.0128176664
25399.02092,0.4083333333,0.003300904902,0.006590636455,0.009885954683,0.01153393957
29252.98369,0.4083333333,0.00297019264,0.005930331371,0.008895497057,0.01037834367
33691.73392,0.4083333333,0.002672511551,0.005335976824,0.008003965236,0.009338172987
38804.00532,0.4083333333,0.002404581976,0.004801024598,0.007201536897,0.00840196592
44691.99574,0.4083333333,0.002163446193,0.004319569261,0.006479353891,0.007559386146
51473.4102,0.4083333333,0.001946437519,0.003886286473,0.005829429709,0.006801114601
59283.81388,0.4083333333,0.001751152244,0.003496376951,0.005244565427,0.006118751349
68279.34219,0.4083333333,0.001575424162,0.003145515616,0.004718273424,0.005504726535
78639.82197,0.4083333333,0.00141730148,0.002829805486,0.004244708229,0.004952219659
90572.36643,0.4083333333,0.001275025896,0.002545735912,0.003818603867,0.004455086451
104315.5154,0.4083333333,0.001147013668,0.00229014477,0.003435217154,0.004007792683
120144.004,0.4083333333,0.001031838483,0.00206018426,0.00309027639,0.003605354288
138374.2547,0.4083333333,0.0009282159684,0.001853289986,0.002779934979,0.003243283235
159370.7028,0.4083333333,0.0008349896984,0.001667153011,0.002500729516,0.002917538614
183553.082,0.4083333333,0.0007511185553,0.001499694623,0.002249541934,0.002624482458
211404.8148,0.4083333333,0.0006756653171,0.001349043551,0.002023565326,0.002360839864
243482.6768,0.4083333333,0.0006077863597,0.001213515402,0.001820273103,0.002123662998
280427.9265,0.4083333333,0.0005467223653,0.001091594111,0.001637391166,0.001910298631
322979.1253,0.4083333333,0.0004917899438,0.0009819152104,0.001472872816,0.001718358849
371986.9012,0.4083333333,0.0004423740766,0.0008832507457,0.001324876119,0.001545694656
428430.9536,0.4083333333,0.000397921307,0.0007944956763,0.001191743514,0.001390372168
493439.6384,0.4083333333,0.0003579336015,0.0007146556211,0.001071983432,0.001250651167
568312.5243,0.4083333333,0.0003219628198,0.0006428358163,0.0009642537244,0.001124965778
654546.3724,0.4083333333,0.000289605732,0.0005782311673,0.000867346751,0.00101190705
753865.0571,0.4083333333,0.0002604995311,0.0005201172881,0.0007801759322,0.0009102072831
868254.028,0.4083333333,0.0002343177909,0.0004678424313,0.000701763647,0.0008187258964
1000000,0.4083333333,0.0002107668265,0.000420820221,0.0006312303315,0.000736436715
0.05,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.05758683333,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.06632486747,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.07638878177,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.08797976089,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.1013295165,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.1167049196,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.1344133351,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.1548087665,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.1782989327,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.2053534184,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.2365130616,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.2724007652,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.3137339493,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.361338893,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.4161672521,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.4793150838,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.5520447568,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.6358101881,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.7322859066,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.8434005291,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
0.9713753141,0.4166666667,0.8520710059,1.701257807,2.55188671,2.998908248
1.118768566,0.4166666667,0.830593603,1.658375701,2.487563551,2.922784051
1.288526779,0.4166666667,0.8112520001,1.619757965,2.429636947,2.854253557
