dataset,model,target,spearman,pearson,r2,rmse,auroc_top_hard,hard_threshold,null_id
wine,MAAT_v14_field_shuffled_null,misclassification_rate,-0.14452646969462477,-0.08226526925784755,-0.14843847850589853,0.12495416676448891,0.4083542188805347,0.0,39
wine,MAAT_v14_field_shuffled_null,hybrid_hardness,0.04905583294057316,0.05183917032951936,-0.14597974107789757,0.14060454580120685,0.49824561403508777,0.14525103437225298,0
wine,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.048466426719464974,-0.03252833371107758,-0.22444255880211683,0.14533830799185168,0.42155388471177946,0.14525103437225298,1
wine,MAAT_v14_field_shuffled_null,hybrid_hardness,0.07292572098530847,0.0027155191767074633,-0.46929998169957243,0.15920845517959764,0.6152046783625731,0.14525103437225298,2
wine,MAAT_v14_field_shuffled_null,hybrid_hardness,0.018449265848803475,-0.02245820377691042,-0.262756894113797,0.14759470110944192,0.43057644110275695,0.14525103437225298,3
wine,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.14715260407966985,-0.08333237457278542,-0.16903500621733913,0.14201187117660344,0.3916457811194653,0.14525103437225298,4
wine,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.07817930928825474,-0.05771554741877603,-0.14529025458638967,0.14056224159730957,0.4222222222222222,0.14525103437225298,5
wine,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.10436639363185943,-0.054306891578608976,-0.5100715433414493,0.1614022756054299,0.4573099415204679,0.14525103437225298,6
wine,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.08772683894209031,-0.15466247867764327,-0.2602364244351252,0.14744732761712798,0.4559732664995823,0.14525103437225298,7
wine,MAAT_v14_field_shuffled_null,hybrid_hardness,0.12959383102340707,0.09850567844171329,-0.15478353023490699,0.14114359741917912,0.5381787802840434,0.14525103437225298,8
wine,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.06474425195945652,-0.046933747219770075,-0.11807067366677004,0.13888185862170585,0.4506265664160401,0.14525103437225298,9
wine,MAAT_v14_field_shuffled_null,hybrid_hardness,-0.1536679898162521,-0.11832045885775543,-0.2304471896529683,0.14569423958281244,0.41754385964912283,0.14525103437225298,10
