instance_id,theta,phi,target,gamma_z,gamma_x,gamma_m,hx,hz,t,H,B,S,V,R_resp,R_rob,F_maat,basis_z,basis_x,basis_y,offdiag,channel_conflict,damping_pressure,coherence_exposure,x_exposure
10,2.7461841575088366,4.734566238821963,0.44161888589151704,2.453179734261653,0.9772694790119554,0.533131938505943,0.7790175785914276,1.195189408491434,1.0775890796388718,0.4364755661189021,0.8092285310565136,0.7219251274432521,0.5732790787013187,0.587217611273889,0.587217611273889,2.455273079430071,0.9228392947206627,0.008541651449156935,0.3850904780827367,0.3851851971707501,0.5697618115031542,0.13450763793910092,1.150283050488299,0.9018626767634224
11,2.7462317418729416,4.400162695414723,0.4160170240835372,2.4535536882809184,0.7195906869748799,1.1418415490642857,0.3543164709050788,0.39123648774205944,0.6583918047964766,0.6747105966582179,0.8092563729537985,0.7219480146475281,0.5444776278520999,0.667412853407753,0.667412853407753,1.9431879528109102,0.9228576224685465,0.11830694652480157,0.36652049745638987,0.38514128401367437,0.4535505491565567,0.2646223114259503,1.3847351382477813,0.6640797505321457
12,0.5715538564559761,0.3582719310115048,0.5866644859921465,1.5927061119788464,2.7736662269894783,1.3358151171128552,1.430257648581731,1.4744798872090183,0.7359123585949167,0.5410611209793933,0.7141294299013516,0.6489547069091481,0.6783684291349122,0.6399749311833014,0.6399749311833014,2.217697439619967,0.841061448384847,0.5065921872563368,0.18968393672534226,0.540939590010551,0.7295328883268357,0.23426362731867426,1.58415307300206,2.3328237342079046
13,1.6949591775831816,0.40684737733008025,0.49100553212532266,1.6801980600520996,1.4340029124122076,0.5554586169475706,0.9015486613980066,0.6516074894312048,1.389645556856011,0.46010208276585496,0.5027884694667895,0.5019320138959461,0.4128158763602676,0.4570867511969953,0.4570867511969953,3.8208189023367654,0.12384407230006383,0.9113030092258081,0.3926696717753016,0.9923016908965421,0.9209443610683239,0.1513651616488058,2.218445900850917,0.17759276036327953
14,1.4946079681136746,3.269977617217015,0.4998517326751802,2.0352537684300662,2.979366803675816,1.1953458787697737,1.1778968803629417,1.2771062569952942,1.3942063610591957,0.3403237297717691,0.5010479745470422,0.5007262857888995,0.5140399333240535,0.444211162060258,0.444211162060258,3.9375166093410487,0.076114672074927,0.9888929097170133,0.12766115229914496,0.997099070651922,0.8117279220491287,0.19248829896674044,3.221227905871388,0.22677352725270813
15,0.6370711678605463,1.193735346579606,0.6930674874319215,0.7123585284146376,0.5455394459579755,0.7428305910730424,0.023562303947648633,1.3755627498895477,0.6922987827740535,0.4656081104077912,0.6835842932278757,0.6270206998053107,0.6443766103781022,0.5897267031701088,0.5897267031701088,2.5791599738595066,0.8038414003764783,0.21901520147229034,0.5530563665349443,0.5948436794997343,0.8673826607124224,0.3712800446307459,0.86561005020403,0.4385271921994672
16,0.7114711056342895,3.7533606175449066,0.5433977122484607,0.5250776003646096,1.5483813225563137,0.6021900134564346,0.49971516520408193,1.416207866138414,1.0103227461819706,0.35810518869578695,0.6522803577937871,0.604979454348939,0.6284250844330941,0.5275125652014121,0.5275125652014121,3.060891146330592,0.7574021393982548,0.5345259557949507,0.374998669086226,0.6529486957142546,0.5064750447288042,0.22506316328312223,0.7360479181653709,1.1727473263084514
17,0.0734311799981828,4.041674196770736,0.5297490936403826,1.8671664839485613,0.8753413040536392,0.06896633738103541,1.1924422452323986,1.1986341033390728,1.1717546015061606,0.36173162570277184,0.985424460172461,0.9316493533268112,0.7009954810113722,0.6298565918200721,0.6298565918200721,1.9198512277193063,0.9973051421490756,0.045599856986411405,0.057472658593726925,0.07336520594268284,0.6383510069748743,0.024530311966363905,0.1420447831692334,0.8729823836681718
18,1.961839097189088,5.431032776577291,0.446043395268612,1.1705680708608073,0.9334625285485757,1.4216831524719382,0.3567413093276026,0.6778556084166384,1.2634218429317359,0.48037336987231777,0.5283996155038331,0.5196122154404098,0.28769549978394254,0.41798256018252,0.41798256018252,4.143934750895941,0.38115267603057346,0.6086659184293058,0.6958796140837455,0.9245121078464755,0.8873088906698048,0.4032327218036134,2.396567642550961,0.3557917407305552
19,0.7481835794723446,2.912986716792166,0.6837831194047529,1.7294753960104625,0.7524874283543069,0.8031182805632149,0.24671413394747937,0.8836779234356622,0.49665219592656973,0.4757153284274958,0.6381378618553114,0.5951287822740744,0.7168189317676259,0.6014834864040742,0.5998884771302977,2.5550575540471714,0.7329258037683508,0.6626091727196732,0.1541714967115102,0.6803085815793573,0.6063647859408164,0.24447441475895504,1.722945211826688,0.5515174532521597
