step,t,loss,lambda_norm,lambda_star_norm,tracking_error,mean_defect_norm,target_defect_norm,stability,cov_trace,cov_log_kappa,lambda_H,lambda_star_H,mean_d_H,target_d_H,lambda_B,lambda_star_B,mean_d_B,target_d_B,lambda_S,lambda_star_S,mean_d_S,target_d_S,lambda_V,lambda_star_V,mean_d_V,target_d_V,lambda_R,lambda_star_R,mean_d_R,target_d_R
349,27.92,0.0026047379729481905,1.4741290405134861,1.474129102343601,6.643157707454993e-08,0.32615682408731317,0.2570992026436488,0.8700713773219125,0.10852183101160841,0.9169978830580788,0.9355217841469184,0.9355218171904169,0.15269255154874678,0.12,0.4730357412615896,0.47303577828263893,0.12750580503035713,0.1,0.8502970820352017,0.8502971093878191,0.17633961137789586,0.14,0.34620662926550194,0.3462066574818067,0.14134115467742506,0.11,0.4808621934566254,0.4808622136159412,0.1254294532291411,0.1
350,28.0,0.002604737964199751,1.4741290417120907,1.474129100443719,6.311545485674945e-08,0.32615682395584333,0.2570992026436488,0.8700713773679297,0.10852183097044721,0.9169978829778294,0.9355217847873313,0.9355218161675596,0.1526925514890389,0.12,0.47303574197976944,0.4730357771705832,0.12750580497188935,0.1,0.8502970825651708,0.8502971085336545,0.1763396113170289,0.14,0.34620662981289546,0.346206656635177,0.1413411546133281,0.11,0.480862193847404,0.4808622129955529,0.125429453177199,0.1
351,28.080000000000002,0.0026047379558883535,1.4741290428506304,1.4741290986390683,5.996487228292583e-08,0.3261568238309423,0.2570992026436488,0.870071377411648,0.10852183093134193,0.9169978829015956,0.9355217853955088,0.9355218151962073,0.1526925514323157,0.12,0.47303574266244236,0.4730357761134167,0.12750580491633437,0.1,0.8502970830683226,0.8502971077227639,0.17633961125921513,0.14,0.3462066303332446,0.34620665583035237,0.14134115455242874,0.11,0.4808621942185816,0.48086221240628674,0.12542945312784792,0.1
352,28.16,0.0026047379479921793,1.4741290439321155,1.4741290969248904,5.697157440630421e-08,0.32615682371228216,0.2570992026436488,0.8700713774531819,0.10852183089418976,0.9169978828291787,0.9355217859730744,0.9355218142737923,0.15269255137842846,0.12,0.4730357433113624,0.47303577510844336,0.12750580486354754,0.1,0.8502970835460151,0.8502971069529459,0.17633961120430103,0.14,0.34620663082788444,0.3462066550652364,0.14134115449456708,0.11,0.4808621945711421,0.48086221184660616,0.12542945308095899,0.1
353,28.240000000000002,0.0026047379404904557,1.4741290449594064,1.474129095296666,5.412770413321245e-08,0.32615682359955056,0.2570992026436488,0.8700713774926406,0.10852183085889339,0.9169978827603822,0.9355217865215707,0.9355218133978861,0.1526925513272357,0.12,0.4730357439281968,0.473035774153083,0.12750580481339083,0.1,0.8502970839995376,0.8502971062221444,0.17633961115214136,0.14,0.34620663129808305,0.34620665433781556,0.14134115443959075,0.11,0.48086219490601934,0.4808622113150033,0.1254294530364087,0.1
354,28.32,0.0026047379333635394,1.4741290459352199,1.4741290937500764,5.142581141206936e-08,0.32615682349245223,0.2570992026436488,0.8700713775301279,0.10852183082535996,0.9169978826950299,0.9355217870424614,0.9355218125661015,0.1526925512786024,0.12,0.4730357445145306,0.47303577324488877,0.12750580476573337,0.1,0.8502970844301144,0.8502971055283786,0.17633961110259835,0.14,0.34620663174504734,0.34620665364629766,0.141341154387357,0.11,0.4808621952241006,0.4808622108100841,0.12542945299408106,0.1
355,28.400000000000002,0.0026047379265926184,1.4741290468621353,1.4741290922809924,4.885879490199591e-08,0.32615682339070445,0.2570992026436488,0.8700713775657422,0.10852183079350153,0.9169978826329476,0.935521787537136,0.9355218117761941,0.15269255123240025,0.12,0.47303574507187157,0.47303577238157835,0.12750580472045062,0.1,0.8502970848389066,0.8502971048697275,0.17633961105553955,0.14,0.34620663216992476,0.3462066529889186,0.14134115433772856,0.11,0.48086219552622794,0.4808622103304681,0.12542945295386457,0.1
356,28.48,0.0026047379201599706,1.4741290477426041,1.4741290908855698,4.64199285842593e-08,0.3261568232940407,0.2570992026436488,0.8700713775995771,0.1085218307632343,0.9169978825739731,0.935521788006915,0.9355218110260878,0.152692551188508,0.12,0.4730357456016519,0.47303577156088916,0.1275058046774242,0.1,0.8502970852270179,0.8502971042444648,0.17633961101084156,0.14,0.3462066325738053,0.3462066523639531,0.1413411542905754,0.11,0.480862195813202,0.4808622098749308,0.12542945291565438,0.1
357,28.560000000000002,0.002604737914048672,1.4741290485789538,1.4741290895600965,4.410280243604977e-08,0.3261568232022067,0.2570992026436488,0.8700713776317217,0.10852183073447881,0.9169978825179464,0.9355217884530522,0.935521810313777,0.15269255114681016,0.12,0.4730357461052326,0.4730357707806863,0.12750580463654126,0.1,0.8502970855954947,0.8502971036508602,0.17633961096838505,0.14,0.3462066329577261,0.3462066517698435,0.14134115424577454,0.11,0.48086219608578346,0.4808622094422759,0.1254294528793506,0.1
358,28.64,0.0026047379082427004,1.4741290493733963,1.474129088301085,4.190136408370561e-08,0.32615682311496147,0.2570992026436488,0.87007137766226,0.10852183070715954,0.9169978824647252,0.9355217888767384,0.9355218096373626,0.15269255110719737,0.12,0.4730357465839089,0.4730357700390485,0.12750580459769592,0.1,0.8502970859453315,0.8502971030873385,0.17633961092805828,0.14,0.34620663332267215,0.346206651205031,0.1413411542032081,0.11,0.48086219634469385,0.48086220903130317,0.12542945284485757,0.1
359,28.72,0.0026047379027267573,1.4741290501280317,1.4741290871051707,3.980980858293872e-08,0.32615682303207516,0.2570992026436488,0.8700713776912727,0.10852183068120497,0.9169978824141678,0.9355217892791036,0.9355218089949973,0.15269255106956456,0.12,0.47303574703891116,0.4730357693340226,0.12750580456078592,0.1,0.850297086277472,0.850297102552356,0.17633961088975397,0.14,0.3462066336695808,0.3462066506681065,0.14134115416276505,0.11,0.48086219659061913,0.4808622086409584,0.12542945281208528,0.1
360,28.8,0.002604737897486388,1.4741290508448552,1.4741290859692022,3.7822676995135933e-08,0.3261568229533305,0.2570992026436488,0.8700713777188357,0.10852183065654664,0.916997882366139,0.9355217896612211,0.9355218083849788,0.15269255103381327,0.12,0.47303574747141014,0.47303576866385993,0.12750580452571553,0.1,0.8502970865928117,0.8502971020444563,0.17633961085337063,0.14,0.34620663399934315,0.3462066501576961,0.14134115412433945,0.11,0.48086219682421033,0.48086220827017795,0.12542945278094786,0.1
361,28.88,0.0026047378925077853,1.4741290515257617,1.4741290848901725,3.593472608307985e-08,0.3261568228785198,0.2570992026436488,0.8700713777450219,0.10852183063311999,0.9169978823205139,0.9355217900241105,0.9355218078056914,0.15269255099984913,0.12,0.473035747882517,0.473035768026755,0.12750580449239213,0.1,0.850297086892201,0.8502971015622776,0.17633961081881183,0.14,0.3462066343128058,0.34620664967247533,0.14134115408783052,0.11,0.48086219704608657,0.4808622079180229,0.12542945275136386,0.1
362,28.96,0.0026047378877779165,1.4741290521725516,1.4741290838652674,3.4141029500438335e-08,0.32615682280744734,0.2570992026436488,0.8700713777698995,0.10852183061086344,0.9169978822771719,0.9355217903687408,0.9355218072556263,0.15269255096758358,0.12,0.47303574827328904,0.4730357674211171,0.12750580446072945,0.1,0.850297087176448,0.8502971011045566,0.17633961078598676,0.14,0.34620663461077233,0.3462066492111332,0.14134115405314196,0.11,0.48086219725683577,0.48086220758354536,0.12542945272325556,0.1
363,29.04,0.002604737883284343,1.474129052786935,1.4741290828917133,3.2436874786467703e-08,0.326156822739926,0.2570992026436488,0.8700713777935342,0.10852183058971851,0.9169978822359973,0.9355217906960306,0.9355218067332306,0.1526925509369308,0.12,0.4730357486447315,0.4730357668454129,0.12750580443064463,0.1,0.8502970874463188,0.8502971006699865,0.17633961075480753,0.14,0.3462066348940093,0.34620664877262197,0.14134115402018443,0.11,0.4808621974570158,0.4808622072658375,0.12542945269654965,0.1
364,29.12,0.002604737879015233,1.4741290533705356,1.4741290819669648,3.0817783611098026e-08,0.32615682267577806,0.2570992026436488,0.8700713778159881,0.1085218305696298,0.9169978821968837,0.9355217910068531,0.9355218062371535,0.15269255090781036,0.12,0.4730357489977997,0.473035766298141,0.12750580440205872,0.1,0.8502970877025414,0.8502971002574464,0.1763396107251923,0.14,0.34620663516324374,0.3462066483557309,0.14134115398887043,0.11,0.48086219764715654,0.4808622069640535,0.12542945267117558,0.1
365,29.2,0.002604737874959375,1.4741290539248957,1.4741290810885477,2.9279510076841824e-08,0.326156822614835,0.2570992026436488,0.8700713778373204,0.1085218305505443,0.9169978821597284,0.9355217913020367,0.9355218057660354,0.15269255088014544,0.12,0.4730357493334019,0.47303576577791034,0.12750580437489734,0.1,0.8502970879458057,0.8502970998657584,0.1763396106970615,0.14,0.3462066354191678,0.3462066479594473,0.14134115395911867,0.11,0.48086219782776213,0.48086220667743523,0.1254294526470678,0.1
366,29.28,0.0026047378711061566,1.4741290544514813,1.4741290802541782,2.7818034950705286e-08,0.3261568225569372,0.2570992026436488,0.8700713778575867,0.10852183053241225,0.9169978821244305,0.935521791582369,0.9355218053186539,0.15269255085386377,0.12,0.4730357496524019,0.47303576528340024,0.12750580434908967,0.1,0.8502970881767683,0.8502970994939366,0.17633961067034212,0.14,0.3462066356624384,0.3462066475826989,0.14134115393085073,0.11,0.48086219799931035,0.4808622064051731,0.12542945262416239,0.1
367,29.36,0.002604737867445436,1.4741290549516841,1.4741290794616217,2.6429511911321837e-08,0.3261568225019322,0.2570992026436488,0.8700713778768404,0.10852183051518574,0.9169978820908995,0.9355217918485974,0.9355218048937896,0.15269255082889582,0.12,0.4730357499556201,0.4730357648133094,0.1275058043245679,0.1,0.8502970883960516,0.8502970991409301,0.1763396106449625,0.14,0.3462066358936813,0.34620664722458117,0.1413411539039933,0.11,0.4808621981622557,0.4808622061465793,0.12542945260239988,0.1
368,29.44,0.002604737863967569,1.4741290554268265,1.4741290787087988,2.5110298516572926e-08,0.3261568224496752,0.2570992026436488,0.8700713778951323,0.10852183049881961,0.9169978820590456,0.9355217921014326,0.9355218044903556,0.15269255080517646,0.12,0.4730357502438364,0.4730357643664356,0.1275058043012681,0.1,0.8502970886042462,0.8502970988057876,0.17633961062085518,0.14,0.34620663611348995,0.34620664688411484,0.14134115387847507,0.11,0.4808621983170299,0.48086220590096446,0.12542945258172294,0.1
369,29.52,0.0026047378606634405,1.474129055878164,1.4741290779936949,2.3856934772587088e-08,0.3261568224000291,0.2570992026436488,0.8700713779125103,0.10852183048327106,0.9169978820287855,0.935521792341548,0.9355218041072023,0.15269255078264243,0.12,0.4730357505177928,0.47303576394165653,0.12750580427912933,0.1,0.8502970888019137,0.8502970984876183,0.176339610597957,0.14,0.3462066363224297,0.3462066465604786,0.14134115385423,0.11,0.4808621984640425,0.48086220566765814,0.1254294525620774,0.1
370,29.6,0.0026047378575243876,1.4741290563068894,1.4741290773144484,2.266613641039018e-08,0.3261568223528637,0.2570992026436488,0.8700713779290201,0.10852183046849907,0.9169978820000405,0.9355217925695845,0.9355218037433713,0.15269255076123528,0.12,0.47303575077819376,0.47303576353784166,0.12750580425809374,0.1,0.8502970889895867,0.8502970981855613,0.17633961057620712,0.14,0.34620663652103717,0.3462066462528037,0.1413411538311942,0.11,0.48086219860368323,0.4808622054460792,0.1254294525434122,0.1
371,29.68,0.002604737854542168,1.4741290567141367,1.47412907666925,2.1534788153561653e-08,0.32615682230805515,0.2570992026436488,0.8700713779447049,0.10852183045446487,0.916997881972733,0.9355217927861498,0.9355218033978511,0.15269255074089824,0.12,0.4730357510257099,0.4730357631539998,0.12750580423810662,0.1,0.8502970891677711,0.8502970978988112,0.17633961055554825,0.14,0.346206636709823,0.3462066459603278,0.14134115380930765,0.11,0.4808621987363215,0.4808622052355968,0.12542945252567803,0.1
372,29.76,0.002604737851708895,1.4741290571009815,1.4741290760563783,2.045990606035723e-08,0.32615682226548487,0.2570992026436488,0.8700713779596063,0.10852183044113156,0.9169978819467918,0.9355217929918214,0.9355218030697307,0.1526925507215778,0.12,0.4730357512609782,0.47303576278912507,0.12750580421911542,0.1,0.8502970893369468,0.8502970976265524,0.17633961053592467,0.14,0.34620663688927245,0.3462066456822946,0.1413411537885127,0.11,0.48086219886230874,0.4808622050356815,0.12542945250882861,0.1
373,29.84,0.002604737849017168,1.4741290574684462,1.474129075474213,1.9438680203337158e-08,0.32615682222504166,0.2570992026436488,0.8700713779737631,0.10852183042846429,0.9169978819221482,0.9355217931871471,0.9355218027581105,0.15269255070322302,0.12,0.4730357514846044,0.4730357624422896,0.12750580420107063,0.1,0.8502970894975693,0.8502970973680709,0.17633961051728514,0.14,0.34620663705984744,0.34620664541802176,0.14134115376875545,0.11,0.48086219898197824,0.48086220484578335,0.12542945249281978,0.1
374,29.92,0.0026047378464599184,1.4741290578175024,1.4741290749212532,1.8468431237334223e-08,0.3261568221866193,0.2570992026436488,0.8700713779872127,0.1085218304164297,0.916997881898737,0.9355217933726482,0.9355218024622013,0.15269255068578594,0.12,0.473035751697164,0.47303576211258475,0.12750580418392515,0.1,0.8502970896500723,0.8502970971227218,0.176339610499581,0.14,0.34620663722198514,0.3462066451667324,0.14134115374998305,0.11,0.4808621990956473,0.4808622046654308,0.1254294524776096,0.1
375,30.0,0.0026047378440303944,1.4741290581490718,1.47412907439597,1.754661295649039e-08,0.3261568221501162,0.2570992026436488,0.8700713779999902,0.1085218304049962,0.9169978818764979,0.9355217935488185,0.9355218021811652,0.15269255066922036,0.12,0.4730357518992047,0.47303576179920065,0.12750580416763413,0.1,0.8502970897948655,0.8502970968897325,0.17633961048276364,0.14,0.346206637376104,0.34620664492792985,0.14134115373214773,0.11,0.4808621992036161,0.4808622044940873,0.12542945246315804,0.1
376,30.080000000000002,0.0026047378417222555,1.474129058464031,1.4741290738970374,1.667080614984453e-08,0.32615682211543723,0.2570992026436488,0.8700713780121294,0.10852183039413377,0.9169978818553709,0.9355217937161281,0.9355218019142997,0.1526925506534831,0.12,0.4730357520912461,0.4730357615012744,0.12750580415215484,0.1,0.8502970899323395,0.8502970966685673,0.17633961046678995,0.14,0.3462066375225994,0.3462066447008726,0.14134115371520176,0.11,0.48086219930617147,0.48086220433138355,0.12542945244942783,0.1
377,30.16,0.002604737839529409,1.4741290587632123,1.4741290734230983,1.5838714469081544e-08,0.3261568220824907,0.2570992026436488,0.8700713780236622,0.10852183038381384,0.9169978818353024,0.9355217938750227,0.9355218016608579,0.15269255063853238,0.12,0.47303575227378275,0.47303576121807894,0.12750580413744694,0.1,0.8502970900628645,0.8502970964585866,0.17633961045161703,0.14,0.3462066376618485,0.34620664448505384,0.14134115369910127,0.11,0.48086219940358454,0.4808622041768244,0.12542945243638243,0.1
378,30.240000000000002,0.002604737837446126,1.4741290590474063,1.47412907297292,1.5048162172691107e-08,0.32615682205119056,0.2570992026436488,0.8700713780346188,0.10852183037400942,0.9169978818162361,0.935521794025926,0.9355218014201898,0.15269255062432927,0.12,0.47303575244728463,0.47303576094887634,0.127505804123472,0.1,0.8502970901867919,0.8502970962592361,0.17633961043720506,0.14,0.3462066377942094,0.34620664427989445,0.1413411536838041,0.11,0.4808621994961132,0.48086220403001834,0.1254294524239879,0.1
379,30.32,0.002604737835466899,1.4741290593173642,1.4741290725453016,1.429706862911333e-08,0.326156822021454,0.2570992026436488,0.870071378045028,0.10852183036469469,0.9169978817981248,0.9355217941692402,0.9355218011916383,0.15269255061083614,0.12,0.47303575261219866,0.4730357606929869,0.1275058041101936,0.1,0.8502970903044555,0.8502970960699735,0.17633961042351554,0.14,0.3462066379200223,0.3462066440848556,0.1413411536692697,0.11,0.4808621995840025,0.4808622038905778,0.12542945241221168,0.1
380,30.400000000000002,0.0026047378335865494,1.474129059573799,1.474129072139107,1.3583471175274949e-08,0.3261568219932033,0.2570992026436488,0.8700713780549172,0.10852183035584513,0.9169978817809201,0.9355217943053467,0.9355218009745653,0.15269255059801723,0.12,0.47303575276895027,0.4730357604497797,0.12750580409757728,0.1,0.8502970904161723,0.8502970958902918,0.17633961041051247,0.14,0.3462066380396109,0.3462066438994513,0.14134115365546032,0.11,0.480862199667485,0.48086220375812766,0.12542945240102307,0.1
381,30.48,0.0026047378318001116,1.4741290598173884,1.4741290717532598,1.2905479998107455e-08,0.32615682196636364,0.2570992026436488,0.8700713780643122,0.10852183034743768,0.9169978817645741,0.9355217944346084,0.9355218007684319,0.1526925505858391,0.12,0.47303575291794225,0.47303576021854965,0.12750580408558906,0.1,0.8502970905222427,0.850297095719689,0.1763396103981611,0.14,0.34620663815328334,0.3462066437232353,0.14134115364234015,0.11,0.48086219974678174,0.48086220363232046,0.1254294523903925,0.1
382,30.560000000000002,0.00260473783010294,1.4741290600487755,1.474129071386747,1.2261346842033923e-08,0.32615682194086537,0.2570992026436488,0.8700713780732379,0.10852183033945006,0.9169978817490466,0.9355217945573692,0.9355218005726494,0.1526925505742697,0.12,0.4730357530595595,0.47303575999880487,0.12750580407419887,0.1,0.8502970906229523,0.8502970955577255,0.17633961038642926,0.14,0.34620663826133236,0.3462066435557332,0.14134115362987457,0.11,0.48086219982210204,0.48086220351279807,0.1254294523802922,0.1
383,30.64,0.0026047378284905485,1.4741290602685724,1.474129071038621,1.1649359868189027e-08,0.326156821916641,0.2570992026436488,0.8700713780817175,0.10852183033186144,0.9169978817342972,0.935521794673957,0.9355218003867594,0.15269255056327896,0.12,0.4730357531941662,0.47303575978989154,0.12750580406337622,0.1,0.8502970907185726,0.850297095403968,0.1763396103752856,0.14,0.34620663836403487,0.3462066433964586,0.14134115361803035,0.11,0.48086219989364615,0.4808622033993077,0.12542945237069608,0.1
384,30.72,0.00260473782695869,1.4741290604773596,1.4741290707079342,1.1067917560767421e-08,0.32615682189362677,0.2570992026436488,0.8700713780897739,0.10852183032465175,0.9169978817202842,0.9355217947846823,0.9355218002102252,0.15269255055283756,0.12,0.4730357533221089,0.47303575959130156,0.1275058040530928,0.1,0.8502970908093608,0.8502970952579815,0.1763396103647004,0.14,0.34620663846165556,0.34620664324507067,0.1413411536067771,0.11,0.48086219996160323,0.4808622032915012,0.1254294523615786,0.1
385,30.8,0.0026047378255033412,1.4741290606756885,1.474129070393801,1.0515491757684131e-08,0.32615682187176215,0.2570992026436488,0.8700713780974276,0.10852183031780227,0.9169978817069739,0.9355217948898397,0.9355218000425505,0.15269255054291775,0.12,0.4730357534437175,0.47303575940253945,0.12750580404332185,0.1,0.8502970908955609,0.8502970951193694,0.17633961035464574,0.14,0.34620663855444606,0.3462066431011793,0.14134115359608532,0.11,0.4808622000261532,0.48086220318910095,0.12542945235291603,0.1
386,30.88,0.0026047378241207293,1.4741290608640834,1.4741290700954308,9.990655039402944e-09,0.32615682185099043,0.2570992026436488,0.8700713781046987,0.10852183031129482,0.9169978816943293,0.9355217949897097,0.9355217998833378,0.15269255053349431,0.12,0.47303575355930566,0.4730357592231246,0.12750580403403822,0.1,0.8502970909774055,0.8502970949877853,0.17633961034509546,0.14,0.3462066386426447,0.34620664296438014,0.14134115358592686,0.11,0.4808622000874668,0.48086220309183086,0.12542945234468564,0.1
387,30.96,0.0026047378228071733,1.4741290610430418,1.4741290698120022,9.492005221471195e-09,0.3261568218312563,0.2570992026436488,0.8700713781116068,0.10852183030511246,0.9169978816823153,0.9355217950845579,0.9355217997321235,0.15269255052454156,0.12,0.4730357536691708,0.4730357590525611,0.12750580402521694,0.1,0.8502970910551145,0.8502970948628588,0.17633961033602402,0.14,0.34620663872647894,0.34620664283435515,0.14134115357627533,0.11,0.4808622001457064,0.4808622029994483,0.12542945233686595,0.1
388,31.04,0.002604737821559225,1.4741290612130362,1.47412906954277,9.018242311791989e-09,0.326156821812508,0.2570992026436488,0.8700713781181698,0.10852183029923886,0.9169978816709045,0.9355217951746368,0.935521799588505,0.1526925505160361,0.12,0.4730357537735962,0.4730357588904407,0.12750580401683534,0.1,0.8502970911288973,0.8502970947442537,0.17633961032740736,0.14,0.3462066388061644,0.3462066427107517,0.14134115356710517,0.11,0.4808622002010263,0.4808622029117016,0.12542945232943636,0.1
389,31.12,0.0026047378203736225,1.4741290613745164,1.4741290692870406,8.568133204591296e-09,0.32615682179469646,0.2570992026436488,0.8700713781244048,0.10852183029365856,0.9169978816600632,0.9355217952601871,0.93552179945215,0.15269255050795635,0.12,0.47303575387285096,0.47303575873633547,0.12750580400887151,0.1,0.8502970911989521,0.8502970946316416,0.17633961031922252,0.14,0.34620663888190617,0.34620664259325057,0.14134115355839239,0.11,0.4808622002535726,0.48086220282834213,0.1254294523223773,0.1
390,31.2,0.0026047378192472492,1.4741290615279083,1.4741290690441202,8.140489656314302e-09,0.32615682177777483,0.2570992026436488,0.8700713781303283,0.10852183028835703,0.9169978816497656,0.935521795341436,0.9355217993226334,0.15269255050028016,0.12,0.47303575396719116,0.4730357585898599,0.1275058040013047,0.1,0.8502970912654678,0.8502970945247365,0.17633961031144818,0.14,0.34620663895389925,0.3462066424815593,0.14134115355011428,0.11,0.4808622003034845,0.48086220274916547,0.12542945231567046,0.1
391,31.28,0.002604737818177147,1.4741290616736176,1.474129068813367,7.734194497529035e-09,0.3261568217616987,0.2570992026436488,0.8700713781359559,0.10852183028332038,0.9169978816399832,0.9355217954185998,0.935521799199629,0.15269255049298766,0.12,0.47303575405686016,0.47303575845064155,0.12750580399411515,0.1,0.850297091328623,0.8502970944232271,0.17633961030406348,0.14,0.3462066390223292,0.3462066423753964,0.14134115354224927,0.11,0.480862200350894,0.48086220267395957,0.12542945230929833,0.1
392,31.36,0.0026047378171604844,1.4741290618120289,1.4741290685941757,7.34816646765639e-09,0.3261568217464255,0.2570992026436488,0.8700713781413024,0.10852183027853524,0.9169978816306872,0.9355217954918842,0.9355217990828197,0.15269255048605956,0.12,0.47303575414208837,0.4730357583182701,0.1275058039872835,0.1,0.8502970913885877,0.8502970943268561,0.17633961029704884,0.14,0.34620663908737215,0.3462066422744787,0.1413411535347766,0.11,0.48086220039592703,0.48086220260254636,0.12542945230324426,0.1
393,31.44,0.002604737816194626,1.4741290619435077,1.4741290683859753,6.981421684506458e-09,0.3261568217319156,0.2570992026436488,0.8700713781463817,0.10852183027398893,0.9169978816218601,0.9355217955614845,0.9355217989719019,0.1526925504794782,0.12,0.4730357542230962,0.47303575819247917,0.1275058039807928,0.1,0.850297091445523,0.8502970942353524,0.17633961029038572,0.14,0.34620663914919564,0.3462066421785463,0.14134115352767668,0.11,0.4808622004387024,0.4808622025346956,0.12542945229749217,0.1
394,31.52,0.002604737815276978,1.4741290620684016,1.4741290681881936,6.632968434814205e-09,0.32615682171813015,0.2570992026436488,0.8700713781512074,0.10852183026966986,0.9169978816134705,0.935521795627586,0.9355217988665552,0.15269255047322544,0.12,0.4730357543000922,0.47303575807289616,0.12750580397462521,0.1,0.8502970914995821,0.8502970941484761,0.17633961028405654,0.14,0.34620663920795897,0.34620664208736146,0.14134115352093082,0.11,0.48086220047933315,0.4808622024702377,0.12542945229202668,0.1
395,31.6,0.0026047378144051993,1.47412906218704,1.4741290680003287,6.301910591608706e-09,0.3261568217050338,0.2570992026436488,0.870071378155792,0.10852183026556644,0.9169978816055029,0.9355217956903644,0.935521798766506,0.15269255046728522,0.12,0.4730357543732748,0.4730357579592198,0.12750580396876507,0.1,0.8502970915509105,0.8502970940660037,0.17633961027804496,0.14,0.34620663926381345,0.34620664200068224,0.1413411535145217,0.11,0.48086220051792716,0.4808622024090336,0.12542945228683428,0.1
396,31.68,0.002604737813576961,1.4741290622997367,1.4741290678218764,5.9873781408898975e-09,0.32615682169259164,0.2570992026436488,0.8700713781601475,0.10852183026166798,0.9169978815979339,0.9355217957499871,0.935521798671494,0.15269255046164204,0.12,0.47303575444283286,0.47303575785117796,0.1275058039631971,0.1,0.8502970915996463,0.8502970939877017,0.17633961027233463,0.14,0.3462066393169028,0.3462066419182826,0.14134115350843213,0.11,0.48086220055458634,0.480862202350886,0.12542945228190072,0.1
397,31.76,0.002604737812790122,1.4741290624067895,1.4741290676523724,5.688552973438072e-09,0.3261568216807714,0.2570992026436488,0.8700713781642853,0.10852183025796425,0.9169978815907438,0.9355217958066125,0.9355217985812586,0.15269255045628086,0.12,0.47303575450894597,0.47303575774848944,0.1275058039579069,0.1,0.8502970916459207,0.8502970939133688,0.17633961026691086,0.14,0.3462066393673639,0.3462066418399574,0.1413411535026465,0.11,0.48086220058940776,0.4808622022956588,0.12542945227721353,0.1
398,31.84,0.0026047378120425736,1.4741290625084809,1.4741290674913639,5.404635849274352e-09,0.3261568216695416,0.2570992026436488,0.8700713781682164,0.1085218302544455,0.9169978815839125,0.9355217958603922,0.9355217984955926,0.1526925504511881,0.12,0.4730357545717841,0.4730357576508532,0.12750580395288005,0.1,0.8502970916898579,0.8502970938427805,0.17633961026175848,0.14,0.3462066394153266,0.3462066417654996,0.14134115349714943,0.11,0.4808622006224838,0.4808622022432096,0.12542945227276014,0.1
399,31.92,0.0026047378113323453,1.4741290626050791,1.4741290673383942,5.134888990639984e-09,0.32615682165887244,0.2570992026436488,0.8700713781719515,0.10852183025110247,0.9169978815774238,0.9355217959114679,0.9355217984141782,0.15269255044634905,0.12,0.47303575463151026,0.4730357575580928,0.127505803948104,0.1,0.8502970917315757,0.8502970937757505,0.17633961025686426,0.14,0.346206639460915,0.34620664169474674,0.14134115349192666,0.11,0.4808622006539017,0.4808622021933777,0.12542945226852897,0.1
400,32.0,0.00260473781065761,1.4741290626968397,1.474129067193106,4.878604629678782e-09,0.32615682164873655,0.2570992026436488,0.8700713781754996,0.10852183024792655,0.9169978815712599,0.9355217959599764,0.9355217983368964,0.1526925504417524,0.12,0.47303575468827785,0.4730357574698895,0.1275058039435658,0.1,0.8502970917711866,0.8502970937121211,0.17633961025221556,0.14,0.34620663950424624,0.34620664162747694,0.1413411534869644,0.11,0.48086220068374463,0.4808622021460495,0.1254294522645088,0.1
401,32.08,0.002604737810016597,1.474129062784005,1.4741290670551057,4.635116324406577e-09,0.3261568216391073,0.2570992026436488,0.8700713781788704,0.10852183024490905,0.9169978815654031,0.935521796006047,0.9355217982635083,0.15269255043738553,0.12,0.47303575474223314,0.4730357573860433,0.12750580393925376,0.1,0.8502970918087974,0.8502970936517249,0.17633961024780026,0.14,0.34620663954543207,0.3462066415635374,0.14134115348224988,0.11,0.48086220071209146,0.480862202101087,0.12542945226068913,0.1
402,32.160000000000004,0.002604737809407568,1.474129062866805,1.4741290669239941,4.403773705982187e-09,0.32615682162995857,0.2570992026436488,0.8700713781820731,0.1085218302420424,0.9169978815598405,0.9355217960498018,0.9355217981937863,0.15269255043323657,0.12,0.47303575479351573,0.4730357573063625,0.12750580393515673,0.1,0.8502970918445084,0.8502970935943455,0.17633961024360542,0.14,0.346206639584579,0.34620664150277686,0.1413411534777705,0.11,0.4808622007390174,0.48086220205838903,0.12542945225706026,0.1
403,32.24,0.0026047378088289966,1.4741290629454582,1.4741290667994769,4.183987639703758e-09,0.32615682162126747,0.2570992026436488,0.8700713781851157,0.1085218302393188,0.9169978815545554,0.9355217960913573,0.9355217981275781,0.15269255042929514,0.12,0.4730357548422581,0.4730357572306363,0.12750580393126418,0.1,0.8502970918784165,0.8502970935399143,0.17633961023962175,0.14,0.3462066396217869,0.34620664144497476,0.14134115347351425,0.11,0.4808622007645938,0.4808622020178369,0.12542945225361243,0.1
404,32.32,0.0026047378082793126,1.474129063020173,1.4741290666812006,3.975164305313594e-09,0.3261568216130103,0.2570992026436488,0.8700713781880062,0.10852183023673126,0.9169978815495342,0.9355217961308251,0.9355217980647428,0.15269255042555122,0.12,0.4730357548885853,0.47303575715861723,0.12750580392756525,0.1,0.8502970919106124,0.850297093488211,0.1763396102358372,0.14,0.346206639657152,0.3462066413900411,0.14134115346947043,0.11,0.4808622007888883,0.48086220197931956,0.12542945225033653,0.1
