z,E,D_growth,L_latent,B_exp,D_acc,S_proj,C_proj,C_proj_norm,R_proj,abs_d2R_dz2
3.944072036018009264e-01,1.240581456420328799e+00,8.130957489945631611e-01,9.375849472127644191e-01,1.729875719487320218e+00,7.623463348999905964e-01,1.633701438651242732e-01,6.470892311738968283e-02,3.394843913312579176e+00,8.064406814924870437e-01,1.556166525946395041e+00
3.959029514757378965e-01,1.241689829499397879e+00,8.124655229400571388e-01,9.372830234363038748e-01,1.733278497815615271e+00,7.615101417790144378e-01,1.640115718249572918e-01,6.500604568809248418e-02,3.410431945102697426e+00,8.055619740173763921e-01,1.560909812384181805e+00
3.973986993496748665e-01,1.242799588759550211e+00,8.118359488982828109e-01,9.369797639354386920e-01,1.736686528884906489e+00,7.606738557530159373e-01,1.646552382280715432e-01,6.530445502485690557e-02,3.426087484892048174e+00,8.046797743808539183e-01,1.565657268472733676e+00
3.988944472236118366e-01,1.243910733032973948e+00,8.112070269112322540e-01,9.366751640098258669e-01,1.740099817281679728e+00,7.598374749780016923e-01,1.653011496308149642e-01,6.560415645426856401e-02,3.441810812130912556e+00,8.037940719615678242e-01,1.570408804505092348e+00
4.003901950975488067e-01,1.245023261151402272e+00,8.105787570146973930e-01,9.363692189543777467e-01,1.743518367584798723e+00,7.590009976068625708e-01,1.659493126027461185e-01,6.590515532481161509e-02,3.457602207418442042e+00,8.029048561290376140e-01,1.575164329596304924e+00
4.018859429714857767e-01,1.246137171946126498e+00,8.099511392383178521e-01,9.360619240593870405e-01,1.746942184365516182e+00,7.581644217895122662e-01,1.665997337266415523e-01,6.620745700696394065e-02,3.473461952507650441e+00,8.020121162438574869e-01,1.579923751797309706e+00
4.033816908454227468e-01,1.247252464248012060e+00,8.093241736056205893e-01,9.357532746106533850e-01,1.750371272187495109e+00,7.573277456730204138e-01,1.672524195985045647e-01,6.651106689329358557e-02,3.489390330310474742e+00,8.011158416579029495e-01,1.584686978056907947e+00
4.048774387193597168e-01,1.248369136887514275e+00,8.086978601340641948e-01,9.354432658896123520e-01,1.753805635606828783e+00,7.564909674017499253e-01,1.679073768275740619e-01,6.681599039855549982e-02,3.505387624902851940e+00,8.002160217145367627e-01,1.589453913879765423e+00
4.063731865932966869e-01,1.249487188694690998e+00,8.080721988350828555e-01,9.351318931734631246e-01,1.757245279172052310e+00,7.556540851174941009e-01,1.685646120363315514e-01,6.712223295978789195e-02,3.521454121529769665e+00,7.993126457488232139e-01,1.594224463858495255e+00
4.078689344672336570e-01,1.250606618499219058e+00,8.074471897141256571e-01,9.348191517353021673e-01,1.760690207424165710e+00,7.548170969596125213e-01,1.692241318605102463e-01,6.742980003640997033e-02,3.537590106610399410e+00,7.984057030877390604e-01,1.598998531426644831e+00
4.093646823411706270e-01,1.251727425130407800e+00,8.068228327707011038e-01,9.345050368442540112e-01,1.764140424896648796e+00,7.539800010651693807e-01,1.698859429491028916e-01,6.773869711031935137e-02,3.553795867743202219e+00,7.974951830503914652e-01,1.603776018687540272e+00
4.108604302151075971e-01,1.252849607417214184e+00,8.061991279984187520e-01,9.341895437656060341e-01,1.767595936115479383e+00,7.531427955690722653e-01,1.705500519643698143e-01,6.804892968599013381e-02,3.570071693711077465e+00,7.965810749482353792e-01,1.608556826661526884e+00
4.123561780890445672e-01,1.253973164188257217e+00,8.055760753850300659e-01,9.338726677609441307e-01,1.771056745599152826e+00,7.523054786042094877e-01,1.712164655818472492e-01,6.836050329057137553e-02,3.586417874486526269e+00,7.956633680852963630e-01,1.613340855076756952e+00
4.138519259629815372e-01,1.255098094271831943e+00,8.049536749124700519e-01,9.335544040882899353e-01,1.774522857858697344e+00,7.514680483015900858e-01,1.718851904903553052e-01,6.867342347398583402e-02,3.602834701236835357e+00,7.947420517583939636e-01,1.618128002521331155e+00
4.153476738369185073e-01,1.256224396495923434e+00,8.043319265568993348e-01,9.332347480022393782e-01,1.777994277397692002e+00,7.506305027904837113e-01,1.725562333920054869e-01,6.898769580902888721e-02,3.619322466329262244e+00,7.938171152573694211e-01,1.622918166253214167e+00
4.168434217108554773e-01,1.257352069688222773e+00,8.037108302887443489e-01,9.329136947541027958e-01,1.781471008712287585e+00,7.497928401985601843e-01,1.732296010022096600e-01,6.930332589146849520e-02,3.635881463336283925e+00,7.928885478653142638e-01,1.627711242219191945e+00
4.183391695847924474e-01,1.258481112676138380e+00,8.030903860727381938e-01,9.325912395920479270e-01,1.784953056291219697e+00,7.489550586520312692e-01,1.739053000496869061e-01,6.962031934014460688e-02,3.652511987040809149e+00,7.919563388588047870e-01,1.632507125359097699e+00
4.198349174587294175e-01,1.259611524286811779e+00,8.024705938679620454e-01,9.322673777612411339e-01,1.788440424615829860e+00,7.481171562757908955e-01,1.745833372764721003e-01,6.993868179706969057e-02,3.669214333441454201e+00,7.910204775081354223e-01,1.637305709187586444e+00
4.213306653326663320e-01,1.260743303347131361e+00,8.018514536278846805e-01,9.319421045039948392e-01,1.791933118160081717e+00,7.472791311935582659e-01,1.752637194379234875e-01,7.025841892752926476e-02,3.685988799757816459e+00,7.900809530775584344e-01,1.642106885946134298e+00
4.228264132066033021e-01,1.261876448683746377e+00,8.012329653004018892e-01,9.316154150599118555e-01,1.795431141390581242e+00,7.464409815280178551e-01,1.759464533027308986e-01,7.057953642018305329e-02,3.702835684435780372e+00,7.891377548255236185e-01,1.646910546527067254e+00
4.243221610805402721e-01,1.263010959123080035e+00,8.006151288278783307e-01,9.312873046660350429e-01,1.798934498766591394e+00,7.456027054009651822e-01,1.766315456529230221e-01,7.090203998716611278e-02,3.719755287152825662e+00,7.881908720049233263e-01,1.651716580568802328e+00
4.258179089544772422e-01,1.264146833491343491e+00,7.999979441471860575e-01,9.309577685569958572e-01,1.802443194740051213e+00,7.447643009334485864e-01,1.773190032838752872e-01,7.122593536419055682e-02,3.736747908823359943e+00,7.872402938633396019e-01,1.656524876588491679e+00
4.273136568284142123e-01,1.265284070614549616e+00,7.993814111897433738e-01,9.306268019651666723e-01,1.805957233755594249e+00,7.439257662459127785e-01,1.780088330043177736e-01,7.155122831064784916e-02,3.753813851604090424e+00,7.862860096432925383e-01,1.661335321450167157e+00
4.288094047023511823e-01,1.266422669318526761e+00,7.987655298815553584e-01,9.302944001208128810e-01,1.809476620250566770e+00,7.430870994583447242e-01,1.787010416363429832e-01,7.187792460971122177e-02,3.770953418899392506e+00,7.853280085824939638e-01,1.666147800611781804e+00
4.303051525762881524e-01,1.267562628428931415e+00,7.981503001432520561e-01,9.299605582522474378e-01,1.813001358655043749e+00,7.422482986904175295e-01,1.793956360154130847e-01,7.220603006843824556e-02,3.788166915366694365e+00,7.843662799141039033e-01,1.670962198638164864e+00
4.318009004502251225e-01,1.268703946771261970e+00,7.975357218901283352e-01,9.296252715859869564e-01,1.816531453391847295e+00,7.414093620616367675e-01,1.800926229903674902e-01,7.253555051787413666e-02,3.805454646921893502e+00,7.834008128669890381e-01,1.675778398612038700e+00
4.332966483241620925e-01,1.269846623170872491e+00,7.969217950321809685e-01,9.292885353469100274e-01,1.820066908876566636e+00,7.405702876914859178e-01,1.807920094234311548e-01,7.286649181315546508e-02,3.822816920744800839e+00,7.824315966659826094e-01,1.680596281734977993e+00
4.347923961980990626e-01,1.270990656452985590e+00,7.963085194741476025e-01,9.289503447584157581e-01,1.823607729517574105e+00,7.397310736995730274e-01,1.814938021902214593e-01,7.319885983361391901e-02,3.840254045284583473e+00,7.814586205321525370e-01,1.685415728258391255e+00
4.362881440720360327e-01,1.272136045442704644e+00,7.956958951155458371e-01,9.286106950425849771e-01,1.827153919716041575e+00,7.388917182057788136e-01,1.821980081797554274e-01,7.353266048288027712e-02,3.857766330265217647e+00,7.804818736830680947e-01,1.690236617160678634e+00
4.377838919459730027e-01,1.273282788965028445e+00,7.950839218507104178e-01,9.282695814203427709e-01,1.830705483865961769e+00,7.380522193304034362e-01,1.829046342944581072e-01,7.386789968898949121e-02,3.875354086691004341e+00,7.795013453330702502e-01,1.695058825634021105e+00
4.392796398199099728e-01,1.274430885844863193e+00,7.944725995688303177e-01,9.279269991116230187e-01,1.834262426354163367e+00,7.372125751943148231e-01,1.836136874501691774e-01,7.420458340448531087e-02,3.893017626852056434e+00,7.785170246935473326e-01,1.699882229540520484e+00
4.407753876938469428e-01,1.275580334907035596e+00,7.938619281539879280e-01,9.275829433355340381e-01,1.837824751560331427e+00,7.363727839190983282e-01,1.843251745761509408e-01,7.454271760652578238e-02,3.910757264329834726e+00,7.775289009732123668e-01,1.704706703431156711e+00
4.422711355677839129e-01,1.276731134976305304e+00,7.932519074851952512e-01,9.272374093105255621e-01,1.841392463857021600e+00,7.355328436272051684e-01,1.850391026150949025e-01,7.488230829698866442e-02,3.928573314002676842e+00,7.765369633783837378e-01,1.709532120412717404e+00
4.437668834417208830e-01,1.277883284877378456e+00,7.926425374364314269e-01,9.268903922545594920e-01,1.844965567609681223e+00,7.346927524421033029e-01,1.857554785231297911e-01,7.522336150257760701e-02,3.946466092051369223e+00,7.755412011132689631e-01,1.714358351957883997e+00
4.452626313156578530e-01,1.279036783434919666e+00,7.920338178766792581e-01,9.265418873852782067e-01,1.848544067176667083e+00,7.338525084884260918e-01,1.864743092698286642e-01,7.556588327492864965e-02,3.964435915964734214e+00,7.745416033802521305e-01,1.719185268038302183e+00
4.467583791895948231e-01,1.280191629473564685e+00,7.914257486699624033e-01,9.261918899201804223e-01,1.852127966909260737e+00,7.330121098921261735e-01,1.871956018382157361e-01,7.590987969071655295e-02,3.982483104545208263e+00,7.735381593801856637e-01,1.724012737371396042e+00
4.482541270635317932e-01,1.281347821817933497e+00,7.908183296753817926e-01,9.258403950767919444e-01,1.855717271151689163e+00,7.321715547806241231e-01,1.879193632247740942e-01,7.625535685176211553e-02,4.000607977914470759e+00,7.725308583126826445e-01,1.728840627040426625e+00
4.497498749374687632e-01,1.282505359292641423e+00,7.902115607471519310e-01,9.254873980728441918e-01,1.859311984241140525e+00,7.313308412829628846e-01,1.886456004394523600e-01,7.660232088513940774e-02,4.018810857519072854e+00,7.715196893764152408e-01,1.733668802475591519e+00
4.512456228114057333e-01,1.283664240722313110e+00,7.896054417346368703e-01,9.251328941264502781e-01,1.862912110507783492e+00,7.304899675299587614e-01,1.893743205056721002e-01,7.695077794328356036e-02,4.037092066136088953e+00,7.705046417694153549e-01,1.738497127833966260e+00
4.527413706853427033e-01,1.284824464931593413e+00,7.889999724823866245e-01,9.247768784562848676e-01,1.866517654274784999e+00,7.296489316543561809e-01,1.901055304603349871e-01,7.730073420409884488e-02,4.055451927878791274e+00,7.694857046893791575e-01,1.743325465543421160e+00
4.542371185592796734e-01,1.285986030745160491e+00,7.883951528301721412e-01,9.244193462817646978e-01,1.870128619858327568e+00,7.288077317909796848e-01,1.908392373538296272e-01,7.765219587106708676e-02,4.073890768202331536e+00,7.684628673339729543e-01,1.748153676397691925e+00
4.557328664332166435e-01,1.287148936987737136e+00,7.877909826130216064e-01,9.240602928232322100e-01,1.873745011567626184e+00,7.279663660768905808e-01,1.915754482500382216e-01,7.800516917335605094e-02,4.092408913909434176e+00,7.674361189011478235e-01,1.752981619888970499e+00
4.572286143071536135e-01,1.288313182484104091e+00,7.871874616612547504e-01,9.236997133021385142e-01,1.877366833704950055e+00,7.271248326515391547e-01,1.923141702263445607e-01,7.835966036592917350e-02,4.111006693156148195e+00,7.664054485894501445e-01,1.757809153723229656e+00
4.587243621810905836e-01,1.289478766059109827e+00,7.865845898005194847e-01,9.233376029412305730e-01,1.880994090565634602e+00,7.262831296569227657e-01,1.930554103736396299e-01,7.871567572965418313e-02,4.129684435457546599e+00,7.653708455983436743e-01,1.762636134029293089e+00
4.602201100550275537e-01,1.290645686537684966e+00,7.859823668518254314e-01,9.229739569647383846e-01,1.884626786438104995e+00,7.254412552377399459e-01,1.937991757963295203e-01,7.907322157141340180e-02,4.148442471693515543e+00,7.643322991285284029e-01,1.767462415358863836e+00
4.617158579289645237e-01,1.291813942744852284e+00,7.853807926315795607e-01,9.226087705985652754e-01,1.888264925603890143e+00,7.245992075415483846e-01,1.945454736123415906e-01,7.943230422421329595e-02,4.167281134114498187e+00,7.632897983822679588e-01,1.772287850601003356e+00
4.632116058029014938e-01,1.292983533505738469e+00,7.847798669516203862e-01,9.222420390704777482e-01,1.891908512337641124e+00,7.237569847189205818e-01,1.952943109531315169e-01,7.979293004729523520e-02,4.186200756347310481e+00,7.622433325637175683e-01,1.777112291058188021e+00
4.647073536768384638e-01,1.294154457645587675e+00,7.841795896192513826e-01,9.218737576102995490e-01,1.895557550907152944e+00,7.229145849236019439e-01,1.960456949636904256e-01,8.015510542624602885e-02,4.205201673400932982e+00,7.611928908792572335e-01,1.781935586303632135e+00
4.662031015507754339e-01,1.295326713989770617e+00,7.835799604372778449e-01,9.215039214501066223e-01,1.899212045573375862e+00,7.220720063126709887e-01,1.967996328025507502e-01,8.051883677310865683e-02,4.224284221672327533e+00,7.601384625378281301e-01,1.786757584276472244e+00
4.676988494247124040e-01,1.296500301363797458e+00,7.829809792040378635e-01,9.211325258244227321e-01,1.902872000590438262e+00,7.212292470466952210e-01,1.975561316417935864e-01,8.088413052649393031e-02,4.243448738952292132e+00,7.590800367512731128e-01,1.791578131272217433e+00
4.691945972986493740e-01,1.297675218593328905e+00,7.823826457134375190e-01,9.207595659704175262e-01,1.906537420205662636e+00,7.203863052898916708e-01,1.983151986670551037e-01,8.125099315169188874e-02,4.262695564431303374e+00,7.580176027346797740e-01,1.796397071828607750e+00
4.706903451725863441e-01,1.298851464504187980e+00,7.817849597549850760e-01,9.203850371281077081e-01,1.910208308659583576e+00,7.195431792102880975e-01,1.990768410775331787e-01,8.161943114078372419e-02,4.282025038705391751e+00,7.569511497067291650e-01,1.801214248744912538e+00
4.721860930465233142e-01,1.300029037922370456e+00,7.811879211138228474e-01,9.200089345405568775e-01,1.913884670185965087e+00,7.186998669798807526e-01,1.998410660859936960e-01,8.198945101275408043e-02,4.301437503782031158e+00,7.558806668900470704e-01,1.806029503176631579e+00
4.736818409204602842e-01,1.301207937674056625e+00,7.805915295707617219e-01,9.196312534540813655e-01,1.917566509011819464e+00,7.178563667747982491e-01,2.006078809187774314e-01,8.236105931360340748e-02,4.320933303086033739e+00,7.548061435115592799e-01,1.810842674578651668e+00
4.751775887943971988e-01,1.302388162585622178e+00,7.799957849023138046e-01,9.192519891184525171e-01,1.921253829357423504e+00,7.170126767754605446e-01,2.013772928158061304e-01,8.273426261646095459e-02,4.340512781465478476e+00,7.537275688028510778e-01,1.815653600553190472e+00
4.766733366683341688e-01,1.303569711483650195e+00,7.794006868807241695e-01,9.188711367871063018e-01,1.924946635436339593e+00,7.161687951667424779e-01,2.021493090305896689e-01,8.310906752169794354e-02,4.360176285197648660e+00,7.526449320005298427e-01,1.820462116840189992e+00
4.781690845422711389e-01,1.304752583194940252e+00,7.788062352740061645e-01,9.184886917173502585e-01,1.928644931455428368e+00,7.153247201381367493e-01,2.029239368302311886e-01,8.348548065704052001e-02,4.379924161994956044e+00,7.515582223465937517e-01,1.825268057612248640e+00
4.796648324162081090e-01,1.305936776546520628e+00,7.782124298459714984e-01,9.181046491705746604e-01,1.932348721614870479e+00,7.144804498839161244e-01,2.037011834954344236e-01,8.386350867768387063e-02,4.399756761010929829e+00,7.504674290888017074e-01,1.830071255198504332e+00
4.811605802901450790e-01,1.307122290365659856e+00,7.776192703562626596e-01,9.177190044124654555e-01,1.936058010108184346e+00,7.136359826032971920e-01,2.044810563205100851e-01,8.424315826640625671e-02,4.419674432846199430e+00,7.493725414810488150e-01,1.834871539999539891e+00
4.826563281640820491e-01,1.308309123479875380e+00,7.770267565603865556e-01,9.173317527132165417e-01,1.939772801122240820e+00,7.127913165006052321e-01,2.052635626133813007e-01,8.462443613368288153e-02,4.439677529554464819e+00,7.482735487837460786e-01,1.839668740715325157e+00
4.841520760380190191e-01,1.309497274716945991e+00,7.764348882097453775e-01,9.169428893477469256e-01,1.943493098837283384e+00,7.119464497854388618e-01,2.060487096955903319e-01,8.500734901780061803e-02,4.459766404648520144e+00,7.471704402642029841e-01,1.844462684088625792e+00
4.856478239119559892e-01,1.310686742904921598e+00,7.758436650516685740e-01,9.165524095959181050e-01,1.947218907426945922e+00,7.111013806728352371e-01,2.068365049023049296e-01,8.539190368497291683e-02,4.479941413106279136e+00,7.460632051970157441e-01,1.849253195076073553e+00
4.871435717858929593e-01,1.311877526872134103e+00,7.752530868294446043e-01,9.161603087427525605e-01,1.950950231058269368e+00,7.102561073834359195e-01,2.076269555823240520e-01,8.577810692945474214e-02,4.500202911376806725e+00,7.449518328644587628e-01,1.854040096810024352e+00
4.886393196598299293e-01,1.313069625447207844e+00,7.746631532823520239e-01,9.157665820786564659e-01,1.954687073891719251e+00,7.094106281436538541e-01,2.084200690980841097e-01,8.616596557365789610e-02,4.520551257386367539e+00,7.438363125568798750e-01,1.858823210389772385e+00
4.901350675337668994e-01,1.314263037459069805e+00,7.740738641456907931e-01,9.153712248996408452e-01,1.958429440081204786e+00,7.085649411858391256e-01,2.092158528256650718e-01,8.655548646826678738e-02,4.540986810544502816e+00,7.427166335731013591e-01,1.863602355299491364e+00
4.916308154077038695e-01,1.315457761736959830e+00,7.734852191508140296e-01,9.149742325075476135e-01,1.962177333774094423e+00,7.077190447484483782e-01,2.100143141547961834e-01,8.694667649235394979e-02,4.561509931750085123e+00,7.415927852208236137e-01,1.868377348904573410e+00
4.931265632816408395e-01,1.316653797110441948e+00,7.728972180251569846e-01,9.145756002102747306e-01,1.965930759111236936e+00,7.068729370762095732e-01,2.108154604888627104e-01,8.733954255349686557e-02,4.582120983397452996e+00,7.404647568170320548e-01,1.873148006489770978e+00
4.946223111555778096e-01,1.317851142409412812e+00,7.723098604922705723e-01,9.141753233220064612e-01,1.969689720226975194e+00,7.060266164202951833e-01,2.116192992449107413e-01,8.773409158789340079e-02,4.602820329382465658e+00,7.393325376884141154e-01,1.877914141696209072e+00
4.961180590295147796e-01,1.319049796464113244e+00,7.717231462718489032e-01,9.137733971634409702e-01,1.973454221249165474e+00,7.051800810384863949e-01,2.124258378536538205e-01,8.813033056047918368e-02,4.623608335108658984e+00,7.381961171717714709e-01,1.882675566093809039e+00
4.976138069034517497e-01,1.320249758105137561e+00,7.711370750797628126e-01,9.133698170620239143e-01,1.977224266299196342e+00,7.043333291953471909e-01,2.132350837594786108e-01,8.852826646504405317e-02,4.644485367493355277e+00,7.370554846144462546e-01,1.887432089304809324e+00
4.991095547773887198e-01,1.321451026163443787e+00,7.705516466280865062e-01,9.129645783521818103e-01,1.980999859492003745e+00,7.034863591623904400e-01,2.140470444204505274e-01,8.892790632434931231e-02,4.665451794973817456e+00,7.359106293747427197e-01,1.892183518965879330e+00
5.006053026513256343e-01,1.322653599470363206e+00,7.699668606251310887e-01,9.125576763755565146e-01,1.984781004936089444e+00,7.026391692182516469e-01,2.148617273083193724e-01,8.932925719024492617e-02,4.686507987513395257e+00,7.347615408223614475e-01,1.896929660604257606e+00
5.021010505252626599e-01,1.323857476857611681e+00,7.693827167754707652e-01,9.121491064812432548e-01,1.988567706733542328e+00,7.017917576488571507e-01,2.156791399085260241e-01,8.973232614378762184e-02,4.707654316607720268e+00,7.336082083388304476e-01,1.901670317752291339e+00
5.035967983991995744e-01,1.325062657157296320e+00,7.687992147799771470e-01,9.117388640260297716e-01,1.992359968980047080e+00,7.009441227476000957e-01,2.164992897202061006e-01,9.013712029535753123e-02,4.728891155290828152e+00,7.324506213179494685e-01,1.906405292232022930e+00
5.050925462731366000e-01,1.326269139201928571e+00,7.682163543358436764e-01,9.113269443746367937e-01,1.996157795764911702e+00,7.000962628155076306e-01,2.173221842561976758e-01,9.054364678477751227e-02,4.750218878141416745e+00,7.312887691662283141e-01,1.911134383480771248e+00
5.065882941470735146e-01,1.327476921824431999e+00,7.676341351366182675e-01,9.109133428999600657e-01,1.999961191171079289e+00,6.992481761614166569e-01,2.181478310430456646e-01,9.095191278143055502e-02,4.771637861289006466e+00,7.301226413033392593e-01,1.915857388817244100e+00
5.080840420210105401e-01,1.328686003858151832e+00,7.670525568722321719e-01,9.104980549833157077e-01,2.003770159275145346e+00,6.983998611021465797e-01,2.189762376210072914e-01,9.136192548437831185e-02,4.793148482420159340e+00,7.289522271625690220e-01,1.920574103792944243e+00
5.095797898949474547e-01,1.329896384136865395e+00,7.664716192290272900e-01,9.100810760146855749e-01,2.007584704147379551e+00,6.975513159626715032e-01,2.198074115440584175e-01,9.177369212248019659e-02,4.814751120784723781e+00,7.277775161912761748e-01,1.925284321707636082e+00
5.110755377688844803e-01,1.331108061494790551e+00,7.658913218897872577e-01,9.096624013929657249e-01,2.011404829851738185e+00,6.967025390762967563e-01,2.206413603798980660e-01,9.218721995451156781e-02,4.836446157202039409e+00,7.265984978513536641e-01,1.929987833771122041e+00
5.125712856428213948e-01,1.332321034766595469e+00,7.653116645337643131e-01,9.092420265262157741e-01,2.015230540445883456e+00,6.958535287848313100e-01,2.214780917099539448e-01,9.260251626928311941e-02,4.858233974067197813e+00,7.254151616196964358e-01,1.934684429026617636e+00
5.140670335167584204e-01,1.333535302787408394e+00,7.647326468367079411e-01,9.088199468319111407e-01,2.019061839981203921e+00,6.950042834387636370e-01,2.223176131293886915e-01,9.301958838576041000e-02,4.880114955357316653e+00,7.242274969886720593e-01,1.939373894446589475e+00
5.155627813906953349e-01,1.334750864392825420e+00,7.641542684708956257e-01,9.083961577371948426e-01,2.022898732502825148e+00,6.941548013974384590e-01,2.231599322471033986e-01,9.343844365318235146e-02,4.902089486637750682e+00,7.230354934665995659e-01,1.944056014960551693e+00
5.170585292646323605e-01,1.335967718418921590e+00,7.635765291051577197e-01,9.079706546791344035e-01,2.026741222049635471e+00,6.933050810292311628e-01,2.240050566857451353e-01,9.385908945118197344e-02,4.924157955068432457e+00,7.218391405782278447e-01,1.948730573103887309e+00
5.185542771385692751e-01,1.337185863702258448e+00,7.629994284049066433e-01,9.075434331049772041e-01,2.030589312654296652e+00,6.924551207117242146e-01,2.248529940817101114e-01,9.428153318990538378e-02,4.946320749410110906e+00,7.206384278652244735e-01,1.953397349331225996e+00
5.200500250125063006e-01,1.338405299079893140e+00,7.624229660321669710e-01,9.071144884724102742e-01,2.034443008343262527e+00,6.916049188318870167e-01,2.257037520851495893e-01,9.470578231013167259e-02,4.968578260030642291e+00,7.194333448866657710e-01,1.958056122149628209e+00
5.215457728864432152e-01,1.339626023389389076e+00,7.618471416455989687e-01,9.066838162498198628e-01,2.038302313136800326e+00,6.907544737862487683e-01,2.265573383599757129e-01,9.513184428339373222e-02,4.990930878911328250e+00,7.182238812195325117e-01,1.962706667481825207e+00
5.230415207603802408e-01,1.340848035468822363e+00,7.612719549005297903e-01,9.062514119165543391e-01,2.042167231049003551e+00,6.899037839810806538e-01,2.274137605838654208e-01,9.555972661209777286e-02,5.013378999653189005e+00,7.170100264592108585e-01,1.967348759217600218e+00
5.245372686343171553e-01,1.342071334156792251e+00,7.606974054489791248e-01,9.058172709631873154e-01,2.046037766087809739e+00,6.890528478325714801e-01,2.282730264482657478e-01,9.598943682964396207e-02,5.035923017483287190e+00,7.157917702199998455e-01,1.971982169070656710e+00
5.260330165082541809e-01,1.343295918292429780e+00,7.601234929396866180e-01,9.053813888917843222e-01,2.049913922255022225e+00,6.882016637670078651e-01,2.291351436583999313e-01,9.642098250054739750e-02,5.058563329261080099e+00,7.145691021356189720e-01,1.976606666360851250e+00
5.275287643821910955e-01,1.344521786715405121e+00,7.595502170181396284e-01,9.049437612161699285e-01,2.053795703546318574e+00,6.873502302209534287e-01,2.300001199332700474e-01,9.685437122055784442e-02,5.081300333484697340e+00,7.133420118597285642e-01,1.981222018279709118e+00
5.290245122561281210e-01,1.345748938265938222e+00,7.589775773265993175e-01,9.045043834621964152e-01,2.057683113951278564e+00,6.864985456414272047e-01,2.308679630056643950e-01,9.728961061678166600e-02,5.104134430297339264e+00,7.121104890664458065e-01,1.985827989634003643e+00
5.305202601300650356e-01,1.346977371784805699e+00,7.584055735041275170e-01,9.040632511680162242e-01,2.061576157453392177e+00,6.856466084860853849e-01,2.317386806221603812e-01,9.772670834780196325e-02,5.127066021493580372e+00,7.108745234508755395e-01,1.990424343140318797e+00
5.320160080040020611e-01,1.348207086113350384e+00,7.578342051866140405e-01,9.036203598843528528e-01,2.065474838030082694e+00,6.847944172234007310e-01,2.326122805431305729e-01,9.816567210380008901e-02,5.150095510525744658e+00,7.096341047296376159e-01,1.995010839016629234e+00
5.335117558779389757e-01,1.349438080093489312e+00,7.572634720068022185e-01,9.031757051747772991e-01,2.069379159652721789e+00,6.839419703328438738e-01,2.334887705427469151e-01,9.860650960667682874e-02,5.173223302510260524e+00,7.083892226414049142e-01,1.999587235029594012e+00
5.350075037518760013e-01,1.350670352567721721e+00,7.566933735943163208e-01,9.027292826159829531e-01,2.073289126286644635e+00,6.830892663050651681e-01,2.343681584089849501e-01,9.904922861017319280e-02,5.196449804234000602e+00,7.071398669474455723e-01,2.004153286998302974e+00
5.365032516258129158e-01,1.351903902379137712e+00,7.561239095756865369e-01,9.022810877980644850e-01,2.077204741891170325e+00,6.822363036420757698e-01,2.352504519436292851e-01,9.949383689999245772e-02,5.219775424160684629e+00,7.058860274321683281e-01,2.008708748185881632e+00
5.379989994997499414e-01,1.353138728371427568e+00,7.555550795743751769e-01,9.018311163247971773e-01,2.081126010419619643e+00,6.813830808574297127e-01,2.361356589622782554e-01,9.994034229392155522e-02,5.243200572437245910e+00,7.046276939036747455e-01,2.013253369423580352e+00
5.394947473736868560e-01,1.354374829388887091e+00,7.549868832108037608e-01,9.013793638139182551e-01,2.085052935819324826e+00,6.805295964764073169e-01,2.370237872943469770e-01,1.003887526419520171e-01,5.266725660900176464e+00,7.033648561943174338e-01,2.017786899395275668e+00
5.409904952476238815e-01,1.355612204276428923e+00,7.544193201023774442e-01,9.009258258974104372e-01,2.088985522031657105e+00,6.796758490361972660e-01,2.379148447830739532e-01,1.008390758264025994e-01,5.290351103081963657e+00,7.020975041612613765e-01,2.022309084153164349e+00
5.424862431215607961e-01,1.356850851879588760e+00,7.538523898635106635e-01,9.004704982217872633e-01,2.092923772992036469e+00,6.788218370860804596e-01,2.388088392855240438e-01,1.012913197620403521e-01,5.314077314217438008e+00,7.008256276870521440e-01,2.026819667450126872e+00
5.439819909954978217e-01,1.358090771044533351e+00,7.532860921056533376e-01,9.000133764483788656e-01,2.096867692629949431e+00,6.779675591876135332e-01,2.397057786725930728e-01,1.017454923962024943e-01,5.337904711250168077e+00,6.995492166801904332e-01,2.031318390739897950e+00
5.454777388694347362e-01,1.359331960618069379e+00,7.527204264373150711e-01,8.995544562536206268e-01,2.100817284868969459e+00,6.771130139148123783e-01,2.406056708290128521e-01,1.022016017089186213e-01,5.361833712838875776e+00,6.982682610757082742e-01,2.035804992825546833e+00
5.469734867433717618e-01,1.360574419447650341e+00,7.521553924640913547e-01,8.990937333293442801e-01,2.104772553626770293e+00,6.762581998543379935e-01,2.415085236533546786e-01,1.026596557130321774e-01,5.385864739363801057e+00,6.969827508357557821e-01,2.040279210315361524e+00
5.484692346173086763e-01,1.361818146381384542e+00,7.515909897886876578e-01,8.986312033830676782e-01,2.108733502815144600e+00,6.754031156056793384e-01,2.424143450580341641e-01,1.031196624543228441e-01,5.409998212933131434e+00,6.956926759501885771e-01,2.044740777176571100e+00
5.499649824912457019e-01,1.363063140268044204e+00,7.510272180109447415e-01,8.981668621382901119e-01,2.112700136340021739e+00,6.745477597813397397e-01,2.433231429693152592e-01,1.035816300116283312e-01,5.434234557389387099e+00,6.943980264371634181e-01,2.049189424896439959e+00
