z,E,D_growth,L_latent,B_exp,D_acc,S_proj,C_proj,C_proj_norm,R_proj,abs_d2R_dz2
5.786393196598299538e-02,1.028545830851792742e+00,9.704412744588561957e-01,9.796839263765804162e-01,1.088061536832096499e+00,9.507257180797449303e-01,6.474892115588427866e-02,2.231604511760820059e-02,1.170773461942557381e+00,9.341380231554849978e-01,6.847168353052808243e-01
5.935967983991996544e-02,1.029315577166503237e+00,9.696835650553067287e-01,9.795800123407039095e-01,1.090415420281349412e+00,9.498826386234551222e-01,6.502904366472839204e-02,2.242562326508997644e-02,1.176522293619692849e+00,9.338057495186101731e-01,6.875708296697666810e-01
6.085542771385693550e-02,1.030086922572637675e+00,9.689262234077861136e-01,9.794755807896382560e-01,1.092773302828246029e+00,9.490395754146521146e-01,6.531024609974937778e-02,2.253570130445209721e-02,1.182297351276577979e+00,9.334719376109751332e-01,6.904339864311452857e-01
6.235117558779389862e-02,1.030859866548275994e+00,9.681692526958693978e-01,9.793706292894877041e-01,1.095135191093837390e+00,9.481965302714866484e-01,6.559253231035877540e-02,2.264628140562609249e-02,1.188098748754990774e+00,9.331365810269546257e-01,6.933063157552652456e-01
6.384692346173086175e-02,1.031634408565628824e+00,9.674126560735065716e-01,9.792651553963809263e-01,1.097501091689806474e+00,9.473535049822480181e-01,6.587590615664409843e-02,2.275736574716488020e-02,1.193926600349015210e+00,9.327996733404018137e-01,6.961878276560327095e-01
6.534267133566783181e-02,1.032410548091068581e+00,9.666564366691755561e-01,9.791591566564465943e-01,1.099871011218459760e+00,9.465105013055157279e-01,6.616037150938260114e-02,2.286895651627521286e-02,1.199781020806744536e+00,9.324612081046260714e-01,6.990785321283681242e-01
6.683841920960480187e-02,1.033188284585159211e+00,9.659005975860395221e-01,9.790526306057865114e-01,1.102244956272714571e+00,9.456675209703131468e-01,6.644593225005450410e-02,2.298105590884993651e-02,1.205662125331973034e+00,9.321211788523704467e-01,7.019784389010794712e-01
6.833416708354177194e-02,1.033967617502686620e+00,9.651451419020982136e-01,9.789455747704507438e-01,1.104622933436086862e+00,9.448245656762578326e-01,6.673259227085615031e-02,2.309366612950050288e-02,1.211570029585901542e+00,9.317795790957900115e-01,7.048875577790312263e-01
6.982991495747874200e-02,1.034748546292688420e+00,9.643900726703420467e-01,9.788379866664131956e-01,1.107004949282681672e+00,9.439816370937135215e-01,6.702035547471363319e-02,2.320678939158976606e-02,1.217504849688858748e+00,9.314364023264299908e-01,7.078058983200605780e-01
7.132566283141571206e-02,1.035531070398484133e+00,9.636353929189024337e-01,9.787298637995451855e-01,1.109391010377181352e+00,9.431387368639385649e-01,6.730922577529588335e-02,2.332042791726472372e-02,1.223466702222018476e+00,9.310916420152038908e-01,7.107334697590061978e-01
7.282141070535266825e-02,1.036315189257706271e+00,9.628811056512022182e-01,9.786212036655919100e-01,1.111781123274836913e+00,9.422958665992354765e-01,6.759920709702815778e-02,2.343458393748959132e-02,1.229455704229134749e+00,9.307452916123736264e-01,7.136702815776914122e-01
7.431715857928963831e-02,1.037100902302328320e+00,9.621272138461077761e-01,9.785120037501466861e-01,1.114175294521454918e+00,9.414530278831008125e-01,6.789030337510507107e-02,2.354925969207886244e-02,1.235471973218276620e+00,9.303973445475276494e-01,7.166163430489120856e-01
7.581290645322660837e-02,1.037888208958697156e+00,9.613737204580753426e-01,9.784022615286271929e-01,1.116573530653389934e+00,9.406102222703711657e-01,6.818251855550415408e-02,2.366445742973069880e-02,1.241515627163579438e+00,9.300477942295606315e-01,7.195716630844799511e-01
7.730865432716357843e-02,1.038677108647561242e+00,9.606206284173001153e-01,9.782919744662492700e-01,1.118975838197533212e+00,9.397674512873697150e-01,6.847585659499877409e-02,2.378017940806031322e-02,1.247586784506997004e+00,9.296966340466531475e-01,7.225362506151782327e-01
7.880440220110054850e-02,1.039467600784102608e+00,9.598679406298603611e-01,9.781811400180044913e-01,1.121382223671306022e+00,9.389247164320511096e-01,6.877032146117192934e-02,2.389642789363379330e-02,1.253685564160075261e+00,9.293438573662519131e-01,7.255101144197482199e-01
8.030015007503751856e-02,1.040259684777964821e+00,9.591156599778686287e-01,9.780697556286346295e-01,1.123792693582646551e+00,9.380820191741505720e-01,6.906591713242876684e-02,2.401320516200159197e-02,1.259812085505709334e+00,9.289894575350502448e-01,7.284932632199740965e-01
8.179589794897448862e-02,1.041053360033284747e+00,9.583637893196105262e-01,9.779578187326074534e-01,1.126207254430004356e+00,9.372393609553224536e-01,6.936264759801046009e-02,2.413051349773277093e-02,1.265966468399941203e+00,9.286334278789684094e-01,7.314857055666408314e-01
8.329164582291145869e-02,1.041848625948721629e+00,9.576123314896928251e-01,9.778453267540934135e-01,1.128625912702329481e+00,9.363967431892878945e-01,6.966051685800692117e-02,2.424835519444890758e-02,1.272148833173736948e+00,9.282757617031343056e-01,7.344874497634350519e-01
8.478739369684842875e-02,1.042645481917487293e+00,9.568612892991864571e-01,9.777322771069418827e-01,1.131048674879065574e+00,9.355541672619778204e-01,6.995952892337031770e-02,2.436673255485845638e-02,1.278359300634790419e+00,9.279164522918653679e-01,7.374985040761004029e-01
8.628314157078538493e-02,1.043443927327376786e+00,9.561106655357655137e-01,9.776186671946560658e-01,1.133475547430141228e+00,9.347116345316706099e-01,7.025968781592817347e-02,2.448564789079126294e-02,1.284597992069334227e+00,9.275554929086493594e-01,7.405188765803387696e-01
8.777888944472235500e-02,1.044243961560797462e+00,9.553604629638519086e-01,9.775044944103710165e-01,1.135906536815961765e+00,9.338691463291380890e-01,7.056099756839639969e-02,2.460510352323301911e-02,1.290865029243946305e+00,9.271928767961272744e-01,7.435485753328663350e-01
8.927463731865932506e-02,1.045045583994798966e+00,9.546106843247549323e-01,9.773897561368294351e-01,1.138341649487401019e+00,9.330267039577840871e-01,7.086346222439250664e-02,2.472510178236012046e-02,1.297160534407379773e+00,9.268285971760746866e-01,7.465876082003717329e-01
9.077038519259629512e-02,1.045848794001104531e+00,9.538613323368102526e-01,9.772744497463579094e-01,1.140780891885797121e+00,9.321843086937841028e-01,7.116708583844902347e-02,2.484564500757468000e-02,1.303484630292399027e+00,9.264626472493834308e-01,7.496359827075309568e-01
9.226613306653326518e-02,1.046653590946138968e+00,9.531124096955184699e-01,9.771585726008453765e-01,1.143224270442940282e+00,9.313419617862249700e-01,7.147187247602607152e-02,2.496673554753947588e-02,1.309837440117613827e+00,9.260950201960467254e-01,7.526937064169771929e-01
9.376188094047023525e-02,1.047459974191060406e+00,9.523639190736818971e-01,9.770421220517182537e-01,1.145671791581070798e+00,9.304996644572410824e-01,7.177782621352503389e-02,2.508837576021345078e-02,1.316219087589341363e+00,9.257257091751401878e-01,7.557607868534148565e-01
9.525762881440720531e-02,1.048267943091788279e+00,9.516158631215463348e-01,9.769250954399193443e-01,1.148123461712867943e+00,9.296574179021578344e-01,7.208495113830115653e-02,2.521056801288686783e-02,1.322629696903450336e+00,9.253547073248067356e-01,7.588372312564501954e-01
9.675337668834417537e-02,1.049077496999035297e+00,9.508682444669306344e-01,9.768074900958843010e-01,1.150579287241448201e+00,9.288152232896221827e-01,7.239325134867713452e-02,2.533331468221729568e-02,1.329069392747249667e+00,9.249820077622384895e-01,7.619230465616908532e-01
9.824912456228114543e-02,1.049888635258335645e+00,9.501210657153661421e-01,9.766893033395187551e-01,1.153039274560355265e+00,9.279730817617420913e-01,7.270273095395576868e-02,2.545661815426512875e-02,1.335538300301351899e+00,9.246076035836634510e-01,7.650182397807867574e-01
9.974487243621810162e-02,1.050701357210075404e+00,9.493743294502303698e-01,9.765705324801774445e-01,1.155503430053555824e+00,9.271309944342228659e-01,7.301339407443314944e-02,2.558048082452965208e-02,1.342036545241564127e+00,9.242314878643280718e-01,7.681228178493171299e-01
1.012406203101550717e-01,1.051515662189522526e+00,9.486280382328781124e-01,9.764511748166408989e-01,1.157971760095433122e+00,9.262889623964991603e-01,7.332524484141170196e-02,2.570490509798524156e-02,1.348564253740788477e+00,9.238536536584821546e-01,7.712367873038488142e-01
1.027363681840920417e-01,1.052331549526856147e+00,9.478821946027795597e-01,9.763312276370934573e-01,1.160444271050783405e+00,9.254469867118740867e-01,7.363828739721339778e-02,2.582989338911764396e-02,1.355121552470925250e+00,9.234740939993650866e-01,7.743601545479776860e-01
1.042321160580290118e-01,1.053149018547197224e+00,9.471368010776439750e-01,9.762106882191028401e-01,1.162920969274808147e+00,9.246050684176463363e-01,7.395252589519243913e-02,2.595544812196050669e-02,1.361708568604788949e+00,9.230928018991901851e-01,7.774929259852285668e-01
1.057278639319659819e-01,1.053968068570636296e+00,9.463918601535612485e-01,9.760895538295975005e-01,1.165401861113109394e+00,9.237632085252523995e-01,7.426796449974829017e-02,2.608157173013192498e-02,1.368325429818025407e+00,9.227097703491315972e-01,7.806351079431976814e-01
1.072236118059029519e-01,1.054788698912265898e+00,9.456473743051225789e-01,9.759678217248450860e-01,1.167886952901687980e+00,9.229214080203896886e-01,7.458460738633909681e-02,2.620826665687158927e-02,1.374972264291061785e+00,9.223249923193093114e-01,7.837867062933980833e-01
1.087193596798399220e-01,1.055610908882208099e+00,9.449033459855553652e-01,9.758454891504320106e-01,1.170376250966935539e+00,9.220796678631542065e-01,7.490245874149406569e-02,2.633553535507754742e-02,1.381649200711034586e+00,9.219384607587759461e-01,7.869477267553008915e-01
1.102151075537768921e-01,1.056434697785644472e+00,9.441597776268507713e-01,9.757225533412421381e-01,1.172869761625631169e+00,9.212379889881702200e-01,7.522152276282674521e-02,2.646338028734358111e-02,1.388356368273750086e+00,9.215501685955052036e-01,7.901181752194332830e-01
1.117108554277138621e-01,1.057260064922847187e+00,9.434166716398904029e-01,9.755990115214356884e-01,1.175367491184938773e+00,9.203963723047199341e-01,7.554180365904794581e-02,2.659180392599659604e-02,1.395093896685646540e+00,9.211601087363767704e-01,7.932980571962957583e-01
1.132066033016508183e-01,1.058087009589205651e+00,9.426740304145766469e-01,9.754748609044299190e-01,1.177869445942400839e+00,9.195548186968774962e-01,7.586330564997843806e-02,2.672080875313410236e-02,1.401861916165760613e+00,9.207682740671659927e-01,7.964873780633610068e-01
1.147023511755877884e-01,1.058915531075259375e+00,9.419318563199543526e-01,9.753500986928766991e-01,1.180375632185937773e+00,9.187133290236320082e-01,7.618603296656228929e-02,2.685039726066224680e-02,1.408660557447722672e+00,9.203746574525298874e-01,7.996861429130603938e-01
1.161980990495247584e-01,1.059745628666725059e+00,9.411901517043398391e-01,9.752247220786440796e-01,1.182886056193842128e+00,9.178719041190216421e-01,7.650998985087932580e-02,2.698057195033352548e-02,1.415489951781734312e+00,9.199792517359972610e-01,8.028943567428399319e-01
1.176938469234617285e-01,1.060577301644527015e+00,9.404489188954449075e-01,9.750987282427960867e-01,1.185400724234775938e+00,9.170305447922607600e-01,7.683518055615816411e-02,2.711133533378504157e-02,1.422350230936576754e+00,9.195820497399570526e-01,8.061120245881596702e-01
1.191895947973986986e-01,1.061410549284826477e+00,9.397081602005017409e-01,9.749721143555718506e-01,1.187919642567769385e+00,9.161892518278675901e-01,7.716160934678924221e-02,2.724268993257687385e-02,1.429241527201623452e+00,9.191830442656467870e-01,8.093391510664105226e-01
1.206853426713356686e-01,1.062245370859050686e+00,9.389678779063834746e-01,9.748448775763673968e-01,1.190442817442215251e+00,9.153480259857899037e-01,7.748928049833724019e-02,2.737463827823052864e-02,1.436163973388857373e+00,9.187822280931425833e-01,8.125757406239841885e-01
1.221810905452726387e-01,1.063081765633922871e+00,9.382280742797295403e-01,9.747170150537161071e-01,1.192970255097869581e+00,9.145068680015342455e-01,7.781819829755447226e-02,2.750718291226779064e-02,1.443117702834908256e+00,9.183795939813487186e-01,8.158217976122585924e-01
1.236768384192096087e-01,1.063919732871490664e+00,9.374887515670670135e-01,9.745885239252694010e-01,1.195501961764846577e+00,9.136657785862913883e-01,7.814836704239319642e-02,2.764032638624949051e-02,1.450102849403088312e+00,9.179751346679889679e-01,8.190773261925556881e-01
1.251725862931465927e-01,1.064759271829156306e+00,9.367499119949294073e-01,9.744594013177774183e-01,1.198037943663619265e+00,9.128247584270595683e-01,7.847979104201875666e-02,2.777407126181476518e-02,1.457119547485450806e+00,9.175688428695958354e-01,8.223423303933685702e-01
1.266683341670835350e-01,1.065600381759704840e+00,9.360115577699825717e-01,9.743296443470719215e-01,1.200578207005015052e+00,9.119838081867759350e-01,7.881247461682208688e-02,2.790842011072015155e-02,1.464167932004840633e+00,9.171607112815025609e-01,8.256168139769073377e-01
1.281640820410205051e-01,1.066443061911334755e+00,9.352736910791360492e-01,9.741992501180463115e-01,1.203122757990216174e+00,9.111429285044316817e-01,7.914642209843279763e-02,2.804337551487940533e-02,1.471248138416984652e+00,9.167507325778345706e-01,8.289007805724963873e-01
1.296598299149574751e-01,1.067287311527684857e+00,9.345363140896704168e-01,9.740682157246380868e-01,1.205671602810756582e+00,9.103021199952052722e-01,7.948163782973158287e-02,2.817894006640286539e-02,1.478360302712556029e+00,9.163388994115011510e-01,8.321942336194894096e-01
1.311555777888944452e-01,1.068133129847866014e+00,9.337994289493490863e-01,9.739365382498124113e-01,1.208224747648523056e+00,9.094613832505806794e-01,7.981812616486327894e-02,2.831511636763759179e-02,1.485504561419279890e+00,9.159252044141874549e-01,8.354971763481415792e-01
1.326513256628314152e-01,1.068980516106488698e+00,9.330630377865400948e-01,9.738042147655416869e-01,1.210782198675752097e+00,9.086207188384726186e-01,8.015589146924938235e-02,2.845190703120734771e-02,1.492681051604031195e+00,9.155096401963483954e-01,8.388096118367087684e-01
1.341470735367683853e-01,1.069829469533691624e+00,9.323271427103302367e-01,9.736712423327908983e-01,1.213343962055029701e+00,9.077801273033484497e-01,8.049493811960070633e-02,2.858931468005289356e-02,1.499889910874948828e+00,9.150921993471999860e-01,8.421315428594766672e-01
1.356428214107053554e-01,1.070679989355171724e+00,9.315917458106434124e-01,9.735376180014987391e-01,1.215910043939291141e+00,9.069396091663515236e-01,8.083527050393031488e-02,2.872734194747254485e-02,1.507131277383563228e+00,9.146728744347151219e-01,8.454629722476738607e-01
1.371385692846423254e-01,1.071532074792212574e+00,9.308568491583536497e-01,9.734033388105616247e-01,1.218480450471820964e+00,9.060991649254207525e-01,8.117689302156595732e-02,2.886599147716284106e-02,1.514405289826930012e+00,9.142516580056155862e-01,8.488039024144882205e-01
1.386343171585792955e-01,1.072385725061713480e+00,9.301224548054021213e-01,9.732684017878172611e-01,1.221055187786252105e+00,9.052587950554150664e-01,8.151981008316284971e-02,2.900526592325941913e-02,1.521712087449774264e+00,9.138285425853674981e-01,8.521543356021510363e-01
1.401300650325162656e-01,1.073240939376218117e+00,9.293885647849090548e-01,9.731328039500279914e-01,1.223634262006566553e+00,9.044185000082307635e-01,8.186402611071626201e-02,2.914516795037821323e-02,1.529051810046651916e+00,9.134035206781764282e-01,8.555142739768371030e-01
1.416258129064532356e-01,1.074097716943943404e+00,9.286551811112886412e-01,9.729965423028643645e-01,1.226217679247094905e+00,9.035782802129240787e-01,8.220954553757414685e-02,2.928570023365668212e-02,1.536424597964113348e+00,9.129765847669815138e-01,8.588837193817084881e-01
1.431215607803902057e-01,1.074956056968807916e+00,9.279223057803623886e-01,9.728596138408902583e-01,1.228805445612517699e+00,9.027381360758318651e-01,8.255637280844976833e-02,2.942686545879536278e-02,1.543830592102882315e+00,9.125477273134531275e-01,8.622626736219274335e-01
1.446173086543271757e-01,1.075815958650461424e+00,9.271899407694682571e-01,9.727220155475473362e-01,1.231397567197866083e+00,9.018980679806881673e-01,8.290451237943434470e-02,2.956866632209967025e-02,1.551269933920050192e+00,9.121169407579867716e-01,8.656511380276299406e-01
1.461130565282641458e-01,1.076677421184312200e+00,9.264580880375751226e-01,9.725837443951388384e-01,1.233994050088521366e+00,9.010580762887460127e-01,8.325396871800942733e-02,2.971110553052174266e-02,1.558742765431270216e+00,9.116842175197016340e-01,8.690491139099094653e-01
1.476088044022011159e-01,1.077540443761556777e+00,9.257267495253923562e-01,9.724447973448162585e-01,1.236594900360217242e+00,9.002181613388956505e-01,8.360474630305959887e-02,2.985418580170261238e-02,1.566249229212970162e+00,9.112495499964371470e-01,8.724566024848456891e-01
1.491045522761380859e-01,1.078405025569208364e+00,9.249959271554792917e-01,9.723051713465633572e-01,1.239200124079042453e+00,8.993783234477815691e-01,8.395684962488519920e-02,2.999790986401473097e-02,1.573789468404583669e+00,9.108129305647498786e-01,8.758736044365491580e-01
1.506003001500750560e-01,1.079271165790124387e+00,9.242656228323558043e-01,9.721648633391832828e-01,1.241809727301438571e+00,8.985385629099222893e-01,8.431028318521441300e-02,3.014228045660429303e-02,1.581363626710770909e+00,9.103743515799126440e-01,8.793001205250732255e-01
1.520960480240120261e-01,1.080138863603035571e+00,9.235358384426102241e-01,9.720238702502830286e-01,1.244423716074204656e+00,8.976988799978261602e-01,8.466505149721607892e-02,3.028730032943424688e-02,1.588971848403674114e+00,9.099338053759127298e-01,8.827361513204579069e-01
1.535917958979489961e-01,1.081008118182574584e+00,9.228065758550080266e-01,9.718821889962609983e-01,1.247042096434498371e+00,8.968592749621093763e-01,8.502115908551215184e-02,3.043297224332723247e-02,1.596614278325171332e+00,9.094912842654497842e-01,8.861816968607030276e-01
1.550875437718859662e-01,1.081878928699304021e+00,9.220778369205989700e-01,9.717398164822930173e-01,1.249664874409838422e+00,8.960197480316125507e-01,8.537861048619020676e-02,3.057929897000884883e-02,1.604291061889145276e+00,9.090467805399369272e-01,8.896367571458227985e-01
1.565832916458229362e-01,1.082751294319744595e+00,9.213496234728241197e-01,9.715967496023198979e-01,1.252292056018105448e+00,8.951802994135171776e-01,8.573741024681563738e-02,3.072628329215102566e-02,1.612002345083759947e+00,9.086002864695000847e-01,8.931013320808034450e-01
1.580790395197599063e-01,1.083625214206403120e+00,9.206219373276228746e-01,9.714529852390341169e-01,1.254923647267545572e+00,8.943409292934622057e-01,8.609756292644440978e-02,3.087392800341577648e-02,1.619748274473755245e+00,9.081517943029778772e-01,8.965754212285901303e-01
1.595747873936968764e-01,1.084500687517800932e+00,9.198947802835382159e-01,9.713085202638678251e-01,1.257559654156771956e+00,8.935016378356592792e-01,8.645907309563517773e-02,3.102223590849902124e-02,1.627528997202746019e+00,9.077012962679239516e-01,9.000590238861434500e-01
1.610705352676338187e-01,1.085377713408502975e+00,9.191681541218197360e-01,9.711633515369801906e-01,1.260200082674771016e+00,8.926624251830059809e-01,8.682194533646220291e-02,3.117120982317490505e-02,1.635344660995547761e+00,9.072487845706062037e-01,9.035521391984104866e-01
1.625662831415707887e-01,1.086256291029143561e+00,9.184420606065319959e-01,9.710174759072467410e-01,1.262844938800899985e+00,8.918232914572051806e-01,8.718618424252706778e-02,3.132085257433982889e-02,1.643195414160486090e+00,9.067942513960116635e-01,9.070547661202112977e-01
1.640620310155077588e-01,1.087136419526456788e+00,9.177165014846542235e-01,9.708708902122471507e-01,1.265494228504894458e+00,8.909842367588752809e-01,8.755179441897152637e-02,3.147116700005727491e-02,1.651081405591748430e+00,9.063376889078458287e-01,9.105669032264955831e-01
1.655577788894447289e-01,1.088018098043302073e+00,9.169914784861885604e-01,9.707235912782543608e-01,1.268147957746869281e+00,8.901452611676691218e-01,8.791878048248956412e-02,3.162215594960238879e-02,1.659002784771723249e+00,9.058790892485385493e-01,9.140885490161281268e-01
1.670535267633816989e-01,1.088901325718694579e+00,9.162669933242563181e-01,9.705755759202243649e-01,1.270806132477324324e+00,8.893063647423824492e-01,8.828714706134008217e-02,3.177382228350730808e-02,1.666959701773378377e+00,9.054184445392451375e-01,9.176197016459468614e-01
1.685492746373186690e-01,1.089786101687830966e+00,9.155430476952062246e-01,9.704268409417848851e-01,1.273468758637146037e+00,8.884675475210728202e-01,8.865689879535879059e-02,3.192616887360604644e-02,1.674952307262614903e+00,9.049557468798520299e-01,9.211603590637480465e-01
1.700450225112556391e-01,1.090672425082117591e+00,9.148196432787116805e-01,9.702773831352264899e-01,1.276135842157611888e+00,8.876288095211697371e-01,8.902804033597075395e-02,3.207919860308022092e-02,1.682980752500666588e+00,9.044909883489811175e-01,9.247105190843285527e-01
1.715407703851926091e-01,1.091560295029199157e+00,9.140967817378735649e-01,9.701271992814926026e-01,1.278807388960396141e+00,8.867901507395891114e-01,8.940057634620277027e-02,3.223291436650474462e-02,1.691045189346497946e+00,9.040241610039934095e-01,9.282701791044871698e-01
1.730365182591295792e-01,1.092449710652985129e+00,9.133744647193200450e-01,9.699762861501703970e-01,1.281483404957571182e+00,8.859515711528458404e-01,8.977451150069520880e-02,3.238731906989363030e-02,1.699145770259205657e+00,9.035552568809966933e-01,9.318393363689949638e-01
1.745322661330665492e-01,1.093340671073678383e+00,9.126526938533053857e-01,9.698246404994805836e-01,1.284163896051615295e+00,8.851130707171643852e-01,9.014985048571487469e-02,3.254241563074643240e-02,1.707282648300455952e+00,9.030842679948499763e-01,9.354179878565389572e-01
1.760280140070035193e-01,1.094233175407800962e+00,9.119314707538128673e-01,9.696722590762718585e-01,1.286848868135413326e+00,8.842746493685968989e-01,9.052659799916645822e-02,3.269820697809425192e-02,1.715455977136898680e+00,9.026111863391719226e-01,9.390061303558638883e-01
1.775237618809404894e-01,1.095127222768223607e+00,9.112107970186471562e-01,9.695191386160098013e-01,1.289538327092265346e+00,8.834363070231265880e-01,9.090475875060553823e-02,3.285469605254689313e-02,1.723665911042639998e+00,9.021360038863467379e-01,9.426037603896872952e-01
1.790195097548774594e-01,1.096022812264192181e+00,9.104906742295373334e-01,9.693652758427706573e-01,1.292232278795889977e+00,8.825980435767857291e-01,9.128433746125029502e-02,3.301188580633942354e-02,1.731912604901686192e+00,9.016587125875322739e-01,9.462108741006289847e-01
1.805152576288144295e-01,1.096919943001354314e+00,9.097711039522337062e-01,9.692106674692344548e-01,1.294930729110428391e+00,8.817598589057666914e-01,9.166533886399370890e-02,3.316977920337933067e-02,1.740196214210417480e+00,9.011793043726689101e-01,9.498274674793520944e-01
1.820110055027513996e-01,1.097818614081787159e+00,9.090520877366027319e-01,9.690553101966765670e-01,1.297633683890450085e+00,8.809217528665299612e-01,9.204776770341567549e-02,3.332837921929395625e-02,1.748516895080075573e+00,9.006977711504885464e-01,9.534535363645062489e-01
1.835067533766883696e-01,1.098718824604025812e+00,9.083336271167234965e-01,9.688992007149623831e-01,1.300341148980961536e+00,8.800837252959160528e-01,9.243162873579560679e-02,3.348768884147826363e-02,1.756874804239271226e+00,9.002141048085234853e-01,9.570890761006438652e-01
1.850025012506253397e-01,1.099620573663088186e+00,9.076157236109859694e-01,9.687423357025410908e-01,1.303053130217407096e+00,8.792457760112585285e-01,9.281692672912396358e-02,3.364771106914244553e-02,1.765270099036480911e+00,8.997282972131172007e-01,9.607340818423750761e-01
1.864982491245623097e-01,1.100523860350503424e+00,9.068983787221847059e-01,9.685847118264399036e-01,1.305769633425676757e+00,8.784079048104928011e-01,9.320366646311442627e-02,3.380844891336005215e-02,1.773702937442572125e+00,8.992403402094352183e-01,9.643885486112537819e-01
1.879939969984992520e-01,1.101428683754338334e+00,9.061815939376139939e-01,9.684263257422580651e-01,1.308490664422112371e+00,8.775701114722663787e-01,9.359185272921621834e-02,3.396990539711648716e-02,1.782173478053347582e+00,8.987502256214758845e-01,9.680524711248210679e-01
1.894897448724362221e-01,1.102335042959225131e+00,9.054653707291592246e-01,9.682671740941635186e-01,1.311216229013514756e+00,8.767323957560471115e-01,9.398149033062626334e-02,3.413208355535766320e-02,1.790681880092097389e+00,8.982579452520828012e-01,9.717258437015203754e-01
1.909854927463731922e-01,1.103242937046387429e+00,9.047497105533958139e-01,9.681072535148866898e-01,1.313946332997147692e+00,8.758947574022367677e-01,9.437258408230077278e-02,3.429498643503856720e-02,1.799228303412147678e+00,8.977634908829563720e-01,9.754086602989104904e-01
1.924812406203101622e-01,1.104152365093666877e+00,9.040346148516785751e-01,9.679465606257180443e-01,1.316680982160745694e+00,8.750571961322779480e-01,9.476513881096756964e-02,3.445861709517257510e-02,1.807812908499447868e+00,8.972668542746691234e-01,9.791009150074074796e-01
1.939769884942471323e-01,1.105063326175550031e+00,9.033200850502359769e-01,9.677850920365036469e-01,1.319420182282519116e+00,8.742197116487648856e-01,9.515915935513785673e-02,3.462297860688068329e-02,1.816435856475152599e+00,8.967680271666773617e-01,9.828026013854582743e-01
1.954727363681841024e-01,1.105975819363196555e+00,9.026061225602590721e-01,9.676228443456429407e-01,1.322163939131165034e+00,8.733823036355499170e-01,9.555465056511878996e-02,3.478807405344135767e-02,1.825097309098237641e+00,8.962670012773357175e-01,9.865137124404839142e-01
1.969684842421210724e-01,1.106889843724462752e+00,9.018927287779987534e-01,9.674598141400847506e-01,1.324912258465868575e+00,8.725449717578565023e-01,9.595161730302456671e-02,3.495390653034001482e-02,1.833797428768096038e+00,8.957637683039141319e-01,9.902342413128337739e-01
1.984642321160580425e-01,1.107805398323930435e+00,9.011799050848517956e-01,9.672959979953263954e-01,1.327665146036313137e+00,8.717077156623852519e-01,9.635006444278899906e-02,3.512047914531939152e-02,1.842536378527179997e+00,8.952583199226114008e-01,9.939641808198871331e-01
1.999599799899950126e-01,1.108722482222932459e+00,9.004676528474536701e-01,9.671313924754112445e-01,1.330422607582687489e+00,8.708705349774230609e-01,9.674999687017715733e-02,3.528779501842985167e-02,1.851314322063640772e+00,8.947506477885729392e-01,9.977035232279831689e-01
2.014557278639319826e-01,1.109641094479579371e+00,8.997559734177681401e-01,9.669659941329278308e-01,1.333184648835693098e+00,8.700334293129523555e-01,9.715141948279749917e-02,3.545585728208005410e-02,1.860131423713986321e+00,8.942407435359061019e-01,1.001452260632405000e+00
2.029514757378689527e-01,1.110561234148785603e+00,8.990448681331759673e-01,9.667997995090089614e-01,1.335951275516550796e+00,8.691963982607578965e-01,9.755433719011348537e-02,3.562466908108775920e-02,1.868987848465747392e+00,8.937285987777001672e-01,1.005210384976450655e+00
2.044472236118059227e-01,1.111482900282295239e+00,8.983343383165651730e-01,9.666328051333314964e-01,1.338722493337008324e+00,8.683594413945365798e-01,9.795875491345557018e-02,3.579423357273101708e-02,1.877883761960162490e+00,8.932142051060426580e-01,1.008977887709392007e+00
2.059429714857428928e-01,1.112406091928708207e+00,8.976243852764203002e-01,9.664650075241159044e-01,1.341498307999348771e+00,8.675225582700054616e-01,9.836467758603295586e-02,3.596455392679954316e-02,1.886819330494873492e+00,8.926975540920389918e-01,1.012754759976417063e+00
2.074387193596798629e-01,1.113330808133507599e+00,8.969150103069066793e-01,9.662964031881282612e-01,1.344278725196399904e+00,8.666857484250068966e-01,9.877211015294572183e-02,3.613563332564654479e-02,1.895794721026644591e+00,8.921786372858324654e-01,1.016540992751728822e+00
2.089344672336168329e-01,1.114257047939083867e+00,8.962062146879632429e-01,9.661269886206800273e-01,1.347063750611539046e+00,8.658490113796205589e-01,9.918105757119617671e-02,3.630747496424040904e-02,1.904810101174073678e+00,8.916574462166241277e-01,1.020336576667531858e+00
2.104302151075538030e-01,1.115184810384761471e+00,8.954979996853842383e-01,9.659567603056309348e-01,1.349853389918703517e+00,8.650123466362666935e-01,9.959152480970086263e-02,3.648008205021712608e-02,1.913865639220343695e+00,8.911339723926942069e-01,1.024141501994961345e+00
2.119259629814907731e-01,1.116114094506825083e+00,8.947903665509111537e-01,9.657857147153898758e-01,1.352647648782398404e+00,8.641757536798173600e-01,1.000035168493023652e-01,3.665345780393263614e-02,1.922961504115967335e+00,8.906082073014232048e-01,1.027955758682125520e+00
2.134217108554277431e-01,1.117044899338545116e+00,8.940833165223133205e-01,9.656138483109188986e-01,1.355446532857706554e+00,8.633392319777003499e-01,1.004170386827810679e-01,3.682760545851567618e-02,1.932097865481561039e+00,8.900801424093149894e-01,1.031779336373119804e+00
