case,t,shock_time_inviscid,energy,dissipation,equation_residual_defect,energy_balance_defect,enstrophy,max_gradient,activity_pressure,low_mode_fraction,high_mode_fraction,H,B,S_eff,V,R_resp,R_rob,MAAT_warning
burgers_shock_warning,0.62,1.3334230027831278,0.2654763457605772,0.00029824794591140006,0.006818597987446909,0.1818040456251676,0.5964958918228002,1.3984800320592359,0.9543934269149534,0.9999839176622882,1.6082337711775807e-05,0.9932275804190778,0.8461639674545247,0.9982991382518368,0.9999839176622882,0.9436959791281805,0.9436959791281805,0.05500689097042516
burgers_shock_warning,0.625,1.3334230027831278,0.26547512317879624,0.00029888645901305445,0.006848044714716903,0.18190888545016698,0.5977729180261089,1.4085757339695237,0.9564366688402441,0.9999827345741907,1.7265425809265267e-05,0.9931985320419852,0.8460889094840156,0.9984512986951224,0.9999827345741907,0.9436585032735755,0.9436585032735755,0.05510252310508111
burgers_shock_warning,0.63,1.3334230027831278,0.26547389808004207,0.0002995400702002572,0.006878065802626087,0.18201344197046704,0.5990801404005144,1.4186268217336593,0.9585282246392895,0.9999815091738691,1.8490826130923566e-05,0.9931689188232109,0.8460140676005825,0.9985993773904183,0.9999815091738691,0.9436209143049872,0.9436209143049872,0.0551996777036568
burgers_shock_warning,0.635,1.3334230027831278,0.26547267040203226,0.00030020897845911104,0.0069086727953605815,0.18211772544617796,0.6004179569182221,1.428617735748754,0.9606687310676185,0.9999802438997962,1.975610020377161e-05,0.9931387294776388,0.8459394343508051,0.9987429258122789,0.9999802438997962,0.9435832066625995,0.9435832066625995,0.055298376979928454
burgers_shock_warning,0.64,1.3334230027831278,0.2654714400816869,0.0003008933890213401,0.006939877602781404,0.18222174950881675,0.6017867780426802,1.4385316592235848,0.962858844866748,0.9999789415600374,2.1058439962584607e-05,0.9931079523642433,0.8458649998745791,0.9988814809647878,0.9999789415600374,0.9435453738944135,0.9435453738944135,0.055398644475079785
burgers_shock_warning,0.645,1.3334230027831278,0.26547020705509816,0.00030159351354617765,0.006971692512694252,0.1823255247540771,0.6031870270923553,1.4483504541085508,0.9650992433462245,0.999977605327541,2.2394672459014053e-05,0.9930765754742341,0.8457907564906875,0.9990145649708645,0.999977605327541,0.9435074103558931,0.9435074103558931,0.05550050340704103
burgers_shock_warning,0.65,1.3334230027831278,0.2654689712575061,0.0003023095703099645,0.007004130205632,0.1824290632404749,0.604619140619929,1.458419658492387,0.9673906249903389,0.9999762387307337,2.3761269266286966e-05,0.9930445864167391,0.8457166954772546,0.9991416846469372,0.9999762387307337,0.9434693100054152,0.9434693100054152,0.05560397786586727
burgers_shock_warning,0.655,1.3334230027831278,0.2654677326232713,0.0003030417844038023,0.007037203768880021,0.1825323770480378,0.6060835688076046,1.4697660039175326,0.969733710090616,0.9999748456390622,2.5154360937751363e-05,0.9930119724052469,0.8456428081033228,0.9992623310624827,0.9999748456390622,0.9434310667789346,0.9434310667789346,0.05570909246333593
burgers_shock_warning,0.66,1.3334230027831278,0.2654664910858463,0.00030379038793963096,0.007070926711964864,0.1826354781584064,0.6075807758792618,1.4810776253869935,0.9721292414052638,0.999973430243117,2.6569756882977025e-05,0.9929787202426238,0.8455690857145557,0.9993759790839145,0.999973430243117,0.9433926746108358,0.9433926746108358,0.055815872329999384
burgers_shock_warning,0.665,1.3334230027831278,0.26546524657774995,0.0003045556202651256,0.007105312982593742,0.18273838047419358,0.6091112405302511,1.492336434957906,0.9745779848468427,0.9999719970290136,2.8002970986373832e-05,0.9929448163057039,0.8454955182895743,0.9994820869022808,0.9999719970290136,0.9433541268840583,0.9433541268840583,0.0559243436767969
