k_hMpc,t,delta_lambda_a
1.000000000000000021e-02,3.403403403403403304e-01,3.642969373675391653e-03
1.000000000000000021e-02,3.503503503503503369e-01,3.754331932322739918e-03
1.000000000000000021e-02,3.603603603603603434e-01,3.866066941132025644e-03
1.000000000000000021e-02,3.703703703703703498e-01,3.978185633497642766e-03
1.000000000000000021e-02,3.803803803803803563e-01,4.090699280884940031e-03
1.000000000000000021e-02,3.903903903903903627e-01,4.203619193963386604e-03
1.000000000000000021e-02,4.004004004004003692e-01,4.316956723743624325e-03
1.000000000000000021e-02,4.104104104104104311e-01,4.430723262718525880e-03
1.000000000000000021e-02,4.204204204204204376e-01,4.544930246008375106e-03
1.000000000000000021e-02,4.304304304304304440e-01,4.659589152510279150e-03
1.000000000000000021e-02,4.404404404404404505e-01,4.774711506051934791e-03
1.000000000000000021e-02,4.504504504504504570e-01,4.890308876549857332e-03
1.000000000000000021e-02,4.604604604604604634e-01,5.006392881172194373e-03
1.000000000000000021e-02,4.704704704704704699e-01,5.122975185506238073e-03
1.000000000000000021e-02,4.804804804804804763e-01,5.240067504730756484e-03
1.000000000000000021e-02,4.904904904904904828e-01,5.357681604793257564e-03
1.000000000000000021e-02,5.005005005005005447e-01,5.475829303592308177e-03
1.000000000000000021e-02,5.105105105105105512e-01,5.594522472165022568e-03
1.000000000000000021e-02,5.205205205205205576e-01,5.713773035879844350e-03
1.000000000000000021e-02,5.305305305305305641e-01,5.833592975634739088e-03
1.000000000000000021e-02,5.405405405405405705e-01,5.953994329060918918e-03
1.000000000000000021e-02,5.505505505505505770e-01,6.074989191732216298e-03
1.000000000000000021e-02,5.605605605605605835e-01,6.196589718380237852e-03
1.000000000000000021e-02,5.705705705705705899e-01,6.318808124115408466e-03
1.000000000000000021e-02,5.805805805805805964e-01,6.441656685654037484e-03
1.000000000000000021e-02,5.905905905905906028e-01,6.565147742551523218e-03
1.000000000000000021e-02,6.006006006006006093e-01,6.689293698441830215e-03
1.000000000000000021e-02,6.106106106106106157e-01,6.814107022283348580e-03
1.000000000000000021e-02,6.206206206206206222e-01,6.939600249611274987e-03
1.000000000000000021e-02,6.306306306306306286e-01,7.065785983796631607e-03
1.000000000000000021e-02,6.406406406406406351e-01,7.192676897312054798e-03
1.000000000000000021e-02,6.506506506506506415e-01,7.320285733004478455e-03
1.000000000000000021e-02,6.606606606606606480e-01,7.448625305374836914e-03
1.000000000000000021e-02,6.706706706706706544e-01,7.577708501864923590e-03
1.000000000000000021e-02,6.806806806806806609e-01,7.707548284151526791e-03
1.000000000000000021e-02,6.906906906906906674e-01,7.838157689447977985e-03
1.000000000000000021e-02,7.007007007007006738e-01,7.969549831813240934e-03
1.000000000000000021e-02,7.107107107107106803e-01,8.101737903468672619e-03
1.000000000000000021e-02,7.207207207207206867e-01,8.234735176122585237e-03
1.000000000000000021e-02,7.307307307307306932e-01,8.368555002302754953e-03
1.000000000000000021e-02,7.407407407407406996e-01,8.503210816696995383e-03
1.000000000000000021e-02,7.507507507507507061e-01,8.638716137501936329e-03
1.000000000000000021e-02,7.607607607607607125e-01,8.775084567780149988e-03
1.000000000000000021e-02,7.707707707707707190e-01,8.912329796825751299e-03
1.000000000000000021e-02,7.807807807807807254e-01,9.050465601538611182e-03
1.000000000000000021e-02,7.907907907907907319e-01,9.189505847807324934e-03
1.000000000000000021e-02,8.008008008008007383e-01,9.329464491901074547e-03
1.000000000000000021e-02,8.108108108108108558e-01,9.470355581870520262e-03
1.000000000000000021e-02,8.208208208208208623e-01,9.612193258957858408e-03
1.000000000000000021e-02,8.308308308308308687e-01,9.754991759016206840e-03
1.000000000000000021e-02,8.408408408408408752e-01,9.898765413938430749e-03
1.000000000000000021e-02,8.508508508508508816e-01,1.004352865309558057e-02
1.000000000000000021e-02,8.608608608608608881e-01,1.018929600478506170e-02
1.000000000000000021e-02,8.708708708708708945e-01,1.033608209768870773e-02
1.000000000000000021e-02,8.808808808808809010e-01,1.048390166234087345e-02
1.000000000000000021e-02,8.908908908908909074e-01,1.063276953260672460e-02
1.000000000000000021e-02,9.009009009009009139e-01,1.078270064717084913e-02
1.000000000000000021e-02,9.109109109109109204e-01,1.093371005103635323e-02
1.000000000000000021e-02,9.209209209209209268e-01,1.108581289703458768e-02
1.000000000000000021e-02,9.309309309309309333e-01,1.123902444734565902e-02
1.000000000000000021e-02,9.409409409409409397e-01,1.139336007502987115e-02
1.000000000000000021e-02,9.509509509509509462e-01,1.154883526557025537e-02
1.000000000000000021e-02,9.609609609609609526e-01,1.170546561842635176e-02
1.000000000000000021e-02,9.709709709709709591e-01,1.186326684859938252e-02
1.000000000000000021e-02,9.809809809809809655e-01,1.202225478820898377e-02
1.000000000000000021e-02,9.909909909909909720e-01,1.218244538808165023e-02
1.000000000000000021e-02,1.001001001001001089e+00,1.234385471935106095e-02
1.000000000000000021e-02,1.011011011011011096e+00,1.250649897507043022e-02
1.000000000000000021e-02,1.021021021021021102e+00,1.267039447183706223e-02
1.000000000000000021e-02,1.031031031031031109e+00,1.283555765142925867e-02
1.000000000000000021e-02,1.041041041041041115e+00,1.300200508245575627e-02
1.000000000000000021e-02,1.051051051051051122e+00,1.316975346201785038e-02
1.000000000000000021e-02,1.061061061061061128e+00,1.333881961738437108e-02
1.000000000000000021e-02,1.071071071071071135e+00,1.350922050767969229e-02
1.000000000000000021e-02,1.081081081081081141e+00,1.368097322558492479e-02
1.000000000000000021e-02,1.091091091091091148e+00,1.385409499905247352e-02
1.000000000000000021e-02,1.101101101101101154e+00,1.402860319303413789e-02
1.000000000000000021e-02,1.111111111111111160e+00,1.420451531122291465e-02
1.000000000000000021e-02,1.121121121121121167e+00,1.438184899780868900e-02
1.000000000000000021e-02,1.131131131131131173e+00,1.456062203924798036e-02
1.000000000000000021e-02,1.141141141141141180e+00,1.474085236604793028e-02
1.000000000000000021e-02,1.151151151151151186e+00,1.492255805456470588e-02
1.000000000000000021e-02,1.161161161161161193e+00,1.510575732881649924e-02
1.000000000000000021e-02,1.171171171171171199e+00,1.529046856231130319e-02
1.000000000000000021e-02,1.181181181181181206e+00,1.547671027988965255e-02
1.000000000000000021e-02,1.191191191191191212e+00,1.566450115958251121e-02
1.000000000000000021e-02,1.201201201201201219e+00,1.585386003448449252e-02
1.000000000000000021e-02,1.211211211211211225e+00,1.604480589464259838e-02
1.000000000000000021e-02,1.221221221221221231e+00,1.623735788896067331e-02
1.000000000000000021e-02,1.231231231231231238e+00,1.643153532711975201e-02
1.000000000000000021e-02,1.241241241241241244e+00,1.662735768151451035e-02
1.000000000000000021e-02,1.251251251251251251e+00,1.682484458920599502e-02
1.000000000000000021e-02,1.261261261261261257e+00,1.702401585389084690e-02
1.000000000000000021e-02,1.271271271271271264e+00,1.722489144788720214e-02
1.000000000000000021e-02,1.281281281281281270e+00,1.742749151413746506e-02
1.000000000000000021e-02,1.291291291291291277e+00,1.763183636822817507e-02
1.000000000000000021e-02,1.301301301301301283e+00,1.783794650042715493e-02
1.000000000000000021e-02,1.311311311311311290e+00,1.804584257773813802e-02
1.000000000000000021e-02,1.321321321321321296e+00,1.825554544597310369e-02
1.000000000000000021e-02,1.331331331331331302e+00,1.846707613184250113e-02
1.000000000000000021e-02,1.341341341341341309e+00,1.868045584506359755e-02
1.000000000000000021e-02,1.351351351351351315e+00,1.889570598048713815e-02
1.000000000000000021e-02,1.361361361361361322e+00,1.911284812024255375e-02
1.000000000000000021e-02,1.371371371371371328e+00,1.933190403590190690e-02
1.000000000000000021e-02,1.381381381381381335e+00,1.955289569066281583e-02
1.000000000000000021e-02,1.391391391391391341e+00,1.977584524155056450e-02
1.000000000000000021e-02,1.401401401401401348e+00,2.000077504163961725e-02
1.000000000000000021e-02,1.411411411411411354e+00,2.022770764229476700e-02
1.000000000000000021e-02,1.421421421421421361e+00,2.045666579543213570e-02
1.000000000000000021e-02,1.431431431431431367e+00,2.068767245580025935e-02
1.000000000000000021e-02,1.441441441441441373e+00,2.092075078328149013e-02
1.000000000000000021e-02,1.451451451451451380e+00,2.115592414521392378e-02
1.000000000000000021e-02,1.461461461461461386e+00,2.139321611873411591e-02
1.000000000000000021e-02,1.471471471471471393e+00,2.163265049314080576e-02
1.000000000000000021e-02,1.481481481481481399e+00,2.187425127227988000e-02
1.000000000000000021e-02,1.491491491491491406e+00,2.211804267695082621e-02
1.000000000000000021e-02,1.501501501501501412e+00,2.236404914733491206e-02
1.000000000000000021e-02,1.511511511511511419e+00,2.261229534544533307e-02
1.000000000000000021e-02,1.521521521521521425e+00,2.286280615759957516e-02
1.000000000000000021e-02,1.531531531531531432e+00,2.311560669691425235e-02
1.000000000000000021e-02,1.541541541541541438e+00,2.337072230582263460e-02
1.000000000000000021e-02,1.551551551551551444e+00,2.362817855861517116e-02
1.000000000000000021e-02,1.561561561561561451e+00,2.388800126400320370e-02
1.000000000000000021e-02,1.571571571571571457e+00,2.415021646770618494e-02
1.000000000000000021e-02,1.581581581581581464e+00,2.441485045506261442e-02
1.000000000000000021e-02,1.591591591591591470e+00,2.468192975366498634e-02
1.000000000000000021e-02,1.601601601601601477e+00,2.495148113601898532e-02
1.000000000000000021e-02,1.611611611611611705e+00,2.522353162222722850e-02
1.000000000000000021e-02,1.621621621621621712e+00,2.549810848269779689e-02
1.000000000000000021e-02,1.631631631631631718e+00,2.577523924087783691e-02
1.000000000000000021e-02,1.641641641641641725e+00,2.605495167601250966e-02
1.000000000000000021e-02,1.651651651651651731e+00,2.633727382592955524e-02
1.000000000000000021e-02,1.661661661661661737e+00,2.662223398984975981e-02
1.000000000000000021e-02,1.671671671671671744e+00,2.690986073122360669e-02
1.000000000000000021e-02,1.681681681681681750e+00,2.720018288059438891e-02
1.000000000000000021e-02,1.691691691691691757e+00,2.749322953848808149e-02
1.000000000000000021e-02,1.701701701701701763e+00,2.778903007833023742e-02
1.000000000000000021e-02,1.711711711711711770e+00,2.808761414939024703e-02
1.000000000000000021e-02,1.721721721721721776e+00,2.838901167975320730e-02
1.000000000000000021e-02,1.731731731731731783e+00,2.869325287931971669e-02
1.000000000000000021e-02,1.741741741741741789e+00,2.900036824283391823e-02
1.000000000000000021e-02,1.751751751751751796e+00,2.931038855294005110e-02
1.000000000000000021e-02,1.761761761761761802e+00,2.962334488326785406e-02
1.000000000000000021e-02,1.771771771771771808e+00,2.993926860154712266e-02
1.000000000000000021e-02,1.781781781781781815e+00,3.025819137275170129e-02
1.000000000000000021e-02,1.791791791791791821e+00,3.058014516227328464e-02
1.000000000000000021e-02,1.801801801801801828e+00,3.090516223912527852e-02
1.000000000000000021e-02,1.811811811811811834e+00,3.123327517917709809e-02
1.000000000000000021e-02,1.821821821821821841e+00,3.156451686841919846e-02
1.000000000000000021e-02,1.831831831831831847e+00,3.189892050625915687e-02
1.000000000000000021e-02,1.841841841841841854e+00,3.223651960884918455e-02
1.000000000000000021e-02,1.851851851851851860e+00,3.257734801244532158e-02
1.000000000000000021e-02,1.861861861861861867e+00,3.292143987679874151e-02
1.000000000000000021e-02,1.871871871871871873e+00,3.326882968857942935e-02
1.000000000000000021e-02,1.881881881881881879e+00,3.361955226483263892e-02
1.000000000000000021e-02,1.891891891891891886e+00,3.397364275646841403e-02
1.000000000000000021e-02,1.901901901901901892e+00,3.433113665178457591e-02
1.000000000000000021e-02,1.911911911911911899e+00,3.469206978002351005e-02
1.000000000000000021e-02,1.921921921921921905e+00,3.505647831496309236e-02
1.000000000000000021e-02,1.931931931931931912e+00,3.542439877854213631e-02
1.000000000000000021e-02,1.941941941941941918e+00,3.579586804452072890e-02
1.000000000000000021e-02,1.951951951951951925e+00,3.617092334217580918e-02
1.000000000000000021e-02,1.961961961961961931e+00,3.654960226003235030e-02
1.000000000000000021e-02,1.971971971971971938e+00,3.693194274963052665e-02
1.000000000000000021e-02,1.981981981981981944e+00,3.731798312932927547e-02
1.000000000000000021e-02,1.991991991991991950e+00,3.770776208814657915e-02
1.000000000000000021e-02,2.002002002002002179e+00,3.810131868963689827e-02
1.000000000000000021e-02,2.012012012012012185e+00,3.849869237580611642e-02
1.000000000000000021e-02,2.022022022022022192e+00,3.889992297106439206e-02
1.000000000000000021e-02,2.032032032032032198e+00,3.930505068621735487e-02
1.000000000000000021e-02,2.042042042042042205e+00,3.971411612249595158e-02
1.000000000000000021e-02,2.052052052052052211e+00,4.012716027562547583e-02
1.000000000000000021e-02,2.062062062062062218e+00,4.054422453993405950e-02
1.000000000000000021e-02,2.072072072072072224e+00,4.096535071250113902e-02
1.000000000000000021e-02,2.082082082082082231e+00,4.139058099734625046e-02
1.000000000000000021e-02,2.092092092092092237e+00,4.181995800965859073e-02
1.000000000000000021e-02,2.102102102102102243e+00,4.225352478006778878e-02
1.000000000000000021e-02,2.112112112112112250e+00,4.269132475895628942e-02
1.000000000000000021e-02,2.122122122122122256e+00,4.313340182081377983e-02
1.000000000000000021e-02,2.132132132132132263e+00,4.357980026863411682e-02
1.000000000000000021e-02,2.142142142142142269e+00,4.403056483835519203e-02
1.000000000000000021e-02,2.152152152152152276e+00,4.448574070334214425e-02
1.000000000000000021e-02,2.162162162162162282e+00,4.494537347891443269e-02
1.000000000000000021e-02,2.172172172172172289e+00,4.540950922691715935e-02
1.000000000000000021e-02,2.182182182182182295e+00,4.587819446033713361e-02
1.000000000000000021e-02,2.192192192192192302e+00,4.635147614796414350e-02
1.000000000000000021e-02,2.202202202202202308e+00,4.682940171909789895e-02
1.000000000000000021e-02,2.212212212212212314e+00,4.731201906830108384e-02
1.000000000000000021e-02,2.222222222222222321e+00,4.779937656019905140e-02
1.000000000000000021e-02,2.232232232232232327e+00,4.829152303432660692e-02
1.000000000000000021e-02,2.242242242242242334e+00,4.878850781002235654e-02
1.000000000000000021e-02,2.252252252252252340e+00,4.929038069137115646e-02
1.000000000000000021e-02,2.262262262262262347e+00,4.979719197219507898e-02
1.000000000000000021e-02,2.272272272272272353e+00,5.030899244109351270e-02
1.000000000000000021e-02,2.282282282282282360e+00,5.082583338653277882e-02
1.000000000000000021e-02,2.292292292292292366e+00,5.134776660198583920e-02
1.000000000000000021e-02,2.302302302302302373e+00,5.187484439112263063e-02
1.000000000000000021e-02,2.312312312312312379e+00,5.240711957305148327e-02
1.000000000000000021e-02,2.322322322322322385e+00,5.294464548761219219e-02
1.000000000000000021e-02,2.332332332332332392e+00,5.348747600072127628e-02
1.000000000000000021e-02,2.342342342342342398e+00,5.403566550976991040e-02
1.000000000000000021e-02,2.352352352352352405e+00,5.458926894907514815e-02
1.000000000000000021e-02,2.362362362362362411e+00,5.514834179538490033e-02
1.000000000000000021e-02,2.372372372372372418e+00,5.571294007343729343e-02
1.000000000000000021e-02,2.382382382382382424e+00,5.628312036157491483e-02
1.000000000000000021e-02,2.392392392392392431e+00,5.685893979741453441e-02
1.000000000000000021e-02,2.402402402402402437e+00,5.744045608357284394e-02
1.000000000000000021e-02,2.412412412412412444e+00,5.802772749344881770e-02
1.000000000000000021e-02,2.422422422422422450e+00,5.862081287706326360e-02
1.000000000000000021e-02,2.432432432432432456e+00,5.921977166695614747e-02
1.000000000000000021e-02,2.442442442442442463e+00,5.982466388414228037e-02
1.000000000000000021e-02,2.452452452452452469e+00,6.043555014412593795e-02
1.000000000000000021e-02,2.462462462462462476e+00,6.105249166297510577e-02
1.000000000000000021e-02,2.472472472472472482e+00,6.167555026345584307e-02
1.000000000000000021e-02,2.482482482482482489e+00,6.230478838122745222e-02
1.000000000000000021e-02,2.492492492492492495e+00,6.294026907109906421e-02
1.000000000000000021e-02,2.502502502502502502e+00,6.358205601334823709e-02
1.000000000000000021e-02,2.512512512512512508e+00,6.423021352010224727e-02
1.000000000000000021e-02,2.522522522522522515e+00,6.488480654178269136e-02
1.000000000000000021e-02,2.532532532532532521e+00,6.554590067361397432e-02
1.000000000000000021e-02,2.542542542542542527e+00,6.621356216219653756e-02
1.000000000000000021e-02,2.552552552552552534e+00,6.688785791214520160e-02
1.000000000000000021e-02,2.562562562562562540e+00,6.756885549279353920e-02
1.000000000000000021e-02,2.572572572572572547e+00,6.825662314496480643e-02
1.000000000000000021e-02,2.582582582582582553e+00,6.895122978781016709e-02
1.000000000000000021e-02,2.592592592592592560e+00,6.965274502571489057e-02
1.000000000000000021e-02,2.602602602602602566e+00,7.036123915527318917e-02
1.000000000000000021e-02,2.612612612612612573e+00,7.107678317233241672e-02
1.000000000000000021e-02,2.622622622622622579e+00,7.179944877910732215e-02
1.000000000000000021e-02,2.632632632632632586e+00,7.252930839136510766e-02
1.000000000000000021e-02,2.642642642642642592e+00,7.326643514568194349e-02
1.000000000000000021e-02,2.652652652652652598e+00,7.401090290677171668e-02
1.000000000000000021e-02,2.662662662662662605e+00,7.476278627488777695e-02
1.000000000000000021e-02,2.672672672672672611e+00,7.552216059329830422e-02
1.000000000000000021e-02,2.682682682682682618e+00,7.628910195583618603e-02
1.000000000000000021e-02,2.692692692692692624e+00,7.706368721452407089e-02
1.000000000000000021e-02,2.702702702702702631e+00,7.784599398727538866e-02
1.000000000000000021e-02,2.712712712712712637e+00,7.863610066567214285e-02
1.000000000000000021e-02,2.722722722722722644e+00,7.943408642282015486e-02
1.000000000000000021e-02,2.732732732732732650e+00,8.024003122128270382e-02
1.000000000000000021e-02,2.742742742742742657e+00,8.105401582109317271e-02
1.000000000000000021e-02,2.752752752752752663e+00,8.187612178784765826e-02
1.000000000000000021e-02,2.762762762762762669e+00,8.270643150087832185e-02
1.000000000000000021e-02,2.772772772772772676e+00,8.354502816150816136e-02
1.000000000000000021e-02,2.782782782782782682e+00,8.439199580138828649e-02
1.000000000000000021e-02,2.792792792792792689e+00,8.524741929091828041e-02
1.000000000000000021e-02,2.802802802802802695e+00,8.611138434775066075e-02
1.000000000000000021e-02,2.812812812812812702e+00,8.698397754538018944e-02
1.000000000000000021e-02,2.822822822822822708e+00,8.786528632181898890e-02
1.000000000000000021e-02,2.832832832832832715e+00,8.875539898835824171e-02
1.000000000000000021e-02,2.842842842842842721e+00,8.965440473841740365e-02
1.000000000000000021e-02,2.852852852852852727e+00,9.056239365648177664e-02
1.000000000000000021e-02,2.862862862862862734e+00,9.147945672712945453e-02
1.000000000000000021e-02,2.872872872872872740e+00,9.240568584414829423e-02
1.000000000000000021e-02,2.882882882882882747e+00,9.334117381974417482e-02
1.000000000000000021e-02,2.892892892892892753e+00,9.428601439384114158e-02
1.000000000000000021e-02,2.902902902902902760e+00,9.524030224347455886e-02
1.000000000000000021e-02,2.912912912912912766e+00,9.620413299227816017e-02
1.000000000000000021e-02,2.922922922922922773e+00,9.717760322006593898e-02
1.000000000000000021e-02,2.932932932932932779e+00,9.816081047250983793e-02
1.000000000000000021e-02,2.942942942942942786e+00,9.915385327091423562e-02
1.000000000000000021e-02,2.952952952952952792e+00,1.001568311220881607e-01
1.000000000000000021e-02,2.962962962962962798e+00,1.011698445283163161e-01
1.000000000000000021e-02,2.972972972972972805e+00,1.021929949974297314e-01
1.000000000000000021e-02,2.982982982982982811e+00,1.032263850529772931e-01
1.000000000000000021e-02,2.992992992992992818e+00,1.042701182444989993e-01
1.000000000000000021e-02,3.003003003003002824e+00,1.053242991579019516e-01
1.000000000000000021e-02,3.013013013013012831e+00,1.063890334259403325e-01
1.000000000000000021e-02,3.023023023023022837e+00,1.074644277388001334e-01
1.000000000000000021e-02,3.033033033033032844e+00,1.085505898547899084e-01
1.000000000000000021e-02,3.043043043043042850e+00,1.096476286111385534e-01
1.000000000000000021e-02,3.053053053053052857e+00,1.107556539349011798e-01
1.000000000000000021e-02,3.063063063063062863e+00,1.118747768539741783e-01
1.000000000000000021e-02,3.073073073073072869e+00,1.130051095082205831e-01
1.000000000000000021e-02,3.083083083083082876e+00,1.141467651607068756e-01
1.000000000000000021e-02,3.093093093093092882e+00,1.152998582090523222e-01
1.000000000000000021e-02,3.103103103103102889e+00,1.164645041968919853e-01
1.000000000000000021e-02,3.113113113113112895e+00,1.176408198254545734e-01
1.000000000000000021e-02,3.123123123123122902e+00,1.188289229652562673e-01
1.000000000000000021e-02,3.133133133133132908e+00,1.200289326679117446e-01
1.000000000000000021e-02,3.143143143143142915e+00,1.212409691780634985e-01
1.000000000000000021e-02,3.153153153153152921e+00,1.224651539454307270e-01
1.000000000000000021e-02,3.163163163163162928e+00,1.237016096369789597e-01
1.000000000000000021e-02,3.173173173173172934e+00,1.249504601492116562e-01
1.000000000000000021e-02,3.183183183183182940e+00,1.262118306205850249e-01
1.000000000000000021e-02,3.193193193193192947e+00,1.274858474440472289e-01
1.000000000000000021e-02,3.203203203203202953e+00,1.287726382797033664e-01
1.000000000000000021e-02,3.213213213213213404e+00,1.300723320676073214e-01
1.000000000000000021e-02,3.223223223223223410e+00,1.313850590406819840e-01
1.000000000000000021e-02,3.233233233233233417e+00,1.327109507377688680e-01
1.000000000000000021e-02,3.243243243243243423e+00,1.340501400168087887e-01
1.000000000000000021e-02,3.253253253253253430e+00,1.354027610681544924e-01
1.000000000000000021e-02,3.263263263263263436e+00,1.367689494280169005e-01
1.000000000000000021e-02,3.273273273273273443e+00,1.381488419920462452e-01
1.000000000000000021e-02,3.283283283283283449e+00,1.395425770290493472e-01
1.000000000000000021e-02,3.293293293293293456e+00,1.409502941948445054e-01
1.000000000000000021e-02,3.303303303303303462e+00,1.423721345462553578e-01
1.000000000000000021e-02,3.313313313313313468e+00,1.438082405552451593e-01
1.000000000000000021e-02,3.323323323323323475e+00,1.452587561231928337e-01
1.000000000000000021e-02,3.333333333333333481e+00,1.467238265953122178e-01
1.000000000000000021e-02,3.343343343343343488e+00,1.482035987752160777e-01
1.000000000000000021e-02,3.353353353353353494e+00,1.496982209396260921e-01
1.000000000000000021e-02,3.363363363363363501e+00,1.512078428532306063e-01
1.000000000000000021e-02,3.373373373373373507e+00,1.527326157836913778e-01
1.000000000000000021e-02,3.383383383383383514e+00,1.542726925168010077e-01
1.000000000000000021e-02,3.393393393393393520e+00,1.558282273717923605e-01
1.000000000000000021e-02,3.403403403403403527e+00,1.573993762168017507e-01
1.000000000000000021e-02,3.413413413413413533e+00,1.589862964844872550e-01
1.000000000000000021e-02,3.423423423423423539e+00,1.605891471878038990e-01
1.000000000000000021e-02,3.433433433433433546e+00,1.622080889359370226e-01
1.000000000000000021e-02,3.443443443443443552e+00,1.638432839503957128e-01
1.000000000000000021e-02,3.453453453453453559e+00,1.654948960812677450e-01
1.000000000000000021e-02,3.463463463463463565e+00,1.671630908236377555e-01
1.000000000000000021e-02,3.473473473473473572e+00,1.688480353341701712e-01
1.000000000000000021e-02,3.483483483483483578e+00,1.705498984478586444e-01
1.000000000000000021e-02,3.493493493493493585e+00,1.722688506949437703e-01
1.000000000000000021e-02,3.503503503503503591e+00,1.740050643180004741e-01
1.000000000000000021e-02,3.513513513513513598e+00,1.757587132891970938e-01
1.000000000000000021e-02,3.523523523523523604e+00,1.775299733277277969e-01
1.000000000000000021e-02,3.533533533533533610e+00,1.793190219174199684e-01
1.000000000000000021e-02,3.543543543543543617e+00,1.811260383245184569e-01
1.000000000000000021e-02,3.553553553553553623e+00,1.829512036156484001e-01
1.000000000000000021e-02,3.563563563563563630e+00,1.847947006759584898e-01
1.000000000000000021e-02,3.573573573573573636e+00,1.866567142274464242e-01
1.000000000000000021e-02,3.583583583583583643e+00,1.885374308474683513e-01
1.000000000000000021e-02,3.593593593593593649e+00,1.904370389874343317e-01
1.000000000000000021e-02,3.603603603603603656e+00,1.923557289916915658e-01
1.000000000000000021e-02,3.613613613613613662e+00,1.942936931165972214e-01
1.000000000000000021e-02,3.623623623623623669e+00,1.962511255497828289e-01
1.000000000000000021e-02,3.633633633633633675e+00,1.982282224296123829e-01
1.000000000000000021e-02,3.643643643643643681e+00,2.002251818648356219e-01
1.000000000000000021e-02,3.653653653653653688e+00,2.022422039544390093e-01
1.000000000000000021e-02,3.663663663663663694e+00,2.042794908076959737e-01
1.000000000000000021e-02,3.673673673673673701e+00,2.063372465644185971e-01
1.000000000000000021e-02,3.683683683683683707e+00,2.084156774154128366e-01
1.000000000000000021e-02,3.693693693693693714e+00,2.105149916231391916e-01
1.000000000000000021e-02,3.703703703703703720e+00,2.126353995425810106e-01
1.000000000000000021e-02,3.713713713713713727e+00,2.147771136423223537e-01
1.000000000000000021e-02,3.723723723723723733e+00,2.169403485258377950e-01
1.000000000000000021e-02,3.733733733733733740e+00,2.191253209529960277e-01
1.000000000000000021e-02,3.743743743743743746e+00,2.213322498617795731e-01
1.000000000000000021e-02,3.753753753753753752e+00,2.235613563902227874e-01
1.000000000000000021e-02,3.763763763763763759e+00,2.258128638985702208e-01
1.000000000000000021e-02,3.773773773773773765e+00,2.280869979916577139e-01
1.000000000000000021e-02,3.783783783783783772e+00,2.303839865415183985e-01
1.000000000000000021e-02,3.793793793793793778e+00,2.327040597102157937e-01
1.000000000000000021e-02,3.803803803803803785e+00,2.350474499729064970e-01
1.000000000000000021e-02,3.813813813813813791e+00,2.374143921411345781e-01
1.000000000000000021e-02,3.823823823823823798e+00,2.398051233863600362e-01
1.000000000000000021e-02,3.833833833833833804e+00,2.422198832637237897e-01
1.000000000000000021e-02,3.843843843843843811e+00,2.446589137360515032e-01
1.000000000000000021e-02,3.853853853853853817e+00,2.471224591980986374e-01
1.000000000000000021e-02,3.863863863863863823e+00,2.496107665010391663e-01
1.000000000000000021e-02,3.873873873873873830e+00,2.521240849772005688e-01
1.000000000000000021e-02,3.883883883883883836e+00,2.546626664650471494e-01
1.000000000000000021e-02,3.893893893893893843e+00,2.572267653344147975e-01
1.000000000000000021e-02,3.903903903903903849e+00,2.598166385119992094e-01
1.000000000000000021e-02,3.913913913913913856e+00,2.624325455071003232e-01
1.000000000000000021e-02,3.923923923923923862e+00,2.650747484376255181e-01
1.000000000000000021e-02,3.933933933933933869e+00,2.677435120563543269e-01
1.000000000000000021e-02,3.943943943943943875e+00,2.704391037774669382e-01
1.000000000000000021e-02,3.953953953953953881e+00,2.731617937033396504e-01
1.000000000000000021e-02,3.963963963963963888e+00,2.759118546516094450e-01
1.000000000000000021e-02,3.973973973973973894e+00,2.786895621825107860e-01
1.000000000000000021e-02,3.983983983983983901e+00,2.814951946264871441e-01
1.000000000000000021e-02,3.993993993993993907e+00,2.843290331120800762e-01
1.000000000000000021e-02,4.004004004004004358e+00,2.871913615940988040e-01
1.000000000000000021e-02,4.014014014014014364e+00,2.900824668820727870e-01
1.000000000000000021e-02,4.024024024024024371e+00,2.930026386689906781e-01
1.000000000000000021e-02,4.034034034034034377e+00,2.959521695603277713e-01
1.000000000000000021e-02,4.044044044044044384e+00,2.989313551033655481e-01
1.000000000000000021e-02,4.054054054054054390e+00,3.019404938168060437e-01
1.000000000000000021e-02,4.064064064064064397e+00,3.049798872206838096e-01
1.000000000000000021e-02,4.074074074074074403e+00,3.080498398665785231e-01
1.000000000000000021e-02,4.084084084084084409e+00,3.111506593681316879e-01
1.000000000000000021e-02,4.094094094094094416e+00,3.142826564318698668e-01
1.000000000000000021e-02,4.104104104104104422e+00,3.174461448883379444e-01
1.000000000000000021e-02,4.114114114114114429e+00,3.206414417235453063e-01
1.000000000000000021e-02,4.124124124124124435e+00,3.238688671107284311e-01
1.000000000000000021e-02,4.134134134134134442e+00,3.271287444424326174e-01
1.000000000000000021e-02,4.144144144144144448e+00,3.304214003629163954e-01
1.000000000000000021e-02,4.154154154154154455e+00,3.337471648008816238e-01
1.000000000000000021e-02,4.164164164164164461e+00,3.371063710025330451e-01
1.000000000000000021e-02,4.174174174174174468e+00,3.404993555649697412e-01
1.000000000000000021e-02,4.184184184184184474e+00,3.439264584699128768e-01
1.000000000000000021e-02,4.194194194194194480e+00,3.473880231177721711e-01
1.000000000000000021e-02,4.204204204204204487e+00,3.508843963620550954e-01
1.000000000000000021e-02,4.214214214214214493e+00,3.544159285441222385e-01
