k_hMpc,t,delta_lambda_a
2.999999999999999889e-01,6.906906906906906674e-01,7.819465171950683996e-03
2.999999999999999889e-01,7.007007007007006738e-01,7.950340754881780533e-03
2.999999999999999889e-01,7.107107107107106803e-01,8.082005660427460728e-03
2.999999999999999889e-01,7.207207207207206867e-01,8.214473155398454435e-03
2.999999999999999889e-01,7.307307307307306932e-01,8.347756586280098701e-03
2.999999999999999889e-01,7.407407407407406996e-01,8.481869380577202952e-03
2.999999999999999889e-01,7.507507507507507061e-01,8.616825048166956366e-03
2.999999999999999889e-01,7.607607607607607125e-01,8.752637182660014462e-03
2.999999999999999889e-01,7.707707707707707190e-01,8.889319462769898483e-03
2.999999999999999889e-01,7.807807807807807254e-01,9.026885653690855035e-03
2.999999999999999889e-01,7.907907907907907319e-01,9.165349608484299124e-03
2.999999999999999889e-01,8.008008008008007383e-01,9.304725269473996738e-03
2.999999999999999889e-01,8.108108108108108558e-01,9.445026669650115336e-03
2.999999999999999889e-01,8.208208208208208623e-01,9.586267934082293163e-03
2.999999999999999889e-01,8.308308308308308687e-01,9.728463281341857491e-03
2.999999999999999889e-01,8.408408408408408752e-01,9.871627024933349662e-03
2.999999999999999889e-01,8.508508508508508816e-01,1.001577357473549222e-02
2.999999999999999889e-01,8.608608608608608881e-01,1.016091743845174040e-02
2.999999999999999889e-01,8.708708708708708945e-01,1.030707322307057409e-02
2.999999999999999889e-01,8.808808808808809010e-01,1.045425563633566729e-02
2.999999999999999889e-01,8.908908908908909074e-01,1.060247948822609122e-02
2.999999999999999889e-01,9.009009009009009139e-01,1.075175969244669162e-02
2.999999999999999889e-01,9.109109109109109204e-01,1.090211126792879799e-02
2.999999999999999889e-01,9.209209209209209268e-01,1.105354934034141409e-02
2.999999999999999889e-01,9.309309309309309333e-01,1.120608914361303707e-02
2.999999999999999889e-01,9.409409409409409397e-01,1.135974602146426135e-02
2.999999999999999889e-01,9.509509509509509462e-01,1.151453542895132347e-02
2.999999999999999889e-01,9.609609609609609526e-01,1.167047293402074387e-02
2.999999999999999889e-01,9.709709709709709591e-01,1.182757421907521325e-02
2.999999999999999889e-01,9.809809809809809655e-01,1.198585508255088986e-02
2.999999999999999889e-01,9.909909909909909720e-01,1.214533144050626914e-02
2.999999999999999889e-01,1.001001001001001089e+00,1.230601932822277499e-02
2.999999999999999889e-01,1.011011011011011096e+00,1.246793490181723370e-02
2.999999999999999889e-01,1.021021021021021102e+00,1.263109443986641309e-02
2.999999999999999889e-01,1.031031031031031109e+00,1.279551434504376008e-02
2.999999999999999889e-01,1.041041041041041115e+00,1.296121114576852251e-02
2.999999999999999889e-01,1.051051051051051122e+00,1.312820149786741476e-02
2.999999999999999889e-01,1.061061061061061128e+00,1.329650218624899363e-02
2.999999999999999889e-01,1.071071071071071135e+00,1.346613012659091460e-02
2.999999999999999889e-01,1.081081081081081141e+00,1.363710236704023665e-02
2.999999999999999889e-01,1.091091091091091148e+00,1.380943608992694048e-02
2.999999999999999889e-01,1.101101101101101154e+00,1.398314861349084746e-02
2.999999999999999889e-01,1.111111111111111160e+00,1.415825739362210414e-02
2.999999999999999889e-01,1.121121121121121167e+00,1.433478002561539878e-02
2.999999999999999889e-01,1.131131131131131173e+00,1.451273424593810084e-02
2.999999999999999889e-01,1.141141141141141180e+00,1.469213793401249329e-02
2.999999999999999889e-01,1.151151151151151186e+00,1.487300911401228179e-02
2.999999999999999889e-01,1.161161161161161193e+00,1.505536595667355225e-02
2.999999999999999889e-01,1.171171171171171199e+00,1.523922678112036959e-02
2.999999999999999889e-01,1.181181181181181206e+00,1.542461005670518921e-02
2.999999999999999889e-01,1.191191191191191212e+00,1.561153440486428255e-02
2.999999999999999889e-01,1.201201201201201219e+00,1.580001860098834490e-02
2.999999999999999889e-01,1.211211211211211225e+00,1.599008157630849025e-02
2.999999999999999889e-01,1.221221221221221231e+00,1.618174241979779965e-02
2.999999999999999889e-01,1.231231231231231238e+00,1.637502038008864513e-02
2.999999999999999889e-01,1.241241241241241244e+00,1.656993486740596100e-02
2.999999999999999889e-01,1.251251251251251251e+00,1.676650545551665317e-02
2.999999999999999889e-01,1.261261261261261257e+00,1.696475188369535661e-02
2.999999999999999889e-01,1.271271271271271264e+00,1.716469405870673509e-02
2.999999999999999889e-01,1.281281281281281270e+00,1.736635205680451058e-02
2.999999999999999889e-01,1.291291291291291277e+00,1.756974612574744091e-02
2.999999999999999889e-01,1.301301301301301283e+00,1.777489668683243304e-02
2.999999999999999889e-01,1.311311311311311290e+00,1.798182433694500010e-02
2.999999999999999889e-01,1.321321321321321296e+00,1.819054985062727725e-02
2.999999999999999889e-01,1.331331331331331302e+00,1.840109418216378731e-02
2.999999999999999889e-01,1.341341341341341309e+00,1.861347846768518846e-02
2.999999999999999889e-01,1.351351351351351315e+00,1.882772402729018801e-02
2.999999999999999889e-01,1.361361361361361322e+00,1.904385236718585464e-02
2.999999999999999889e-01,1.371371371371371328e+00,1.926188518184654072e-02
2.999999999999999889e-01,1.381381381381381335e+00,1.948184435619162644e-02
2.999999999999999889e-01,1.391391391391391341e+00,1.970375196778230420e-02
2.999999999999999889e-01,1.401401401401401348e+00,1.992763028903762890e-02
2.999999999999999889e-01,1.411411411411411354e+00,2.015350178947006646e-02
2.999999999999999889e-01,1.421421421421421361e+00,2.038138913794072804e-02
2.999999999999999889e-01,1.431431431431431367e+00,2.061131520493455702e-02
2.999999999999999889e-01,1.441441441441441373e+00,2.084330306485568385e-02
2.999999999999999889e-01,1.451451451451451380e+00,2.107737599834317091e-02
2.999999999999999889e-01,1.461461461461461386e+00,2.131355749460737969e-02
2.999999999999999889e-01,1.471471471471471393e+00,2.155187125378720675e-02
2.999999999999999889e-01,1.481481481481481399e+00,2.179234118932842773e-02
2.999999999999999889e-01,1.491491491491491406e+00,2.203499143038336119e-02
2.999999999999999889e-01,1.501501501501501412e+00,2.227984632423211930e-02
2.999999999999999889e-01,1.511511511511511419e+00,2.252693043872568482e-02
2.999999999999999889e-01,1.521521521521521425e+00,2.277626856475104336e-02
2.999999999999999889e-01,1.531531531531531432e+00,2.302788571871864504e-02
2.999999999999999889e-01,1.541541541541541438e+00,2.328180714507241400e-02
2.999999999999999889e-01,1.551551551551551444e+00,2.353805831882258351e-02
2.999999999999999889e-01,1.561561561561561451e+00,2.379666494810159585e-02
2.999999999999999889e-01,1.571571571571571457e+00,2.405765297674333086e-02
2.999999999999999889e-01,1.581581581581581464e+00,2.432104858688591623e-02
2.999999999999999889e-01,1.591591591591591470e+00,2.458687820159839027e-02
2.999999999999999889e-01,1.601601601601601477e+00,2.485516848753146352e-02
2.999999999999999889e-01,1.611611611611611705e+00,2.512594635759267045e-02
2.999999999999999889e-01,1.621621621621621712e+00,2.539923897364614741e-02
2.999999999999999889e-01,1.631631631631631718e+00,2.567507374923733501e-02
2.999999999999999889e-01,1.641641641641641725e+00,2.595347835234287567e-02
2.999999999999999889e-01,1.651651651651651731e+00,2.623448070814595953e-02
2.999999999999999889e-01,1.661661661661661737e+00,2.651810900183742062e-02
2.999999999999999889e-01,1.671671671671671744e+00,2.680439168144285733e-02
2.999999999999999889e-01,1.681681681681681750e+00,2.709335746067605480e-02
2.999999999999999889e-01,1.691691691691691757e+00,2.738503532181900749e-02
2.999999999999999889e-01,1.701701701701701763e+00,2.767945451862881268e-02
2.999999999999999889e-01,1.711711711711711770e+00,2.797664457927175052e-02
2.999999999999999889e-01,1.721721721721721776e+00,2.827663530928482480e-02
2.999999999999999889e-01,1.731731731731731783e+00,2.857945679456506613e-02
2.999999999999999889e-01,1.741741741741741789e+00,2.888513940438689961e-02
2.999999999999999889e-01,1.751751751751751796e+00,2.919371379444788556e-02
2.999999999999999889e-01,1.761761761761761802e+00,2.950521090994313519e-02
2.999999999999999889e-01,1.771771771771771808e+00,2.981966198866868936e-02
2.999999999999999889e-01,1.781781781781781815e+00,3.013709856415421398e-02
2.999999999999999889e-01,1.791791791791791821e+00,3.045755246882528300e-02
2.999999999999999889e-01,1.801801801801801828e+00,3.078105583719559571e-02
2.999999999999999889e-01,1.811811811811811834e+00,3.110764110908943031e-02
2.999999999999999889e-01,1.821821821821821841e+00,3.143734103289466675e-02
2.999999999999999889e-01,1.831831831831831847e+00,3.177018866884671194e-02
2.999999999999999889e-01,1.841841841841841854e+00,3.210621739234362226e-02
2.999999999999999889e-01,1.851851851851851860e+00,3.244546089729281879e-02
2.999999999999999889e-01,1.861861861861861867e+00,3.278795319948964865e-02
2.999999999999999889e-01,1.871871871871871873e+00,3.313372864002821910e-02
2.999999999999999889e-01,1.881881881881881879e+00,3.348282188874476817e-02
2.999999999999999889e-01,1.891891891891891886e+00,3.383526794769397411e-02
2.999999999999999889e-01,1.901901901901901892e+00,3.419110215465851615e-02
2.999999999999999889e-01,1.911911911911911899e+00,3.455036018669225412e-02
2.999999999999999889e-01,1.921921921921921905e+00,3.491307806369738781e-02
2.999999999999999889e-01,1.931931931931931912e+00,3.527929215203594315e-02
2.999999999999999889e-01,1.941941941941941918e+00,3.564903916817595969e-02
2.999999999999999889e-01,1.951951951951951925e+00,3.602235618237269871e-02
2.999999999999999889e-01,1.961961961961961931e+00,3.639928062238534379e-02
2.999999999999999889e-01,1.971971971971971938e+00,3.677985027722944361e-02
2.999999999999999889e-01,1.981981981981981944e+00,3.716410330096556192e-02
2.999999999999999889e-01,1.991991991991991950e+00,3.755207821652446765e-02
2.999999999999999889e-01,2.002002002002002179e+00,3.794381391956928168e-02
2.999999999999999889e-01,2.012012012012012185e+00,3.833934968239494090e-02
2.999999999999999889e-01,2.022022022022022192e+00,3.873872515786536824e-02
2.999999999999999889e-01,2.032032032032032198e+00,3.914198038338877889e-02
2.999999999999999889e-01,2.042042042042042205e+00,3.954915578493149036e-02
2.999999999999999889e-01,2.052052052052052211e+00,3.996029218107063907e-02
2.999999999999999889e-01,2.062062062062062218e+00,4.037543078708621253e-02
2.999999999999999889e-01,2.072072072072072224e+00,4.079461321909282762e-02
2.999999999999999889e-01,2.082082082082082231e+00,4.121788149821165037e-02
2.999999999999999889e-01,2.092092092092092237e+00,4.164527805478285966e-02
2.999999999999999889e-01,2.102102102102102243e+00,4.207684573261911282e-02
2.999999999999999889e-01,2.112112112112112250e+00,4.251262779330043651e-02
2.999999999999999889e-01,2.122122122122122256e+00,4.295266792051091742e-02
2.999999999999999889e-01,2.132132132132132263e+00,4.339701022441770639e-02
2.999999999999999889e-01,2.142142142142142269e+00,4.384569924609273139e-02
2.999999999999999889e-01,2.152152152152152276e+00,4.429877996197754270e-02
2.999999999999999889e-01,2.162162162162162282e+00,4.475629778839181061e-02
2.999999999999999889e-01,2.172172172172172289e+00,4.521829858608584357e-02
2.999999999999999889e-01,2.182182182182182295e+00,4.568482866483763311e-02
2.999999999999999889e-01,2.192192192192192302e+00,4.615593478809487671e-02
2.999999999999999889e-01,2.202202202202202308e+00,4.663166417766244354e-02
2.999999999999999889e-01,2.212212212212212314e+00,4.711206451843573395e-02
2.999999999999999889e-01,2.222222222222222321e+00,4.759718396318044636e-02
2.999999999999999889e-01,2.232232232232232327e+00,4.808707113735920941e-02
2.999999999999999889e-01,2.242242242242242334e+00,4.858177514400553038e-02
2.999999999999999889e-01,2.252252252252252340e+00,4.908134556864560821e-02
2.999999999999999889e-01,2.262262262262262347e+00,4.958583248426848278e-02
2.999999999999999889e-01,2.272272272272272353e+00,5.009528645634497845e-02
2.999999999999999889e-01,2.282282282282282360e+00,5.060975854789601103e-02
2.999999999999999889e-01,2.292292292292292366e+00,5.112930032461072971e-02
2.999999999999999889e-01,2.302302302302302373e+00,5.165396386001498696e-02
2.999999999999999889e-01,2.312312312312312379e+00,5.218380174069069816e-02
2.999999999999999889e-01,2.322322322322322385e+00,5.271886707154661150e-02
2.999999999999999889e-01,2.332332332332332392e+00,5.325921348114094622e-02
2.999999999999999889e-01,2.342342342342342398e+00,5.380489512705655120e-02
2.999999999999999889e-01,2.352352352352352405e+00,5.435596670132900043e-02
2.999999999999999889e-01,2.362362362362362411e+00,5.491248343592827763e-02
2.999999999999999889e-01,2.372372372372372418e+00,5.547450110829449388e-02
2.999999999999999889e-01,2.382382382382382424e+00,5.604207604692830469e-02
2.999999999999999889e-01,2.392392392392392431e+00,5.661526513703647040e-02
2.999999999999999889e-01,2.402402402402402437e+00,5.719412582623324692e-02
2.999999999999999889e-01,2.412412412412412444e+00,5.777871613029805092e-02
2.999999999999999889e-01,2.422422422422422450e+00,5.836909463899010719e-02
2.999999999999999889e-01,2.432432432432432456e+00,5.896532052192054313e-02
2.999999999999999889e-01,2.442442442442442463e+00,5.956745353448259644e-02
2.999999999999999889e-01,2.452452452452452469e+00,6.017555402384051205e-02
2.999999999999999889e-01,2.462462462462462476e+00,6.078968293497769015e-02
2.999999999999999889e-01,2.472472472472472482e+00,6.140990181680476556e-02
2.999999999999999889e-01,2.482482482482482489e+00,6.203627282832815254e-02
2.999999999999999889e-01,2.492492492492492495e+00,6.266885874487972130e-02
2.999999999999999889e-01,2.502502502502502502e+00,6.330772296440823066e-02
2.999999999999999889e-01,2.512512512512512508e+00,6.395292951383312052e-02
2.999999999999999889e-01,2.522522522522522515e+00,6.460454305546130260e-02
2.999999999999999889e-01,2.532532532532532521e+00,6.526262889346765017e-02
2.999999999999999889e-01,2.542542542542542527e+00,6.592725298043972115e-02
2.999999999999999889e-01,2.552552552552552534e+00,6.659848192398752642e-02
2.999999999999999889e-01,2.562562562562562540e+00,6.727638299341885675e-02
2.999999999999999889e-01,2.572572572572572547e+00,6.796102412648090396e-02
2.999999999999999889e-01,2.582582582582582553e+00,6.865247393616888405e-02
2.999999999999999889e-01,2.592592592592592560e+00,6.935080171760227286e-02
2.999999999999999889e-01,2.602602602602602566e+00,7.005607745496943151e-02
2.999999999999999889e-01,2.612612612612612573e+00,7.076837182854117669e-02
2.999999999999999889e-01,2.622622622622622579e+00,7.148775622175418398e-02
2.999999999999999889e-01,2.632632632632632586e+00,7.221430272836477926e-02
2.999999999999999889e-01,2.642642642642642592e+00,7.294808415967389548e-02
2.999999999999999889e-01,2.652652652652652598e+00,7.368917405182395797e-02
2.999999999999999889e-01,2.662662662662662605e+00,7.443764667316835060e-02
2.999999999999999889e-01,2.672672672672672611e+00,7.519357703171425378e-02
2.999999999999999889e-01,2.682682682682682618e+00,7.595704088263957598e-02
2.999999999999999889e-01,2.692692692692692624e+00,7.672811473588474207e-02
2.999999999999999889e-01,2.702702702702702631e+00,7.750687586382012939e-02
2.999999999999999889e-01,2.712712712712712637e+00,7.829340230898985953e-02
2.999999999999999889e-01,2.722722722722722644e+00,7.908777289193275051e-02
2.999999999999999889e-01,2.732732732732732650e+00,7.989006721908122055e-02
2.999999999999999889e-01,2.742742742742742657e+00,8.070036569073894828e-02
2.999999999999999889e-01,2.752752752752752663e+00,8.151874950913803874e-02
2.999999999999999889e-01,2.762762762762762669e+00,8.234530068657655577e-02
2.999999999999999889e-01,2.772772772772772676e+00,8.318010205363721155e-02
2.999999999999999889e-01,2.782782782782782682e+00,8.402323726748800459e-02
2.999999999999999889e-01,2.792792792792792689e+00,8.487479082026576360e-02
2.999999999999999889e-01,2.802802802802802695e+00,8.573484804754322175e-02
2.999999999999999889e-01,2.812812812812812702e+00,8.660349513688068990e-02
2.999999999999999889e-01,2.822822822822822708e+00,8.748081913646306440e-02
2.999999999999999889e-01,2.832832832832832715e+00,8.836690796382304369e-02
2.999999999999999889e-01,2.842842842842842721e+00,8.926185041465146963e-02
2.999999999999999889e-01,2.852852852852852727e+00,9.016573617169564014e-02
2.999999999999999889e-01,2.862862862862862734e+00,9.107865581374649522e-02
2.999999999999999889e-01,2.872872872872872740e+00,9.200070082471555055e-02
2.999999999999999889e-01,2.882882882882882747e+00,9.293196360280261969e-02
2.999999999999999889e-01,2.892892892892892753e+00,9.387253746975499080e-02
2.999999999999999889e-01,2.902902902902902760e+00,9.482251668021926538e-02
2.999999999999999889e-01,2.912912912912912766e+00,9.578199643118659456e-02
2.999999999999999889e-01,2.922922922922922773e+00,9.675107287153233981e-02
2.999999999999999889e-01,2.932932932932932779e+00,9.772984311165112958e-02
2.999999999999999889e-01,2.942942942942942786e+00,9.871840523318824168e-02
2.999999999999999889e-01,2.952952952952952792e+00,9.971685829886828278e-02
2.999999999999999889e-01,2.962962962962962798e+00,1.007253023624221644e-01
2.999999999999999889e-01,2.972972972972972805e+00,1.017438384786134298e-01
2.999999999999999889e-01,2.982982982982982811e+00,1.027725687133647925e-01
2.999999999999999889e-01,2.992992992992992818e+00,1.038115961539860244e-01
2.999999999999999889e-01,3.003003003003002824e+00,1.048610249195041921e-01
2.999999999999999889e-01,3.013013013013012831e+00,1.059209601710972698e-01
2.999999999999999889e-01,3.023023023023022837e+00,1.069915081226321119e-01
2.999999999999999889e-01,3.033033033033032844e+00,1.080727760513079949e-01
2.999999999999999889e-01,3.043043043043042850e+00,1.091648723084065881e-01
2.999999999999999889e-01,3.053053053053052857e+00,1.102679063301496287e-01
2.999999999999999889e-01,3.063063063063062863e+00,1.113819886486652616e-01
2.999999999999999889e-01,3.073073073073072869e+00,1.125072309030642065e-01
2.999999999999999889e-01,3.083083083083082876e+00,1.136437458506268094e-01
2.999999999999999889e-01,3.093093093093092882e+00,1.147916473781021435e-01
2.999999999999999889e-01,3.103103103103102889e+00,1.159510505131202684e-01
2.999999999999999889e-01,3.113113113113112895e+00,1.171220714357188442e-01
2.999999999999999889e-01,3.123123123123122902e+00,1.183048274899851232e-01
2.999999999999999889e-01,3.133133133133132908e+00,1.194994371958146839e-01
2.999999999999999889e-01,3.143143143143142915e+00,1.207060202607878746e-01
2.999999999999999889e-01,3.153153153153152921e+00,1.219246975921653153e-01
2.999999999999999889e-01,3.163163163163162928e+00,1.231555913090035814e-01
2.999999999999999889e-01,3.173173173173172934e+00,1.243988247543923453e-01
2.999999999999999889e-01,3.183183183183182940e+00,1.256545225078140871e-01
2.999999999999999889e-01,3.193193193193192947e+00,1.269228103976277056e-01
2.999999999999999889e-01,3.203203203203202953e+00,1.282038155136773772e-01
2.999999999999999889e-01,3.213213213213213404e+00,1.294976662200276463e-01
2.999999999999999889e-01,3.223223223223223410e+00,1.308044921678262196e-01
2.999999999999999889e-01,3.233233233233233417e+00,1.321244243082958514e-01
2.999999999999999889e-01,3.243243243243243423e+00,1.334575949058563471e-01
2.999999999999999889e-01,3.253253253253253430e+00,1.348041375513782114e-01
2.999999999999999889e-01,3.263263263263263436e+00,1.361641871755691902e-01
2.999999999999999889e-01,3.273273273273273443e+00,1.375378800624950659e-01
2.999999999999999889e-01,3.283283283283283449e+00,1.389253538632359841e-01
2.999999999999999889e-01,3.293293293293293456e+00,1.403267476096799193e-01
2.999999999999999889e-01,3.303303303303303462e+00,1.417422017284543090e-01
2.999999999999999889e-01,3.313313313313313468e+00,1.431718580549975750e-01
2.999999999999999889e-01,3.323323323323323475e+00,1.446158598477716439e-01
2.999999999999999889e-01,3.333333333333333481e+00,1.460743518026172971e-01
2.999999999999999889e-01,3.343343343343343488e+00,1.475474800672532671e-01
2.999999999999999889e-01,3.353353353353353494e+00,1.490353922559209954e-01
2.999999999999999889e-01,3.363363363363363501e+00,1.505382374641762722e-01
2.999999999999999889e-01,3.373373373373373507e+00,1.520561662838292860e-01
2.999999999999999889e-01,3.383383383383383514e+00,1.535893308180346639e-01
2.999999999999999889e-01,3.393393393393393520e+00,1.551378846965328073e-01
2.999999999999999889e-01,3.403403403403403527e+00,1.567019830910443279e-01
2.999999999999999889e-01,3.413413413413413533e+00,1.582817827308189429e-01
2.999999999999999889e-01,3.423423423423423539e+00,1.598774419183403572e-01
2.999999999999999889e-01,3.433433433433433546e+00,1.614891205451888800e-01
2.999999999999999889e-01,3.443443443443443552e+00,1.631169801080632753e-01
2.999999999999999889e-01,3.453453453453453559e+00,1.647611837249633171e-01
2.999999999999999889e-01,3.463463463463463565e+00,1.664218961515349371e-01
2.999999999999999889e-01,3.473473473473473572e+00,1.680992837975793242e-01
2.999999999999999889e-01,3.483483483483483578e+00,1.697935147437279191e-01
2.999999999999999889e-01,3.493493493493493585e+00,1.715047587582847199e-01
2.999999999999999889e-01,3.503503503503503591e+00,1.732331873142377299e-01
2.999999999999999889e-01,3.513513513513513598e+00,1.749789736064411294e-01
2.999999999999999889e-01,3.523523523523523604e+00,1.767422925689701441e-01
2.999999999999999889e-01,3.533533533533533610e+00,1.785233208926499948e-01
2.999999999999999889e-01,3.543543543543543617e+00,1.803222370427610410e-01
2.999999999999999889e-01,3.553553553553553623e+00,1.821392212769215868e-01
2.999999999999999889e-01,3.563563563563563630e+00,1.839744556631503214e-01
2.999999999999999889e-01,3.573573573573573636e+00,1.858281240981101978e-01
2.999999999999999889e-01,3.583583583583583643e+00,1.877004123255354706e-01
2.999999999999999889e-01,3.593593593593593649e+00,1.895915079548439186e-01
2.999999999999999889e-01,3.603603603603603656e+00,1.915016004799358629e-01
2.999999999999999889e-01,3.613613613613613662e+00,1.934308812981821168e-01
2.999999999999999889e-01,3.623623623623623669e+00,1.953795437296025894e-01
2.999999999999999889e-01,3.633633633633633675e+00,1.973477830362376229e-01
2.999999999999999889e-01,3.643643643643643681e+00,1.993357964417138417e-01
2.999999999999999889e-01,3.653653653653653688e+00,2.013437831510065668e-01
2.999999999999999889e-01,3.663663663663663694e+00,2.033719443704007923e-01
2.999999999999999889e-01,3.673673673673673701e+00,2.054204833276526421e-01
2.999999999999999889e-01,3.683683683683683707e+00,2.074896052923534129e-01
2.999999999999999889e-01,3.693693693693693714e+00,2.095795175964982326e-01
2.999999999999999889e-01,3.703703703703703720e+00,2.116904296552612474e-01
2.999999999999999889e-01,3.713713713713713727e+00,2.138225529879797526e-01
2.999999999999999889e-01,3.723723723723723733e+00,2.159761012393489055e-01
2.999999999999999889e-01,3.733733733733733740e+00,2.181512902008296562e-01
2.999999999999999889e-01,3.743743743743743746e+00,2.203483378322715625e-01
2.999999999999999889e-01,3.753753753753753752e+00,2.225674642837529860e-01
2.999999999999999889e-01,3.763763763763763759e+00,2.248088919176407519e-01
2.999999999999999889e-01,3.773773773773773765e+00,2.270728453308714923e-01
2.999999999999999889e-01,3.783783783783783772e+00,2.293595513774567829e-01
2.999999999999999889e-01,3.793793793793793778e+00,2.316692391912145432e-01
2.999999999999999889e-01,3.803803803803803785e+00,2.340021402087288649e-01
2.999999999999999889e-01,3.813813813813813791e+00,2.363584881925405168e-01
2.999999999999999889e-01,3.823823823823823798e+00,2.387385192545705970e-01
2.999999999999999889e-01,3.833833833833833804e+00,2.411424718797795241e-01
2.999999999999999889e-01,3.843843843843843811e+00,2.435705869500637832e-01
2.999999999999999889e-01,3.853853853853853817e+00,2.460231077683929235e-01
2.999999999999999889e-01,3.863863863863863823e+00,2.485002800831891401e-01
2.999999999999999889e-01,3.873873873873873830e+00,2.510023521129517987e-01
2.999999999999999889e-01,3.883883883883883836e+00,2.535295745711295123e-01
2.999999999999999889e-01,3.893893893893893843e+00,2.560822006912423232e-01
2.999999999999999889e-01,3.903903903903903849e+00,2.586604862522562387e-01
2.999999999999999889e-01,3.913913913913913856e+00,2.612646896042127853e-01
2.999999999999999889e-01,3.923923923923923862e+00,2.638950716941164121e-01
2.999999999999999889e-01,3.933933933933933869e+00,2.665518960920819080e-01
2.999999999999999889e-01,3.943943943943943875e+00,2.692354290177447207e-01
2.999999999999999889e-01,3.953953953953953881e+00,2.719459393669367842e-01
2.999999999999999889e-01,3.963963963963963888e+00,2.746836987386304108e-01
2.999999999999999889e-01,3.973973973973973894e+00,2.774489814621531880e-01
2.999999999999999889e-01,3.983983983983983901e+00,2.802420646246763236e-01
2.999999999999999889e-01,3.993993993993993907e+00,2.830632280989793248e-01
2.999999999999999889e-01,4.004004004004004358e+00,2.859127545714939544e-01
2.999999999999999889e-01,4.014014014014014364e+00,2.887909295706299062e-01
2.999999999999999889e-01,4.024024024024024371e+00,2.916980414953853629e-01
2.999999999999999889e-01,4.034034034034034377e+00,2.946343816442452690e-01
2.999999999999999889e-01,4.044044044044044384e+00,2.976002442443699270e-01
2.999999999999999889e-01,4.054054054054054390e+00,3.005959264810771914e-01
2.999999999999999889e-01,4.064064064064064397e+00,3.036217285276209821e-01
2.999999999999999889e-01,4.074074074074074403e+00,3.066779535752693353e-01
2.999999999999999889e-01,4.084084084084084409e+00,3.097649078636846576e-01
2.999999999999999889e-01,4.094094094094094416e+00,3.128829007116097349e-01
2.999999999999999889e-01,4.104104104104104422e+00,3.160322445478617737e-01
2.999999999999999889e-01,4.114114114114114429e+00,3.192132549426386912e-01
2.999999999999999889e-01,4.124124124124124435e+00,3.224262506391395444e-01
2.999999999999999889e-01,4.134134134134134442e+00,3.256715535855034815e-01
2.999999999999999889e-01,4.144144144144144448e+00,3.289494889670693811e-01
2.999999999999999889e-01,4.154154154154154455e+00,3.322603852389600099e-01
2.999999999999999889e-01,4.164164164164164461e+00,3.356045741589939735e-01
2.999999999999999889e-01,4.174174174174174468e+00,3.389823908209283476e-01
2.999999999999999889e-01,4.184184184184184474e+00,3.423941736880357078e-01
2.999999999999999889e-01,4.194194194194194480e+00,3.458402646270187786e-01
2.999999999999999889e-01,4.204204204204204487e+00,3.493210089422660869e-01
2.999999999999999889e-01,4.214214214214214493e+00,3.528367554104520631e-01
2.999999999999999889e-01,4.224224224224224500e+00,3.563878563154850854e-01
2.999999999999999889e-01,4.234234234234234506e+00,3.599746674838069094e-01
2.999999999999999889e-01,4.244244244244244513e+00,3.635975483200472036e-01
2.999999999999999889e-01,4.254254254254254519e+00,3.672568618430364085e-01
2.999999999999999889e-01,4.264264264264264526e+00,3.709529747221808615e-01
2.999999999999999889e-01,4.274274274274274532e+00,3.746862573142037967e-01
2.999999999999999889e-01,4.284284284284284539e+00,3.784570837002556032e-01
2.999999999999999889e-01,4.294294294294294545e+00,3.822658317233973979e-01
2.999999999999999889e-01,4.304304304304304551e+00,3.861128830264616285e-01
2.999999999999999889e-01,4.314314314314314558e+00,3.899986230902931506e-01
2.999999999999999889e-01,4.324324324324324564e+00,3.939234412723752743e-01
2.999999999999999889e-01,4.334334334334334571e+00,3.978877308458437789e-01
2.999999999999999889e-01,4.344344344344344577e+00,4.018918890388937237e-01
2.999999999999999889e-01,4.354354354354354584e+00,4.059363170745822202e-01
2.999999999999999889e-01,4.364364364364364590e+00,4.100214202110317729e-01
2.999999999999999889e-01,4.374374374374374597e+00,4.141476077820375745e-01
2.999999999999999889e-01,4.384384384384384603e+00,4.183152932380836408e-01
2.999999999999999889e-01,4.394394394394394610e+00,4.225248941877711162e-01
2.999999999999999889e-01,4.404404404404404616e+00,4.267768324396631896e-01
2.999999999999999889e-01,4.414414414414414622e+00,4.310715340445511190e-01
2.999999999999999889e-01,4.424424424424424629e+00,4.354094293381451930e-01
2.999999999999999889e-01,4.434434434434434635e+00,4.397909529841949605e-01
2.999999999999999889e-01,4.444444444444444642e+00,4.442165440180432245e-01
2.999999999999999889e-01,4.454454454454454648e+00,4.486866458906181299e-01
2.999999999999999889e-01,4.464464464464464655e+00,4.532017065128674527e-01
2.999999999999999889e-01,4.474474474474474661e+00,4.577621783006401990e-01
2.999999999999999889e-01,4.484484484484484668e+00,4.623685182200191202e-01
2.999999999999999889e-01,4.494494494494494674e+00,4.670211878331095856e-01
2.999999999999999889e-01,4.504504504504504681e+00,4.717206533442886429e-01
2.999999999999999889e-01,4.514514514514514687e+00,4.764673856469195390e-01
2.999999999999999889e-01,4.524524524524524693e+00,4.812618603705358100e-01
2.999999999999999889e-01,4.534534534534534700e+00,4.861045579285001583e-01
2.999999999999999889e-01,4.544544544544544706e+00,4.909959635661424460e-01
2.999999999999999889e-01,4.554554554554554713e+00,4.959365674093821341e-01
2.999999999999999889e-01,4.564564564564564719e+00,5.009268645138396092e-01
