z,a,D_LCDM,D_MAAT,fsigma8_LCDM,fsigma8_MAAT,dD_pct,dfsigma8_pct
2.672590759860482024e+01,3.606734951574030318e-02,1.228855824221853077e-01,1.228098860972411249e-01,6.908636184304414729e-02,6.904382947092752021e-02,-6.159902850451627609e-02,-6.156406413939625316e-02
2.647120789270811514e+01,3.640174847446141226e-02,1.236741641390334406e-01,1.235979823353274970e-01,6.951084606551306833e-02,6.946805310893910956e-02,-6.159880217205324082e-02,-6.156299195902026344e-02
2.621884794575178290e+01,3.673924781802075795e-02,1.244675932220408454e-01,1.243909229639656583e-01,6.993830557847909024e-02,6.989525023185173824e-02,-6.159857043143200650e-02,-6.156189554669548591e-02
2.596880626390692370e+01,3.707987629168172511e-02,1.252659036022644723e-01,1.251887418936247776e-01,7.036875342526974220e-02,7.032543387575933280e-02,-6.159833316230503564e-02,-6.156077435194858005e-02
2.572106155079434231e+01,3.742366290721982347e-02,1.260691293602781149e-01,1.259914731842081415e-01,7.080220283910088064e-02,7.075861726654103512e-02,-6.159809024146506440e-02,-6.155962782527320265e-02
2.547559270567065681e+01,3.777063694539369715e-02,1.268773047283259792e-01,1.267991510472052663e-01,7.123866724180299981e-02,7.119481381859764368e-02,-6.159784154310196658e-02,-6.155845540527300069e-02
2.523237882163122592e+01,3.812082795843889371e-02,1.276904640924614864e-01,1.276118098478299934e-01,7.167816024254973495e-02,7.163403713359417502e-02,-6.159758693847257327e-02,-6.155725650079880984e-02
2.499139918382931924e+01,3.847426577258507285e-02,1.285086419946723513e-01,1.284294841071443871e-01,7.212069563667550254e-02,7.207630099925534106e-02,-6.159732629595902204e-02,-6.155603052390067054e-02
2.475263326771200312e+01,3.883098049059606482e-02,1.293318731349918094e-01,1.292522085041689639e-01,7.256628740446072201e-02,7.252161938816967246e-02,-6.159705948099467032e-02,-6.155477686502638934e-02
2.451606073727183244e+01,3.919100249433406929e-02,1.301601923735966060e-01,1.300800178779796812e-01,7.301494970998304024e-02,7.297000645663311025e-02,-6.159678635600145113e-02,-6.155349490542082885e-02
2.428166144331499510e+01,3.955436244734703011e-02,1.309936347328916340e-01,1.309129472297916597e-01,7.346669689996759844e-02,7.342147654350517083e-02,-6.159650678027502740e-02,-6.155218401066777506e-02
2.404941542174502089e+01,3.992109129748053903e-02,1.318322353995821372e-01,1.317510317250303320e-01,7.392154350268770324e-02,7.387604416910850680e-02,-6.159622060998792836e-02,-6.155084353391801488e-02
2.381930289186254868e+01,4.029122027951348439e-02,1.326760297267330913e-01,1.325943066953899629e-01,7.437950422685911389e-02,7.433372403413296414e-02,-6.159592769805487256e-02,-6.154947280438863993e-02
2.359130425468043768e+01,4.066478091781858262e-02,1.335250532358165376e-01,1.334428076408799568e-01,7.484059396058949376e-02,7.479453101856882447e-02,-6.159562789413617484e-02,-6.154807115096614517e-02
2.336540009125464934e+01,4.104180502904711259e-02,1.343793416187465950e-01,1.342965702318592303e-01,7.530482777033224717e-02,7.525848018068104217e-02,-6.159532104436037797e-02,-6.154663787633613686e-02
2.314157116103017486e+01,4.142232472483898392e-02,1.352389307399032570e-01,1.351556303110586499e-01,7.577222089984575470e-02,7.572558675595893185e-02,-6.159500699159896342e-02,-6.154517227159404108e-02
2.291979840020238512e+01,4.180637241455759795e-02,1.361038566381440051e-01,1.360200238955922292e-01,7.624278876921294912e-02,7.619586615614204472e-02,-6.159468557504586134e-02,-6.154367360949928450e-02
2.270006292009327709e+01,4.219398080805028539e-02,1.369741555288046531e-01,1.368897871789568621e-01,7.671654697384090726e-02,7.666933396821841440e-02,-6.159435663032718222e-02,-6.154214114797389862e-02
2.248234600554275175e+01,4.258518291843416820e-02,1.378498638056888104e-01,1.377649565330210657e-01,7.719351128350017410e-02,7.714600595346782219e-02,-6.159401998933328182e-02,-6.154057412660537962e-02
2.226662911331458261e+01,4.298001206490797976e-02,1.387310180430464668e-01,1.386455685100026203e-01,7.767369764137378729e-02,7.762589804651130743e-02,-6.159367548022505467e-02,-6.153897176773372169e-02
2.205289387051707450e+01,4.337850187558990600e-02,1.396176549975419456e-01,1.395316598444358847e-01,7.815712216312423188e-02,7.810902635437549923e-02,-6.159332292722935476e-02,-6.153733328147669573e-02
2.184112207303823538e+01,4.378068629038170401e-02,1.405098116102112549e-01,1.404232674551282312e-01,7.864380113597183031e-02,7.859540715558362145e-02,-6.159296215064763436e-02,-6.153565785119884807e-02
2.163129568399528679e+01,4.418659956385943138e-02,1.414075250084092239e-01,1.413204284471063776e-01,7.913375101779164533e-02,7.908505689924172355e-02,-6.159259296679353568e-02,-6.153394464894490490e-02
2.142339683219845625e+01,4.459627626819094581e-02,1.423108325077459824e-01,1.422231801135523943e-01,7.962698843621934808e-02,7.957799220415411046e-02,-6.159221518770690434e-02,-6.153219282490290237e-02
2.121740781062883130e+01,4.500975129608049408e-02,1.432197716140139743e-01,1.431315599377296355e-01,8.012353018777713942e-02,8.007422985795065173e-02,-6.159182862131259290e-02,-6.153040150745687359e-02
2.101331107493031070e+01,4.542705986374045990e-02,1.441343800251044527e-01,1.440456055948988179e-01,8.062339323699070637e-02,8.057378681619868643e-02,-6.159143307111918791e-02,-6.152856981124937147e-02
2.081108924191518383e+01,4.584823751389099228e-02,1.450546956329146209e-01,1.449653549542242181e-01,8.112659471554919954e-02,8.107668020157519917e-02,-6.159102833630039631e-02,-6.152669682366621040e-02
2.061072508808377179e+01,4.627332011878691753e-02,1.459807565252446426e-01,1.458908460806702945e-01,8.163315192143524857e-02,8.158292730299171458e-02,-6.159061421140109294e-02,-6.152478161307648602e-02
2.041220154815728094e+01,4.670234388327337838e-02,1.469126009876852157e-01,1.468221172368883720e-01,8.214308231809973326e-02,8.209254557476389214e-02,-6.159019048640244215e-02,-6.152282323682132376e-02
2.021550171362451209e+01,4.713534534786909674e-02,1.478502675054957083e-01,1.477592068850943074e-01,8.265640353360891035e-02,8.260555263577602780e-02,-6.158975694651080274e-02,-6.152082072165899335e-02
2.002060883130157265e+01,4.757236139187891871e-02,1.487937947654725535e-01,1.487021536889361339e-01,8.317313335981990630e-02,8.312196626865579752e-02,-6.158931337214926249e-02,-6.151877306672094703e-02
1.982750630190515295e+01,4.801342923653452444e-02,1.497432216578083175e-01,1.496509965153527688e-01,8.369328975156140049e-02,8.364180441894560059e-02,-6.158885953869795010e-02,-6.151667925664182357e-02
1.963617767863857821e+01,4.845858644816497529e-02,1.506985872779415536e-01,1.506057744364231454e-01,8.421689082580587071e-02,8.416508519428299306e-02,-6.158839521649160653e-02,-6.151453825341565013e-02
1.944660666579116892e+01,4.890787094139591867e-02,1.516599309283970520e-01,1.515665267312059084e-01,8.474395486084077000e-02,8.469182686357359935e-02,-6.158792017071565428e-02,-6.151234899618594765e-02
1.925877711735016362e+01,4.936132098237918514e-02,1.526272921206169586e-01,1.525332928875700600e-01,8.527450029545273480e-02,8.522204785619022505e-02,-6.158743416125978670e-02,-6.151011038560935673e-02
1.907267303562568728e+01,4.981897519205163993e-02,1.536007105767823733e-01,1.535061126040161983e-01,8.580854572812955661e-02,8.575576676115216623e-02,-6.158693694251309025e-02,-6.150782131259042995e-02
1.888827856988809373e+01,5.028087254942481543e-02,1.545802262316259001e-01,1.544850257914883451e-01,8.634610991619988407e-02,8.629300232627593048e-02,-6.158642826340861298e-02,-6.150548064700917666e-02
1.870557801501798778e+01,5.074705239490470005e-02,1.555658792342344277e-01,1.554700725751765045e-01,8.688721177503934412e-02,8.683377345740209141e-02,-6.158590786715369136e-02,-6.150308721565431180e-02
1.852455581016860364e+01,5.121755443364242599e-02,1.565577099498430547e-01,1.564612932963100889e-01,8.743187037723056110e-02,8.737809921753224296e-02,-6.158537549115603027e-02,-6.150063983112671884e-02
1.834519653744044732e+01,5.169241873891602251e-02,1.575557589616190246e-01,1.574587285139414372e-01,8.798010495173326506e-02,8.792599882601523364e-02,-6.158483086690868386e-02,-6.149813727514255590e-02
1.816748492056814612e+01,5.217168575554349819e-02,1.585600670724365280e-01,1.584624190067203398e-01,8.853193488304635095e-02,8.847749165770933677e-02,-6.158427371980027681e-02,-6.149557830057086200e-02
1.799140582361934193e+01,5.265539630332759236e-02,1.595706753066417904e-01,1.594724057746586265e-01,8.908737971035821102e-02,8.903259724213474779e-02,-6.158370376908071236e-02,-6.149296163112275698e-02
1.781694424970555346e+01,5.314359158053241772e-02,1.605876249118083909e-01,1.604887300408854856e-01,8.964645912669332029e-02,8.959133526262032243e-02,-6.158312072752587796e-02,-6.149028596332373892e-02
1.764408533970486204e+01,5.363631316739243121e-02,1.616109573604830874e-01,1.615114332533925667e-01,9.020919297804992631e-02,9.015372555544326483e-02,-6.158252430157073326e-02,-6.148754996639649306e-02
1.747281437099633905e+01,5.413360302965381649e-02,1.626407143519212894e-01,1.625405570867697047e-01,9.077560126251033035e-02,9.071978810894709699e-02,-6.158191419084944884e-02,-6.148475227592217068e-02
1.730311675620611211e+01,5.463550352214881223e-02,1.636769378138128450e-01,1.635761434439300388e-01,9.134570412937027817e-02,9.128954306267338115e-02,-6.158129008832182588e-02,-6.148189149361389660e-02
1.713497804196495267e+01,5.514205739240302107e-02,1.647196699039974177e-01,1.646182344578255574e-01,9.191952187820942588e-02,9.186301070642882705e-02,-6.158065167989913019e-02,-6.147896619335598695e-02
1.696838390767719318e+01,5.565330778427651087e-02,1.657689530121695398e-01,1.656668724931517622e-01,9.249707495798654977e-02,9.244021147938641381e-02,-6.157999864442866012e-02,-6.147597491700591138e-02
1.680332016430114095e+01,5.616929824163809093e-02,1.668248297615731179e-01,1.667221001480420906e-01,9.307838396609371956e-02,9.302116596914777880e-02,-6.157933065350587598e-02,-6.147291616792996405e-02
1.663977275314043780e+01,5.669007271207438664e-02,1.678873430106849474e-01,1.677839602557514853e-01,9.366346964740501768e-02,9.360589491078484536e-02,-6.157864737122107496e-02,-6.146978842115470576e-02
1.647772774464680978e+01,5.721567555063251237e-02,1.689565358548874852e-01,1.688524958863289738e-01,9.425235289327717203e-02,9.419441918585444440e-02,-6.157794845407382756e-02,-6.146659011083416974e-02
1.631717133723353186e+01,5.774615152359824366e-02,1.700324516281301324e-01,1.699277503482789220e-01,9.484505474057655650e-02,9.478675982142020784e-02,-6.157723355080331473e-02,-6.146331963832898232e-02
1.615808985610005166e+01,5.828154581230844677e-02,1.711151339045791364e-01,1.710097671902110483e-01,9.544159637063172330e-02,9.538293798900771003e-02,-6.157650230215459125e-02,-6.145997537197837868e-02
1.600046975206716837e+01,5.882190401699960436e-02,1.722046265002555310e-01,1.720985902024784187e-01,9.604199910818177199e-02,9.598297500356933742e-02,-6.157575434069709891e-02,-6.145655563244761810e-02
1.584429760042315039e+01,5.936727216069127150e-02,1.733009734746610575e-01,1.731942634188032848e-01,9.664628442031883426e-02,9.658689232240975919e-02,-6.157498929074115002e-02,-6.145305871333479886e-02
1.568956009978023758e+01,5.991769669310623159e-02,1.744042191323915691e-01,1.742968311178909602e-01,9.725447391534398911e-02,9.719471154406685021e-02,-6.157420676795091058e-02,-6.144948285788846137e-02
1.553624407094180171e+01,6.047322449462649852e-02,1.755144080247377225e-01,1.754063378250303451e-01,9.786658934165677615e-02,9.780645440718584160e-02,-6.157340637934725219e-02,-6.144582627785331874e-02
1.538433645577983810e+01,6.103390288028624766e-02,1.766315849512724578e-01,1.765228283136817677e-01,9.848265258656556387e-02,9.842214278934510729e-02,-6.157258772302411781e-02,-6.144208714044221281e-02
1.523382431612278154e+01,6.159977960380168954e-02,1.777557949614248234e-01,1.776463476070511693e-01,9.910268567508552506e-02,9.904179870585294587e-02,-6.157175038788775118e-02,-6.143826357259479093e-02
1.508469483265356104e+01,6.217090286163830248e-02,1.788870833560399776e-01,1.787769409796502729e-01,9.972671076868426521e-02,9.966544430850492187e-02,-6.157089395352693256e-02,-6.143435365220323296e-02
1.493693530381774437e+01,6.274732129711581285e-02,1.800254956889248137e-01,1.799146539588425964e-01,1.003547501640002781e-01,1.002931018842994210e-01,-6.157001798997757680e-02,-6.143035541427906143e-02
1.479053314474175096e+01,6.332908400455117270e-02,1.811710777683784857e-01,1.810595323263744783e-01,1.009868262915180892e-01,1.009247938541121686e-01,-6.156912205744823063e-02,-6.142626685470033154e-02
1.464547588616095730e+01,6.391624053344005518e-02,1.823238756587079179e-01,1.822116221198908370e-01,1.016229617141989616e-01,1.015605427713447972e-01,-6.156820570620619160e-02,-6.142208591569033732e-02
1.450175117335769670e+01,6.450884089267695798e-02,1.834839356817270783e-01,1.833709696344351936e-01,1.022631791260515399e-01,1.022003713204890779e-01,-6.156726847620965642e-02,-6.141781049564665196e-02
1.435934676510896679e+01,6.510693555481462946e-02,1.846513044182402086e-01,1.845376214239332902e-01,1.029075013506772912e-01,1.028443023156842689e-01,-6.156630989696306594e-02,-6.141343844085697667e-02
1.421825053264386618e+01,6.571057546036272734e-02,1.858260287095079011e-01,1.857116243026598057e-01,1.035559513397458914e-01,1.034923586991880334e-01,-6.156532948725811083e-02,-6.140896755341807706e-02
1.407845045861050792e+01,6.631981202212676452e-02,1.870081556586955795e-01,1.868930253466875302e-01,1.042085521714365970e-01,1.041445635398281500e-01,-6.156432675490961653e-02,-6.140439558470923292e-02
1.393993463605257510e+01,6.693469712958662055e-02,1.881977326323039101e-01,1.880818718953185253e-01,1.048653270487967804e-01,1.048009400313867773e-01,-6.156330119648712601e-02,-6.139972021452046874e-02
1.380269126739508323e+01,6.755528315331647826e-02,1.893948072615803668e-01,1.892782115524964393e-01,1.055262992980811193e-01,1.054615114908900170e-01,-6.156225229707212171e-02,-6.139493910242754815e-02
1.366670866343968171e+01,6.818162294944481172e-02,1.905994274439113123e-01,1.904820921881993923e-01,1.061914923669722288e-01,1.061263013568977814e-01,-6.156117953001138954e-02,-6.139004982542570904e-02
1.353197524236895077e+01,6.881376986415671526e-02,1.918116413441937618e-01,1.916935619398126567e-01,1.068609298228144905e-01,1.067953331877052603e-01,-6.156008235663816552e-02,-6.138504991299964519e-02
1.339847952876007753e+01,6.945177773823697776e-02,1.930314973961862191e-01,1.929126692134806587e-01,1.075346353506944352e-01,1.074686306594348356e-01,-6.155896022589114891e-02,-6.137993684020372209e-02
1.326621015260736947e+01,7.009570091165624739e-02,1.942590443038379744e-01,1.941394626854370531e-01,1.082126327515186281e-01,1.081462175641316470e-01,-6.155781257416529512e-02,-6.137470801536255849e-02
1.313515584835395167e+01,7.074559422819881593e-02,1.954943310425954761e-01,1.953739913033123166e-01,1.088949459400157527e-01,1.088281178077531441e-01,-6.155663882495866768e-02,-6.136936079606529482e-02
1.300530545393219839e+01,7.140151304013402089e-02,1.967374068606856929e-01,1.966163042874183031e-01,1.095815989425811959e-01,1.095143554080365983e-01,-6.155543838856499667e-02,-6.136389247234113470e-02
1.287664790981307839e+01,7.206351321293055778e-02,1.979883212803748294e-01,1.978664511320081809e-01,1.102726158951688323e-01,1.102049544923917740e-01,-6.155421066178239087e-02,-6.135830027046874913e-02
1.274917225806419196e+01,7.273165113001460458e-02,1.992471240992022552e-01,1.991244816065117773e-01,1.109680210409938750e-01,1.108999392956116076e-01,-6.155295502755461085e-02,-6.135258135054657419e-02
1.262286764141646245e+01,7.340598369757214692e-02,2.005138653911878732e-01,2.003904457567442510e-01,1.116678387282043772e-01,1.115993341575470810e-01,-6.155167085470103494e-02,-6.134673280821163061e-02
1.249772330233941808e+01,7.408656834939567060e-02,2.017885955080126470e-01,2.016643939060881185e-01,1.123720934074532024e-01,1.123031635206872547e-01,-6.155035749758050456e-02,-6.134075167222597519e-02
1.237372858212495963e+01,7.477346305177590136e-02,2.030713650801706516e-01,2.029463766566471095e-01,1.130808096293658832e-01,1.130114519276355506e-01,-6.154901429563831849e-02,-6.133463490194286660e-02
1.225087291997952832e+01,7.546672630843892504e-02,2.043622250180921751e-01,2.042364448903705443e-01,1.137940120419118767e-01,1.137242240184988679e-01,-6.154764057324954574e-02,-6.132837937668016853e-02
1.212914585212464935e+01,7.616641716552893793e-02,2.056612265132360673e-01,2.055346497701477371e-01,1.145117253877009772e-01,1.144415045281765020e-01,-6.154623563921219481e-02,-6.132198190772978480e-02
1.200853701090571057e+01,7.687259521663733497e-02,2.069684210391508072e-01,2.068410427408708119e-01,1.152339745011425887e-01,1.151633182835330588e-01,-6.154479878642939161e-02,-6.131543923170792998e-02
1.188903612390892661e+01,7.758532060787837192e-02,2.082838603525025700e-01,2.081556755304648232e-01,1.159607843055021903e-01,1.158896902004715457e-01,-6.154332929147991738e-02,-6.130874800169085204e-02
1.177063301308643695e+01,7.830465404301188703e-02,2.096075964940694036e-01,2.094786001508837370e-01,1.166921798098806695e-01,1.166206452808953437e-01,-6.154182641434775836e-02,-6.130190480790798091e-02
1.165331759388942778e+01,7.903065678861348475e-02,2.109396817896999343e-01,2.108098688990714120e-01,1.174281861060101906e-01,1.173562086095501639e-01,-6.154028939796238329e-02,-6.129490614378380053e-02
1.153707987440920135e+01,7.976339067929277826e-02,2.122801688512352680e-01,2.121495343578859716e-01,1.181688283649722365e-01,1.180964053507403272e-01,-6.153871746768976164e-02,-6.128774841384233146e-02
1.142190995452617308e+01,8.050291812295981564e-02,2.136291105773930055e-01,2.134976493969857614e-01,1.189141318338099440e-01,1.188412607449193525e-01,-6.153710983111482236e-02,-6.128042795824590466e-02
1.130779802506664744e+01,8.124930210614055015e-02,2.149865601546112892e-01,2.148542671736761445e-01,1.196641218319410699e-01,1.195908001051574215e-01,-6.153546567748419821e-02,-6.127294101286515082e-02
1.119473436696737778e+01,8.200260619934134076e-02,2.163525710578520223e-01,2.162194411337152733e-01,1.204188237474980577e-01,1.203450488134654855e-01,-6.153378417728643662e-02,-6.126528372945097556e-02
1.108270935044776095e+01,8.276289456246350984e-02,2.177271970513610655e-01,2.175932250120769240e-01,1.211782630334847927e-01,1.211040323169703392e-01,-6.153206448183776850e-02,-6.125745216692990436e-02
1.097171343418966494e+01,8.353023195026781922e-02,2.191104921893842206e-01,2.189756728336694491e-01,1.219424652038026136e-01,1.218677761239521651e-01,-6.153030572275960952e-02,-6.124944228872240132e-02
1.086173716452478288e+01,8.430468371788973903e-02,2.205025108168371106e-01,2.203668389140084616e-01,1.227114558291438062e-01,1.226363057997522377e-01,-6.152850701158067703e-02,-6.124124995811558447e-02
1.075277117462944787e+01,8.508631582640584223e-02,2.219033075699270718e-01,2.217667778598420292e-01,1.234852605326799829e-01,1.234096469624580833e-01,-6.152666743915877895e-02,-6.123287094809889280e-02
1.064480618372685861e+01,8.587519484845176909e-02,2.233129373767256398e-01,2.231755445697260476e-01,1.242639049856150285e-01,1.241878252784814063e-01,-6.152478607534169613e-02,-6.122430092827785969e-02
1.053783299629660419e+01,8.667138797389235816e-02,2.247314554576890222e-01,2.245931942345485155e-01,1.250474149025814774e-01,1.249708664579852191e-01,-6.152286196826488307e-02,-6.121553544780880540e-02
1.043184250129149504e+01,8.747496301554422149e-02,2.261589173261253360e-01,2.260197823380000193e-01,1.258358160368222289e-01,1.257587962500402723e-01,-6.152089414395345290e-02,-6.120656996368904756e-02
1.032682567136153651e+01,8.828598841495151339e-02,2.275953787886061119e-01,2.274553646569889287e-01,1.266291341752281419e-01,1.265516404376961779e-01,-6.151888160577741183e-02,-6.119739982169420528e-02
1.022277356208507548e+01,8.910453324821518417e-02,2.290408959453200111e-01,2.288999972619991385e-01,1.274273951331621191e-01,1.273494248328250755e-01,-6.151682333381629231e-02,-6.118802024914994642e-02
1.011967731120698843e+01,8.993066723187624623e-02,2.304955251903667013e-01,2.303537365173876916e-01,1.282306247490860029e-01,1.281521752707517059e-01,-6.151471828440318451e-02,-6.117842636094325548e-02
1.001752813788386653e+01,9.076446072885362149e-02,2.319593232119885051e-01,2.318166390816207012e-01,1.290388488789985244e-01,1.289599176047168949e-01,-6.151256538949475411e-02,-6.116861314815696948e-02
9.916317341936146335e+00,9.160598475443709754e-02,2.334323469927374051e-01,2.332887619074448249e-01,1.298520933906555375e-01,1.297726777001020348e-01,-6.151036355601883360e-02,-6.115857548371073094e-02
9.816036303107098959e+00,9.245531098233575329e-02,2.349146538095751857e-01,2.347701622419916534e-01,1.306703841575700409e-01,1.305904814284552518e-01,-6.150811166537913099e-02,-6.114830811122259902e-02
9.716676480328633403e+00,9.331251175078249249e-02,2.364063012339039094e-01,2.362608976268131267e-01,1.314937470527919594e-01,1.314133546612789027e-01,-6.150580857272421736e-02,-6.113780564849278371e-02
9.618229410993842876e+00,9.417766006869522644e-02,2.379073471315244215e-01,2.377610258978448410e-01,1.323222079424399289e-01,1.322413232635858971e-01,-6.150345310634246915e-02,-6.112706257835164025e-02
9.520686710236230255e+00,9.505082962189510820e-02,2.394178496625198604e-01,2.392706051852945270e-01,1.331557926790151170e-01,1.330744130872245912e-01,-6.150104406705147325e-02,-6.111607325015078196e-02
9.424040070215564668e+00,9.593209477938244301e-02,2.409378672810615074e-01,2.407896939134535341e-01,1.339945270944439826e-01,1.339126499639420875e-01,-6.149858022737639957e-02,-6.110483187435350461e-02
9.328281259410287518e+00,9.682153059967084363e-02,2.424674587351343391e-01,2.423183508004273790e-01,1.348384369928606608e-01,1.347560596981891012e-01,-6.149606033106574249e-02,-6.109333251609938564e-02
9.233402121916414629e+00,9.771921283718004725e-02,2.440066830661785646e-01,2.438566348577835829e-01,1.356875481431433494e-01,1.356046680596866838e-01,-6.149348309213570341e-02,-6.108156908342940450e-02
9.139394576752915000e+00,9.862521794868786551e-02,2.455555996086450643e-01,2.454046053901125790e-01,1.365418862711750558e-01,1.364585007756717316e-01,-6.149084719433511176e-02,-6.106953534955482377e-02
9.046250617173406283e+00,9.953962309984240586e-02,2.471142679894604843e-01,2.469623219944993564e-01,1.374014770517289208e-01,1.373175835228413189e-01,-6.148815129023973980e-02,-6.105722492052810535e-02
8.953962309984232704e+00,1.004625061717341478e-01,2.486827481273993778e-01,2.485298445599018469e-01,1.382663461002147653e-01,1.381819419191019638e-01,-6.148539400055165471e-02,-6.104463124499278498e-02
8.862521794868778002e+00,1.013939457675292338e-01,2.502611002323597011e-01,2.501072332664331932e-01,1.391365189639908184e-01,1.390516015149050322e-01,-6.148257391326387294e-02,-6.103174760880950012e-02
8.771921283717995621e+00,1.023340212191642395e-01,2.518493848045381678e-01,2.516945485845437647e-01,1.400120211133965009e-01,1.399265877843033357e-01,-6.147968958295151054e-02,-6.101856713001260063e-02
8.682153059967081532e+00,1.032828125941029074e-01,2.534476626335014360e-01,2.532918512741001993e-01,1.408928779324724878e-01,1.408069261157017804e-01,-6.147673952967088601e-02,-6.100508274939391712e-02
8.593209477938239971e+00,1.042404007021556916e-01,2.550559947971500763e-01,2.548992023833561160e-01,1.417791147093170612e-01,1.416926418022391720e-01,-6.147372223838912242e-02,-6.099128722532961427e-02
8.505082962189506546e+00,1.052068671023623364e-01,2.566744426605707674e-01,2.565166632478124709e-01,1.426707566261125881e-01,1.425837600318201059e-01,-6.147063615793873365e-02,-6.097717314310469733e-02
8.417766006869518591e+00,1.061822941099384576e-01,2.583030678747724740e-01,2.581442954889620611e-01,1.435678287487695548e-01,1.434803058768005790e-01,-6.146747970000381728e-02,-6.096273289897886916e-02
8.331251175078245197e+00,1.071667648032863795e-01,2.599419323753035527e-01,2.597821610129143477e-01,1.444703560161960387e-01,1.443823042833084491e-01,-6.146425123843714949e-02,-6.094795867860840211e-02
8.245531098233570333e+00,1.081603630310710440e-01,2.615910983807437362e-01,2.614303220088968205e-01,1.453783632292065531e-01,1.452897800601424816e-01,-6.146094910802622768e-02,-6.093284247836070616e-02
8.160598475443705979e+00,1.091631734193615200e-01,2.632506283910683309e-01,2.630888409476276335e-01,1.462918750390042877e-01,1.462027578672889516e-01,-6.145757160372521816e-02,-6.091737609595589131e-02
8.076446072885357097e+00,1.101752813788387242e-01,2.649205851858781324e-01,2.647577805795556238e-01,1.472109159352518459e-01,1.471212622040499463e-01,-6.145411697935017348e-02,-6.090155110598748089e-02
7.993066723187618905e+00,1.111967731120699354e-01,2.666010318224922848e-01,2.664372039329621633e-01,1.481355102337148510e-01,1.480453173966900515e-01,-6.145058344680415230e-02,-6.088535887344054265e-02
7.910453324821514087e+00,1.122277356208508103e-01,2.682920316338971989e-01,2.681271743119205131e-01,1.490656820634722324e-01,1.489749475856932681e-01,-6.144696917485974880e-02,-6.086879053780432786e-02
7.828598841495146843e+00,1.132682567136154145e-01,2.699936482265475890e-01,2.698277552941074631e-01,1.500014553536605511e-01,1.499101767125469442e-01,-6.144327228799385809e-02,-6.085183700277967817e-02
7.747496301554416931e+00,1.143184250129150037e-01,2.717059454780143546e-01,2.715390107284618160e-01,1.509428538197506442e-01,1.508510285060385703e-01,-6.143949086533569831e-02,-6.083448893958749021e-02
7.667138797389231542e+00,1.153783299629661113e-01,2.734289875344729781e-01,2.732610047326843317e-01,1.518899009493391572e-01,1.517975264680980207e-01,-6.143562293938120700e-02,-6.081673677037074954e-02
7.587519484845170581e+00,1.164480618372686765e-01,2.751628388080279430e-01,2.749938016905734695e-01,1.528426199874285130e-01,1.527496938590904019e-01,-6.143166649490965775e-02,-6.079857067731132825e-02
7.508631582640576951e+00,1.175277117462945886e-01,2.769075639738663996e-01,2.767374662491915438e-01,1.538010339212155519e-01,1.537075536826919553e-01,-6.142761946759572877e-02,-6.077998056338284466e-02
7.430468371788967019e+00,1.186173716452479238e-01,2.786632279672355827e-01,2.784920633158546321e-01,1.547651654642808183e-01,1.546711286700503674e-01,-6.142347974275086386e-02,-6.076095609005392750e-02
7.353023195026775483e+00,1.197171343418967498e-01,2.804298959802376534e-01,2.802576580549404062e-01,1.557350370402939832e-01,1.556404412635984391e-01,-6.141924515401350759e-02,-6.074148662581876912e-02
7.276289456246344045e+00,1.208270935044777200e-01,2.822076334584356916e-01,2.820343158845076692e-01,1.567106707661136966e-01,1.566155136001687043e-01,-6.141491348197322675e-02,-6.072156125667521609e-02
7.200260619934127249e+00,1.219473436696738855e-01,2.839965060972638455e-01,2.838221024727206054e-01,1.576920884343175344e-01,1.575963674935510206e-01,-6.141048245273478257e-02,-6.070116878842900937e-02
7.124930210614047965e+00,1.230779802506665743e-01,2.857965798382355316e-01,2.856210837340714681e-01,1.586793114950718897e-01,1.585830244164537495e-01,-6.140594973648616506e-02,-6.068029770921373744e-02
7.050291812295977678e+00,1.242190995452617935e-01,2.876079208649416907e-01,2.874313258253938796e-01,1.596723610374499447e-01,1.595755054818190077e-01,-6.140131294601536976e-02,-6.065893621264873553e-02
6.976339067929274051e+00,1.253707987440920713e-01,2.894305955988326073e-01,2.892528951416606375e-01,1.606712577700474542e-01,1.605738314235095610e-01,-6.139656963504744325e-02,-6.063707217461990900e-02
6.903065678861346477e+00,1.265331759388943211e-01,2.912646706947758513e-01,2.910858583115573661e-01,1.616760220009313131e-01,1.615780225763400191e-01,-6.139171729683189083e-02,-6.061469312420957045e-02
6.830465404301184762e+00,1.277063301308644372e-01,2.931102130363817393e-01,2.929302821928253531e-01,1.626866736169438055e-01,1.625880988553889406e-01,-6.138675336231039920e-02,-6.059178626207913781e-02
6.758532060787834084e+00,1.288903612390893128e-01,2.949672897310894326e-01,2.947862338673645777e-01,1.637032320622382464e-01,1.636040797346132447e-01,-6.138167519860142363e-02,-6.056833843531264638e-02
6.687259521663730055e+00,1.300853701090571579e-01,2.968359681050047327e-01,2.966537806360901031e-01,1.647257163161305604e-01,1.646259842247333738e-01,-6.137648010708104257e-02,-6.054433614104764300e-02
6.616641716552891239e+00,1.312914585212465457e-01,2.987163156974813605e-01,2.985329900135317849e-01,1.657541448701679854e-01,1.656538308503945900e-01,-6.137116532169431538e-02,-6.051976549483538415e-02
6.546672630843889173e+00,1.325087291997953387e-01,3.006084002554372248e-01,3.004239297221699134e-01,1.667885357044041894e-01,1.666876376265132575e-01,-6.136572800712169345e-02,-6.049461221348654411e-02
