z,E_H_over_H0,Omega_m_z,Omega_L_z,D_growth_norm,sigma8_z,Gamma_inst,Gamma_prod,Gamma_coh,U_struct,CCI_cos_v02,CCI_cos_v02_normalized
2.157953281423804270e+00,3.256587954878907620e+00,9.354100501931640332e-01,6.458994980683586962e-02,3.975139962976611541e-01,3.223838509974032429e-01,3.256587954878907620e+00,3.157953281423804270e+00,3.975139962976611541e-01,7.824286229556995931e-01,1.311669723898770101e+01,2.623339449109209909e+01
2.169076751946607207e+00,3.272699847273867313e+00,9.360444528009228549e-01,6.395554719907724228e-02,3.961678544169856542e-01,3.212921299321753743e-01,3.272699847273867313e+00,3.169076751946607207e+00,3.961678544169856542e-01,7.840380809444696952e-01,1.325273210815150371e+01,2.650546422955574144e+01
2.180200222469410587e+00,3.288845476765407838e+00,9.366708537342715024e-01,6.332914626572833106e-02,3.948304773270048251e-01,3.202075171122009123e-01,3.288845476765407838e+00,3.180200222469410587e+00,3.948304773270048251e-01,7.856323505974076582e-01,1.338962918221269582e+01,2.677925837781502238e+01
2.191323692992213523e+00,3.305024742448662067e+00,9.372893732468789985e-01,6.271062675312093215e-02,3.935017839654328387e-01,3.191299467959660685e-01,3.305024742448662067e+00,3.191323692992213523e+00,3.935017839654328387e-01,7.872115927525559220e-01,1.352739012487291248e+01,2.705478026327321572e+01
2.202447163515016904e+00,3.321237544360972738e+00,9.379001295574753705e-01,6.209987044252458788e-02,3.921816941950282964e-01,3.180593539921679480e-01,3.321237544360972738e+00,3.202447163515016904e+00,3.921816941950282964e-01,7.887759666253465474e-01,1.366601659660024204e+01,2.733203320686650173e+01
2.213570634037819840e+00,3.337483783469105791e+00,9.385032388865044428e-01,6.149676111349551555e-02,3.908701287919189027e-01,3.169956744502462342e-01,3.337483783469105791e+00,3.213570634037819840e+00,3.908701287919189027e-01,7.903256298165951543e-01,1.380551025466809101e+01,2.761102052314169342e+01
2.224694104560622776e+00,3.353763361656680431e+00,9.390988154921285913e-01,6.090118450787152665e-02,3.895670094340626388e-01,3.159388446510248416e-01,3.353763361656680431e+00,3.224694104560622776e+00,3.895670094340626388e-01,7.918607383208444706e-01,1.394587275319316788e+01,2.789174552033221133e+01
2.235817575083426156e+00,3.370076181711787022e+00,9.396869717055951199e-01,6.031302829440485930e-02,3.882722586898481043e-01,3.148888017974668108e-01,3.370076181711787022e+00,3.235817575083426156e+00,3.882722586898481043e-01,7.933814465350391698e-01,1.408710574317233721e+01,2.817421150043178102e+01
2.246941045606229093e+00,3.386422147314801734e+00,9.402678179659762492e-01,5.973218203402368837e-02,3.869858000068326920e-01,3.138454838055413365e-01,3.386422147314801734e+00,3.246941045606229093e+00,3.869858000068326920e-01,7.948879072675091306e-01,1.422921087251856598e+01,2.845842175926634354e+01
2.258064516129032473e+00,3.402801163026400566e+00,9.408414628542869362e-01,5.915853714571301519e-02,3.857075577006151557e-01,3.128088292951989313e-01,3.402801163026400566e+00,3.258064516129032473e+00,3.857075577006151557e-01,7.963802717472494574e-01,1.437218978609596221e+01,2.874437958656411496e+01
2.269187986651835409e+00,3.419213134275748356e+00,9.414080131269932927e-01,5.859198687300669339e-02,3.844374569438451794e-01,3.117787775814584439e-01,3.419213134275748356e+00,3.269187986651835409e+00,3.844374569438451794e-01,7.978586896334716183e-01,1.451604412575380465e+01,2.903208826602365633e+01
2.280311457174638345e+00,3.435657967348888508e+00,9.419675737489194844e-01,5.803242625108062658e-02,3.831754237553673392e-01,3.107552686656029350e-01,3.435657967348888508e+00,3.280311457174638345e+00,3.831754237553673392e-01,7.993233090254142637e-01,1.466077553035980330e+01,2.932155107538038408e+01
2.291434927697441726e+00,3.452135569377304147e+00,9.425202479255612165e-01,5.747975207443894313e-02,3.819213849894989576e-01,3.097382432264836893e-01,3.452135569377304147e+00,3.291434927697441726e+00,3.819213849894989576e-01,8.007742764723948525e-01,1.480638563583237399e+01,2.961277128647113344e+01
2.302558398220244662e+00,3.468645848326662229e+00,9.430661371348163513e-01,5.693386286518380829e-02,3.806752683254401859e-01,3.087276426119320294e-01,3.468645848326662229e+00,3.302558398220244662e+00,3.806752683254401859e-01,8.022117369840874312e-01,1.495287607517215989e+01,2.990575216529719782e+01
2.313681868743048042e+00,3.485188712985738846e+00,9.436053411581403205e-01,5.639465884185967948e-02,3.794370022568162026e-01,3.077234088302779336e-01,3.485188712985738846e+00,3.313681868743048042e+00,3.794370022568162026e-01,8.036358340410102441e-01,1.510024847849273755e+01,3.020049697208572326e+01
2.324805339265850979e+00,3.501764072955510176e+00,9.441379581111363217e-01,5.586204188886360888e-02,3.782065160813509186e-01,3.067254845419756237e-01,3.501764072955510176e+00,3.324805339265850979e+00,3.782065160813509186e-01,8.050467096052096316e-01,1.524850447305043843e+01,3.049700896134938333e+01
2.335928809788653915e+00,3.518371838638423732e+00,9.446640844735877396e-01,5.533591552641205225e-02,3.769837398906686343e-01,3.057338130513322927e-01,3.518371838638423732e+00,3.335928809788653915e+00,3.769837398906686343e-01,8.064445041311262274e-01,1.539764568327356642e+01,3.079529138194477866e+01
2.347052280311457295e+00,3.535011921227830367e+00,9.451838151189441151e-01,5.481618488105587800e-02,3.757686045602264269e-01,3.047483382983436351e-01,3.535011921227830367e+00,3.347052280311457295e+00,3.757686045602264269e-01,8.078293565766285766e-01,1.554767373079071291e+01,3.109534747712909919e+01
2.358175750834260231e+00,3.551684232697584598e+00,9.456972433432655478e-01,5.430275665673442442e-02,3.745610417393727132e-01,3.037690048506312968e-01,3.551684232697584598e+00,3.358175750834260231e+00,3.745610417393727132e-01,8.092014044142020746e-01,1.569859023445841650e+01,3.139718048461542566e+01
2.369299221357063612e+00,3.568388685791809234e+00,9.462044608936401868e-01,5.379553910635990338e-02,3.733609838415325455e-01,3.027957578954829088e-01,3.568388685791809234e+00,3.369299221357063612e+00,3.733609838415325455e-01,8.105607836422840107e-01,1.585039681038817960e+01,3.170079363662675576e+01
2.380422691879866548e+00,3.585125194014816774e+00,9.467055579960762524e-01,5.329444200392357417e-02,3.721683640345186395e-01,3.018285432319946504e-01,3.585125194014816774e+00,3.380422691879866548e+00,3.721683640345186395e-01,8.119076287967248451e-01,1.600309507197264480e+01,3.200619015994838890e+01
2.391546162402669928e+00,3.601893671621191118e+00,9.472006233828851318e-01,5.279937661711486818e-02,3.709831162309661368e-01,3.008673072633135659e-01,3.601893671621191118e+00,3.391546162402669928e+00,3.709831162309661368e-01,8.132420729623732747e-01,1.615668662991129523e+01,3.231337327597928066e+01
2.402669632925472865e+00,3.618694033606022042e+00,9.476897443195548831e-01,5.231025568044510299e-02,3.698051750788899916e-01,2.999119969889798010e-01,3.618694033606022042e+00,3.402669632925472865e+00,3.698051750788899916e-01,8.145642477847679919e-01,1.631117309223536083e+01,3.262234620078189806e+01
2.413793103448275801e+00,3.635526195695294227e+00,9.481730066311329086e-01,5.182699336886710528e-02,3.686344759523653702e-01,2.989625599973683157e-01,3.635526195695294227e+00,3.413793103448275801e+00,3.686344759523653702e-01,8.158742834819291412e-01,1.646655606433221664e+01,3.293311214513099117e+01
2.424916573971079181e+00,3.652390074336424153e+00,9.486504947281174660e-01,5.134950527188249236e-02,3.674709549423271215e-01,2.980189444582272973e-01,3.652390074336424153e+00,3.424916573971079181e+00,3.674709549423271215e-01,8.171723088562364845e-01,1.662283714896909004e+01,3.324567431456102184e+01
2.436040044493882117e+00,3.669285586688942224e+00,9.491222916318716729e-01,5.087770836812827852e-02,3.663145488474899847e-01,2.970810991153143843e-01,3.669285586688942224e+00,3.436040044493882117e+00,3.663145488474899847e-01,8.184584513063869471e-01,1.678001794631621379e+01,3.356003590941244852e+01
2.447163515016685498e+00,3.686212650615325881e+00,9.495884789995655550e-01,5.041152100043438250e-02,3.651651951653854811e-01,2.961489732791276475e-01,3.686212650615325881e+00,3.447163515016685498e+00,3.651651951653854811e-01,8.197328368394216636e-01,1.693810005396942131e+01,3.387620012487694510e+01
2.458286985539488434e+00,3.703171184671967708e+00,9.500491371486559089e-01,4.995086285134418130e-02,3.640228320835177667e-01,2.952225168197329386e-01,3.703171184671967708e+00,3.458286985539488434e+00,3.640228320835177667e-01,8.209955900828124209e-01,1.709708506697215213e+01,3.419417015104139068e+01
2.469410456062291370e+00,3.720161108100290992e+00,9.505043450809103067e-01,4.949565491908970022e-02,3.628873984706326716e-01,2.943016801596831100e-01,3.720161108100290992e+00,3.469410456062291370e+00,3.628873984706326716e-01,8.222468342966021693e-01,1.725697457783700628e+01,3.451394917293098530e+01
2.480533926585094751e+00,3.737182340817996717e+00,9.509541805059861241e-01,4.904581949401386892e-02,3.617588338681034243e-01,2.933864142670318809e-01,3.737182340817996717e+00,3.480533926585094751e+00,3.617588338681034243e-01,8.234866913855866111e-01,1.741777017656663062e+01,3.483554037055102981e+01
2.491657397107897687e+00,3.754234803410445576e+00,9.513987198645682541e-01,4.860128013543173198e-02,3.606370784814284525e-01,2.924766706484385193e-01,3.754234803410445576e+00,3.491657397107897687e+00,3.606370784814284525e-01,8.247152819115340927e-01,1.757947345067423939e+01,3.515894691892795265e+01
2.502780867630701067e+00,3.771318417122182076e+00,9.518380383510771647e-01,4.816196164892265486e-02,3.595220731718409279e-01,2.915724013423630079e-01,3.771318417122182076e+00,3.502780867630701067e+00,3.595220731718409279e-01,8.259327251054335850e-01,1.774208598520357683e+01,3.548417198814924234e+01
2.513904338153504003e+00,3.788433103848576788e+00,9.522722099359535175e-01,4.772779006404644780e-02,3.584137594480305000e-01,2.906735589123527475e-01,3.788433103848576788e+00,3.513904338153504003e+00,3.584137594480305000e-01,8.271391388797642019e-01,1.790560936274838966e+01,3.581121874340239231e+01
2.525027808676306940e+00,3.805578786127608470e+00,9.527013073875250093e-01,4.729869261247511558e-02,3.573120794579723869e-01,2.897800964404156354e-01,3.805578786127608470e+00,3.525027808676306940e+00,3.573120794579723869e-01,8.283346398407790412e-01,1.807004516347150158e+01,3.614009034501304996e+01
2.536151279199110320e+00,3.822755387131766103e+00,9.531254022934665393e-01,4.687459770653326641e-02,3.562169759808660463e-01,2.888919675204824067e-01,3.822755387131766103e+00,3.536151279199110320e+00,3.562169759808660463e-01,8.295193433007993500e-01,1.823539496512339042e+01,3.647078994848217803e+01
2.547274749721913256e+00,3.839962830660073489e+00,9.535445650818602514e-01,4.645543491813976938e-02,3.551283924191815933e-01,2.880091262519562934e-01,3.839962830660073489e+00,3.547274749721913256e+00,3.551283924191815933e-01,8.306933632905082465e-01,1.840166034306027498e+01,3.680332070452221416e+01
2.558398220244716637e+00,3.857201041130246644e+00,9.539588650418570070e-01,4.604113495814288887e-02,3.540462727908093576e-01,2.871315272333463953e-01,3.857201041130246644e+00,3.558398220244716637e+00,3.540462727908093576e-01,8.318568125712433314e-01,1.856884287026194968e+01,3.713768575909274716e+01
2.569521690767519573e+00,3.874469943570957309e+00,9.543683703439573840e-01,4.563162965604255356e-02,3.529705617213162450e-01,2.862591255559874814e-01,3.874469943570957309e+00,3.569521690767519573e+00,3.529705617213162450e-01,8.330098026472793071e-01,1.873694411734900811e+01,3.747388825343496421e+01
2.580645161290322509e+00,3.891769463614227931e+00,9.547731480599082055e-01,4.522685194009184312e-02,3.519012044363050706e-01,2.853918767978434468e-01,3.891769463614227931e+00,3.580645161290322509e+00,3.519012044363050706e-01,8.341524437780943879e-01,1.890596565259981077e+01,3.781193132410558633e+01
2.591768631813125889e+00,3.909099527487934100e+00,9.551732641822285874e-01,4.482673581777137789e-02,3.508381467538743137e-01,2.845297370173920926e-01,3.909099527487934100e+00,3.591768631813125889e+00,3.508381467538743137e-01,8.352848449906209449e-01,1.907590904196701942e+01,3.815181810300995124e+01
2.602892102335928826e+00,3.926460062008421126e+00,9.555687836433705007e-01,4.443121635662952013e-02,3.497813350771808438e-01,2.836726627475936735e-01,3.926460062008421126e+00,3.602892102335928826e+00,3.497813350771808438e-01,8.364071140914673963e-01,1.924677584909371220e+01,3.849355171743420101e+01
2.614015572858732206e+00,3.943850994573241397e+00,9.559597703345183994e-01,4.404022966548144097e-02,3.487307163870999593e-01,2.828206109899381038e-01,3.943850994573241397e+00,3.614015572858732206e+00,3.487307163870999593e-01,8.375193576791150063e-01,1.941856763532923580e+01,3.883713529007704324e+01
2.625139043381535142e+00,3.961272253153991674e+00,9.563462871240392404e-01,4.365371287596076649e-02,3.476862382349862335e-01,2.819735392085738757e-01,3.961272253153991674e+00,3.625139043381535142e+00,3.476862382349862335e-01,8.386216811560782691e-01,1.959128595974459586e+01,3.918257193908048208e+01
2.636262513904338078e+00,3.978723766289268049e+00,9.567283958755830042e-01,4.327160412441694026e-02,3.466478487355286742e-01,2.811314053245137501e-01,3.978723766289268049e+00,3.636262513904338078e+00,3.466478487355286742e-01,8.397141887410297656e-01,1.976493237914759860e+01,3.952986477806012999e+01
2.647385984427141459e+00,3.996205463077721287e+00,9.571061574658478177e-01,4.289384253415211984e-02,3.456154965597041939e-01,2.802941677099201057e-01,3.996205463077721287e+00,3.647385984427141459e+00,3.456154965597041939e-01,8.407969834808829424e-01,1.993950844809758749e+01,3.987901691613468813e+01
2.658509454949944395e+00,4.013717273171218736e+00,9.574796318020090125e-01,4.252036819799109163e-02,3.445891309278248382e-01,2.794617851824659494e-01,4.013717273171218736e+00,3.658509454949944395e+00,3.445891309278248382e-01,8.418701672628295940e-01,2.011501571891988149e+01,4.023003145795478019e+01
2.669632925472747775e+00,4.031259126768113710e+00,9.578488778388217773e-01,4.215112216117796601e-02,3.435687016026775509e-01,2.786342169997715335e-01,4.031259126768113710e+00,3.669632925472747775e+00,3.435687016026775509e-01,8.429338408263297167e-01,2.029145574171996813e+01,4.058291150373139544e+01
2.680756395995550712e+00,4.048830954606606802e+00,9.582139535954060650e-01,4.178604640459374076e-02,3.425541588827581974e-01,2.778114228539169117e-01,4.048830954606606802e+00,3.680756395995550712e+00,3.425541588827581974e-01,8.439881037750472936e-01,2.046883006439722408e+01,4.093766014926328012e+01
2.691879866518353648e+00,4.066432687958219994e+00,9.585749161717117550e-01,4.142508382828826580e-02,3.415454535955954052e-01,2.769933628660278813e-01,4.066432687958219994e+00,3.691879866518353648e+00,3.415454535955954052e-01,8.450330545887339007e-01,2.064714023265855758e+01,4.129428048596425782e+01
2.703003337041157028e+00,4.084064258621359578e+00,9.589318217646790599e-01,4.106817823532116218e-02,3.405425370911639438e-01,2.761799975809339780e-01,4.084064258621359578e+00,3.703003337041157028e+00,3.405425370911639438e-01,8.460687906350519150e-01,2.082638779003160323e+01,4.165277560088959774e+01
2.714126807563959964e+00,4.101725598914974569e+00,9.592847256840942860e-01,4.071527431590560298e-02,3.395453612353888095e-01,2.753712879619003573e-01,4.101725598914974569e+00,3.714126807563959964e+00,3.395453612353888095e-01,8.470954081813369951e-01,2.100657427787767517e+01,4.201314857676192815e+01
2.725250278086763345e+00,4.119416641672319024e+00,9.596336823681507200e-01,4.036631763184916205e-02,3.385538784037350757e-01,2.745671953854291747e-01,4.119416641672319024e+00,3.725250278086763345e+00,3.385538784037350757e-01,8.481130024062987216e-01,2.118770123540451777e+01,4.237540249199673781e+01
2.736373748609566281e+00,4.137137320234796078e+00,9.599787453987137509e-01,4.002125460128631157e-02,3.375680414748850056e-01,2.737676816361317433e-01,4.137137320234796078e+00,3.736373748609566281e+00,3.375680414748850056e-01,8.491216674116532914e-01,2.136977019967869751e+01,4.273954042072716675e+01
2.747497219132369217e+00,4.154887568445906787e+00,9.603199675163031079e-01,3.968003248369671859e-02,3.365878038245005421e-01,2.729727089016699693e-01,4.154887568445906787e+00,3.747497219132369217e+00,3.365878038245005421e-01,8.501214962336890446e-01,2.155278270563783138e+01,4.310556543282844899e+01
2.758620689655172598e+00,4.172667320645273570e+00,9.606574006347958772e-01,3.934259936520437262e-02,3.356131193190701745e-01,2.721822397677659544e-01,4.172667320645273570e+00,3.758620689655172598e+00,3.356131193190701745e-01,8.511125808547610472e-01,2.173674028610249920e+01,4.347348059394173703e+01
2.769744160177975534e+00,4.190476511662769354e+00,9.609910958558485206e-01,3.900890414415157659e-02,3.346439423098380161e-01,2.713962372132786571e-01,4.190476511662769354e+00,3.769744160177975534e+00,3.346439423098380161e-01,8.520950122147129546e-01,2.192164447178796038e+01,4.384328896549756394e+01
2.780867630700778914e+00,4.208315076812719546e+00,9.613211034830568824e-01,3.867889651694318698e-02,3.336802276268169276e-01,2.706146646053485538e-01,4.208315076812719546e+00,3.780867630700778914e+00,3.336802276268169276e-01,8.530688802222237133e-01,2.210749679131562218e+01,4.421499360473874418e+01
2.791991101223581850e+00,4.226182951888194594e+00,9.616474730358448575e-01,3.835252696415541313e-02,3.327219305728801868e-01,2.698374856946058609e-01,4.226182951888194594e+00,3.791991101223581850e+00,3.327219305728801868e-01,8.540342737660798766e-01,2.229429877122426618e+01,4.458859756474283387e+01
2.803114571746384787e+00,4.244080073155395816e+00,9.619702532630957093e-01,3.802974673690434626e-02,3.317690069179344836e-01,2.690646646104448703e-01,4.244080073155395816e+00,3.803114571746384787e+00,3.317690069179344836e-01,8.549912807263680969e-01,2.248205193598112572e+01,4.496410389444430677e+01
2.814238042269188167e+00,4.262006377348106945e+00,9.622894921565307014e-01,3.771050784346938189e-02,3.308214128931712961e-01,2.682961658563619567e-01,4.262006377348106945e+00,3.814238042269188167e+00,3.308214128931712961e-01,8.559399879855882354e-01,2.267075780799266838e+01,4.534151563865609802e+01
2.825361512791991103e+00,4.279961801662239829e+00,9.626052369638337103e-01,3.739476303616636604e-02,3.298791051853965928e-01,2.675319543053566451e-01,4.279961801662239829e+00,3.825361512791991103e+00,3.298791051853965928e-01,8.568804814396863145e-01,2.286041790761516879e+01,4.572083583809075691e+01
2.836484983314794484e+00,4.297946283750460061e+00,9.629175342015343642e-01,3.708246579846567748e-02,3.289420409314354754e-01,2.667719951953941848e-01,4.297946283750460061e+00,3.836484983314794484e+00,3.289420409314354754e-01,8.578128460090044261e-01,2.305103375316524250e+01,4.610206752938152164e+01
2.847608453837597420e+00,4.315959761716880116e+00,9.632264296676491533e-01,3.677357033235093692e-02,3.280101777126147589e-01,2.660162541249305734e-01,4.315959761716880116e+00,3.847608453837597420e+00,3.280101777126147589e-01,8.587371656491477045e-01,2.324260686092991435e+01,4.648521374510243476e+01
2.858731924360400356e+00,4.334002174111848404e+00,9.635319684540869511e-01,3.646803154591307661e-02,3.270834735493184930e-01,2.652646970484973110e-01,4.334002174111848404e+00,3.858731924360400356e+00,3.270834735493184930e-01,8.596535233617648153e-01,2.343513874517675788e+01,4.687027751378865759e+01
2.869855394883203736e+00,4.352073459926796950e+00,9.638341949588243862e-01,3.616580504117582195e-02,3.261618868956175921e-01,2.645172902723458841e-01,4.352073459926796950e+00,3.869855394883203736e+00,3.261618868956175921e-01,8.605620012052466183e-01,2.362863091816373995e+01,4.725726185995610962e+01
2.880978865406006673e+00,4.370173558589171670e+00,9.641331528978520637e-01,3.586684710214784605e-02,3.252453766339722940e-01,2.637740004501515356e-01,4.370173558589171670e+00,3.880978865406006673e+00,3.252453766339722940e-01,8.614626803053315740e-01,2.382308489014879882e+01,4.764616980412068159e+01
2.892102335928810053e+00,4.388302409957439032e+00,9.644288853169029618e-01,3.557111468309714225e-02,3.243339020700059527e-01,2.630347945787748221e-01,4.388302409957439032e+00,3.892102335928810053e+00,3.243339020700059527e-01,8.623556408656324335e-01,2.401850216939947558e+01,4.803700436281745567e+01
2.903225806451612989e+00,4.406459954316160221e+00,9.647214346029565624e-01,3.527856539704352784e-02,3.234274229273491619e-01,2.622996399940801804e-01,4.406459954316160221e+00,3.903225806451612989e+00,3.234274229273491619e-01,8.632409621780648967e-01,2.421488426220214052e+01,4.842976854861916536e+01
2.914349276974415925e+00,4.424646132371139906e+00,9.650108424955349262e-01,3.498915750446496276e-02,3.225258993425539344e-01,2.615685043668112830e-01,4.424646132371139906e+00,3.914349276974415925e+00,3.225258993425539344e-01,8.641187226331952242e-01,2.441223267287124443e+01,4.882446537015472643e+01
2.925472747497219306e+00,4.442860885244641622e+00,9.652971500977866048e-01,3.470284990221360333e-02,3.216292918600770490e-01,2.608413556985225146e-01,4.442860885244641622e+00,3.925472747497219306e+00,3.216292918600770490e-01,8.649889997304941458e-01,2.461054890375829629e+01,4.922109783212714262e+01
2.936596218020022242e+00,4.461104154470675986e+00,9.655803978873627180e-01,3.441960211263739300e-02,3.207375614273293429e-01,2.601181623175641278e-01,4.461104154470675986e+00,3.936596218020022242e+00,3.207375614273293429e-01,8.658518700885008412e-01,2.480983445526072373e+01,4.961966893533128342e+01
2.947719688542825622e+00,4.479375881990355523e+00,9.658606257270966333e-01,3.413937427290344301e-02,3.198506693897938402e-01,2.593988928751227996e-01,4.479375881990355523e+00,3.947719688542825622e+00,3.198506693897938402e-01,8.667074094548981034e-01,2.501009082583063048e+01,5.002018167667135629e+01
2.958843159065628559e+00,4.497676010147312553e+00,9.661378728754811407e-01,3.386212712451908136e-02,3.189685774862088263e-01,2.586835163413153671e-01,4.497676010147312553e+00,3.958843159065628559e+00,3.189685774862088263e-01,8.675556927164932430e-01,2.521131951198329446e+01,5.042263904917790995e+01
2.969966629588431495e+00,4.516004481683189908e+00,9.664121779969533366e-01,3.358782200304687854e-02,3.180912478438152058e-01,2.579720020013341331e-01,4.516004481683189908e+00,3.969966629588431495e+00,3.180912478438152058e-01,8.683967939091111754e-01,2.541352200830568719e+01,5.082704404202490167e+01
2.981090100111234875e+00,4.534361239733191162e+00,9.666835791719902149e-01,3.331642082800981980e-02,3.172186429736690294e-01,2.572643194516455734e-01,4.534361239733191162e+00,3.981090100111234875e+00,3.172186429736690294e-01,8.692307862273936925e-01,2.561669980746475872e+01,5.123339964054621731e+01
2.992213570634037811e+00,4.552746227821689473e+00,9.669521139070169635e-01,3.304788609298307811e-02,3.163507257660172489e-01,2.565604385962400036e-01,4.552746227821689473e+00,3.992213570634037811e+00,3.163507257660172489e-01,8.700577420345065871e-01,2.582085440021549871e+01,5.164170882625185044e+01
3.003337041156841192e+00,4.571159389857917255e+00,9.672178191441316297e-01,3.278218085586842578e-02,3.154874594857339232e-01,2.558603296429302065e-01,4.571159389857917255e+00,4.003337041156841636e+00,3.154874594857339232e-01,8.708777328717554056e-01,2.602598727540915036e+01,5.205197457684428741e+01
3.014460511679644128e+00,4.589600670131687821e+00,9.674807312706515949e-01,3.251926872934834262e-02,3.146288077678202622e-01,2.551639630997022401e-01,4.589600670131687821e+00,4.014460511679644128e+00,3.146288077678202622e-01,8.716908294681096070e-01,2.623209992000097301e+01,5.246419986623404697e+01
3.025583982202447064e+00,4.608070013309209401e+00,9.677408861284846342e-01,3.225911387151560866e-02,3.137747346129634018e-01,2.544713097711133187e-01,4.608070013309209401e+00,4.025583982202446620e+00,3.137747346129634018e-01,8.724971017496329084e-01,2.643919381905811505e+01,5.287838766455542583e+01
3.036707452725250445e+00,4.626567364428940898e+00,9.679983190233244494e-01,3.200168097667556444e-02,3.129252043831551311e-01,2.537823407547388221e-01,4.626567364428940898e+00,4.036707452725250889e+00,3.129252043831551311e-01,8.732966188488228143e-01,2.664727045576736941e+01,5.329454093818200988e+01
3.047830923248053381e+00,4.645092668897492949e+00,9.682530647336824448e-01,3.174693526631764545e-02,3.120801817973711811e-01,2.530970274376680429e-01,4.645092668897492949e+00,4.047830923248053381e+00,3.120801817973711811e-01,8.740894491138552214e-01,2.685633131144248154e+01,5.371266264974129712e+01
3.058954393770856761e+00,4.663645872485627564e+00,9.685051575197476392e-01,3.149484248025224281e-02,3.112396319273054157e-01,2.524153414930447314e-01,4.663645872485627564e+00,4.058954393770856761e+00,3.112396319273054157e-01,8.748756601177410941e-01,2.706637786553194047e+01,5.413275575813025853e+01
3.070077864293659697e+00,4.682226921324267543e+00,9.687546311320894832e-01,3.124536886791077356e-02,3.104035201931643062e-01,2.517372548766562690e-01,4.682226921324267543e+00,4.070077864293660141e+00,3.104035201931643062e-01,8.756553186673878830e-01,2.727741159562607720e+01,5.455482321852957028e+01
3.081201334816462634e+00,4.700835761900592935e+00,9.690015188201953622e-01,3.099848117980483903e-02,3.095718123595155857e-01,2.510627398235671381e-01,4.700835761900592935e+00,4.081201334816462634e+00,3.095718123595155857e-01,8.764284908125683504e-01,2.748943397746439388e+01,5.497886798241822248e+01
3.092324805339266014e+00,4.719472341054185449e+00,9.692458533408582211e-01,3.075414665914183443e-02,3.087444745311935246e-01,2.503917688447979684e-01,4.719472341054185449e+00,4.092324805339266014e+00,3.087444745311935246e-01,8.771952418548014663e-01,2.770244648494280426e+01,5.540489299758805686e+01
3.103448275862068950e+00,4.738136605973211957e+00,9.694876669664057589e-01,3.051233303359412660e-02,3.079214731492595503e-01,2.497243147240495176e-01,4.738136605973211957e+00,4.103448275862069394e+00,3.079214731492595503e-01,8.779556363561371590e-01,2.791645059012047625e+01,5.583290120815740210e+01
3.114571746384872331e+00,4.756828504190679929e+00,9.697269914927817425e-01,3.027300850721836856e-02,3.071027749870151036e-01,2.490603505144692587e-01,4.756828504190679929e+00,4.114571746384871886e+00,3.071027749870151036e-01,8.787097381478529146e-01,2.813144776322695506e+01,5.626289555458536285e+01
3.125695216907675267e+00,4.775547983580743505e+00,9.699638582474776616e-01,3.003614175252228985e-02,3.062883471460691176e-01,2.483998495354620695e-01,4.775547983580743505e+00,4.125695216907675267e+00,3.062883471460691176e-01,8.794576103390595589e-01,2.834743947266898445e+01,5.669487897368541240e+01
3.136818687430478203e+00,4.794294992355040641e+00,9.701982980973234971e-01,2.980170190267640226e-02,3.054781570524585654e-01,2.477427853695439164e-01,4.794294992355040641e+00,4.136818687430478647e+00,3.054781570524585654e-01,8.801993153252122282e-01,2.856442718503722489e+01,5.712885439863887882e+01
3.147942157953281583e+00,4.813069479059103983e+00,9.704303414561330499e-01,2.956965854386719994e-02,3.046721724528191899e-01,2.470891318592363661e-01,4.813069479059103983e+00,4.147942157953281139e+00,3.046721724528191899e-01,8.809349147965380711e-01,2.878241236511292911e+01,5.756482475900827467e+01
3.159065628476084520e+00,4.831871392568817924e+00,9.706600182922104914e-01,2.933998170778951906e-02,3.038703614106075257e-01,2.464388631040027311e-01,4.831871392568817924e+00,4.159065628476084520e+00,3.038703614106075257e-01,8.816644697463665858e-01,2.900139647587471359e+01,5.800279298075082579e+01
3.170189098998887900e+00,4.850700682086904081e+00,9.708873581357245763e-01,2.911264186427553122e-02,3.030726923023751573e-01,2.457919534572262643e-01,4.850700682086904081e+00,4.170189098998887900e+00,3.030726923023751573e-01,8.823880404793768006e-01,2.922138097850481486e+01,5.844276198623101237e+01
3.181312569521690836e+00,4.869557297139479601e+00,9.711123900859430780e-01,2.888760991405717182e-02,3.022791338140901618e-01,2.451483775232271289e-01,4.869557297139479601e+00,4.181312569521690392e+00,3.022791338140901618e-01,8.831056866197489752e-01,2.944236733239565851e+01,5.888473469423368556e+01
3.192436040044493772e+00,4.888441187572656332e+00,9.713351428183403247e-01,2.866485718165984534e-02,3.014896549375083445e-01,2.445081101543192803e-01,4.888441187572656332e+00,4.192436040044493772e+00,3.014896549375083445e-01,8.838174671192347009e-01,2.966435699515627888e+01,5.932871401997691407e+01
3.203559510567297153e+00,4.907352303549172845e+00,9.715556445915752848e-01,2.844435540842495114e-02,3.007042249665933253e-01,2.438711264479072049e-01,4.907352303549172845e+00,4.203559510567297153e+00,3.007042249665933253e-01,8.845234402651338534e-01,2.988735142261847955e+01,5.977470287512431213e+01
3.214682981090100089e+00,4.926290595545088635e+00,9.717739232543417538e-01,2.822607674565833294e-02,2.999228134939834201e-01,2.432374017436205738e-01,4.926290595545088635e+00,4.214682981090099645e+00,2.999228134939834201e-01,8.852236636881839482e-01,3.011135206884308246e+01,6.022270416779751656e+01
