z,E_H_over_H0,Omega_m_z,Omega_L_z,D_growth_norm,sigma8_z,Gamma_inst,Gamma_prod,Gamma_coh,U_struct,CCI_cos_v02,CCI_cos_v02_normalized
1.034482758620689724e+00,1.826911346469351827e+00,7.947630153739180248e-01,2.052369846260819752e-01,5.985453412889422120e-01,4.854202717853321469e-01,1.826911346469351827e+00,2.034482758620689502e+00,5.985453412889422120e-01,5.064473057275116208e-01,3.502680079371394584e+00,7.005360162245469979e+00
1.045606229143492882e+00,1.838845423223413267e+00,7.974183401693369921e-01,2.025816598306630356e-01,5.956685378050835533e-01,4.830871841599228000e-01,1.838845423223413267e+00,2.045606229143492882e+00,5.956685378050835533e-01,5.106468497648229965e-01,3.561127537890189210e+00,7.122255079341505812e+00
1.056729699666295819e+00,1.850831781587997771e+00,8.000337626927953583e-01,1.999662373072046140e-01,5.928159176884832959e-01,4.807737092453600036e-01,1.850831781587997771e+00,2.056729699666295819e+00,5.928159176884832959e-01,5.148106512068736373e-01,3.620236398673958522e+00,7.240472800968153599e+00
1.067853170189098977e+00,1.862870110553012326e+00,8.026098748751234746e-01,1.973901251248764976e-01,5.899872394705122369e-01,4.784796512105854438e-01,1.862870110553012326e+00,2.067853170189098755e+00,5.899872394705122369e-01,5.189388084681537672e-01,3.680009262750257637e+00,7.360018529180524460e+00
1.078976640711902135e+00,1.874960102756929592e+00,8.051472632843138522e-01,1.948527367156861756e-01,5.871822633271119862e-01,4.762048155582878639e-01,1.874960102756929592e+00,2.078976640711902135e+00,5.871822633271119862e-01,5.230314285014133757e-01,3.740448709269019734e+00,7.480897422278488307e+00
1.090100111234705293e+00,1.887101454454809923e+00,8.076465089528018781e-01,1.923534910471979831e-01,5.844007511218786144e-01,4.739490091598436150e-01,1.887101454454809923e+00,2.090100111234705516e+00,5.844007511218786144e-01,5.270886264501133400e-01,3.801557295929789415e+00,7.603114595661136121e+00
1.101223581757508452e+00,1.899293865485577548e+00,8.101081872203734768e-01,1.898918127796265509e-01,5.816424664457346960e-01,4.717120402874908636e-01,1.899293865485577548e+00,2.101223581757508452e+00,5.816424664457346960e-01,5.311105253083991951e-01,3.863337559403996480e+00,7.726675122671331053e+00
1.112347052280311388e+00,1.911537039238620173e+00,8.125328675919196719e-01,1.874671324080802171e-01,5.789071746533474006e-01,4.694937186438647991e-01,1.911537039238620173e+00,2.112347052280311388e+00,5.789071746533474006e-01,5.350972555886303050e-01,3.925792015752081809e+00,7.851584035429955755e+00
1.123470522803114546e+00,1.923830682619777077e+00,8.149211136092970875e-01,1.850788863907030235e-01,5.761946428964545008e-01,4.672938553890246260e-01,1.923830682619777077e+00,2.123470522803114768e+00,5.761946428964545008e-01,5.390489549964856408e-01,3.988923160835284421e+00,7.977846325659492699e+00
1.134593993325917705e+00,1.936174506016783203e+00,8.172734827365653043e-01,1.827265172634348622e-01,5.735046401542406302e-01,4.651122631650891903e-01,1.936174506016783203e+00,2.134593993325917705e+00,5.735046401542406302e-01,5.429657681136569325e-01,4.052733470721967102e+00,8.105466945496667464e+00
1.145717463848720863e+00,1.948568223264232957e+00,8.195905262579157302e-01,1.804094737420842420e-01,5.708369372609134462e-01,4.629487561186008127e-01,1.948568223264232957e+00,2.145717463848720641e+00,5.708369372609134462e-01,5.468478460881204262e-01,4.117225402088343422e+00,8.234450808293912516e+00
1.156840934371524021e+00,1.961011551608116577e+00,8.218727891876183023e-01,1.781272108123818088e-01,5.681913069306142594e-01,4.608031499207281834e-01,1.961011551608116577e+00,2.156840934371524021e+00,5.681913069306142594e-01,5.506953463319747000e-01,4.182401392613449786e+00,8.364802789409301553e+00
1.167964404894326957e+00,1.973504211669985242e+00,8.241208101913434225e-01,1.758791898086565775e-01,5.655675237797943566e-01,4.586752617854132352e-01,1.973504211669985242e+00,2.167964404894326957e+00,5.655675237797943566e-01,5.545084322268176713e-01,4.248263861368295480e+00,8.496527726984854922e+00
1.179087875417130116e+00,1.986045927410800882e+00,8.263351215182482834e-01,1.736648784817517166e-01,5.629653643471848046e-01,4.565649104855669105e-01,1.986045927410800882e+00,2.179087875417129894e+00,5.629653643471848046e-01,5.582872728366250481e-01,4.314815209199084123e+00,8.629630422712983417e+00
1.190211345939933274e+00,1.998636426094515972e+00,8.285162489432278399e-01,1.714837510567721046e-01,5.603846071114791938e-01,4.544719163674096341e-01,1.998636426094515972e+00,2.190211345939933274e+00,5.603846071114791938e-01,5.620320426280875914e-01,4.382057819104429264e+00,8.764115642590915911e+00
1.201334816462736432e+00,2.011275438251426628e+00,8.306647117187671014e-01,1.693352882812330651e-01,5.578250325068488946e-01,4.523961013630544703e-01,2.011275438251426628e+00,2.201334816462736654e+00,5.578250325068488946e-01,5.657429211983467932e-01,4.449994056606463744e+00,8.899988117662921638e+00
1.212458286985539591e+00,2.023962697641352726e+00,8.327810225358471818e-01,1.672189774641528459e-01,5.552864229363946302e-01,4.503372890014160634e-01,2.023962697641352726e+00,2.212458286985539591e+00,5.552864229363946302e-01,5.694200930100762337e-01,4.518626270115862376e+00,9.037252544750352001e+00
1.223581757508342749e+00,2.036697941216676799e+00,8.348656874933866323e-01,1.651343125066133677e-01,5.527685627836477211e-01,4.482953044175383428e-01,2.036697941216676799e+00,2.223581757508342527e+00,5.527685627836477211e-01,5.730637471338302369e-01,4.587956791290661585e+00,9.175913587169279850e+00
1.234705228031145685e+00,2.049480909085283464e+00,8.369192060757133511e-01,1.630807939242868987e-01,5.502712384222195885e-01,4.462699743604200964e-01,2.049480909085283464e+00,2.234705228031145907e+00,5.502712384222195885e-01,5.766740769975891023e-01,4.657987935388876011e+00,9.315975875435739795e+00
1.245828698553948843e+00,2.062311344473438002e+00,8.389420711375915607e-01,1.610579288624086058e-01,5.477942382236964391e-01,4.442611271994178490e-01,2.062311344473438002e+00,2.245828698553948843e+00,5.477942382236964391e-01,5.802512801434164258e-01,4.728722001614886317e+00,9.457444007958494936e+00
1.256952169076752002e+00,2.075188993688636963e+00,8.409347688963493272e-01,1.590652311036506172e-01,5.453373525638727237e-01,4.422685929293008189e-01,2.075188993688636963e+00,2.256952169076751780e+00,5.453373525638727237e-01,5.837955579911405790e-01,4.800161273459579547e+00,9.600322551719321140e+00
1.268075639599555160e+00,2.088113606082461882e+00,8.428977789306638657e-01,1.571022210693359122e-01,5.429003738274132962e-01,4.402922031740322262e-01,2.088113606082461882e+00,2.268075639599555160e+00,5.429003738274132962e-01,5.873071156089684219e-01,4.872308019034234938e+00,9.744616042940778655e+00
1.279199110122358318e+00,2.101084934013468075e+00,8.448315741855916272e-01,1.551684258144086503e-01,5.404830964110280966e-01,4.383317911893437890e-01,2.101084934013468075e+00,2.279199110122358540e+00,5.404830964110280966e-01,5.907861614909335479e-01,4.945164491398180040e+00,9.890328987741524358e+00
1.290322580645161255e+00,2.114102732810138718e+00,8.467366209834409352e-01,1.532633790165589538e-01,5.380853167252419578e-01,4.363871918641712422e-01,2.114102732810138718e+00,2.290322580645161032e+00,5.380853167252419578e-01,5.942329073410748119e-01,5.018732928880178079e+00,1.003746586277909003e+01
1.301446051167964413e+00,2.127166760733926854e+00,8.486133790401165777e-01,1.513866209598832002e-01,5.357068331948361406e-01,4.344582417210121617e-01,2.127166760733926854e+00,2.301446051167964413e+00,5.357068331948361406e-01,5.976475678642438893e-01,5.093015555393644256e+00,1.018603111588030430e+01
1.312569521690767571e+00,2.140276778942408864e+00,8.504623014865586583e-01,1.495376985134413694e-01,5.333474462580375386e-01,4.325447789152684908e-01,2.140276778942408864e+00,2.312569521690767793e+00,5.333474462580375386e-01,6.010303605634281787e-01,5.168014580745605713e+00,1.033602916665922677e+01
1.323692992213570729e+00,2.153432551452583610e+00,8.522838348949440812e-01,1.477161651050558355e-01,5.310069583645248281e-01,4.306466432336296668e-01,2.153432551452583610e+00,2.323692992213570729e+00,5.310069583645248281e-01,6.043815055434844652e-01,5.243732200939573040e+00,1.048746440712287864e+01
1.334816462736373888e+00,2.166633845104323886e+00,8.540784193093181598e-01,1.459215806906817015e-01,5.286851739723215093e-01,4.287636760915527478e-01,2.166633845104323886e+00,2.334816462736373666e+00,5.286851739723215093e-01,6.077012253211586668e-01,5.320170598472217627e+00,1.064034120226460622e+01
1.345939933259176824e+00,2.179880429524012619e+00,8.558464882803396012e-01,1.441535117196602878e-01,5.263818995436386761e-01,4.268957205298909985e-01,2.179880429524012619e+00,2.345939933259177046e+00,5.263818995436386761e-01,6.109897446412889677e-01,5.397331942624031598e+00,1.079466389064539555e+01
1.357063403781979982e+00,2.193172077088372696e+00,8.575884689038462128e-01,1.424115310961538983e-01,5.240969435397305753e-01,4.250426212107215052e-01,2.193172077088372696e+00,2.357063403781979982e+00,5.240969435397305753e-01,6.142472902990606665e-01,5.475218389743892189e+00,1.095043678496300288e+01
1.368186874304783140e+00,2.206508562888519265e+00,8.593047818629561130e-01,1.406952181370436650e-01,5.218301164148229088e-01,4.232042244124213926e-01,2.206508562888519265e+00,2.368186874304782918e+00,5.218301164148229088e-01,6.174740909682042700e-01,5.553832083527700192e+00,1.110766417260923333e+01
1.379310344827586299e+00,2.219889664694237652e+00,8.609958414734397714e-01,1.390041585265603119e-01,5.195812306091681654e-01,4.213803780240353847e-01,2.219889664694237652e+00,2.379310344827586299e+00,5.195812306091681654e-01,6.206703770350091576e-01,5.633175155291051617e+00,1.126635031621527894e+01
1.390433815350389457e+00,2.233315162918513064e+00,8.626620557320984206e-01,1.373379442679016349e-01,5.173501005412829423e-01,4.195709315389805072e-01,2.233315162918513064e+00,2.390433815350389679e+00,5.173501005412829423e-01,6.238363804380352429e-01,5.713249724236069582e+00,1.142649945418538948e+01
1.401557285873192393e+00,2.246784840582317866e+00,8.643038263679204691e-01,1.356961736320795864e-01,5.151365425994189895e-01,4.177757360481288429e-01,2.246784840582317866e+00,2.401557285873192171e+00,5.151365425994189895e-01,6.269723345133978443e-01,5.794057897712417748e+00,1.158811580121889406e+01
1.412680756395995552e+00,2.260298483279677306e+00,8.659215488957747731e-01,1.340784511042254490e-01,5.129403751323166061e-01,4.159946442323088078e-01,2.260298483279677306e+00,2.412680756395995552e+00,5.129403751323166061e-01,6.300784738455058598e-01,5.875601771472621415e+00,1.175120354882084506e+01
1.423804226918798710e+00,2.273855879143013681e+00,8.675156126724282712e-01,1.324843873275718398e-01,5.107614184392871293e-01,4.142275103542618631e-01,2.273855879143013681e+00,2.423804226918798932e+00,5.107614184392871293e-01,6.331550341231270140e-01,5.957883429921660756e+00,1.191576686580120459e+01
1.434927697441601868e+00,2.287456818808789372e+00,8.690864009546833691e-01,1.309135990453164089e-01,5.085994947596685911e-01,4.124741902500912438e-01,2.287456818808789372e+00,2.434927697441601868e+00,5.085994947596685911e-01,6.362022520006607174e-01,6.040904946361020045e+00,1.208180989876294475e+01
1.446051167964405026e+00,2.301101095383459416e+00,8.706342909594376733e-01,1.293657090405622434e-01,5.064544282616966209e-01,4.107345413202360129e-01,2.301101095383459416e+00,2.446051167964404804e+00,5.064544282616966209e-01,6.392203649644957464e-01,6.124668383227231061e+00,1.224933677257913089e+01
1.457174638487207963e+00,2.314788504409733161e+00,8.721596539254798941e-01,1.278403460745199671e-01,5.043260450308336695e-01,4.090084225200061319e-01,2.314788504409733161e+00,2.457174638487208185e+00,5.043260450308336695e-01,6.422096112043277349e-01,6.209175792324949761e+00,1.241835159085907669e+01
1.468298109010011121e+00,2.328518843833158325e+00,8.736628551768539364e-01,1.263371448231461747e-01,5.022141730575907514e-01,4.072956943497061388e-01,2.328518843833158325e+00,2.468298109010011121e+00,5.022141730575907514e-01,6.451702294893191247e-01,6.294429215054681670e+00,1.258885843640379321e+01
1.479421579532814279e+00,2.342291913969038575e+00,8.751442541876190973e-01,1.248557458123811387e-01,5.001186422248816710e-01,4.055962188443790750e-01,2.342291913969038575e+00,2.479421579532814057e+00,5.001186422248816710e-01,6.481024590489784520e-01,6.380430682635261697e+00,1.276086137165095380e+01
1.490545050055617438e+00,2.356107517469685497e+00,8.766042046478567107e-01,1.233957953521434003e-01,4.980392842949440957e-01,4.039098595631996913e-01,2.356107517469685497e+00,2.490545050055617438e+00,4.980392842949440957e-01,6.510065394586393994e-01,6.467182216321098132e+00,1.293436443910937861e+01
1.501668520578420596e+00,2.369965459292008081e+00,8.780430545307730261e-01,1.219569454692269045e-01,4.959759328958585622e-01,4.022364815785413050e-01,2.369965459292008081e+00,2.501668520578420818e+00,4.959759328958585622e-01,6.538827105294217068e-01,6.554685827614334492e+00,1.310937166178335467e+01
1.512791991101223532e+00,2.383865546665454360e+00,8.794611461607614311e-01,1.205388538392387909e-01,4.939284235077010532e-01,4.005759514647455610e-01,2.383865546665454360e+00,2.512791991101223310e+00,4.939284235077010532e-01,6.567312122025557031e-01,6.642943518471958519e+00,1.328588704358686101e+01
1.523915461624026690e+00,2.397807589060307887e+00,8.808588162822921230e-01,1.191411837177080157e-01,4.918965934483518487e-01,3.989281372866133601e-01,2.397807589060307887e+00,2.523915461624026690e+00,4.918965934483518487e-01,6.595522844479573266e-01,6.731957281508051061e+00,1.346391456974805934e+01
1.535038932146829849e+00,2.411791398156325705e+00,8.822363961295108803e-01,1.177636038704890642e-01,4.898802818590006769e-01,3.972929085876495958e-01,2.411791398156325705e+00,2.535038932146830071e+00,4.898802818590006769e-01,6.623461671669302886e-01,6.821729100191048722e+00,1.364345820720382640e+01
1.546162402669633007e+00,2.425816787811747144e+00,8.835942114964261407e-01,1.164057885035737760e-01,4.878793296893623732e-01,3.956701363780729119e-01,2.425816787811747144e+00,2.546162402669633007e+00,4.878793296893623732e-01,6.651131000988930175e-01,6.912260949036354241e+00,1.382452190498496947e+01
1.557285873192436165e+00,2.439883574032660984e+00,8.849325828075789158e-01,1.150674171924208761e-01,4.858935796826386877e-01,3.940596931226200139e-01,2.439883574032660984e+00,2.557285873192435943e+00,4.858935796826386877e-01,6.678533227320111454e-01,7.003554793794231514e+00,1.400710959459201810e+01
1.568409343715239102e+00,2.453991574942734122e+00,8.862518251890949550e-01,1.137481748109053087e-01,4.839228763602452243e-01,3.924614527281589105e-01,2.453991574942734122e+00,2.568409343715239324e+00,4.839228763602452243e-01,6.705670742176262911e-01,7.095612591633089217e+00,1.419122519036179142e+01
1.579532814238042260e+00,2.468140610753305264e+00,8.875522485400177963e-01,1.124477514599820233e-01,4.819670660063299361e-01,3.908752905311336234e-01,2.468140610753305264e+00,2.579532814238042260e+00,4.819670660063299361e-01,6.732545932883748918e-01,7.188436291318272886e+00,1.437687258982498228e+01
1.590656284760845418e+00,2.482330503733845894e+00,8.888341576038454317e-01,1.111658423961545267e-01,4.800259966521026045e-01,3.893010832848552427e-01,2.482330503733845894e+00,2.590656284760845196e+00,4.800259966521026045e-01,6.759161181798876150e-01,7.282027833386450766e+00,1.456405567405493073e+01
1.601779755283648576e+00,2.496561078182792492e+00,8.900978520401690020e-01,1.099021479598307621e-01,4.780995180599970640e-01,3.877387091466576452e-01,2.496561078182792492e+00,2.601779755283648576e+00,4.780995180599970640e-01,6.785518865559674317e-01,7.376389150315660892e+00,1.475277830800771106e+01
1.612903225806451735e+00,2.510832160398738022e+00,8.913436264963534583e-01,1.086563735036465833e-01,4.761874817076883759e-01,3.861880476649353078e-01,2.510832160398738022e+00,2.612903225806451957e+00,4.761874817076883759e-01,6.811621354371374393e-01,7.471522166691092259e+00,1.494304434085370659e+01
1.624026696329254671e+00,2.525143578652001342e+00,8.925717706791719275e-01,1.074282293208279893e-01,4.742897407719793290e-01,3.846489797660752608e-01,2.525143578652001342e+00,2.624026696329254449e+00,4.742897407719793290e-01,6.837471011324652848e-01,7.567428799366744840e+00,1.513485760630091903e+01
1.635150166852057829e+00,2.539495163156560764e+00,8.937825694263386023e-01,1.062174305736615781e-01,4.724061501125777496e-01,3.831213877413005564e-01,2.539495163156560764e+00,2.635150166852057829e+00,4.724061501125777496e-01,6.863070191745569426e-01,7.664110957623010201e+00,1.532822192291013152e+01
1.646273637374860987e+00,2.553886746042353106e+00,8.949763027778627755e-01,1.050236972221371690e-01,4.705365662557791095e-01,3.816051552334369101e-01,2.553886746042353106e+00,2.646273637374861210e+00,4.705365662557791095e-01,6.888421242576262538e-01,7.761570543320243765e+00,1.552314109440205847e+01
1.657397107897664146e+00,2.568318161327939553e+00,8.961532460471787198e-01,1.038467539528210859e-01,4.686808473780735285e-01,3.801001672236176687e-01,2.568318161327939553e+00,2.657397107897664146e+00,4.686808473780735285e-01,6.913526501785440814e-01,7.859809451048428208e+00,1.571961890995666700e+01
