galaxy,r_kpc,v_obs_km_s,e_v_obs_km_s,v_gas_km_s,v_disk_km_s,v_bulge_km_s,upsilon_disk,upsilon_bulge,v_baryon_km_s,v_residual_km_s,residual_fraction,H,B,S_eff,V,R_resp,R_rob,D_struct,v_nfw_like_km_s,v_rar_km_s,nfw_fractional_residual,rar_sigma_residual
UGC06628,1.1,26.9,8.27,3.02,29.07,0.0,0.5,0.7,20.776256881353774,17.08675364134451,0.40347307251143566,1.0,0.6222348775405673,0.9981012690927451,0.8701787583372194,0.8150563013948126,0.8150563013948126,0.2861611303321764,2.2865558290181003,39.41412378142316,0.39624771968433725,1.5131951368105392
UGC06628,2.2,38.0,8.27,-3.24,37.16,0.0,0.5,0.7,26.07556710792691,27.64172208817678,0.5291307479224377,1.0,0.7055080648159787,0.1342053564444106,0.5175593088838784,0.7147497886870401,0.47049822483052584,0.12884901790617928,2.2366452516669795,52.055713310597824,0.5256663559682795,1.6996025768558434
UGC06628,3.3,40.5,8.27,12.42,41.22,0.0,0.5,0.7,31.682812375166442,25.227948787010014,0.3880197530864198,1.0,0.8415922708912592,0.9908039654773247,0.5140990676332179,0.7563384598362243,0.7563384598362243,0.150874844692393,2.128897208971519,63.46722418447526,0.3852566356797033,2.77717342013002
UGC06628,4.39,41.4,8.27,16.39,45.0,0.0,0.5,0.7,35.792905721665015,20.80451633660345,0.25253092254194953,1.0,0.8783300517094087,0.9977410053993038,0.46126065711056974,0.7399483143907157,0.7399483143907157,0.08619108818852345,2.028282867676172,72.34616465482817,0.2501306731829746,3.7419787974399243
UGC06628,5.5,42.3,8.27,20.17,46.13,0.0,0.5,0.7,38.35123661630744,17.845802027367654,0.17798828026759192,1.0,0.8936115986852554,0.9974935999909413,0.32500000000027346,0.6622328488864501,0.6622328488864501,0.03830764792078461,1.9386025996045413,79.00204243595391,0.1758879052366056,4.437973692376532
UGC06628,6.59,42.3,8.27,25.63,47.72,0.0,0.5,0.7,42.37329465595046,0.0,0.0,0.9664779936381589,0.9635225227559707,0.9832585074089399,0.32500000000017204,0.6713964911640985,0.6713964911640985,0.0,1.8620850242980855,86.93338952592882,0.001937841623054509,5.397024126472651
UGC06628,7.69,42.3,8.27,31.39,46.74,0.0,0.5,0.7,45.58120116890296,0.0,0.0,0.3829120093544639,0.999999999999996,1.0806258158635042e-91,0.3250000000001256,0.4992607783616655,1.0768728351615527e-23,0.0,1.794528313285232,93.68618385817825,0.0017997819622209597,6.213565158183586
UGC06667,0.87,26.6,4.4,0.0,6.92,0.0,0.5,0.7,4.893178925810909,26.146066625785224,0.9661608909491773,1.0,0.5475467378024749,0.8200122312832213,0.7967771882812809,0.7584367394926884,0.7584367394926884,0.583855946847582,33.67532838865011,17.025558567458145,0.6365692550220813,2.1760094164867856
UGC06667,1.74,45.2,2.7,0.0,10.96,0.0,0.5,0.7,7.749890321804561,44.53065461005486,0.9706022397995144,1.0,0.5970116859984324,1.0,0.5315109737199757,0.6820743050959521,0.6820743050959521,0.35187240869069686,46.42437911454292,25.545626048758802,0.08430758877496711,7.279397759718963
UGC06667,2.61,57.0,3.9,8.65,14.33,0.0,0.5,0.7,13.322798129522193,55.42114262625771,0.9453687442289935,1.0,0.5974462626047544,0.7867925740408132,0.5886158763171918,0.7058465129075023,0.7058465129075023,0.392774681308067,55.47334105212241,37.423012737922846,0.001781630497103404,5.019740323609526
UGC06667,3.5,69.3,3.0,16.06,16.78,0.0,0.5,0.7,19.967668867446697,66.36099908831994,0.9169789421737473,1.0,0.5584454976822605,0.9689782660683328,0.6227117526723583,0.7032168774917136,0.7032168774917136,0.40154637565354334,62.69088917179916,49.78277231576463,0.0986227175588487,6.505742561411789
UGC06667,4.37,77.3,3.4,18.32,18.48,0.0,0.5,0.7,22.502835376903064,73.95209530500134,0.9152547240384986,1.0,0.6201876430939114,0.9912583781899887,0.6051983215838803,0.7213404303443272,0.7213404303443272,0.39955812702992766,68.45168096472088,55.885051756258946,0.1310864866983979,6.298514189335603
UGC06667,5.24,80.7,3.9,22.41,20.02,0.0,0.5,0.7,26.506759515263273,76.22257998782251,0.8921137230153137,1.0,0.6943388694848089,0.9873708651266466,0.6708333989958635,0.7751671946575602,0.7751671946575602,0.46390631211488864,73.29699540910464,63.67624701500944,0.06716818973966844,4.365064867946299
UGC06667,6.11,84.0,3.0,23.49,21.36,0.0,0.5,0.7,27.926777472526258,79.2218094971328,0.8894692602040817,1.0,0.7238714083523952,0.9971412282603507,0.5802194137289945,0.7488897612564561,0.7488897612564561,0.3864925193623813,77.44685215048523,67.84227059486301,0.03941045804717713,5.38590980171233
UGC06667,6.98,85.0,3.0,25.65,22.68,0.0,0.5,0.7,30.250846269154188,79.43479275481242,0.8733406643598616,1.0,0.8306758115353703,0.8682052211715927,0.42904196381932347,0.7089959897987921,0.7089959897987921,0.265660651126076,81.04795742904939,73.04244492841744,0.03583184822436026,3.9858516905275203
UGC06667,7.85,85.7,3.4,24.46,24.0,0.0,0.5,0.7,29.77064997610902,80.36291682113088,0.8793256441223285,1.0,0.9120195254039214,0.9197548244470922,0.3788855410455691,0.7017310973289058,0.7017310973289058,0.23379137961651159,84.20414920465042,74.37509923838586,0.08607001211507244,3.3308531651806312
UGC06786,0.16,160.0,36.0,-1.22,8.07,119.49,0.5,0.7,100.12779893715829,124.79753154610071,0.6083759328125001,1.0,0.8482500013331123,0.002124257239335759,0.32500000000008666,0.6508322675752907,0.15556202370263986,0.03075806216610368,30.978710576905133,100.95640549138427,0.5708884129293886,1.640099847461548
UGC06786,0.32,177.0,30.9,-1.2,15.74,184.15,0.5,0.7,154.4677621706225,86.42170126767928,0.23839606913722106,1.0,0.8887522744253323,0.005756471872906118,0.3250000000000915,0.6610302925613615,0.20193198678725024,0.015645432362028065,43.53228075924497,155.3440126103905,0.17790708231664812,0.7008410158449674
UGC06786,0.49,180.0,25.3,-1.08,23.42,201.67,0.5,0.7,169.53652712616238,60.476160344387,0.11288166574074093,1.0,0.9569209460192472,0.05100052448002318,0.3250000000000998,0.6775163923223245,0.35488162741758444,0.013019379504200625,53.50826927034552,171.14278254470312,0.024513305237413692,0.350087646454422
UGC06786,0.65,180.0,32.0,-0.96,30.3,207.64,0.5,0.7,175.03765914796733,41.97401434220951,0.05437709506172869,1.0,0.9912551512598564,0.14697970859538775,0.6407042184735051,0.8595695326284394,0.5527453600936637,0.01925744614830651,61.24373081007676,177.56060044927875,0.06138816924497333,0.076231235960039
UGC06786,1.3,182.0,4.72,-0.33,55.43,203.18,0.5,0.7,174.4523207928172,51.8689480325175,0.08122170540997467,1.0,0.9397197262014508,0.3539059938785046,0.6792694869071596,0.8610204833307237,0.6894171646270557,0.03803612819135342,84.48286802415566,181.96905499592145,0.13425211990058272,0.006556144931895422
UGC06786,1.46,183.0,10.8,0.44,61.06,200.04,0.5,0.7,172.84547005924105,60.111924607352286,0.10789941413598511,1.0,0.9250020358400757,0.30102541228748614,0.5252323984232931,0.7861366890103723,0.6184069174619121,0.03504652260590492,88.99558251211936,181.72053323839387,0.1286025329711678,0.11846914459316021
UGC06786,1.62,184.0,7.43,0.74,66.51,196.81,0.5,0.7,171.24911947218882,67.30333632146326,0.1337942781190925,1.0,0.9098840864301462,0.30783291291284204,0.6343812267924142,0.8326173644324183,0.6492513494194933,0.055106232989538005,93.18923412452487,181.48108741043094,0.12271072414684296,0.33901919105909223
UGC06786,3.72,206.0,8.42,4.94,126.3,147.67,0.5,0.7,152.52786247109083,138.46028733900562,0.4517685731454426,1.0,0.6214595998416264,0.786062896628329,0.3430962930372992,0.5974152561342501,0.5974152561342501,0.09259943803768426,131.15198963893914,178.84393168251336,0.046432434342247135,3.2251862609841617
UGC06786,3.89,207.0,4.54,5.38,130.52,144.55,0.5,0.7,152.22671036976396,140.27126808437998,0.45919458213727277,1.0,0.698847949391304,0.7276889565706871,0.3596861386109868,0.631105743007514,0.631105743007514,0.10423716452351281,133.3566869174192,179.5613655689224,0.0441555859975597,6.043752077329866
UGC06786,4.05,209.0,5.36,5.86,134.47,141.56,0.5,0.7,151.99636038405657,143.45071080339756,0.4710997099425379,1.0,0.5460048760619295,0.8135961746246535,0.33242214325891994,0.5661899489511756,0.5661899489511756,0.08866759676240078,135.35245213006687,180.26451324916118,0.05168883799313106,5.361098274410227
UGC06786,4.22,210.0,2.43,6.37,138.94,138.76,0.5,0.7,152.21949618889167,144.66936434504714,0.4745856004535147,1.0,0.7003158377522661,0.9071221705314962,0.33526724032812855,0.6169192982781885,0.6169192982781885,0.09815988312225955,137.39392950839147,181.40705618780913,0.046533630708461574,11.766643544111467
UGC06786,4.26,210.0,4.6,6.53,140.05,138.12,0.5,0.7,152.32739815935938,144.55574623652979,0.47384044829931965,1.0,0.4587358865500528,0.8386985279957633,0.3304661246208399,0.5332078744666404,0.5332078744666404,0.08349407016011119,137.86297386356387,181.722211706617,0.04286086638309073,6.147345281170217
UGC06786,4.38,211.0,2.8,6.92,143.43,136.21,0.5,0.7,152.712749042115,145.6015668871733,0.47617565373643894,1.0,0.4276929438115408,0.9971085055761162,0.3329304532485906,0.5221899819263981,0.5221899819263981,0.08278454086535894,139.2452762851767,182.71615734000525,0.04066775931054577,10.101372378569554
UGC06786,4.54,213.0,2.18,7.46,148.24,133.79,0.5,0.7,153.53512715336512,147.63456482138594,0.480415365778395,1.0,0.6496915623621495,0.27297665819970046,0.3322380251804472,0.59986315550983,0.49268633729681166,0.07863877601898275,141.03253354172622,184.3011592570982,0.0420064187617508,13.1646058453678
UGC06786,4.71,214.0,7.61,7.98,153.86,131.35,0.5,0.7,154.84542598992067,147.71220007162577,0.47643667678399865,1.0,0.5647265897242943,0.9986189525285644,0.3312602721547556,0.5719207632726119,0.5719207632726119,0.09026313321923159,142.8651094869354,186.35586181368583,0.03075496858428594,3.6326068575971306
UGC06786,4.86,215.0,4.7,8.49,158.53,129.31,0.5,0.7,156.02151716990832,147.92662431083863,0.47338639653866954,1.0,0.6957830766293034,0.9456193656653749,0.33808055570388995,0.6173024750897709,0.6173024750897709,0.09879477705568912,144.428246387655,188.17310291561654,0.022125858850985707,5.707850443485842
UGC06786,5.02,215.0,2.34,9.0,162.82,127.24,0.5,0.7,157.06428149009562,146.81897520416086,0.4663236664142781,1.0,0.6795388149661241,0.9998913262833757,0.33679117708670697,0.6116810010475311,0.6116810010475311,0.09606676230254313,146.04277428084183,189.9104120928732,0.004917675724285389,10.722046114156752
UGC06786,5.18,216.0,2.95,9.51,166.08,125.27,0.5,0.7,157.69123098638048,147.61258642134823,0.4670240841478052,1.0,0.8620929429827889,0.82655987702461,0.3499138867387858,0.6706641460795336,0.6706641460795336,0.10959873592994895,147.60541389951803,191.26561147086593,4.5384463991182706e-05,8.384538484452225
UGC06786,5.35,217.0,4.48,10.02,168.84,123.26,0.5,0.7,158.07907046791487,148.66071263114543,0.46932420480366965,1.0,0.699783159239023,0.6416508908549832,0.3617524661598646,0.6325938941107012,0.6325938941107012,0.10740127800244618,149.2116527552827,192.44461657288142,0.003485099236829414,5.4811123721246835
UGC06786,5.51,217.0,3.99,10.53,170.67,121.46,0.5,0.7,158.11950376218613,148.61770597745078,0.46905269871944627,1.0,0.9095130247862045,0.999486121458485,0.348784840083064,0.6820070137589628,0.6820070137589628,0.11157530433037197,150.6749565463207,193.25340010773053,0.013075665234675158,5.9515287950550055
UGC06786,5.68,218.0,5.14,11.06,171.8,119.61,0.5,0.7,157.78000529217888,150.43094738118216,0.47616930245770556,1.0,0.8701325349606432,0.9578086404080782,0.357363081254451,0.6774829405567493,0.6774829405567493,0.1152841075564583,152.1806903669607,193.7598291719372,0.0111415830015312,4.715986542424667
UGC06786,5.84,218.0,2.51,11.59,172.47,117.97,0.5,0.7,157.31854048394933,150.91347461376668,0.4792289542126083,1.0,0.8792234535311807,0.9211873866849845,0.364059639238035,0.6840543352682998,0.6840543352682998,0.11934553716646795,153.55381420838927,194.0981164185027,0.016915601337104087,9.522662781473024
UGC06786,6.0,219.0,3.95,12.13,172.94,116.4,0.5,0.7,156.79773818521744,152.89038328161783,0.4873849440170138,1.0,0.5846428309564758,0.9250626267461167,0.3291423795650039,0.5773309113873507,0.5773309113873507,0.09261487070444022,154.88614093457088,194.37205352816704,0.012807225737656724,6.234923157426064
UGC06786,6.15,219.0,7.84,12.55,173.44,114.95,0.5,0.7,156.35751037286312,153.34056524612134,0.490259355518025,1.0,0.562366084784006,0.9977387918993921,0.3284102303397005,0.5694801615706582,0.5694801615706582,0.09168982988314697,156.09969948264842,194.66135930850294,0.017801697808076354,3.1044184555480947
UGC06786,6.48,219.0,7.74,13.72,174.41,111.99,0.5,0.7,155.489210300908,154.22096316649044,0.4959051204103334,1.0,0.5359631304497714,1.0,0.3298563260833965,0.5612459811268111,0.5612459811268111,0.09180718142290654,158.65526579325194,195.3536870834432,0.02892741777543042,3.0550791881856343
UGC06786,6.64,219.0,6.69,14.25,174.58,110.63,0.5,0.7,154.94982584694958,154.7628878962912,0.49939641521236,1.0,0.5274474199373858,0.908996268293046,0.3302673923556353,0.5584894281081981,0.5584894281081981,0.09211409181437782,159.8408242945315,195.5678563483963,0.03330909783272429,3.5025625787150516
UGC06786,6.81,220.0,6.26,14.68,174.53,109.24,0.5,0.7,154.2699814286629,156.84633508628755,0.5082804303719008,1.0,0.791596190437867,0.8543639191989237,0.34284155355068957,0.6474392882673072,0.6474392882673072,0.11282254531586991,161.0642800697269,195.6889446348044,0.027705154635938423,3.883555170159044
UGC06786,7.1,220.0,2.52,15.64,174.07,106.99,0.5,0.7,152.9954055519315,158.08986646841095,0.5163720223140497,1.0,0.9204154997166605,0.9202388740685797,0.4627514292155468,0.7523915292506855,0.7523915292506855,0.17978537893719043,163.06954177044986,195.7667050004051,0.03304275977736543,9.616386904601152
UGC06786,7.13,220.0,11.4,15.74,173.95,106.76,0.5,0.7,152.82485782751442,158.25474030815002,0.5174496452479339,1.0,0.9979856995684122,0.9124907429890501,0.3548910326408064,0.7075217275638029,0.7075217275638029,0.12992804406277644,163.27132446313826,195.73826398855908,0.03332567276750757,2.12822245714394
UGC06786,8.52,220.0,2.93,20.1,162.17,97.67,0.5,0.7,142.23629874262053,167.8357391022544,0.5820007297520662,1.0,0.8792780060448108,0.8614907846987554,0.33080173886714326,0.6625693338403904,0.6625693338403904,0.12756238901947967,171.59813556816124,191.611891073135,0.026386049803079365,9.68877437776962
UGC06786,10.66,225.0,1.79,25.95,149.89,87.32,0.5,0.7,131.31738738643867,182.7039785281098,0.6593727164444445,1.0,0.7875309598055713,0.9642700526818704,0.3258284723698914,0.6354561044767769,0.6354561044767769,0.13652291770782532,181.34975300659787,188.8244191535914,0.009738486013747176,20.209821701904243
UGC06786,11.99,228.0,5.71,28.72,144.35,82.33,0.5,0.7,126.44390012966224,189.72596058526096,0.6924426769775315,1.0,0.7585021549966651,0.9867052320341252,0.3261865209582042,0.6277801939762687,0.6277801939762687,0.14179386716686007,186.04127725319276,188.23179193048037,0.02663479682211181,6.964659907096258
UGC06786,12.1,228.0,9.96,29.04,143.9,81.96,0.5,0.7,126.09177498948931,189.96016498202985,0.694153283317944,1.0,0.956300641938851,0.9827889969397402,0.32746069384728355,0.6790752074933764,0.6790752074933764,0.1543591700811111,186.39150380978967,188.21264799473514,0.02583624937529168,3.9947140567535
UGC06786,12.33,228.0,8.24,29.36,143.03,81.19,0.5,0.7,125.31987599738518,190.47028293148514,0.6978864396737458,1.0,0.5783925017832364,0.9949382139349057,0.32614838827460546,0.5735165615567211,0.5735165615567211,0.13054070690634545,187.10681395079715,188.13054340721405,0.024429994867301113,4.838526285532276
UGC06786,12.78,229.0,1.74,30.21,141.37,79.75,0.5,0.7,123.92508341736148,192.57095757148844,0.7071484849640549,1.0,0.6916590172483198,0.9991727439725482,0.3293030466125419,0.6107018899065179,0.6107018899065179,0.1422117982093349,188.4426407579944,188.04797634521742,0.02999456234918231,23.53564577861068
UGC06786,14.93,228.0,1.64,33.5,133.3,73.78,0.5,0.7,117.54631801974914,195.36341295135074,0.7342040458602646,1.0,0.8531280658470005,0.918277351022105,0.32567569351652775,0.6525290617967677,0.6525290617967677,0.15602779774768077,193.81692012312095,187.40253484028077,0.011577881540238267,24.75455192665807
UGC06786,17.08,226.0,1.34,35.21,125.19,68.98,0.5,0.7,111.38572812528542,196.6449073075629,0.7570917763724646,1.0,0.879304501408052,0.9002837481107372,0.3258407621143288,0.6592471127598076,0.6592471127598076,0.16263056774817208,197.86477543175593,186.20290698789069,0.009422229357412524,29.69932314336516
UGC06786,19.23,226.0,1.39,35.84,117.76,65.01,0.5,0.7,105.71955575956608,199.74828041813026,0.7811765903751272,1.0,0.9148092940927417,0.9080672099814964,0.3253627722006684,0.6676765797559595,0.6676765797559595,0.1697005393642501,200.9256236150915,184.84279358828982,0.009235858233092177,29.609501015618836
UGC06786,21.27,227.0,1.11,35.52,111.0,61.81,0.5,0.7,100.48135981364902,203.5497392039597,0.804061719226067,1.0,0.8248806636753615,0.8549344293436025,0.3250870275157594,0.6448572510324667,0.6448572510324667,0.16855925892884493,203.1325607203707,183.16100143856275,0.0032924975292537655,39.494593298592115
UGC06786,23.42,227.0,1.37,34.46,106.04,58.91,0.5,0.7,96.11973819148697,205.64531584745615,0.8207028261755516,1.0,0.6230724546021046,0.7077802799606601,0.32502595799633155,0.5872443760922912,0.5872443760922912,0.15664727424955657,204.88690834886071,182.1426107171397,0.0060422425672057075,32.74261991449657
UGC06786,25.57,224.0,2.79,32.87,101.01,56.38,0.5,0.7,91.68991236771906,204.37455803010315,0.8324489789939412,1.0,0.6279333939766422,0.5071387735261189,0.32500300058969583,0.5887537009250777,0.5671944094856397,0.15345354905655467,206.17839100405777,180.62448500809398,0.014759425761761265,15.546779566991404
UGC06786,27.72,218.0,9.41,31.59,96.03,54.15,0.5,0.7,87.52921969262607,199.65629391531837,0.8387895736890834,1.0,0.5047219804499768,0.419468352605667,0.32500000000028123,0.5474089072569902,0.5121635829113292,0.1396191788451327,207.1018759856114,179.01764752185258,0.06372677671828067,4.142651697996538
UGC06786,29.87,215.0,8.18,30.53,91.96,52.16,0.5,0.7,84.05276687890768,197.8891921758235,0.847163491184424,1.0,0.9087626932613447,0.6407182839608001,0.3250000000009584,0.6659545906199008,0.6595538231626302,0.18159372382324412,207.72982460946278,177.86098062960636,0.08635040891894345,4.540222416918538
UGC06786,32.02,219.0,5.06,29.67,88.37,50.38,0.5,0.7,81.00394083006086,203.46833063157518,0.8631880396572215,1.0,0.33223587235498303,0.39382399493572534,0.32500000000007306,0.4761860054359724,0.4541068093472786,0.12739335913055735,208.11842288219847,176.9223900078041,0.039905681136206406,8.315733200038716
UGC06786,34.05,211.0,7.05,29.04,85.42,48.86,0.5,0.7,78.50299051628542,195.85270097703528,0.8615772439972148,1.0,0.25433009999018974,0.056031362893435244,0.32500000000006274,0.43560585416320907,0.2608723661461013,0.07304755063425095,208.30552345409637,176.2655312099743,0.11304576764863976,4.926875005677402
UGC06787,0.12,134.0,41.1,-0.73,7.68,179.06,0.5,0.7,149.90896177347102,0.0,0.0,0.28446064106345376,0.596848291640804,1.0806258158635042e-91,0.32500000000008983,0.3807060982491854,8.78741646917618e-24,0.0,4.738660836570978,149.9701274785084,0.0012505517110743799,0.38856757855251584
UGC06787,0.24,208.0,35.5,-0.84,14.95,278.38,0.5,0.7,233.14768437623394,0.0,0.0,0.28056627095648845,0.595882703002004,1.0806258158635042e-91,0.4230245376066337,0.41354292908347345,9.349949909762146e-24,0.0,6.688143791288859,233.19447251498738,0.0010339142791456109,0.7097034511264051
UGC06787,0.35,252.0,27.1,-0.93,21.23,309.46,0.5,0.7,259.3459767761976,0.0,0.0,0.6283334409199999,0.6290020578083999,0.9507387380974747,0.5684508876158586,0.6079180845780499,0.6079180845780499,0.0,8.062006443050757,259.4424466884427,0.0010234937624053904,0.2746290290938271
UGC06787,0.47,272.0,11.6,-1.09,27.71,321.2,0.5,0.7,269.44636191643036,37.18411018163555,0.018688609023572837,1.0,0.7070639848239122,0.7771203933827994,0.47359437258013,0.6944192476218812,0.6944192476218812,0.006146179810314461,9.323898560905336,269.65765981377615,0.017513556520679607,0.20192587812274576
UGC06787,0.59,276.0,12.6,-1.27,33.83,323.58,0.5,0.7,271.7782791725637,48.08915647004025,0.03035820954106299,1.0,0.8103256681100719,0.9403302158289423,0.38674336022681366,0.6792466222110859,0.6792466222110859,0.00797492317345682,10.425969374998589,272.1846212092295,0.02893123992585074,0.30280784053734316
UGC06787,0.71,271.0,16.3,-1.49,39.63,323.15,0.5,0.7,271.8109528698209,0.0,0.0,0.9434509931992446,0.8362322322451791,0.7771203933827994,0.32500000000014767,0.6352966083016701,0.6352966083016701,0.0,11.41468060834886,272.49108761345474,0.0017741443252490504,0.09147776769660969
UGC06787,0.83,266.0,11.9,-1.72,45.13,320.31,0.5,0.7,269.8783935775519,0.0,0.0,0.7729561633527074,0.8662802137846772,1.0806258158635042e-91,0.3250000000002033,0.6014952565948476,1.2383488060206264e-23,0.0,12.317429807461568,270.92177743215933,0.0021442574066049907,0.4135947421982631
UGC06787,0.94,262.0,12.2,-1.96,49.93,316.84,0.5,0.7,267.4209617251422,0.0,0.0,0.705171413971117,0.8172477125205453,1.0806258158635042e-91,0.3250000000003022,0.572150907485342,1.1927564615667259e-23,0.0,13.084724497307244,268.8701297182382,0.0024941730547525243,0.5631253867408376
UGC06787,1.06,260.0,12.1,-2.21,54.94,314.79,0.5,0.7,266.21276935939795,0.0,0.0,0.6740292349033231,0.8839232116010046,1.0806258158635042e-91,0.3250000000003508,0.5785295470227844,1.2027157352817519e-23,0.0,13.867700037900445,268.1334845688206,0.0028448684074139645,0.6721888073405471
UGC06787,1.18,260.0,11.9,-2.45,59.69,313.21,0.5,0.7,265.41627384167685,0.0,0.0,0.7037416052709552,0.9172232755797997,1.0806258158635042e-91,0.3250000000003542,0.5941880114426547,1.2270485552418633e-23,0.0,14.603119280506977,267.8428195327746,0.0031546019633241808,0.6590604649390442
UGC06787,1.3,259.0,8.04,-2.69,64.21,311.21,0.5,0.7,264.29224510000284,0.0,0.0,0.7077928248523495,0.7896406725801147,1.0806258158635042e-91,0.32500000000038193,0.5663344869704102,1.1836507871196287e-23,0.0,15.297895389519422,267.2706486470351,0.00348870176873749,1.0286876426660576
UGC06787,1.42,257.0,10.2,-2.93,68.53,309.11,0.5,0.7,263.1043329555786,0.0,0.0,0.6753621485218765,0.5801480649667996,1.0806258158635042e-91,0.32500000000042994,0.5030984451808258,1.0830750863064435e-23,0.0,15.957388231647913,266.6692666507394,0.0038552928761303776,0.9479673186999429
UGC06787,1.53,254.0,9.68,-3.17,72.32,306.55,0.5,0.7,261.50731165686364,0.0,0.0,0.6250536462154599,0.460699164744451,1.0806258158635042e-91,0.32500000000050583,0.45401760451381723,1.0028208485646396e-23,0.0,16.534579078852122,265.65499164804635,0.0042375892075580375,1.2040280628147053
UGC06787,1.66,244.0,4.95,-3.41,76.57,303.54,0.5,0.7,259.64480828624323,0.0,0.0,0.43039027019226095,0.4863765761551928,1.0806258158635042e-91,0.3250000000005862,0.4082311611747563,9.259732672864063e-24,0.0,17.186744880614235,264.510492590317,0.0049614384505395,4.143533856629703
UGC06787,1.89,228.0,9.83,-3.87,83.6,297.2,0.5,0.7,255.55623862469096,0.0,0.0,0.28063975823519716,0.553927616894758,1.0806258158635042e-91,0.3250000000007247,0.36968218766664473,8.595877718848739e-24,0.0,18.271350550914008,261.7999912328076,0.006422019293520806,3.4384528212418717
UGC06787,2.01,220.0,18.6,-4.09,87.03,293.4,0.5,0.7,253.03927432317693,0.0,0.0,0.23645657876638457,0.4304139300843433,1.0806258158635042e-91,0.32500000000084345,0.32100147430104664,7.73212924718138e-24,0.0,18.806426125018756,260.0556715614381,0.007307472388342726,2.1535307291095744
UGC06787,2.13,215.0,4.11,-4.3,90.32,289.39,0.5,0.7,250.36565593147952,0.0,0.0,0.21927887881973518,0.41458572567017826,1.0806258158635042e-91,0.5190351606777526,0.3613565867330932,8.450274485933706e-24,0.0,19.322740242546267,258.18525879210415,0.008077193953075542,10.50736223652169
UGC06787,2.24,213.0,16.1,-4.5,93.19,285.56,0.5,0.7,247.796484176027,0.0,0.0,0.2205483708100015,0.4790582601620525,0.0003255060223363762,0.37786018931899906,0.3417756423721655,0.06004067805412735,0.0,19.780834274408026,256.37726732256243,0.008624422063338298,2.694240206370337
UGC06787,3.1,228.0,9.59,-5.53,112.13,255.35,0.5,0.7,227.81247397805063,9.24536099890137,0.0016442886272700547,1.0,0.8116239466742537,0.7045313686016118,0.3367421907599783,0.6489593018151406,0.6489593018151406,0.0003593296444879386,22.958018685612817,242.74882407830276,0.008494804593123668,1.5379378600941356
UGC06787,3.79,236.0,7.22,-5.65,121.66,232.68,0.5,0.7,212.75958963111393,102.12422347317997,0.18725504560471135,1.0,0.9610258605205025,0.6492577105641987,0.3296805275959425,0.6817253710400929,0.6734593265659955,0.04157556854418592,25.115566804388262,232.9681501453827,0.17592942624415242,0.4199238025785723
UGC06787,3.9,236.0,7.24,-5.61,122.76,229.34,0.5,0.7,210.52629674223598,106.65213725003356,0.20422792265153686,1.0,0.9678572336093728,0.686408736874773,0.3281852636830656,0.6823022323089966,0.6823022323089966,0.04573103054714411,25.434530612850285,231.56368159839738,0.1926128094029011,0.6127511604423508
UGC06787,4.14,237.0,8.26,-5.45,124.89,222.83,0.5,0.7,206.21905775170248,116.80197010324783,0.24288664957538852,1.0,0.816761854060002,0.7433882494692765,0.32738351722571574,0.6442445483088423,0.6442445483088423,0.05122844891141712,26.109612160815615,229.00269120732378,0.2307498508574443,0.9681971903966371
UGC06787,4.25,237.0,4.07,-5.32,125.78,219.95,0.5,0.7,204.3198559856579,120.09328228506375,0.25676790489415885,1.0,0.8707042286152372,0.7899383006341999,0.3271327960852907,0.6579581130739511,0.6579581130739511,0.05526664097420955,26.40998026579319,227.89277650071799,0.2443502535626488,2.2376470514206424
UGC06787,4.37,237.0,4.04,-5.15,126.75,216.93,0.5,0.7,202.35438265577545,123.37626927411934,0.27099830547098935,1.0,0.9999999999998928,0.8165193656960408,0.32695879595741884,0.6889129392429527,0.6889129392429527,0.0610413236452847,26.731511741418718,226.77400048459072,0.25827645320405196,2.5311879988636843
UGC06787,4.49,237.0,1.94,-4.93,127.73,214.04,0.5,0.7,200.50525347232178,126.35918379761718,0.28426077249016357,1.0,0.6110463922655347,0.8401550278141123,0.3263288156209142,0.5842201559760395,0.5842201559760395,0.05419371124368508,27.046876653514733,225.75536067261226,0.27123697757285264,5.796205838859662
UGC06787,4.61,237.0,1.49,-4.62,128.73,211.23,0.5,0.7,198.73862503298142,129.1199400557482,0.29681779842973904,1.0,0.46836634649426934,0.9546968251177813,0.3259688984065902,0.5344666557395156,0.5344666557395156,0.0517114505131732,27.356309559852395,224.80611429018987,0.28349429840776125,8.18381591262425
UGC06787,4.72,236.0,2.38,-4.24,129.65,208.76,0.5,0.7,197.21333618698304,129.62600059401666,0.3016895294096525,1.0,0.5697596470824757,0.9999136899647343,0.3257985640494609,0.5704447896605027,0.5704447896605027,0.05606902720075266,27.634933341207944,224.01583037080908,0.2879777809757792,5.035365390416351
UGC06787,5.16,235.0,2.4,-1.43,133.7,199.77,0.5,0.7,192.0193665493145,135.4753219962957,0.33234156396559533,1.0,0.7680696069970501,0.9948242005953846,0.32603183026158167,0.6303090276447882,0.6303090276447882,0.06829645923345898,28.704494925589188,221.61895852431368,0.31742172641135036,5.575433948202632
UGC06787,5.43,234.0,4.05,3.32,136.22,194.84,0.5,0.7,189.37477265992953,137.45252082082743,0.3450433830082548,1.0,0.600332047026888,0.9237238732284252,0.3265748540942489,0.5809312730966831,0.5809312730966831,0.06546078380171914,29.327912886029416,220.5937818805015,0.32933503188234114,3.310177313456421
