galaxy,r_kpc,v_obs_km_s,e_v_obs_km_s,v_gas_km_s,v_disk_km_s,v_bulge_km_s,upsilon_disk,upsilon_bulge,v_baryon_km_s,v_residual_km_s,residual_fraction,H,B,S_eff,V,R_resp,R_rob,D_struct,v_nfw_like_km_s,v_rar_km_s,nfw_fractional_residual,rar_sigma_residual
F583-1,6.97,77.1,12.1,19.67,24.74,0.0,0.5,0.7,26.323804816173517,72.46700835552686,0.8834295245449084,1.0,0.41240622222741735,0.9068223392983634,0.36899525201394595,0.5338861595559935,0.5338861595559935,0.17403690436863373,62.62002173839069,67.71162006202935,0.22377328910412916,0.7758991684273256
F583-1,7.96,80.3,13.5,24.09,23.76,0.0,0.5,0.7,29.37,74.73615657765657,0.8662244323512854,1.0,0.5265780728248647,0.994092809998397,0.40373812203054643,0.5968348530128699,0.5968348530128699,0.20872975537125782,65.98234728304672,74.06661155384124,0.19103687247222303,0.4617324774932412
F583-1,10.29,84.7,6.0,31.66,22.09,0.0,0.5,0.7,35.30353594188548,76.99188496198803,0.8262720916520423,1.0,0.7254890835950928,1.0,0.49518193262432625,0.7108837019396543,0.7108837019396543,0.2908616290416724,72.64532553719309,86.79340674480217,0.09066056149215325,0.3489011241336944
F583-1,15.49,86.9,5.6,39.34,17.78,0.0,0.5,0.7,41.300118643897385,76.45855217044068,0.774127662842758,1.0,0.6733946341295003,0.9191274776227991,0.5343060339001748,0.7112461196733904,0.7112461196733904,0.29418638906550176,83.34348883903843,103.7709565589658,0.14569435284170174,3.0126708141010363
F583-1,16.26,85.8,8.6,39.55,17.09,0.0,0.5,0.7,41.35500634747866,75.1758169227312,0.7676826698942084,1.0,0.6616312514333788,0.9119428479299363,0.5374565143996923,0.7084672523789411,0.7084672523789411,0.29231079125068904,84.58710272204263,105.00721368631932,0.20424450216383744,2.2333969402696887
F583-4,0.22,10.7,4.9,0.47,5.59,0.0,0.5,0.7,3.98057156699889,9.9320214458085,0.8616040702244737,1.0,0.586139041751012,0.5141298670919149,0.9784507907513407,0.8308319953052123,0.7368907722766221,0.6212263214472361,12.271788942452577,11.032595660248498,0.45376673812648605,0.06787666535683652
F583-4,0.76,24.7,4.9,1.87,17.63,0.0,0.5,0.7,12.605766537581124,21.24110755116126,0.7395378550705634,1.0,0.5237863597937485,0.870299491293992,0.6443332550378753,0.6962334909829228,0.6962334909829228,0.3317614085492934,22.53498088366238,27.410085215920645,0.092839930874181,0.5530786154940094
F583-4,1.31,38.9,4.9,3.27,26.64,0.0,0.5,0.7,19.119040247878555,33.8773124671955,0.7584355773488147,1.0,0.5971858475210803,0.8767826939194656,0.607260197716378,0.7131180697608536,0.7131180697608536,0.32843917678447127,29.230124644141437,39.021809221270836,0.19380794026470566,0.024859024749150416
F583-4,1.94,42.7,7.89,4.87,32.27,0.0,0.5,0.7,23.33223842669194,35.76166453061155,0.7014225109554706,1.0,0.7232988076177645,0.9746966000024007,0.6511242285636798,0.7780255662936983,0.7780255662936983,0.355334539328502,35.089827766647915,47.56259174640518,0.02610700289421043,0.6162980667180202
F583-4,3.92,55.0,4.9,8.5,38.26,0.0,0.5,0.7,28.357782000713666,47.12574880041696,0.7341607272727273,1.0,0.6971365896563763,0.9473125954214919,0.5938808609057051,0.7453136394137828,0.7453136394137828,0.32495973158359354,47.865235264129346,61.92203922610747,0.023221337815025174,1.4126610665525452
F583-4,4.35,57.2,4.9,9.17,38.43,0.0,0.5,0.7,28.67963301717789,49.49059153010803,0.7486058762042154,1.0,0.18498113688370815,0.8943398334473814,0.39223832263078706,0.41708620164420235,0.41708620164420235,0.12246981935556059,49.987702954707764,63.76983587164896,0.015114368883594236,1.3407828309487662
F583-4,5.0,59.8,4.9,10.3,39.09,0.0,0.5,0.7,29.497526167460215,52.018611573166766,0.7566850342837327,1.0,0.19183210666131517,0.30761041149077306,0.5269101606322111,0.46582124289943305,0.4199182260092179,0.1674235101425311,52.90595745404052,66.816023088431,0.02603561037593148,1.431841446618571
F583-4,5.05,62.5,3.43,10.4,39.06,0.0,0.5,0.7,29.5127396220683,55.093086680635345,0.7770235392,1.0,0.15925993159562465,0.304829063938821,0.5140316550223162,0.4342089754656137,0.39745520651214733,0.15874945042156718,53.11762011420288,66.98413785789062,0.05472425815122679,1.3073288215424537
F583-4,5.83,61.8,3.98,12.1,38.38,0.0,0.5,0.7,29.714006798141515,54.1878012102355,0.7688225406101737,1.0,0.31606564326866,0.9996981981216104,0.3877504417925305,0.4967179606572066,0.4967179606572066,0.14807722694205142,56.213930236197136,69.44138796809837,0.05856876043402311,1.919946725652857
F583-4,6.09,64.4,4.9,12.72,38.13,0.0,0.5,0.7,29.811857540247306,57.08426359339324,0.785707811716369,1.0,0.5248710188385027,0.9997102225466652,0.42940178824443453,0.6085629111297609,0.6085629111297609,0.20531959574793612,57.16808264762287,70.25542366063638,0.0023090649486513164,1.1949844205380358
F583-4,6.74,67.2,4.9,14.18,39.23,0.0,0.5,0.7,31.153954002662324,59.542179587247226,0.7850745708439627,1.0,0.5382082868497831,0.9063909887569545,0.5002411634472417,0.6457185586825619,0.6457185586825619,0.2535908648994404,59.40544568019447,73.64003536585123,0.003601583213192897,1.3142929318063734
F583-4,7.29,69.9,4.9,15.33,36.96,0.0,0.5,0.7,30.299004934155843,62.991906622994044,0.8121105564663191,1.0,0.6014215019930693,0.9997281782513605,0.3274880548698855,0.5818237853769096,0.5818237853769096,0.15473982134374972,61.150897902242654,73.8319108453953,0.04677599631386265,0.8024307847745497
IC2574,0.85,10.3,0.2,0.0,9.59,0.0,0.5,0.7,6.781154031578991,7.75280271901717,0.56655622584598,1.0,0.5026974905379183,0.36366867183368634,0.6603760864742727,0.6924142840168234,0.5894554486606609,0.2205389695453058,14.785618889809859,20.09698448340008,1.4940953525751917,9.796984483400081
IC2574,1.14,12.9,2.7,0.0,11.99,0.0,0.5,0.7,8.478210306426705,9.722651387353142,0.5680545039360615,1.0,0.5074463024369625,0.6085612348129721,0.7230275277340918,0.7158933170671278,0.6874043914941137,0.28233007424028816,17.04237524530276,24.23958944057603,1.1772886485289848,4.1998479409540845
IC2574,1.42,16.4,1.8,0.94,13.83,0.0,0.5,0.7,9.824360030047758,13.131715424878806,0.641143478584176,1.0,0.4398357425967236,0.693398182785158,0.5907934136988651,0.638129351952467,0.638129351952467,0.2417127700818377,18.93445631450794,27.599505874712886,0.6918191772977752,6.221947708173826
IC2574,1.71,18.6,2.1,3.44,15.27,0.0,0.5,0.7,11.332257056738522,14.749235573411934,0.6288008729332871,1.0,0.4588203696888813,0.663086730700387,0.6086960437727871,0.6536536990135974,0.6536536990135974,0.25018504058469293,20.681412220579197,31.1042050201186,0.6075293717121129,5.9543833429136175
IC2574,1.99,19.8,2.0,5.14,16.76,0.0,0.5,0.7,12.917755222947989,15.005718909802356,0.5743587389041934,1.0,0.3345649188334472,0.5768783319847829,0.704748801077739,0.6177862652821827,0.6072950528463118,0.24582006109485427,22.210802102097762,34.559992510011874,0.683981558051603,7.379996255005937
IC2574,2.28,26.1,0.6,5.82,17.77,0.0,0.5,0.7,13.84770197541816,22.123542889871867,0.7185025909778189,1.0,0.29990595387700286,0.39038854727570077,0.6929482671230323,0.5923275965618405,0.533698205180458,0.2657203977807997,23.66484930732866,37.02228850491519,0.10360086131820383,10.922288504915187
IC2574,2.55,27.7,2.7,6.87,18.7,0.0,0.5,0.7,14.901070431348213,23.35054817343696,0.7106154126862073,1.0,0.4844487612307046,0.31106940706498076,0.6543806458971332,0.6818561551663048,0.5603816418107592,0.2605847331262549,24.92036121133246,39.519703449465716,0.09875836111937261,4.377667944246562
IC2574,2.84,29.7,2.6,7.58,19.36,0.0,0.5,0.7,15.64804141098815,25.24339121433568,0.7224079175594327,1.0,0.4458536750033023,0.8361063767173247,0.6742481542870197,0.6698908394617625,0.6698908394617625,0.32629190723237067,26.179786918012944,41.5957997151787,0.0545890363484019,4.575307582761038
IC2574,3.13,33.0,3.4,8.21,19.89,0.0,0.5,0.7,16.285274022871093,28.701739494323338,0.7564645087235996,1.0,0.3348192265999693,0.8376038110197535,0.7732432019145888,0.6373463453040544,0.6373463453040544,0.37280365987244124,27.359870301225985,43.46439671374963,0.06907929026638421,3.0777637393381263
IC2574,3.41,34.8,1.2,8.78,20.19,0.0,0.5,0.7,16.76026401940017,30.498090923859476,0.7680452751354208,1.0,0.717193296903951,0.9929254883292766,0.4216887420002668,0.6712372912749679,0.6712372912749679,0.21739767973936736,28.43368873846445,45.02513420805658,0.10045819685899691,8.520945173380484
IC2574,3.7,35.0,0.9,8.64,20.15,0.0,0.5,0.7,16.663158464108776,30.77887506066458,0.773338081632653,1.0,0.3700986526094446,0.7574541351167939,0.4659429962187379,0.5566088372848851,0.5566088372848851,0.20056367657185675,29.485968414271184,45.744126227469124,0.06360556463069565,10.744126227469124
IC2574,3.98,39.0,10.2,7.98,20.39,0.0,0.5,0.7,16.478969931400446,35.34746879198,0.8214619000657462,1.0,0.42030977133268627,0.1913629573538196,0.6508995837406185,0.6491740635364563,0.47833850141794804,0.2557624348672755,30.450379694924788,46.25304581646591,0.2118461054798896,0.7110829231829321
IC2574,4.26,35.9,5.4,7.97,21.28,0.0,0.5,0.7,17.02762755054268,31.604903100626647,0.7750327045879531,1.0,0.4199728959045093,0.819465048842604,0.43190089592924574,0.5660678060241567,0.5660678060241567,0.18948402003584916,31.369201459297578,47.820722778883145,0.01151690303923973,2.2075412553487306
IC2574,4.55,40.0,4.1,10.01,22.72,0.0,0.5,0.7,18.928795524279934,35.23777376622989,0.7760629374999999,1.0,0.4795629916135876,0.6985620856703292,0.6729886435929515,0.6859373724466725,0.6859373724466725,0.3582524297292812,32.27728387381245,51.38523634935056,0.12492352858082924,2.7768869144757473
IC2574,4.84,38.7,1.4,11.42,24.6,0.0,0.5,0.7,20.808565544025374,32.62964296464183,0.7108905047105877,1.0,0.3586526856869271,0.8043609807496032,0.6602011926943799,0.6186572839974558,0.6186572839974558,0.2903548927120149,33.144993206682585,54.84324314821711,0.022632837684056453,11.530887963012223
IC2574,5.12,41.8,0.5,12.67,25.34,0.0,0.5,0.7,21.945083731897675,35.57602141892767,0.7243728966827683,1.0,0.43758219493157785,0.9847063397328022,0.6942396933672071,0.6722379525330219,0.6722379525330219,0.3380606802514623,33.94768963431361,57.17337607840843,0.06479228296760395,15.373376078408434
IC2574,5.41,42.9,0.4,13.13,25.74,0.0,0.5,0.7,22.44260902836388,36.561445540350284,0.7263269054178145,1.0,0.4903280312232631,0.08382837678656205,0.4549416935599391,0.6064767466586546,0.3697927392138565,0.12219297869223895,34.745594638648285,58.60808475629548,0.07035549318181024,15.708084756295484
IC2574,5.68,44.4,1.7,13.93,26.48,0.0,0.5,0.7,23.337525575776024,37.77194593875195,0.7237236729973215,1.0,0.30778640670465046,0.0669634651097347,0.4667778195638841,0.523744990582732,0.31318387353879906,0.10579919928935742,35.46012374961803,60.53200265700439,0.08587955708839357,9.489413327649643
IC2574,5.97,46.1,1.3,14.5,27.15,0.0,0.5,0.7,24.058496420183868,39.32427685285516,0.7276451503616114,1.0,0.2450955926602198,0.9568764339838662,0.5005334611105211,0.49688536545269096,0.49688536545269096,0.1809709894147355,36.19929640156822,62.243301868630546,0.1110524089531907,12.417924514331188
IC2574,6.26,49.0,0.9,15.98,27.39,0.0,0.5,0.7,25.10909098314792,42.0777084689744,0.7374150562265722,1.0,0.3424667364707992,0.99939937664384,0.5222059454201586,0.5634041855854537,0.5634041855854537,0.21695710728443462,36.91116084944516,64.39499895321703,0.16997074333460502,15.394998953217026
IC2574,6.54,51.9,0.6,17.58,27.31,0.0,0.5,0.7,26.114640529787117,44.851260294444344,0.7468176721945642,1.0,0.19132094391771,0.9858430219152321,0.7074663405818769,0.5134396838315199,0.5134396838315199,0.271275017801641,37.57426891657221,66.44080547176414,0.222678808507956,14.540805471764138
IC2574,6.83,53.1,2.1,18.38,26.75,0.0,0.5,0.7,26.374336958490538,46.08692168066772,0.7532972113164587,1.0,0.42411133391153644,0.7474247948842592,0.6183119686674091,0.6400725127840677,0.6400725127840677,0.29812829077517355,38.237565067116535,67.46625600630507,0.2347462832583335,6.8410742887167
IC2574,7.1,54.0,0.5,19.29,26.25,0.0,0.5,0.7,26.770045760140196,46.8973842554145,0.7542402777777778,1.0,0.23033348692668545,0.9179504012340973,0.46164156907102744,0.473755207674157,0.473755207674157,0.16495619343420456,38.834899026910485,68.62009377729615,0.237042272829104,14.620093777296148
IC2574,7.39,55.9,1.1,19.86,26.04,0.0,0.5,0.7,27.08247403765025,48.90142738203048,0.7652784009267763,1.0,0.24761824850301806,0.9994518717678122,0.5091163015351975,0.5014179574858432,0.5014179574858432,0.19536031307366053,39.456017668689455,69.69014573125766,0.2670793647383571,12.536496119325145
IC2574,7.68,58.8,3.6,21.01,25.86,0.0,0.5,0.7,27.853005223853312,51.78465120091087,0.7756172486001204,1.0,0.08162129066409002,0.9384700466357097,0.3903721008045739,0.3170254127076726,0.3170254127076726,0.09598874356046817,40.05712251753904,71.38309671723086,0.3115244329951833,3.4953046436752384
IC2574,7.96,57.3,4.6,21.81,25.77,0.0,0.5,0.7,28.420460059611983,49.75507461556057,0.7539898851456922,1.0,0.0959311750750079,0.7158030132215495,0.45498350289577855,0.35208847119912506,0.35208847119912506,0.12078499190688785,40.61954266783684,72.7616249487514,0.2514612487644352,3.3612228149459584
IC2574,8.25,54.0,9.0,22.49,25.57,0.0,0.5,0.7,28.85675917354546,45.643043829262744,0.714433281893004,1.0,0.058860273302534655,0.771927781227581,0.4720591763276975,0.3028816107161337,0.3028816107161337,0.10214827298456101,41.18443003752379,73.96894996691735,0.13276069015236902,2.218772218546372
IC2574,8.52,63.8,12.0,22.38,25.47,0.0,0.5,0.7,28.72672710212564,56.96678988674015,0.7972639690058078,1.0,0.06179401413699803,0.6725982617513927,0.39366219261237567,0.28974995130773573,0.28974995130773573,0.09093879936487455,41.69504714764144,74.3377329911507,0.3701659263755165,0.8781444159292254
IC2574,8.81,60.5,6.2,22.6,25.41,0.0,0.5,0.7,28.87202885146799,53.16630464871524,0.7722576190150946,1.0,0.33969077961897887,0.9872962637760729,0.35562241602412425,0.49433834087212736,0.49433834087212736,0.1357611866830751,42.227846169813134,75.11736581142031,0.28508024256774755,2.357639647003276
IC2574,9.1,61.0,5.7,22.95,25.38,0.0,0.5,0.7,29.133738174151286,53.59314601700483,0.7718960763235689,1.0,0.08802409202295848,0.9831196714222903,0.47202716861055294,0.34635610737250033,0.34635610737250033,0.12619689793064018,42.74521520278051,76.04934387721053,0.2808578009320027,2.640235767931672
IC2574,9.38,66.0,1.3,23.63,25.51,0.0,0.5,0.7,29.728049885587854,58.92574182816878,0.7971173209366391,1.0,0.11325456879566943,0.6744118710287271,0.464512044829628,0.3747004691695159,0.3747004691695159,0.1387405663096838,43.230788022082784,77.42045550520308,0.3680766797497116,8.784965773233138
IC2574,9.67,65.2,3.4,24.89,25.74,0.0,0.5,0.7,30.834816360730933,57.447838079426454,0.7763404014076556,1.0,0.23998833827071214,0.9535416018823282,0.50095819191476,0.4935493002031938,0.4935493002031938,0.1919482738984382,43.719906641901844,79.51744961167007,0.3267021395290064,4.211014591667668
IC2574,9.96,67.1,4.7,25.8,24.84,0.0,0.5,0.7,31.211420986555545,59.39913467383173,0.7836374741527316,1.0,0.4104687798192538,0.3186465197077541,0.4517793793604752,0.570254662643216,0.49303633746059133,0.17455027169280876,44.19560987289945,80.58634421781079,0.3498138259204452,2.869434939959744
IC2574,10.23,67.5,9.3,27.17,23.97,0.0,0.5,0.7,32.023262638275945,59.42020405552307,0.7749268916323732,1.0,0.16994068329650766,0.9978552326628624,0.4348405218878599,0.41963894786433653,0.41963894786433653,0.1414055742738084,44.62696263338256,82.21556838287951,0.337820544552796,1.5823191809547859
IC4202,0.77,35.1,3.96,2.22,20.98,133.76,0.5,0.7,112.9124657422731,0.0,0.0,0.010583900167031148,0.46841824072440014,1.0806258158635042e-91,0.3250000000000809,0.11723419296194855,3.632532915017844e-24,0.0,4.447785197174551,120.41163409741769,0.01605733164520179,21.543341943792345
IC4202,1.59,77.9,3.95,3.89,40.96,176.62,0.5,0.7,150.63276529361067,0.0,0.0,0.03522276053283858,0.4925506218378226,1.0806258158635042e-91,0.6004993477091953,0.21840484446709366,5.7924932328079585e-24,0.0,6.306923652675499,162.47064251636925,0.006554811879994537,21.410289244650443
IC4202,2.36,115.0,6.7,4.02,58.24,176.92,0.5,0.7,153.6964205178507,0.0,0.0,0.11284043348719501,0.48041792447701437,0.9990079038109506,0.4357657101186009,0.2869320099424377,0.2869320099424377,0.0,7.590009378922186,171.1096303417546,0.004356010765378205,8.374571692799195
IC4202,3.13,156.0,3.16,0.9,74.68,172.53,0.5,0.7,153.7074553494397,26.64616614074151,0.029175631574621934,1.0,0.4271665018711744,0.25347931538186297,0.4906975704689784,0.5940235989350022,0.48010740604234436,0.00687341520377427,8.636025516444864,176.29648176354794,0.026110997422719946,6.422937266945552
IC4202,3.95,192.0,3.14,0.0,91.45,173.49,0.5,0.7,158.90467998142788,107.76503458914675,0.3150309971788194,1.0,0.45233822916713196,0.24422845260208514,0.5436800516455444,0.6265209012379331,0.49505190659129344,0.0847905444208857,9.579629905129263,185.82632247364378,0.3125415953472426,1.9661393396038902
IC4202,4.73,204.0,2.9,0.0,107.35,174.08,0.5,0.7,164.23977511553042,121.00122425000501,0.351818922289504,1.0,0.6732968586625737,0.8478265153714872,0.6776678962078848,0.7698530476482723,0.7698530476482723,0.18354558361477985,10.359613742315569,194.79150078617525,0.34924006807742275,3.175344556491294
IC4202,5.5,209.0,3.36,0.0,120.52,167.74,0.5,0.7,164.18961757675177,129.31654758769275,0.38283852201185875,1.0,0.6702752180808171,0.687395792796772,0.500468169908457,0.6948267682237388,0.6929615270252203,0.13277038531179527,11.043403717518828,198.59414855220282,0.3800465354349006,3.096979597558683
IC4202,6.27,220.0,3.25,0.0,132.68,159.21,0.5,0.7,162.92780017541511,147.83278367804618,0.4515399159090909,1.0,0.6966594971767307,0.66056933756061,0.3692772801293853,0.6360008803484251,0.6360008803484251,0.10604896955497742,11.65845088423434,201.04619327685796,0.4487316622516508,5.83194053019755
IC4202,7.08,231.0,3.49,0.0,150.86,150.44,0.5,0.7,164.99062191530766,161.6758939359854,0.48985391353235513,1.0,0.7210435214383243,0.9763564212395018,0.35224561750337663,0.6332896046234039,0.6332896046234039,0.10927342102326605,12.244305764970434,206.3920895423762,0.4870443143182083,7.050977208488195
IC4202,7.86,235.0,4.65,0.24,170.8,142.84,0.5,0.7,169.90780888470076,162.34634729491142,0.47725371625169755,1.0,0.716784157370455,0.004380666610387923,0.3907444434255525,0.6542751156577935,0.1871566887199275,0.034901772431921614,12.758602483695054,213.9573654151249,0.4743061030812684,4.525297760188191
IC4202,8.66,245.0,6.0,0.0,187.59,136.33,0.5,0.7,174.94316871487152,171.52226595984558,0.49012724231570176,1.0,0.4578637794497231,0.37685233653078326,0.35637591474991037,0.5464472079672038,0.49797089654214644,0.08698034958568483,13.242674128350583,221.54605978267878,0.4872056526768898,3.908990036220203
IC4202,9.45,246.0,5.57,3.8,199.82,130.53,0.5,0.7,178.6200235975799,169.1475307830416,0.47278219264326793,1.0,0.5352838228565119,0.8847373844069905,0.3482631668000145,0.5712557104359663,0.5712557104359663,0.09405875147924604,13.683276765296455,227.74177578857064,0.4696882660282289,3.277957668120173
IC4202,10.24,239.0,6.95,0.0,208.12,125.41,0.5,0.7,180.73830493285035,156.37987444041514,0.4281203958264036,1.0,0.6205960569742824,0.9711274928128402,0.35139366253059556,0.6019138162553076,0.6019138162553076,0.09055118854527519,14.091286239012339,232.41795940268744,0.4246441900899883,0.9470562010521663
IC4202,11.02,240.0,7.16,3.35,212.98,120.9,0.5,0.7,181.4475949137932,157.08841554996982,0.42841615104166675,1.0,0.5025615944295726,0.014892720842889659,0.34889817631402253,0.5597094834339654,0.22605572553393188,0.033789366216169577,14.465809409550246,235.68281197982085,0.42478317114803077,0.6029592206954113
IC4202,11.79,240.0,4.85,15.63,214.9,116.92,0.5,0.7,181.39598225980643,157.14801182324896,0.4287412781249999,1.0,0.7872986590469011,0.9850204284492466,0.5205543034120326,0.742794223375873,0.742794223375873,0.1657791303436532,14.810870668763854,238.12688694884045,0.4249329119797421,0.3862088765277422
IC4202,12.47,246.0,7.68,22.51,214.77,113.67,0.5,0.7,180.59453142329642,167.03776584952277,0.4610617889483773,1.0,0.7690671772301365,0.9999127088409319,0.4103228654913705,0.6808163839011451,0.6808163839011451,0.12879969912938277,15.097192288320834,239.52322480941677,0.45729542608581975,0.8433301029405242
IC4202,13.34,241.0,6.21,30.77,213.03,109.94,0.5,0.7,179.16039146530127,161.19104854178474,0.44735032334154035,1.0,0.3412032306615579,0.985131566859108,0.33717175394625365,0.486356554629293,0.486356554629293,0.07335905259350929,15.44072912672534,240.8341100066079,0.44324543334369415,0.026713364475380582
IC4202,14.11,250.0,5.62,37.16,210.67,106.85,0.5,0.7,177.66157660000655,175.88736225209587,0.49498182720000006,1.0,0.5006943113819576,0.9261876078408181,0.3392545018763207,0.5538167570276907,0.5538167570276907,0.09299957548451042,15.725371219217202,241.6919559608133,0.4910252304002851,1.4782996511008384
IC4202,14.59,242.0,5.1,39.71,209.26,105.08,0.5,0.7,176.6381113463343,165.41758558267014,0.4672320473328325,1.0,0.16673246755142873,0.7320665096838171,0.3285110138421068,0.37977237511678275,0.37977237511678275,0.05829159361398516,15.894327308304604,242.10294334685753,0.46291831123926797,0.02018496997206454
IC4202,14.98,244.0,7.41,41.88,208.03,103.7,0.5,0.7,175.8401485725032,169.16335936011674,0.48065443009271697,1.0,0.16669848313055236,0.9224814203920677,0.332138190798234,0.38113908575522015,0.38113908575522015,0.06084645112424826,16.027096385748855,242.444429676804,0.47633993434966937,0.20992851864993362
IC4202,15.75,248.0,5.08,44.73,205.55,101.13,0.5,0.7,174.02663008861603,176.68823396027253,0.5075886449661811,1.0,0.3353377474568626,0.9744700515506367,0.3372958881749175,0.48361284775252006,0.48361284775252006,0.0827981770176478,16.278053325842286,242.84182122997373,0.5032803882661459,1.015389521658714
IC4202,16.52,249.0,5.22,46.3,203.07,98.75,0.5,0.7,172.0130698522644,180.034729427408,0.5227738875179433,1.0,0.27301599250579417,0.7098176607276201,0.3307140802891478,0.4486216803314725,0.4486216803314725,0.07756161255878953,16.51515148893611,242.97915730554627,0.5183747612344558,1.153418140699949
IC4202,17.1,246.0,6.35,46.79,201.06,97.06,0.5,0.7,170.28304795251935,177.5378370376298,0.5208487603278471,1.0,0.5857664113196765,0.5842073484174962,0.3661049184883872,0.5985631956513412,0.5949414957446879,0.11344659340097668,16.685239121718187,242.8363234102229,0.5162483702731688,0.4982167857916711
IC4202,17.88,241.0,16.2,46.99,198.19,94.92,0.5,0.7,167.7932138973445,172.9925933963648,0.5152534799676315,1.0,0.538998241183993,0.9999157415834269,0.3314831474629438,0.563226310195142,0.563226310195142,0.09619784018684506,16.903243200570028,242.42673885152655,0.5103341495377556,0.08807029947694758
IC4202,18.65,247.0,14.6,47.18,195.23,92.94,0.5,0.7,165.31732930942235,183.51888357877507,0.5520362672720419,1.0,0.5186499099483247,0.9146837373093193,0.3284711945220594,0.5543582718412831,0.5543582718412831,0.10052068344099409,17.10717602883728,241.93321451923484,0.5472393443314655,0.3470401014222714
IC4202,19.62,234.0,20.9,47.77,191.47,90.61,0.5,0.7,162.35600949764685,168.5126884836866,0.5186011794141282,1.0,0.48233981461588454,0.8177781156520343,0.3316386843745904,0.5428411542199627,0.5428411542199627,0.09336227997898638,17.34933787748959,241.36197362731056,0.5131040736213878,0.3522475419765819
IC4202,20.78,249.0,10.0,51.51,186.83,88.05,0.5,0.7,159.79038237641214,190.96605378967226,0.5881846050870148,1.0,0.46065087069496163,0.9998436550046749,0.32775932791364804,0.532486970704665,0.532486970704665,0.10265443080241926,17.6191563389971,241.47357556312699,0.5831776750359184,0.7526424436873015
IC4202,22.13,236.0,16.1,57.31,181.4,85.32,0.5,0.7,157.58511281209275,175.67849105681663,0.5541319344297616,1.0,0.6351753302023267,0.9985464654529285,0.3406309401019966,0.600333490398891,0.600333490398891,0.11331563686662498,17.908644230592767,242.1981287488189,0.5483735399637687,0.38497694092042867
IC4202,23.0,245.0,22.1,59.87,177.88,83.69,0.5,0.7,155.90983089593806,188.98974742032968,0.5950374782174095,1.0,0.16860233932773916,0.9967196789914707,0.32849181865179655,0.3811793670378385,0.3811793670378385,0.0745072033978159,18.08248649838829,242.34310868185992,0.5895901426411597,0.12022132661267343
IC4202,23.58,243.0,4.2,61.24,175.64,82.65,0.5,0.7,154.77970845689043,187.32923383711366,0.5942901971244222,1.0,0.20423894272992424,0.000222765529161324,0.32836095208257954,0.40628428100385355,0.06217052175995058,0.012132060991610486,18.193250074605444,242.39368107225621,0.5886847787722548,0.1443616494628061
IC4202,25.03,238.0,7.76,61.05,170.07,80.22,0.5,0.7,150.64421273318135,184.25612926033153,0.5993630599887014,1.0,0.14522490878492605,0.949467464972525,0.3271137162180416,0.3621706804786388,0.3621706804786388,0.07100713939965773,18.45350828316031,241.1231848118642,0.5933512676019231,0.40247226957012966
IC4202,25.9,247.0,6.14,60.16,166.98,78.87,0.5,0.7,148.0362105364765,197.72273609779936,0.6407952985625073,1.0,0.1344579083999307,0.8157287635495537,0.32561172910383646,0.35244833552497784,0.35244833552497784,0.0735385091544619,18.599057495746724,240.14822166466558,0.6351252344780264,1.1159248103150514
KK98-251,0.25,4.25,2.0,1.87,2.88,0.0,0.5,0.7,2.764796556710819,3.227754637515064,0.5767972318339101,1.0,0.5037880930572968,0.9269448664000897,0.9515432730402995,0.7826341856249668,0.7826341856249668,0.42954683643358066,7.261608174561365,9.380825774949924,2.342563503438419,2.565412887474962
KK98-251,0.41,6.84,2.0,3.32,3.93,0.0,0.5,0.7,4.329532307305259,5.295351735248565,0.5993457388598201,1.0,0.5001293052054964,0.927175423093022,0.7488612119314649,0.7208217454283354,0.7208217454283354,0.3235241003369328,9.27481605338781,13.350641991159543,1.2393014693448456,3.2553209955797717
KK98-251,0.57,9.56,2.0,4.8,4.8,0.0,0.5,0.7,5.878775382679628,7.538806271552546,0.6218553596750758,1.0,0.4991948307737162,0.36173490841749334,0.823627499194804,0.7435901689380628,0.6210089150187276,0.318066591588897,10.907005661220637,16.96251875546036,0.6797978468284324,3.701259377730179
KK98-251,0.74,12.3,2.0,6.44,6.36,0.0,0.5,0.7,7.854832907197963,9.465283936575807,0.5921845462357063,1.0,0.4835043744631292,0.9940525265450731,0.5712282973264782,0.6512334610782687,0.6512334610782687,0.22029441658103083,12.39286312988563,21.04252510418429,0.42297214988484777,4.371262552092144
KK98-251,0.9,15.1,2.0,8.03,7.43,0.0,0.5,0.7,9.596006982073325,11.658758510235984,0.5961433709047849,1.0,0.4698077903621674,0.9906207033282605,0.5293859717104903,0.6288748318604047,0.6288748318604047,0.1984665689986137,13.63139404931374,24.520924959035845,0.21879853395757234,4.710462479517923
KK98-251,1.07,17.5,2.0,9.79,8.56,0.0,0.5,0.7,11.510034752336763,13.182150810850255,0.567409306122449,1.0,0.514684456881077,0.8694453021114631,0.5795649739155639,0.6681609056871427,0.6681609056871427,0.21972508780641617,14.822024960173241,28.155842928990392,0.14995371075917904,5.327921464495196
KK98-251,1.24,19.7,2.0,11.57,9.52,0.0,0.5,0.7,13.38581712111741,14.453715785222842,0.5383027132881547,1.0,0.5107466351047029,0.9852925951395064,0.7571056193934091,0.7285409950502293,0.7285409950502293,0.2969183462919212,15.912106811879214,31.615941721425617,0.1141107557336002,5.957970860712809
