step,t,baseline_energy,maat_energy,baseline_residual_rms,maat_residual_rms,baseline_distance_to_kink,maat_distance_to_kink,baseline_roughness,maat_roughness,mean_lambda_H,mean_lambda_S,mean_lambda_R,max_lambda_H,max_lambda_S,max_lambda_R,maat_stability,mean_defect_H,mean_defect_S,mean_defect_R
3020,6.04,0.9419428303798564,0.941942431716297,0.00018156105594901276,6.484215858002047e-05,0.012894896686650042,0.012972183947738981,0.0791998158557797,0.07919853950503052,5.769563756034431e-10,1.2796092408250033e-09,0.08911376780686983,2.8835149803246245e-09,3.328480742243968e-09,3.1556204932529988,0.9707275305347897,2.3878696312936027e-12,3.60476699941282e-06,0.030155186233446575
3040,6.08,0.9419427577837739,0.9419424235861097,0.00016713465362419192,5.9718086930453375e-05,0.012894837694809999,0.012972185141560006,0.07919977875599221,0.07919846391122405,5.144781901158376e-10,1.1410412885837255e-09,0.08910122556631504,2.567487513750883e-09,2.9648200175878803e-09,3.1559817382229265,0.9707274480216737,2.025379097349115e-12,3.604760116287768e-06,0.03015527379799895
3060,6.12,0.9419426964772543,0.941942416866073,0.00015386283500555932,5.5000358035051614e-05,0.012894786187768174,0.012972186728619902,0.07919973424961554,0.07919838904093025,4.5876572180700667e-10,1.0174787589165782e-09,0.08909055672537446,2.286114771147917e-09,2.6409047394099273e-09,3.1563218832088626,0.9707273703130522,1.7180052011759573e-12,3.6047532976825236e-06,0.03015535626394008
3080,6.16,0.9419426447353556,0.9419424113356155,0.0001416524781576932,5.065661002073884e-05,0.012894741088434874,0.01297218860588419,0.07919968328246542,0.0791983151618601,4.090863160938197e-10,9.072967255474176e-10,0.08908152523307301,2.0355944247394743e-09,2.352389531210707e-09,3.1566419671197865,0.9707272971540808,1.4573524641529232e-12,3.6047465681571847e-06,0.030155433901713935
3100,6.2,0.9419426010968857,0.9419424068077464,0.00013041804479097994,4.6657074653198564e-05,0.012894701482329947,0.012972190689128027,0.07919962672689647,0.07919824250208274,3.6478665702407015e-10,8.090462242824649e-10,0.0890739226640403,1.8125415938976604e-09,2.095404270095867e-09,3.156942999885333,0.9707272283001583,1.2363069068980789e-12,3.604739948644533e-06,0.03015550697089371
3120,6.24,0.9419425643238697,0.9419424031239626,0.00012008095440139459,4.297436725238272e-05,0.01289466659264078,0.012972192909855563,0.07919956538554994,0.07919817125397165,3.252841757539467e-10,7.214351982046296e-10,0.08906756510797442,1.6139429850989578e-09,1.8665020882765457e-09,3.1572259603555457,0.9707271635170103,1.048839931404962e-12,3.6047334568107475e-06,0.030155575720094453
3140,6.28,0.9419425333672818,0.94194240014993,0.00011056901106727895,3.958329395886693e-05,0.012894635759128543,0.012972195212703177,0.0791994999950916,0.07919810157784149,2.9005938939521765e-10,6.433115062988542e-10,0.08906229040156424,1.4371160734460315e-09,1.6626130661573926e-09,3.157491794706666,0.9707271025806705,8.898423179423471e-13,3.60472710738779e-06,0.030155640386992047
3160,6.32,0.9419425073380668,0.9419423977718235,0.00010181587834361599,3.646067486382533e-05,0.012894608420286783,0.012972197553251656,0.07919943122991281,0.07919803360529083,2.586490694830724e-10,5.736477720610401e-10,0.08905795566569544,1.2796727711141553e-09,1.4810029937605534e-09,3.1577414152906793,0.9707270452773822,7.549836912722053e-13,3.604720912479016e-06,0.030155701198428125
3180,6.36,0.9419424854826314,0.9419423958932204,9.376059810649013e-05,3.358518165378443e-05,0.012894584098249114,0.012972199896184106,0.0791993597057685,0.07919796744226984,2.3064015022560145e-10,5.115278728400715e-10,0.08905443511476421,1.1394870891461178e-09,1.3192366455135848e-09,3.157975699872056,0.9707269914034344,6.405935320255504e-13,3.604714881839661e-06,0.03015575837058367
3200,6.4,0.941942467162112,0.9419423944324673,8.63471495723085e-05,3.093718854124459e-05,0.012894562386020707,0.012972202213736113,0.07919928598333473,0.07919790317188774,2.0566429642450117e-10,4.5613489223914527e-10,0.08905161810849016,1.0146663533559214e-09,1.1751450742250626e-09,3.158195491200395,0.9707269407649473,5.435604171164317e-13,3.6047090231335684e-06,0.03015581210920678
3220,6.44,0.9419424518348347,0.9419423933204456,7.952404505405994e-05,2.849863536329548e-05,0.012894542936674643,0.012972204484392773,0.0791992105716671,0.07919784085697956,1.833930596316875e-10,4.0674037714278387e-10,0.08904940741980999,9.035255834514464e-10,1.046796484204188e-09,3.158401596872765,0.9707268931776176,4.612466863372785e-13,3.604703342167824e-06,0.030155862609882615
3240,6.48,0.9419424390414686,0.9419423924986748,7.324395932187521e-05,2.6252901829542574e-05,0.012894525454209521,0.012972206691794321,0.07919913393155002,0.07919778054244432,1.6353355884217985e-10,3.62694758092563e-10,0.08904771769528036,8.045646875096737e-10,9.324702916807212e-10,3.158594789444093,0.9707268484664349,3.914161653445839e-13,3.604697843106716e-06,0.030155910058335213
3260,6.5200000000000005,0.9419424283924633,0.9419423919177039,6.746338971084992e-05,2.418469198920672e-05,0.012894509685812006,0.012972208823817933,0.07919905647872447,0.0791977222573748,1.4582462892160553e-10,3.2341880703337156e-10,0.0890464740869619,7.164481622223232e-10,8.306340235995387e-10,3.158775806748317,0.9707268064653746,3.321729409762067e-13,3.6046925286664146e-06,0.030155954630752844
3280,6.5600000000000005,0.9419424195574138,0.9419423915357447,6.214234437221713e-05,2.227992806950452e-05,0.012894495415307483,0.01297221087180828,0.07919897858698935,0.07919766601699095,1.3003338611768267e-10,2.8839602009410463e-10,0.08904561103702704,6.379870233973603e-10,7.399227440791355e-10,3.1589453523969904,0.9707267670170752,2.8190949380340825e-13,3.6046874002919333e-06,0.03015599649412975
3300,6.6000000000000005,0.9419424122560539,0.9419423913175118,5.7244056289040794e-05,2.052565290956443e-05,0.012894482457615803,0.012972212829933607,0.07919890059116866,0.07919761182439332,1.1595216548996232e-10,2.571658252314844e-10,0.08904507119836277,5.681227215175173e-10,6.591207318511039e-10,3.1591040964256667,0.9707267299725074,2.3926275377774825e-13,3.604682458317435e-06,0.030156035806618395
3320,6.640000000000001,0.9419424062506299,0.9419423912332403,5.273472088604881e-05,1.8909940281552257e-05,0.012894470654057043,0.012972214694647674,0.0791988227899436,0.07919755967214803,1.0339578998307183e-10,2.2931752541318197e-10,0.08904480447624791,5.059128241343799e-10,5.871451622970317e-10,3.159252676061726,0.9707266951906365,2.030768654975652e-13,3.604677702111324e-06,0.030156072717887533
3340,6.68,0.9419424013394412,0.9419423912578475,4.8583255252158486e-05,1.7421812450537003e-05,0.012894459868376562,0.012972216464240967,0.07919874544854713,0.07919750954371944,9.219913523002693e-11,2.044848976892256e-10,0.08904476717780345,4.505182708835342e-10,5.23031574679075e-10,3.1593916965904056,0.9707266625380826,1.7237163607355153e-13,3.6046731302072716e-06,0.030156107369482058
3360,6.72,0.9419423973513689,0.9419423913702241,4.476107716280624e-05,1.6051164379705566e-05,0.01289444998337848,0.012972218138467167,0.07919866880132025,0.0791974614147601,8.22149580612184e-11,1.8234137712603035e-10,0.089044921257354,4.011920282701663e-10,4.659209291845608e-10,3.1595217322985305,0.9707266318887837,1.4631579630432383e-13,3.6046687404223104e-06,0.03015613989518137
3380,6.76,0.9419423941412378,0.9419423915526299,4.124190224721349e-05,1.4788694037922451e-05,0.012894440898074065,0.0129722197182329,0.0791985930541306,0.07919741525427072,7.331196016257824e-11,1.6259576226870224e-10,0.0890452336471285,3.572689903865309e-10,4.150480797972979e-10,3.159643327477964,0.970726603123661,1.242043392411517e-13,3.6046645299629273e-06,0.030156170421353726
3400,6.8,0.9419423915858866,0.9419423917901837,3.800155778719289e-05,1.36258383117695e-05,0.01289443252526582,0.012972221205340735,0.07919851838665723,0.07919737102564064,6.537306141879227e-11,1.449883856557001e-10,0.08904567566387565,3.181569886420008e-10,3.6973150805728623e-10,3.1597569974731132,0.970726576130292,1.054393130627736e-13,3.604660495520377e-06,0.030156199067304455
3420,6.84,0.9419423895808382,0.9419423920704267,3.501781176207709e-05,1.255471406616299e-05,0.01289442478950028,0.012972222602277055,0.07919844495454142,0.07919732868757995,5.829386023491763e-11,1.29287699025674e-10,0.08904622248299633,2.8332878864349636e-10,3.293641797330048e-10,3.1598632297588187,0.9707265508025882,8.951354064422391e-14,3.6046566333559157e-06,0.030156225945616434
3440,6.88,0.9419423880374739,0.9419423923829529,3.227021587376066e-05,1.1568063934718375e-05,0.012894417625332857,0.012972223912037431,0.07919837289140956,0.07919728819495088,5.1981260588650754e-11,1.1528722830976717e-10,0.08904685267270862,2.5231496576412093e-10,2.9340540153509843e-10,3.159962485036851,0.9707265270404838,7.599681899153337e-14,3.6046529393770042e-06,0.030156251162481485
3460,6.92,0.9419423868806397,0.9419423927190955,2.9739961392032865e-05,1.0659206457118827e-05,0.012894410975856885,0.012972225137983556,0.0791983023107695,0.07919724949950853,4.635224775810447e-11,1.0280285836558217e-10,0.0890475477815794,2.2469756286327868e-10,2.613735684506298e-10,3.1600551983408662,0.9707265047496324,6.452422010735766e-14,3.60464940920505e-06,0.03015627481802178
3480,6.96,0.9419423860466141,0.94194239307166,2.7409746759695416e-05,9.821990211445517e-06,0.012894404791456248,0.01297222628372655,0.07919823330778568,0.07919721255055912,4.1332796625132196e-11,9.167041174532764e-11,0.08904829197348217,2.0010444423483404e-10,2.3283970425441075e-10,3.1601417801411533,0.9707264838411144,5.478617272445349e-14,3.604646038235733e-06,0.030156297006600517
3500,7.0,0.9419423854813858,0.9419423934346969,2.5263655985576204e-05,9.050751617919646e-06,0.012894399028747281,0.012972227353032441,0.07919816596093895,0.07919717729554232,3.6856898197689544e-11,8.174348965739785e-11,0.0890490717046929,1.7820426930547404e-10,2.0742170841963449e-10,3.1602226174418266,0.9707264642311548,4.652005334256504e-14,3.604642821692334e-06,0.030156317817121442
3520,7.04,0.9419423851391906,0.9419423938033107,2.328704693495437e-05,8.340276118682563e-06,0.012894393649681027,0.01297222834974597,0.07919810033357237,0.07919714368054548,3.286569154938003e-11,7.289154672864973e-11,0.08904987543841257,1.5870201801192093e-10,1.8477923214782573e-10,3.160298074864294,0.9707264458408515,3.9503056517541046e-14,3.60463975467283e-06,0.03015633733331682
3540,7.08,0.9419423849812707,0.9419423941734941,2.1466448703310832e-05,7.685762460853001e-06,0.012894388620781098,0.01297222927772978,0.07919803647533172,0.07919711165075613,2.930668976063487e-11,6.499817424926978e-11,0.08905069339252358,1.4133500726742247e-10,1.6460911469594038e-10,3.1603684957118343,0.9707264285959157,3.3546149468475486e-14,3.6046368321913544e-06,0.030156355634023767
3560,7.12,0.941942384974822,0.9419423945419909,1.9789467325808517e-05,7.082789833119118e-06,0.012894383912496504,0.012972230140816424,0.07919797442350315,0.07919708115085805,2.6133089682158316e-11,5.795956932380352e-11,0.08905151731684653,1.2586934458680618e-10,1.466413187102142e-10,3.1604342030110883,0.9707264124264217,2.84889458364699e-14,3.604634049214497e-06,0.030156372793448856
3580,7.16,0.9419423850920979,0.9419423949061767,1.8244699137700532e-05,6.5272876263255046e-06,0.012894379498651869,0.012972230942770875,0.0791979142042536,0.07919705212537669,2.3303156443586518e-11,5.168316979670433e-11,0.08905234029657522,1.1209677086591052e-10,1.306353099835161e-10,3.1604955005270132,0.9707263972665685,2.4195358630757554e-14,3.6046314006929434e-06,0.030156388881421085
3600,7.2,0.9419423853096509,0.9419423952639593,1.682165115921422e-05,6.015507607421251e-06,0.012894375355979983,0.012972231687261866,0.07919785583377971,0.07919702451897936,2.077967461325525e-11,4.608643700080001e-11,0.08905315657893345,9.983184958599824e-11,1.1637683302583075e-10,3.1605526737486085,0.9707263830544532,2.054991374990877e-14,3.604628881589043e-06,0.03015640396363331
3620,7.24,0.9419423856076867,0.9419423956136932,1.5510667928769004e-05,5.543998312854591e-06,0.012894371463724272,0.01297223237784037,0.07919779931936964,0.07919699827673378,1.852945879147643e-11,4.1095770321040686e-11,0.08905396142042377,8.890946440853966e-11,1.0367503915649806e-10,3.1606059908432966,0.9707263697318533,1.7454623547789996e-14,3.6046264869004836e-06,0.030156418101872466
3640,7.28,0.9419423859695157,0.9419423959541078,1.4302864257498161e-05,5.109581483350575e-06,0.012894367803300402,0.012972233017924035,0.07919774466038235,0.07919697334433046,1.6522917201312085e-11,3.6645539299347695e-11,0.08905475095232893,7.918259130435209e-11,9.235992856359198e-11,3.1606557035784117,0.9707263572440206,1.482633524233323e-14,3.6046242116806757e-06,0.030156431354238605
3660,7.32,0.9419423863810876,0.9419423962842451,1.31900634213348e-05,4.709330376470664e-06,0.012894364358008045,0.01297223361078646,0.07919769184914978,0.07919694966827107,1.4733662537785415e-11,3.267722055212299e-11,0.08905552206238579,7.052031508028905e-11,8.228007199408283e-11,3.1607020482086963,0.9707263455394842,1.2594481945212058e-14,3.604622051056108e-06,0.030156443775353335
3680,7.36,0.9419423868305944,0.9419423966034088,1.2164740346708983e-05,4.340549806984029e-06,0.012894361112785132,0.012972234159550323,0.07919764087180577,0.0791969271960279,1.3138164957947194e-11,2.9138628150332514e-11,0.0890562722907826,6.280606347703409e-11,7.330058149498594e-11,3.160745246329104,0.9707263345698655,1.0699175093928813e-14,3.604620000240924e-06,0.030156455416557686
3700,7.4,0.9419423873081335,0.94194239691112,1.1219969382939644e-05,4.000757775864194e-06,0.012894358053998098,0.012972234667183771,0.07919759170904722,0.0791969058761762,1.1715442648395047e-11,2.5983227341169573e-11,0.08905699973883582,5.593603495804223e-11,6.530130297110302e-11,3.1607855056925795,0.9707263242896988,9.089586387032054e-15,3.6046180545491414e-06,0.030156466326100032
3720,7.44,0.9419423878054216,0.9419423972070791,1.0349376288444977e-05,3.6876685622873644e-06,0.01289435516926276,0.012972235136499284,0.07919754433683127,0.07919688565850425,1.0446785901010549e-11,2.3169522586299176e-11,0.08905770298888627,4.9817798932315505e-11,5.8175206304237105e-11,3.160823020992734,0.970726314656266,7.722575229500857e-15,3.6046162094046814e-06,0.0301564765493142
3740,7.48,0.9419423883155512,0.9419423974911346,9.547094086709305e-06,3.399177159749528e-06,0.012894352447291,0.012972235570154539,0.0791974987270117,0.07919686649410074,9.315511068333705e-12,2.0660511868994942e-11,0.08905838103411694,4.436904948811473e-11,5.1826951431991e-11,3.160857974611634,0.9707263056294361,6.561524381849883e-15,3.6046144603495084e-06,0.030156486128788275
3760,7.5200000000000005,0.9419423888327826,0.9419423977632573,8.807722479081666e-06,3.133344950902802e-06,0.012894349877759514,0.012972235970654885,0.07919745484792136,0.07919684833542474,8.306741162930643e-12,1.8423200093958514e-11,0.08905903321714045,3.9516495792596245e-11,4.617161114714168e-11,3.1608905373330836,0.9707262971715142,5.575352194326443e-15,3.604612803050054e-06,0.03015649510452445
3780,7.5600000000000005,0.9419423893523668,0.9419423980235155,8.126290524154028e-06,2.888386520878808e-06,0.012894347451197167,0.012972236340356987,0.07919741266490031,0.07919683113635913,7.40721021549588e-12,1.642816518071797e-11,0.0890596591763334,3.51948741619315e-11,4.113353348290441e-11,3.16092086902199,0.9707262892471,4.737674605086672e-15,3.604611233302105e-06,0.03015650351409024
3800,7.6000000000000005,0.9419423898703968,0.941942398272058,7.498222320312476e-06,2.662657518841617e-06,0.012894345158888224,0.012972236681473412,0.07919737214077766,0.0791968148522493,6.6050888188731506e-12,1.4649171144455897e-11,0.08906025879900939,3.134606845282105e-11,3.6645328423465675e-11,3.1609491192705104,0.9707262818229531,4.0260941682117675e-15,3.604609747034421e-06,0.030156511392761542
3820,7.640000000000001,0.9419423903836786,0.9419423985090971,6.919305446454764e-06,2.454643483860048e-06,0.012894342992788996,0.012972236996077864,0.07919733323630686,0.07919679943992927,5.889828563787085e-12,1.306282307603269e-11,0.08906083218062559,2.7918326891798668e-11,3.264696534817837e-11,3.160975428011838,0.9707262748678642,3.4215968292995357e-15,3.6046083403111825e-06,0.030156518773657773
3840,7.68,0.9419423908896221,0.9419423987348949,6.385661939029683e-06,2.262949558413658e-06,0.012894340945455971,0.012972237286110884,0.07919729591056025,0.07919678485773639,5.25202332051615e-12,1.1648259483971645e-11,0.08906137958930833,2.486556476321821e-11,2.9084969104221985e-11,3.160999926102523,0.970726268352537,2.908040098601094e-15,3.6046070093333673e-06,0.030156525687869612
3860,7.72,0.9419423913861492,0.9419423989497527,5.893721599276071e-06,2.086291018921469e-06,0.012894339009983609,0.012972237553385868,0.0791972601212848,0.07919677106551741,4.683285542272133e-12,1.0386877952506372e-11,0.08906190143506465,2.2146743538023273e-11,2.591170392631993e-11,3.1610227358743366,0.9707262622494717,2.4717187552755196e-15,3.60460575043928e-06,0.030156532164579537
3880,7.76,0.9419423918716131,0.9419423991540008,5.440197442509483e-06,1.9234845574882913e-06,0.01289433717995051,0.012972237799595226,0.07919722582522191,0.07919675802462456,4.176135963596538e-12,9.26209050791829e-12,0.08906239824311768,1.9725318059067363e-11,2.3084735601075215e-11,3.1610439716567216,0.9707262565328607,2.100996323513843e-15,3.6046045601043525e-06,0.030156538231175666
3900,7.8,0.9419423923447331,0.9419423993479902,5.022063116559451e-06,1.7734402563158668e-06,0.012894335449372508,0.012972238026316642,0.07919719297839468,0.07919674569790594,3.723905243237249e-12,8.259105476075198e-12,0.08906287063087012,1.7568744318897625e-11,2.056626332348403e-11,3.1610637402709107,0.9707262511784855,1.7859923467598947e-15,3.6046034349402067e-06,0.030156543913359087
3920,7.84,0.9419423928045356,0.9419423995320872,4.63653213037176e-06,1.6351541980840944e-06,0.012894333812661906,0.012972238235019298,0.07919716153636443,0.07919673404968876,3.32064625804641e-12,7.364732962458017e-12,0.08906331928805394,1.5648041185014705e-11,1.832261362832748e-11,3.1610821414968213,0.970726246163622,1.5183169995722823e-15,3.6046023716931677e-06,0.03015654923524512
3940,7.88,0.9419423932503055,0.9419423997066669,4.281038746463592e-06,1.507701663124083e-06,0.012894332264591728,0.01297223842706999,0.07919713145445932,0.07919672304575727,2.961055894508196e-12,6.567211396613699e-12,0.08906374495967768,1.3937400156777602e-11,1.6323789611994954e-11,3.1610992685138424,0.9707262414669506,1.2908458641923013e-15,3.604601367242313e-06,0.03015655421945873
3960,7.92,0.941942393681545,0.9419423998721087,3.953220403740738e-06,1.3902308657858879e-06,0.012894330800264432,0.012972238603739136,0.0791971026879781,0.0791967126533273,2.6404053094050466e-12,5.856052859982937e-12,0.08906414843142631,1.2413837887219678e-11,1.454306940205053e-11,3.1611152083166374,0.9707262370684707,1.0975287836065282e-15,3.604600418597147e-06,0.030156558887224502
3980,7.96,0.941942394097938,0.9419424000287934,3.6509015467769964e-06,1.2819571875240815e-06,0.01289432941508435,0.012972238766206635,0.079197075192369,0.07919670284101597,2.3544777425055354e-12,5.22190516306469e-12,0.08906453051720883,1.105688678087508e-11,1.2956648492484e-11,3.161130042107087,0.9707262329494226,9.332276288198436e-16,3.604599522894853e-06,0.030156563258451376
4000,8.0,0.9419423944993194,0.941942400177099,3.372078748526508e-06,1.1821578669454655e-06,0.012894328104733309,0.012972238915567442,0.07919704892338775,0.07919669357880871,2.099513063470956e-12,4.656428858144073e-12,0.08906489204858441,9.848319493113637e-12,1.1543321150967768e-11,3.1611438456634544,0.9707262290922098,7.935786012249352e-16,3.6045986773972952e-06,0.030156567351812394
4020,8.040000000000001,0.94194239488565,0.9419424003173991,3.1149070227727637e-06,1.0901671108467194e-06,0.012894326865149052,0.012972239052836985,0.07919702383723619,0.07919668483802401,1.872158323736985e-12,4.152187570222313e-12,0.08906523386582907,8.771903614414677e-12,1.0284196628473818e-11,3.16115668968788,0.9707262254803308,6.74875354327871e-16,3.604597879487895e-06,0.03015657118481993
4040,8.08,0.9419423952569942,0.9419424004500603,2.877687230149001e-06,1.0053715923568374e-06,0.01289432569250603,0.012972239178956329,0.0791969998906826,0.07919667659127579,1.669423663096045e-12,3.702550203930388e-12,0.08906555681043327,7.813183230678701e-12,9.162446368332018e-12,3.161168640133261,0.9707262220983104,5.739697825591807e-16,3.604597126668139e-06,0.030156574773896334
4060,8.120000000000001,0.9419423956135013,0.9419424005754415,2.6588544901317093e-06,9.272063061352391e-07,0.012894324583198205,0.012972239294797098,0.07919697704116554,0.07919666881243559,1.4886429911237336e-12,3.3016037403847287e-12,0.08906586171884495,6.959284413600962e-12,8.163078827500368e-12,3.161179758510547,0.9707262189316379,4.88187803669465e-16,3.604596416554129e-06,0.03015657813444051
4080,8.16,0.9419423959553901,0.9419424006938919,2.45696751817204e-06,8.551507512334116e-07,0.012894323533823623,0.012972239401166132,0.07919695524688249,0.07919666147659146,1.327438926384935e-12,2.9440754772078657e-12,0.0890661494172951,6.198742018226609e-12,7.2727388930534436e-12,3.161190102177461,0.9707262159667086,4.152578648347468e-16,3.604595746872918e-06,0.03015658128089057
4100,8.2,0.9419423962829349,0.9419424008057503,2.270698813637477e-06,7.887254164736697e-07,0.012894322541170558,0.012972239498809887,0.07919693446686572,0.07919665456000814,1.1836915323477511e-12,2.625263689120583e-12,0.08906642071756196,5.521345452447014e-12,6.479529206648352e-12,3.1611997246096304,0.9707262131907669,3.5325024815890926e-16,3.604595115458827e-06,0.03015658422678268
4120,8.24,0.9419423965964544,0.9419424009113444,2.0988256305352945e-06,7.274885443077329e-07,0.012894321602204929,0.012972239588418645,0.07919691466104521,0.07919664804008598,1.055510438862531e-12,2.3409757972480165e-12,0.08906667641354768,4.918001339274446e-12,5.772851003427113e-12,3.161208675655049,0.970726210591855,3.005255420075804e-16,3.604594520249721e-06,0.030156586984806503
4140,8.28,0.9419423968963022,0.9419424010109905,1.9402216681470067e-06,6.710331501519585e-07,0.012894320714058912,0.012972239670630416,0.0791968957903015,0.07919664189531934,9.412099825856214e-13,2.087473234026541e-12,0.08906691727855601,4.3806112207127255e-12,5.143262333402843e-12,3.1612170017727945,0.9707262081587645,2.5569089147168313e-16,3.604593959283263e-06,0.030156589566857222
4160,8.32,0.9419423971828582,0.941942401104993,1.7938494236922698e-06,6.189842783002991e-07,0.012894319874020545,0.012972239746034628,0.07919687781650687,0.0791966361052562,8.392870394285165e-13,1.8614222786497124e-12,0.08906714406317343,3.901962655009734e-12,4.58235176636736e-12,3.1612247462568583,0.9707262058809887,2.1756285257945462e-16,3.6045934306931663e-06,0.03015659198408456
4180,8.36,0.941942397456522,0.9419424011936446,1.6587531541340563e-06,5.709964743146915e-07,0.012894319079524185,0.01297223981517562,0.07919686070255885,0.0791966306504564,7.484012575149313e-13,1.6598502165079435e-12,0.08906735749366845,3.4756322397793385e-12,4.082625888876944e-12,3.1612319494459435,0.9707262037486798,1.8513585156615134e-16,3.604592932705467e-06,0.030156594246938763
4200,8.4,0.9419423977177066,0.9419424012772258,1.5340523987401765e-06,5.267514577364874e-07,0.012894318328141823,0.012972239878555896,0.07919684441240586,0.07919662551245239,6.673574306965536e-13,1.4801062460905103e-12,0.08906755827083351,3.095899254359754e-12,3.637409086706902e-12,3.1612386489199955,0.9707262017526093,1.5755540242645455e-16,3.6045924636348923e-06,0.03015659636521384
4220,8.44,0.9419423979668339,0.9419424013560052,1.418936016856748e-06,4.859559787450775e-07,0.012894317617574995,0.012972239936639127,0.07919682891106455,0.07919662067370861,5.950897808279285e-13,1.3198266192506534e-12,0.08906774706920387,2.7576687580081427e-12,3.240754270794754e-12,3.161244879684261,0.9707261998841283,1.3409536382114729e-16,3.6045920218811522e-06,0.030156598348088204
4240,8.48,0.9419423982043311,0.9419424014302396,1.3126567001659462e-06,4.4833984403797595e-07,0.012894316945647388,0.012972239989853017,0.07919681416463131,0.07919661611758264,5.306479421023426e-13,1.1769035564059706e-12,0.08906792453659637,2.4564031080543474e-12,2.887363351325918e-12,3.161250674341586,0.9707261981351318,1.1413862511555702e-16,3.6045916059254776e-06,0.030156600204162838
4260,8.52,0.9419423984306257,0.9419424015001744,1.2145259213770102e-06,4.1365409912911016e-07,0.01289431631029791,0.01297224003859197,0.0791968001402882,0.0791966118282873,4.731844631337629e-13,1.0494575278891028e-12,0.08906809129391778,2.1880609756739365e-12,2.572516395222329e-12,3.161256063253653,0.9707261964980255,9.716070383074856e-17,3.604591214327073e-06,0.03015660194149715
4280,8.56,0.9419423986461443,0.9419424015660431,1.1239092844731951e-06,3.81669354078861e-07,0.012894315709574304,0.012972240083219542,0.07919678680630364,0.07919660779085266,4.219436624292145e-13,9.358125369307629e-13,0.08906824793519874,1.949043038026977e-12,2.292008518625873e-12,3.161261074691805,0.9707261949656935,8.271581501330884e-17,3.6045908457197534e-06,0.03015660356764263
4300,8.6,0.9419423988513095,0.9419424016280689,1.0402222444187064e-06,3.5217424164431196e-07,0.01289431514162717,0.012972240124070758,0.07919677413202861,0.07919660399109058,3.7625169069393337e-13,8.344740792305154e-13,0.08906839502781573,1.7361436155105125e-12,2.0420936695857704e-12,3.1612657349780924,0.9707261935314686,7.042503919431471e-17,3.6045904988085885e-06,0.030156605089674486
4320,8.64,0.9419423990465381,0.941942401686464,9.629261668313874e-07,3.2497399705665096e-07,0.012894314604704379,0.012972240161454263,0.07919676208788878,0.07919660041555836,3.355076692822539e-13,7.441094892695775e-13,0.08906853311286755,1.5465076030055931e-12,1.8194345484520222e-12,3.1612700686171324,0.9707261921891047,5.996627254900628e-17,3.6045901723667065e-06,0.03015660651422131
4340,8.68,0.9419423992322392,0.9419424017414295,8.915247006471212e-07,2.998891502471318e-07,0.012894314097145858,0.012972240195654286,0.0791967506453739,0.0791965970515253,2.991757882591906e-13,6.63530414907086e-13,0.08906866270567847,1.3775921153467897e-12,1.6210579956838849e-12,3.161274098419339,0.9707261909327506,5.1065690269148373e-17,3.6045898652321693e-06,0.030156607847492953
4360,8.72,0.941942399408814,0.9419424017931575,8.255604385554601e-07,2.767543210058831e-07,0.012894313617378698,0.012972240226932509,0.07919673977702331,0.07919659388693893,2.6677826015717465e-13,5.91677189789563e-13,0.08906878429640239,1.2271323307671093e-12,1.4443152500056177e-12,3.161277845616059,0.9707261897569239,4.349049488814457e-17,3.604589576304944e-06,0.030156609095306687
4380,8.76,0.9419423995766529,0.9419424018418299,7.646118424739865e-07,2.5541710967878736e-07,0.01289431316391252,0.012972240255529822,0.07919672945640957,0.0791965909103933,2.378890367653377e-13,5.276048980607725e-13,0.08906889835070744,1.0931110726322498e-12,1.2868465450635426e-12,3.1612813299671165,0.9707261886564904,3.7042755904263284e-17,3.6045893045439518e-06,0.030156610263111755
4400,8.8,0.9419423997361367,0.941942401887619,7.082904127704355e-07,2.357370749749178e-07,0.012894312735335154,0.012972240281667857,0.07919671965811927,0.07919658811109744,2.1212820632310638e-13,4.704709481139931e-13,0.08906900531052217,9.737317201389808e-13,1.1465495708333995e-12,3.1612845698612406,0.9707261876266399,3.15541761951327e-17,3.604589048964278e-06,0.030156611356012417
4420,8.84,0.941942399887635,0.9419424019306887,6.562380821861422e-07,2.1758479304074114e-07,0.01289431233030858,0.01297224030555053,0.07919671035773318,0.07919658547884655,1.8915699743761894e-13,4.195239919736011e-13,0.08906910559482809,8.673940834931937e-13,1.0215513777741202e-12,3.161287582409821,0.9707261866628675,2.6881645495560847e-17,3.6045888086344525e-06,0.030156612378789548
4440,8.88,0.9419424000315061,0.941942401971194,6.08124815888905e-07,2.0084099003594216e-07,0.012894311947565022,0.012972240327365365,0.07919670153180346,0.07919658300399211,1.6867332402328506e-13,3.740940445887478e-13,0.08906919960048437,7.726729190091849e-13,9.101833478172575e-13,3.1612903835344106,0.9707261857609535,2.290346240478532e-17,3.6045885826737885e-06,0.03015661333592094
4460,8.92,0.9419424001680962,0.9419424020092819,5.63646401930802e-07,1.853957439404916e-07,0.012894311585903352,0.012972240347284784,0.07919669315783032,0.0791965806774152,1.5040781267659358e-13,3.3358367310152465e-13,0.08906928770307454,6.882987951220082e-13,8.109588973384237e-13,3.161292988048391,0.9707261849169465,1.9516124248965e-17,3.6045883702499075e-06,0.030156614231600348
