d_H,d_B,d_S,d_V,d_R,label,source
0.5454545454545454,0.0294117647058823,0.0024509803921568,0.846358543417367,0.2347759917525432,sat,sat_hardness_atlas
0.5454545454545454,0.0441176470588235,0.0,0.8450980392156863,0.2332376162628019,sat,sat_hardness_atlas
0.5454545454545454,0.0620915032679739,0.0,0.8476190476190477,0.2371978411938025,sat,sat_hardness_atlas
0.5454545454545454,0.0163398692810458,0.0,0.8457983193277311,0.2380938431938519,sat,sat_hardness_atlas
0.5454545454545454,0.0032679738562092,0.0,0.8467787114845939,0.2467131556903502,sat,sat_hardness_atlas
0.5454545454545454,0.0441176470588235,0.0,0.846358543417367,0.2525421264841962,sat,sat_hardness_atlas
0.5454545454545454,0.0261437908496732,0.0,0.8427170868347339,0.2212031273352418,sat,sat_hardness_atlas
0.5454545454545454,0.0310457516339868,0.0,0.8441176470588236,0.2201724451717626,sat,sat_hardness_atlas
0.5454545454545454,0.0294117647058823,0.0,0.8438375350140056,0.2189586087317996,sat,sat_hardness_atlas
0.5454545454545454,0.0228758169934639,0.0,0.8459383753501402,0.2359929020722656,sat,sat_hardness_atlas
0.5454545454545454,0.0212418300653596,0.0,0.8450980392156863,0.240743339631805,sat,sat_hardness_atlas
0.5454545454545454,0.0114379084967319,0.0,0.8441176470588236,0.2293044547844225,sat,sat_hardness_atlas
0.5454545454545454,0.0098039215686274,0.0,0.8459383753501402,0.240743339631805,sat,sat_hardness_atlas
0.5454545454545454,0.0359477124183006,0.0,0.8432773109243699,0.215958031560388,sat,sat_hardness_atlas
0.5454545454545454,0.0114379084967319,0.0,0.8446778711484594,0.2297832145135471,sat,sat_hardness_atlas
0.5454545454545454,0.0408496732026143,0.0,0.8446778711484594,0.2389833594712711,sat,sat_hardness_atlas
0.5454545454545454,0.0163398692810458,0.0,0.8452380952380953,0.248640991034205,sat,sat_hardness_atlas
