source_domain,target_domain,transfer,fit_rule,is_cross_domain,spearman,pearson,mutual_info,score_mean,score_std,quality_mean,quality_std,source_quality_label,target_quality_label,dominant_sector,v_weight
Active-Significance,Active-Significance,Active-Significance->Active-Significance,v_only,False,0.8334706917947551,0.6666956202810358,0.732198870585723,-0.200404448578027,0.2084598692070664,0.42764126164245453,0.33842713239672106,minmax(active significance R_sig),minmax(active significance R_sig),V,1.0
Active-Significance,Societal-CCI,Active-Significance->Societal-CCI,v_only,True,0.21345548399421932,0.2260212247609746,0.03302593386657904,-0.7071245896899391,0.48349187130010973,0.3794947870383546,0.21856253280103527,minmax(active significance R_sig),minmax(societal constructive-impact ASI_soc),V,1.0
Societal-CCI,SAT-Frustration,Societal-CCI->SAT-Frustration,equal,True,-0.2683245685215357,-0.3083069293516405,0.038168029956416216,-0.6398494682801088,0.016797553926516145,0.6020963304392412,0.17777924688593708,minmax(societal constructive-impact ASI_soc),1 - minmax(log DPLL nodes),H,0.2
Societal-CCI,Quantum-Pointer,Societal-CCI->Quantum-Pointer,equal,True,0.3771438857143697,0.3830591116425921,0.20426266921623792,-0.6531833429929268,0.24158424530508318,0.49155158461081316,0.1292109864594332,minmax(societal constructive-impact ASI_soc),minmax(pointer robustness target),H,0.2
Societal-CCI,Active-Significance,Societal-CCI->Active-Significance,equal,True,0.9985482573471512,0.7992870650673997,3.0308220391831058,-1.1230116341799419,1.2234646736480415,0.42764126164245453,0.33842713239672106,minmax(societal constructive-impact ASI_soc),minmax(active significance R_sig),H,0.2
Societal-CCI,Societal-CCI,Societal-CCI->Societal-CCI,equal,False,0.9551051677402066,0.9093208036086022,1.4109513355889947,-0.9305120521420311,0.4173214287780572,0.3794947870383546,0.21856253280103527,minmax(societal constructive-impact ASI_soc),minmax(societal constructive-impact ASI_soc),H,0.2
Societal-CCI,SAT-Frustration,Societal-CCI->SAT-Frustration,nnls,True,-0.2567986603446582,-0.3022281283242836,0.019978765694252054,-0.6443599996394774,0.01700038099092707,0.6020963304392412,0.17777924688593708,minmax(societal constructive-impact ASI_soc),1 - minmax(log DPLL nodes),H,0.26247085076343496
Societal-CCI,Quantum-Pointer,Societal-CCI->Quantum-Pointer,nnls,True,0.37709074509195595,0.3839865714099529,0.2052463976062775,-0.6553311023293281,0.24030272591953852,0.49155158461081316,0.1292109864594332,minmax(societal constructive-impact ASI_soc),minmax(pointer robustness target),H,0.26247085076343496
Societal-CCI,Active-Significance,Societal-CCI->Active-Significance,nnls,True,0.997671682655283,0.8099315588530007,2.8076836819351327,-1.0137788940763919,1.0762323452141789,0.42764126164245453,0.33842713239672106,minmax(societal constructive-impact ASI_soc),minmax(active significance R_sig),H,0.26247085076343496
Societal-CCI,Societal-CCI,Societal-CCI->Societal-CCI,nnls,False,0.9439149138525964,0.9030156254526891,1.305784696811683,-0.8850514433459069,0.3806056006897139,0.3794947870383546,0.21856253280103527,minmax(societal constructive-impact ASI_soc),minmax(societal constructive-impact ASI_soc),H,0.26247085076343496
Societal-CCI,SAT-Frustration,Societal-CCI->SAT-Frustration,ridge_pos,True,-0.2593871909968288,-0.30377996564807797,0.027506888706870125,-0.6433627798335168,0.01697995048574196,0.6020963304392412,0.17777924688593708,minmax(societal constructive-impact ASI_soc),1 - minmax(log DPLL nodes),H,0.2632269085982356
Societal-CCI,Quantum-Pointer,Societal-CCI->Quantum-Pointer,ridge_pos,True,0.3772221931726572,0.383963344321364,0.20567803686537012,-0.6547012477228625,0.2406056725885809,0.49155158461081316,0.1292109864594332,minmax(societal constructive-impact ASI_soc),minmax(pointer robustness target),H,0.2632269085982356
Societal-CCI,Active-Significance,Societal-CCI->Active-Significance,ridge_pos,True,0.9975867832083979,0.8106629497181406,2.7952300891711697,-1.006186240034569,1.066304050350372,0.42764126164245453,0.33842713239672106,minmax(societal constructive-impact ASI_soc),minmax(active significance R_sig),H,0.2632269085982356
Societal-CCI,Societal-CCI,Societal-CCI->Societal-CCI,ridge_pos,False,0.9420937339717491,0.9016907508350824,1.2902706290722623,-0.8835486493269046,0.37817063826267155,0.3794947870383546,0.21856253280103527,minmax(societal constructive-impact ASI_soc),minmax(societal constructive-impact ASI_soc),H,0.2632269085982356
Societal-CCI,SAT-Frustration,Societal-CCI->SAT-Frustration,lasso_pos,True,-0.2640006072397417,-0.3063518783868578,0.03549686906372562,-0.6395155731584579,0.014980618023059214,0.6020963304392412,0.17777924688593708,minmax(societal constructive-impact ASI_soc),1 - minmax(log DPLL nodes),S,0.2331661712539914
Societal-CCI,Quantum-Pointer,Societal-CCI->Quantum-Pointer,lasso_pos,True,0.3440512900333415,0.36070263288389637,0.18151762709271058,-0.6326039481247258,0.22941883824659445,0.49155158461081316,0.1292109864594332,minmax(societal constructive-impact ASI_soc),minmax(pointer robustness target),S,0.2331661712539914
Societal-CCI,Active-Significance,Societal-CCI->Active-Significance,lasso_pos,True,0.999387809926844,0.7877215840841095,3.403338180201307,-1.2798849340253815,1.4344578187112558,0.42764126164245453,0.33842713239672106,minmax(societal constructive-impact ASI_soc),minmax(active significance R_sig),S,0.2331661712539914
Societal-CCI,Societal-CCI,Societal-CCI->Societal-CCI,lasso_pos,False,0.9736388536975541,0.9183970052732918,1.9500361685496923,-0.9658535106940946,0.48502900636188645,0.3794947870383546,0.21856253280103527,minmax(societal constructive-impact ASI_soc),minmax(societal constructive-impact ASI_soc),S,0.2331661712539914
Societal-CCI,SAT-Frustration,Societal-CCI->SAT-Frustration,response_top20,True,-0.26573026392674204,-0.30664062017080174,0.045040155217674904,-0.6420463626012854,0.01681029174410348,0.6020963304392412,0.17777924688593708,minmax(societal constructive-impact ASI_soc),1 - minmax(log DPLL nodes),V,0.2472367271403314
Societal-CCI,Quantum-Pointer,Societal-CCI->Quantum-Pointer,response_top20,True,0.3852328508528275,0.3885494339635879,0.20375551341924414,-0.6570876547503703,0.2445782154716753,0.49155158461081316,0.1292109864594332,minmax(societal constructive-impact ASI_soc),minmax(pointer robustness target),V,0.2472367271403314
Societal-CCI,Active-Significance,Societal-CCI->Active-Significance,response_top20,True,0.9977246194345827,0.8095549182679546,2.821702940333086,-1.0115161582498058,1.0749981046861308,0.42764126164245453,0.33842713239672106,minmax(societal constructive-impact ASI_soc),minmax(active significance R_sig),V,0.2472367271403314
Societal-CCI,Societal-CCI,Societal-CCI->Societal-CCI,response_top20,False,0.9392388650255545,0.8992963471595751,1.2481225726706864,-0.891723529579513,0.3796835258770293,0.3794947870383546,0.21856253280103527,minmax(societal constructive-impact ASI_soc),minmax(societal constructive-impact ASI_soc),V,0.2472367271403314
Societal-CCI,SAT-Frustration,Societal-CCI->SAT-Frustration,v_only,True,0.16004437902688984,0.25338895659087857,0.028019694692181574,-0.7941427856881128,0.023603595092574675,0.6020963304392412,0.17777924688593708,minmax(societal constructive-impact ASI_soc),1 - minmax(log DPLL nodes),V,1.0
Societal-CCI,Quantum-Pointer,Societal-CCI->Quantum-Pointer,v_only,True,0.603448095815005,0.477594073266966,0.33714878066661225,-0.8882786122772317,0.581453815437522,0.49155158461081316,0.1292109864594332,minmax(societal constructive-impact ASI_soc),minmax(pointer robustness target),V,1.0
