set,source_n,t,delta,sigma,config,alpha,dsigma,F_MAAT,H,B,R
known_zero,40,122.94682929355258,0.02,0.52,HBR,10.0,0.002,0.21801033469858558,0.9706128741195642,0.8333333333333333,0.9941559434297562
known_zero,40,122.94682929355258,0.05,0.55,HBR,10.0,0.002,0.4808161203273839,0.9324131263108767,0.6666666666666665,0.9946426835938561
jittered_zero,40,122.87399996059301,-0.05,0.45,HBR,10.0,0.002,0.551847946054154,0.8701544972314731,0.6666666666666666,0.9927282303192028
jittered_zero,40,122.87399996059301,-0.02,0.48,HBR,10.0,0.002,0.30397053656526424,0.8913845529408082,0.8333333333333333,0.9933525604627156
jittered_zero,40,122.87399996059301,-0.01,0.49,HBR,10.0,0.002,0.21227928145114508,0.8953908144444291,0.9090909090909091,0.9935468020795623
jittered_zero,40,122.87399996059301,-0.005,0.495,HBR,10.0,0.002,0.16416032675799883,0.8967382094787137,0.9523809523809523,0.9936414498083007
jittered_zero,40,122.87399996059301,-0.002,0.498,HBR,10.0,0.002,0.13445259318507335,0.8973336860565699,0.9803921568627451,0.9936974627483905
jittered_zero,40,122.87399996059301,0.0,0.5,HBR,10.0,0.002,0.11426901819733198,0.8976421447906227,1.0,0.9937344850766288
jittered_zero,40,122.87399996059301,0.002,0.502,HBR,10.0,0.002,0.13376945196648204,0.8978802254700514,0.9803921568627451,0.9937712536829296
jittered_zero,40,122.87399996059301,0.005,0.505,HBR,10.0,0.002,0.16244974026928027,0.8981067232065428,0.9523809523809523,0.9938259345539378
jittered_zero,40,122.87399996059301,0.01,0.51,HBR,10.0,0.002,0.20883868666654823,0.898143209489234,0.9090909090909091,0.9939158244965821
jittered_zero,40,122.87399996059301,0.02,0.52,HBR,10.0,0.002,0.2969370679776337,0.8970093324477875,0.8333333333333333,0.9940910287729503
jittered_zero,40,122.87399996059301,0.05,0.55,HBR,10.0,0.002,0.5318826705574146,0.8860475597221245,0.6666666666666665,0.9945818197949166
random_critical_line,1,115.67481788659867,-0.05,0.45,HBR,10.0,0.002,1.311801350750791,0.40868633548797456,0.6666666666666666,0.988537283743452
random_critical_line,1,115.67481788659867,-0.02,0.48,HBR,10.0,0.002,1.059429140295718,0.42036104455949247,0.8333333333333333,0.9895883044506889
random_critical_line,1,115.67481788659867,-0.01,0.49,HBR,10.0,0.002,0.9633035641437979,0.42406833066303656,0.9090909090909091,0.9899184580681358
random_critical_line,1,115.67481788659867,-0.005,0.495,HBR,10.0,0.002,0.9123420335179773,0.425886566169692,0.9523809523809523,0.9900799073801774
random_critical_line,1,115.67481788659867,-0.002,0.498,HBR,10.0,0.002,0.880726256031331,0.42696608849884105,0.9803921568627451,0.9901756356941068
random_critical_line,1,115.67481788659867,0.0,0.5,HBR,10.0,0.002,0.8591866707388408,0.4276809936553934,1.0,0.9902389834996342
random_critical_line,1,115.67481788659867,0.002,0.502,HBR,10.0,0.002,0.8772644586052321,0.4283920680149028,0.9803921568627451,0.9903019569266275
random_critical_line,1,115.67481788659867,0.005,0.505,HBR,10.0,0.002,0.9036873761722872,0.42945147971131326,0.9523809523809523,0.9903957197224403
random_critical_line,1,115.67481788659867,0.01,0.51,HBR,10.0,0.002,0.9459930797659741,0.43119790595048035,0.9090909090909091,0.9905501489043608
random_critical_line,1,115.67481788659867,0.02,0.52,HBR,10.0,0.002,1.0247988194773874,0.43461818012706677,0.8333333333333333,0.9908522153984846
random_critical_line,1,115.67481788659867,0.05,0.55,HBR,10.0,0.002,1.2250624926417746,0.4442938411488977,0.6666666666666665,0.991706330346891
random_critical_line,2,16.26644896251567,-0.05,0.45,HBR,10.0,0.002,1.4286835758583607,0.36104306522646556,0.6666666666666666,0.9955494987155493
random_critical_line,2,16.26644896251567,-0.02,0.48,HBR,10.0,0.002,1.19612198896353,0.36441642808793584,0.8333333333333333,0.995667014456784
random_critical_line,2,16.26644896251567,-0.01,0.49,HBR,10.0,0.002,1.1060225067606997,0.36552940610879736,0.9090909090909091,0.9957054695797664
random_critical_line,2,16.26644896251567,-0.005,0.495,HBR,10.0,0.002,1.0579679909300659,0.36608372108979137,0.9523809523809523,0.9957245646351142
random_critical_line,2,16.26644896251567,-0.002,0.498,HBR,10.0,0.002,1.0280628035257622,0.36641561164839276,0.9803921568627451,0.9957359795057897
random_critical_line,2,16.26644896251567,0.0,0.5,HBR,10.0,0.002,1.0076496781939173,0.3666365803840355,1.0,0.9957435719070119
random_critical_line,2,16.26644896251567,0.002,0.502,HBR,10.0,0.002,1.0268428216996266,0.3668573154640932,0.9803921568627451,0.9957511503289868
random_critical_line,2,16.26644896251567,0.005,0.505,HBR,10.0,0.002,1.0549180328226313,0.3671879793362006,0.9523809523809523,0.9957624918084759
random_critical_line,2,16.26644896251567,0.01,0.51,HBR,10.0,0.002,1.0999225652454387,0.36773791336705397,0.9090909090909091,0.9957813247505584
random_critical_line,2,16.26644896251567,0.02,0.52,HBR,10.0,0.002,1.1839219035386497,0.3688333687287257,0.8333333333333333,0.9958187313910296
random_critical_line,2,16.26644896251567,0.05,0.55,HBR,10.0,0.002,1.3981798213782786,0.3720841240895765,0.6666666666666665,0.9959289064352144
random_critical_line,3,66.1615120626664,-0.05,0.45,HBR,10.0,0.002,1.194481848359506,0.4571459100892255,0.6666666666666666,0.9937554991388438
random_critical_line,3,66.1615120626664,-0.02,0.48,HBR,10.0,0.002,0.9504585633375844,0.4665374916121593,0.8333333333333333,0.9942962161990162
random_critical_line,3,66.1615120626664,-0.01,0.49,HBR,10.0,0.002,0.8568253580844263,0.4695563388017176,0.9090909090909091,0.9944671745720195
random_critical_line,3,66.1615120626664,-0.005,0.495,HBR,10.0,0.002,0.8070566443178341,0.471044572539085,0.9523809523809523,0.9945509755354393
random_critical_line,3,66.1615120626664,-0.002,0.498,HBR,10.0,0.002,0.776139644217256,0.4719307053124406,0.9803921568627451,0.9946007267836718
random_critical_line,3,66.1615120626664,0.0,0.5,HBR,10.0,0.002,0.7550589038189107,0.4725186183669002,1.0,0.994633675490234
random_critical_line,3,66.1615120626664,0.002,0.502,HBR,10.0,0.002,0.7735899544435431,0.47310425470449535,0.9803921568627451,0.9946664501426395
random_critical_line,3,66.1615120626664,0.005,0.505,HBR,10.0,0.002,0.800682344211316,0.4739784349747597,0.9523809523809523,0.9947152875957161
random_critical_line,3,66.1615120626664,0.01,0.51,HBR,10.0,0.002,0.8440762173856841,0.47542398477270664,0.9090909090909091,0.9947958248564245
random_critical_line,3,66.1615120626664,0.02,0.52,HBR,10.0,0.002,0.9249559589999815,0.47827215199693873,0.8333333333333333,0.994953726096834
random_critical_line,3,66.1615120626664,0.05,0.55,HBR,10.0,0.002,1.1306497918153269,0.48647146928748,0.6666666666666665,0.9954029391789708
random_critical_line,4,93.22698521085066,-0.05,0.45,HBR,10.0,0.002,1.345936635812557,0.39419986436513954,0.6666666666666666,0.9904713883091717
random_critical_line,4,93.22698521085066,-0.02,0.48,HBR,10.0,0.002,1.095937918900155,0.40458818263887714,0.8333333333333333,0.991307202835574
random_critical_line,4,93.22698521085066,-0.01,0.49,HBR,10.0,0.002,1.000411325166797,0.4079395278382676,0.9090909090909091,0.991570911939623
random_critical_line,4,93.22698521085066,-0.005,0.495,HBR,10.0,0.002,0.9497141110901678,0.40959377910991634,0.9523809523809523,0.9917000822683876
random_critical_line,4,93.22698521085066,-0.002,0.498,HBR,10.0,0.002,0.9182457943771133,0.4105794154215573,0.9803921568627451,0.9917767390114769
random_critical_line,4,93.22698521085066,0.0,0.5,HBR,10.0,0.002,0.8967999100018481,0.4112336122488925,1.0,0.9918274943190789
random_critical_line,4,93.22698521085066,0.002,0.502,HBR,10.0,0.002,0.91496773157632,0.41188548680492304,0.9803921568627451,0.9918779719907548
random_critical_line,4,93.22698521085066,0.005,0.505,HBR,10.0,0.002,0.9415188578509511,0.4128589315992388,0.9523809523809523,0.9919531711247939
random_critical_line,4,93.22698521085066,0.01,0.51,HBR,10.0,0.002,0.9840201313375102,0.4144696473189708,0.9090909090909091,0.9920771354266468
random_critical_line,4,93.22698521085066,0.02,0.52,HBR,10.0,0.002,1.0631500342449962,0.41764693747874154,0.8333333333333333,0.9923200160430917
random_critical_line,4,93.22698521085066,0.05,0.55,HBR,10.0,0.002,1.2638709289291823,0.4268207641187024,0.6666666666666665,0.9930098348688361
random_critical_line,5,75.52126666078637,-0.05,0.45,HBR,10.0,0.002,0.7500063377429576,0.7154781396748879,0.6666666666666666,0.9903102543961105
random_critical_line,5,75.52126666078637,-0.02,0.48,HBR,10.0,0.002,0.5073481082100798,0.7291045150509416,0.8333333333333333,0.9909528124637339
random_critical_line,5,75.52126666078637,-0.01,0.49,HBR,10.0,0.002,0.4155657259438506,0.7324413810652995,0.9090909090909091,0.9911557634008655
random_critical_line,5,75.52126666078637,-0.005,0.495,HBR,10.0,0.002,0.36698292260208815,0.7338801773918027,0.9523809523809523,0.9912552113628045
random_critical_line,5,75.52126666078637,-0.002,0.498,HBR,10.0,0.002,0.3368599391360348,0.7346701823556648,0.9803921568627451,0.9913142411858359
random_critical_line,5,75.52126666078637,0.0,0.5,HBR,10.0,0.002,0.31634262846566336,0.7351664377032634,1.0,0.9913533304241553
random_critical_line,5,75.52126666078637,0.002,0.502,HBR,10.0,0.002,0.33546419803013783,0.7356384484512243,0.9803921568627451,0.9913922097344291
random_critical_line,5,75.52126666078637,0.005,0.505,HBR,10.0,0.002,0.3634927862890765,0.7363012037150748,0.9523809523809523,0.9914501374219101
random_critical_line,5,75.52126666078637,0.01,0.51,HBR,10.0,0.002,0.4085798623600647,0.737286008511276,0.9090909090909091,0.9915456490029037
random_critical_line,5,75.52126666078637,0.02,0.52,HBR,10.0,0.002,0.49333183396922087,0.7388142326042743,0.8333333333333333,0.9917328515637155
random_critical_line,5,75.52126666078637,0.05,0.55,HBR,10.0,0.002,0.7142055370214249,0.7400959773038146,0.6666666666666665,0.9922650431566228
random_critical_line,6,84.22539179414463,-0.05,0.45,HBR,10.0,0.002,1.1069401303079354,0.4999838310198508,0.6666666666666666,0.9917388095791602
random_critical_line,6,84.22539179414463,-0.02,0.48,HBR,10.0,0.002,0.861392769822331,0.5109547335365503,0.8333333333333333,0.9924318475314637
random_critical_line,6,84.22539179414463,-0.01,0.49,HBR,10.0,0.002,0.7674905227590022,0.5143747316764113,0.9090909090909091,0.9926500303562364
random_critical_line,6,84.22539179414463,-0.005,0.495,HBR,10.0,0.002,0.7176309130928794,0.5160398958863651,0.9523809523809523,0.9927568092196821
random_critical_line,6,84.22539179414463,-0.002,0.498,HBR,10.0,0.002,0.6866731620626662,0.5170246205417072,0.9803921568627451,0.9928201480790543
random_critical_line,6,84.22539179414463,0.0,0.5,HBR,10.0,0.002,0.6655709566490782,0.5176751107197731,1.0,0.9928620731028193
random_critical_line,6,84.22539179414463,0.002,0.502,HBR,10.0,0.002,0.6840850798102167,0.5183208052129239,0.9803921568627451,0.9929037588890409
random_critical_line,6,84.22539179414463,0.005,0.505,HBR,10.0,0.002,0.711160539778351,0.5192803537502312,0.9523809523809523,0.9929658417341443
random_critical_line,6,84.22539179414463,0.01,0.51,HBR,10.0,0.002,0.7545485785773345,0.5208556200873886,0.9090909090909091,0.9930681345969083
random_critical_line,6,84.22539179414463,0.02,0.52,HBR,10.0,0.002,0.8354993068453118,0.5239162895576426,0.8333333333333333,0.9932683697400896
random_critical_line,6,84.22539179414463,0.05,0.55,HBR,10.0,0.002,1.042039564082518,0.5323836053814606,0.6666666666666665,0.9938356090578202
random_critical_line,7,55.91558846826685,-0.05,0.45,HBR,10.0,0.002,1.2750521413222147,0.42416893529510574,0.6666666666666666,0.988107716464451
random_critical_line,7,55.91558846826685,-0.02,0.48,HBR,10.0,0.002,1.0301302463469928,0.4332015377212993,0.8333333333333333,0.9888066416959245
random_critical_line,7,55.91558846826685,-0.01,0.49,HBR,10.0,0.002,0.9363814791864622,0.43603146182151153,0.9090909090909091,0.9890301907423706
random_critical_line,7,55.91558846826685,-0.005,0.495,HBR,10.0,0.002,0.8865892418056484,0.43741191478001007,0.9523809523809523,0.9891402509547589
random_critical_line,7,55.91558846826685,-0.002,0.498,HBR,10.0,0.002,0.8556690334372461,0.4382290891917092,0.9803921568627451,0.9892057451378325
random_critical_line,7,55.91558846826685,0.0,0.5,HBR,10.0,0.002,0.8345906827969504,0.4387692375697866,1.0,0.9892491836373473
random_critical_line,7,55.91558846826685,0.002,0.502,HBR,10.0,0.002,0.8531277365546255,0.4393056729793609,0.9803921568627451,0.9892924435522471
random_critical_line,7,55.91558846826685,0.005,0.505,HBR,10.0,0.002,0.8802358870108012,0.4401033553244335,0.9523809523809523,0.989357000158342
random_critical_line,7,55.91558846826685,0.01,0.51,HBR,10.0,0.002,0.9236739655327737,0.4414142077174471,0.9090909090909091,0.9894637117752473
random_critical_line,7,55.91558846826685,0.02,0.52,HBR,10.0,0.002,1.0047087908399372,0.44396594745727475,0.8333333333333333,0.9896738647792043
random_critical_line,7,55.91558846826685,0.05,0.55,HBR,10.0,0.002,1.211386489357178,0.4510609670764707,0.6666666666666665,0.9902789433057447
random_critical_line,8,14.4429103246933,-0.05,0.45,HBR,10.0,0.002,0.6389396186255687,0.7945287297495001,0.6666666666666666,0.9965376302195744
random_critical_line,8,14.4429103246933,-0.02,0.48,HBR,10.0,0.002,0.4109406531016374,0.7983284247825257,0.8333333333333333,0.9966218289140721
random_critical_line,8,14.4429103246933,-0.01,0.49,HBR,10.0,0.002,0.32274561040662425,0.7992518070766645,0.9090909090909091,0.9966494252191194
random_critical_line,8,14.4429103246933,-0.005,0.495,HBR,10.0,0.002,0.2757150325997976,0.7996489780178563,0.9523809523809523,0.9966631363946098
random_critical_line,8,14.4429103246933,-0.002,0.498,HBR,10.0,0.002,0.24644706447281822,0.7998666759524081,0.9803921568627451,0.9966713354109088
random_critical_line,8,14.4429103246933,0.0,0.5,HBR,10.0,0.002,0.226468247343134,0.8000032385479615,1.0,0.9966767899178015
random_critical_line,8,14.4429103246933,0.002,0.502,HBR,10.0,0.002,0.2461032773590557,0.8001329566419363,0.9803921568627451,0.9966822352400079
random_critical_line,8,14.4429103246933,0.005,0.505,HBR,10.0,0.002,0.27485549046583463,0.800314724182235,0.9523809523809523,0.9966903860366271
random_critical_line,8,14.4429103246933,0.01,0.51,HBR,10.0,0.002,0.32102599525521885,0.8005836166832973,0.9090909090909091,0.9967039249979363
random_critical_line,8,14.4429103246933,0.02,0.52,HBR,10.0,0.002,0.40749718149264996,0.8009945773964603,0.8333333333333333,0.9967308324300233
random_critical_line,8,14.4429103246933,0.05,0.55,HBR,10.0,0.002,0.6302573533276727,0.8012379136095847,0.6666666666666665,0.9968102082863868
random_critical_line,9,78.36085164653298,-0.05,0.45,HBR,10.0,0.002,1.3140187252049655,0.4063229138764157,0.6666666666666666,0.9920849542788623
random_critical_line,9,78.36085164653298,-0.02,0.48,HBR,10.0,0.002,1.0666515656623197,0.41601274820688905,0.8333333333333333,0.992735877795002
random_critical_line,9,78.36085164653298,-0.01,0.49,HBR,10.0,0.002,0.9719035622035007,0.41915688773753973,0.9090909090909091,0.9929416410543797
random_critical_line,9,78.36085164653298,-0.005,0.495,HBR,10.0,0.002,0.921577520736431,0.4207125155536337,0.9523809523809523,0.9930424991632906
random_critical_line,9,78.36085164653298,-0.002,0.498,HBR,10.0,0.002,0.8903261603556194,0.42164058980396757,0.9803921568627451,0.9931023762647778
random_critical_line,9,78.36085164653298,0.0,0.5,HBR,10.0,0.002,0.8690225313835139,0.42225708753316676,1.0,0.9931420308294279
random_critical_line,9,78.36085164653298,0.002,0.502,HBR,10.0,0.002,0.8873307098200416,0.4228718055591663,0.9803921568627451,0.9931814758322465
random_critical_line,9,78.36085164653298,0.005,0.505,HBR,10.0,0.002,0.9140888253388982,0.4237905365801396,0.9523809523809523,0.9932402527196688
random_critical_line,9,78.36085164653298,0.01,0.51,HBR,10.0,0.002,0.9569256781583835,0.425312798633167,0.9090909090909091,0.9933371812944837
random_critical_line,9,78.36085164653298,0.02,0.52,HBR,10.0,0.002,1.036691852370834,0.428323520618054,0.8333333333333333,0.9935272233212114
random_critical_line,9,78.36085164653298,0.05,0.55,HBR,10.0,0.002,1.2390504903330382,0.4370814673003385,0.6666666666666665,0.9940679594481102
random_critical_line,10,87.3354419751233,-0.05,0.45,HBR,10.0,0.002,0.59945398738786,0.8308325788257924,0.6666666666666666,0.9913755008857632
random_critical_line,10,87.3354419751233,-0.02,0.48,HBR,10.0,0.002,0.35165556554800814,0.8510218123217318,0.8333333333333333,0.99201555694045
random_critical_line,10,87.3354419751233,-0.01,0.49,HBR,10.0,0.002,0.2598376811417261,0.8549486030928306,0.9090909090909091,0.9922168704887543
random_critical_line,10,87.3354419751233,-0.005,0.495,HBR,10.0,0.002,0.21159840539981178,0.85633474225984,0.9523809523809523,0.9923153629755629
random_critical_line,10,87.3354419751233,-0.002,0.498,HBR,10.0,0.002,0.18179868790088088,0.8569800755594462,0.9803921568627451,0.9923737774335285
random_critical_line,10,87.3354419751233,0.0,0.5,HBR,10.0,0.002,0.16154552560623522,0.8573328612731965,1.0,0.9924124392784828
random_critical_line,10,87.3354419751233,0.002,0.502,HBR,10.0,0.002,0.18096987320366104,0.8576240164933011,0.9803921568627451,0.9924508776874735
random_critical_line,10,87.3354419751233,0.005,0.505,HBR,10.0,0.002,0.2095242501033784,0.8579461017628676,0.9523809523809523,0.9925081190892953
random_critical_line,10,87.3354419751233,0.01,0.51,HBR,10.0,0.002,0.25567429420361687,0.8581820362996814,0.9090909090909091,0.9926024218521228
random_critical_line,10,87.3354419751233,0.02,0.52,HBR,10.0,0.002,0.34320989346451386,0.8575728306815136,0.8333333333333333,0.9927869727893754
random_critical_line,10,87.3354419751233,0.05,0.55,HBR,10.0,0.002,0.5764255923275514,0.8485319615505614,0.6666666666666665,0.993309524061722
random_critical_line,11,71.58277162104798,-0.05,0.45,HBR,10.0,0.002,1.2660103028342176,0.42789025925364865,0.6666666666666666,0.9884110009800233
random_critical_line,11,71.58277162104798,-0.02,0.48,HBR,10.0,0.002,1.0184914990552203,0.4380719213133664,0.8333333333333333,0.9892603225063663
random_critical_line,11,71.58277162104798,-0.01,0.49,HBR,10.0,0.002,0.9239904140879782,0.44124485267448704,0.9090909090909091,0.9895302947791442
random_critical_line,11,71.58277162104798,-0.005,0.495,HBR,10.0,0.002,0.8738427665484724,0.4427890954533542,0.9523809523809523,0.9896629012905032
random_critical_line,11,71.58277162104798,-0.002,0.498,HBR,10.0,0.002,0.8427158757977281,0.443702057372103,0.9803921568627451,0.9897417140893076
random_critical_line,11,71.58277162104798,0.0,0.5,HBR,10.0,0.002,0.8215024530938987,0.4443050248171791,1.0,0.9897939453685382
random_critical_line,11,71.58277162104798,0.002,0.502,HBR,10.0,0.002,0.8399065969056745,0.444903446337236,0.9803921568627451,0.9898459294998485
random_critical_line,11,71.58277162104798,0.005,0.505,HBR,10.0,0.002,0.8668194155284595,0.445792543628114,0.9523809523809523,0.9899234447586714
random_critical_line,11,71.58277162104798,0.01,0.51,HBR,10.0,0.002,0.9099426137707456,0.4472515758640139,0.9090909090909091,0.9900514170148722
random_critical_line,11,71.58277162104798,0.02,0.52,HBR,10.0,0.002,0.9903871191309923,0.4500839814492249,0.8333333333333333,0.9903028493951035
random_critical_line,11,71.58277162104798,0.05,0.55,HBR,10.0,0.002,1.1955964862658046,0.4578960441685097,0.6666666666666665,0.9910222629849359
random_critical_line,12,104.59533483358547,-0.05,0.45,HBR,10.0,0.002,1.1542578274602122,0.4761955304918526,0.6666666666666666,0.9931575284425427
random_critical_line,12,104.59533483358547,-0.02,0.48,HBR,10.0,0.002,0.9068620840338615,0.4875470060966527,0.8333333333333333,0.9938470505871485
random_critical_line,12,104.59533483358547,-0.01,0.49,HBR,10.0,0.002,0.8122133092520095,0.4911780826148063,0.9090909090909091,0.9940630873076276
random_critical_line,12,104.59533483358547,-0.005,0.495,HBR,10.0,0.002,0.7619564350082791,0.4929646401764148,0.9523809523809523,0.9941686292799189
random_critical_line,12,104.59533483358547,-0.002,0.498,HBR,10.0,0.002,0.730752723373032,0.494027266485133,0.9803921568627451,0.9942311758608247
random_critical_line,12,104.59533483358547,0.0,0.5,HBR,10.0,0.002,0.709483396866447,0.49473179849802995,1.0,0.9942725523230123
random_critical_line,12,104.59533483358547,0.002,0.502,HBR,10.0,0.002,0.7278278929379326,0.49543321840349275,0.9803921568627451,0.9943136735327741
random_critical_line,12,104.59533483358547,0.005,0.505,HBR,10.0,0.002,0.7546442368064584,0.49647950659566137,0.9523809523809523,0.9943748800153541
random_critical_line,12,104.59533483358547,0.01,0.51,HBR,10.0,0.002,0.797588040663469,0.49820771987743,0.9090909090909091,0.9944756356055425
random_critical_line,12,104.59533483358547,0.02,0.52,HBR,10.0,0.002,0.8776045712044469,0.5016055151297024,0.8333333333333333,0.9946725218495216
random_critical_line,12,104.59533483358547,0.05,0.55,HBR,10.0,0.002,1.0809921757581114,0.5113283083000414,0.6666666666666665,0.995227768884031
random_critical_line,13,44.573968321733346,-0.05,0.45,HBR,10.0,0.002,1.73295158923244,0.2687521380296874,0.6666666666666666,0.9865702575805129
random_critical_line,13,44.573968321733346,-0.02,0.48,HBR,10.0,0.002,1.4870517141800939,0.2747630477769241,0.8333333333333333,0.9871986827118898
random_critical_line,13,44.573968321733346,-0.01,0.49,HBR,10.0,0.002,1.3926385518893665,0.27674760722614866,0.9090909090909091,0.9874010214395145
random_critical_line,13,44.573968321733346,-0.005,0.495,HBR,10.0,0.002,1.3424517998756256,0.27773614002828795,0.9523809523809523,0.987500887852509
random_critical_line,13,44.573968321733346,-0.002,0.498,HBR,10.0,0.002,1.3112751138950802,0.2783280396558785,0.9803921568627451,0.9875603951575396
random_critical_line,13,44.573968321733346,0.0,0.5,HBR,10.0,0.002,1.2900175837164836,0.2787221262525306,1.0,0.9875998958115019
random_critical_line,13,44.573968321733346,0.002,0.502,HBR,10.0,0.002,1.3083689270506755,0.2791157996614308,0.9803921568627451,0.9876392603220107
random_critical_line,13,44.573968321733346,0.005,0.505,HBR,10.0,0.002,1.335186314073399,0.2797055300909742,0.9523809523809523,0.9876980528693605
random_critical_line,13,44.573968321733346,0.01,0.51,HBR,10.0,0.002,1.3781074467807217,0.28068631627355073,0.9090909090909091,0.987795366513943
random_critical_line,13,44.573968321733346,0.02,0.52,HBR,10.0,0.002,1.4579884360693431,0.28263989731020367,0.8333333333333333,0.9879874931927572
random_critical_line,13,44.573968321733346,0.05,0.55,HBR,10.0,0.002,1.6602747214890885,0.2884343190025843,0.6666666666666665,0.9885443902881308
random_critical_line,14,52.06573865508001,-0.05,0.45,HBR,10.0,0.002,1.4573694030764759,0.3526643314421456,0.6666666666666666,0.9903808448110037
random_critical_line,14,52.06573865508001,-0.02,0.48,HBR,10.0,0.002,1.2121112753408376,0.36033404161406296,0.8333333333333333,0.9909750375068221
random_critical_line,14,52.06573865508001,-0.01,0.49,HBR,10.0,0.002,1.1180015003698702,0.3628313303670108,0.9090909090909091,0.9911651454968216
random_critical_line,14,52.06573865508001,-0.005,0.495,HBR,10.0,0.002,1.0679828755901237,0.3640685755762816,0.9523809523809523,0.9912587520392899
random_critical_line,14,52.06573865508001,-0.002,0.498,HBR,10.0,0.002,1.0369122782021896,0.3648072416090161,0.9803921568627451,0.9913144583245691
random_critical_line,14,52.06573865508001,0.0,0.5,HBR,10.0,0.002,1.0157276345128816,0.3652981444101446,1.0,0.9913514064357081
random_critical_line,14,52.06573865508001,0.002,0.502,HBR,10.0,0.002,1.034153586696697,0.36578781017049594,0.9803921568627451,0.9913882037245777
random_critical_line,14,52.06573865508001,0.005,0.505,HBR,10.0,0.002,1.0610861045767268,0.3665199818920355,0.9523809523809523,0.9914431181864982
random_critical_line,14,52.06573865508001,0.01,0.51,HBR,10.0,0.002,1.1042076565780508,0.36773403522928094,0.9090909090909091,0.991533896700032
random_critical_line,14,52.06573865508001,0.02,0.52,HBR,10.0,0.002,1.1845211742084905,0.37013858924110715,0.8333333333333333,0.9917126911934905
random_critical_line,14,52.06573865508001,0.05,0.55,HBR,10.0,0.002,1.388351977023943,0.3771606201409454,0.6666666666666665,0.9922276275406554
random_critical_line,15,34.083930540703776,-0.05,0.45,HBR,10.0,0.002,1.4753266208021936,0.3462316529201266,0.6666666666666666,0.990828019733033
random_critical_line,15,34.083930540703776,-0.02,0.48,HBR,10.0,0.002,1.2345951074115873,0.35223623650310426,0.8333333333333333,0.9912184365944686
random_critical_line,15,34.083930540703776,-0.01,0.49,HBR,10.0,0.002,1.141890514442489,0.35420225520471704,0.9090909090909091,0.9913445281304417
random_critical_line,15,34.083930540703776,-0.005,0.495,HBR,10.0,0.002,1.0925553575454054,0.3551784668002851,0.9523809523809523,0.9914068332118788
random_critical_line,15,34.083930540703776,-0.002,0.498,HBR,10.0,0.002,1.0618887648346411,0.35576200171295386,0.9803921568627451,0.9914439815272755
random_critical_line,15,34.083930540703776,0.0,0.5,HBR,10.0,0.002,1.0409709361806159,0.3561501078655508,1.0,0.9914686497903091
random_critical_line,15,34.083930540703776,0.002,0.502,HBR,10.0,0.002,1.0596616920982402,0.35653747824558607,0.9803921568627451,0.9914932405215238
random_critical_line,15,34.083930540703776,0.005,0.505,HBR,10.0,0.002,1.0869876554446682,0.35711715041015624,0.9523809523809523,0.9915299817927054
random_critical_line,15,34.083930540703776,0.01,0.51,HBR,10.0,0.002,1.1307549655342013,0.3580795672701349,0.9090909090909091,0.9915908331150803
random_critical_line,15,34.083930540703776,0.02,0.52,HBR,10.0,0.002,1.2123228521150111,0.3599904194225313,0.8333333333333333,0.9917111091503926
random_critical_line,15,34.083930540703776,0.05,0.55,HBR,10.0,0.002,1.4196257461810726,0.36560939161869743,0.6666666666666665,0.9920607966982606
random_critical_line,16,20.878369869579164,-0.05,0.45,HBR,10.0,0.002,0.5753112714844968,0.8479272091666322,0.6666666666666666,0.9951262372544307
random_critical_line,16,20.878369869579164,-0.02,0.48,HBR,10.0,0.002,0.34227746224947553,0.8562086109102673,0.8333333333333333,0.9952964193831135
random_critical_line,16,20.878369869579164,-0.01,0.49,HBR,10.0,0.002,0.25332260261800843,0.8578265417610546,0.9090909090909091,0.9953517794657541
random_critical_line,16,20.878369869579164,-0.005,0.495,HBR,10.0,0.002,0.2060914464275406,0.8584131392244223,0.9523809523809523,0.9953792077383021
random_critical_line,16,20.878369869579164,-0.002,0.498,HBR,10.0,0.002,0.1767605986686069,0.8586937643008744,0.9803921568627451,0.9953955847161955
random_critical_line,16,20.878369869579164,0.0,0.5,HBR,10.0,0.002,0.15676373882479572,0.8588511751180334,1.0,0.9954064695076664
random_critical_line,16,20.878369869579164,0.002,0.502,HBR,10.0,0.002,0.17639976053265527,0.8589849062763592,0.9803921568627451,0.995417327818632
random_critical_line,16,20.878369869579164,0.005,0.505,HBR,10.0,0.002,0.20518897907392955,0.8591412607004832,0.9523809523809523,0.9954335657734629
random_critical_line,16,20.878369869579164,0.01,0.51,HBR,10.0,0.002,0.25151501458394,0.8592846849876763,0.9090909090909091,0.9954604975294411
random_critical_line,16,20.878369869579164,0.02,0.52,HBR,10.0,0.002,0.33864118068750265,0.8591399893335004,0.8333333333333333,0.9955138714578113
random_critical_line,16,20.878369869579164,0.05,0.55,HBR,10.0,0.002,0.565864009615495,0.8555081602568596,0.6666666666666665,0.9956701465641521
random_critical_line,17,103.60153443879253,-0.05,0.45,HBR,10.0,0.002,0.6940796881428444,0.7572677745632865,0.6666666666666666,0.9894795083940218
random_critical_line,17,103.60153443879253,-0.02,0.48,HBR,10.0,0.002,0.4455442828197185,0.7760990008175651,0.8333333333333333,0.9902998157931396
random_critical_line,17,103.60153443879253,-0.01,0.49,HBR,10.0,0.002,0.35300861877585366,0.7801948854482712,0.9090909090909091,0.9905579570752069
