set,config,alpha,dsigma,delta,mean_F,median_F,std_F,mean_H,mean_B,mean_R
jittered_zero,BR,0.0,0.005,0.0,0.020279236782960865,0.01889241288779553,0.006845102102299597,0.8598261347082454,1.0,0.9799473518243854
jittered_zero,BR,0.0,0.005,0.002,0.020179792543816476,0.018778795502964477,0.006801870494212915,0.8600072776802227,1.0,0.9800445255867516
jittered_zero,BR,0.0,0.005,0.005,0.02003162833612803,0.018609709899655075,0.006737495866147884,0.8599369485364905,1.0,0.9801893283716503
jittered_zero,BR,0.0,0.005,0.01,0.019787337547716957,0.01833144042909261,0.006631452945150153,0.8591036540259818,1.0,0.9804281328467159
jittered_zero,BR,0.0,0.005,0.02,0.019308539407694718,0.017787944874554193,0.00642396363534285,0.855638454617325,1.0,0.9808963800622627
jittered_zero,BR,0.0,0.005,0.05,0.017947448734360157,0.016431848649910846,0.00583665184070074,0.8381556567268396,1.0,0.9822289375371339
jittered_zero,BR,2.0,0.001,-0.05,0.09994696542538825,0.09963919714975603,0.001635738783313347,0.8214002277480669,0.909090909090909,0.9953752455105596
jittered_zero,BR,2.0,0.001,-0.02,0.04352201365794349,0.04326104427056569,0.0014863377867952233,0.8497522067529146,0.9615384615384615,0.995709008821016
jittered_zero,BR,2.0,0.001,-0.01,0.02399808624175044,0.023727208221753504,0.001439475033925328,0.8562582644403356,0.980392156862745,0.9958143352647377
jittered_zero,BR,2.0,0.001,-0.005,0.014093947279988406,0.013815652901057669,0.0014165686695446677,0.8585300784244148,0.9900990099009901,0.9958659303813351
jittered_zero,BR,2.0,0.001,-0.002,0.008104871735629666,0.007822240474146053,0.0014029896821127457,0.8594465753298236,0.9960159362549801,0.9958965510459452
jittered_zero,BR,2.0,0.001,0.0,0.0040924800497214656,0.0038070039514483496,0.0013940049811366308,0.8598261347082454,1.0,0.995916825885169
jittered_zero,BR,2.0,0.001,0.002,0.008064242384612072,0.0077759582315692615,0.001385074245506726,0.8600072776802227,0.9960159362549801,0.9959369902592291
