epsilon,chi2
1.220000000000000598e-03,1.244866169954200075e+01
1.240000000000001518e-03,1.244885511869022920e+01
1.260000000000000703e-03,1.244904877301761559e+01
1.279999999999999888e-03,1.244924266252415102e+01
1.300000000000000808e-03,1.244943678720983371e+01
1.319999999999999993e-03,1.244963114707469032e+01
1.340000000000000913e-03,1.244982574211869952e+01
1.360000000000000098e-03,1.245002057234186843e+01
1.380000000000001018e-03,1.245021563774418460e+01
1.400000000000000203e-03,1.245041093832566048e+01
1.420000000000001122e-03,1.245060647408628007e+01
1.440000000000000308e-03,1.245080224502607003e+01
1.460000000000001227e-03,1.245099825114501435e+01
1.480000000000000412e-03,1.245119449244311483e+01
1.500000000000001332e-03,1.245139096892036790e+01
1.520000000000000517e-03,1.245158768057676646e+01
1.540000000000001437e-03,1.245178462741233538e+01
1.560000000000000622e-03,1.245198180942705868e+01
1.580000000000001542e-03,1.245217922662094345e+01
1.600000000000000727e-03,1.245237687899397727e+01
1.619999999999999912e-03,1.245257476654616369e+01
1.640000000000000832e-03,1.245277288927750270e+01
1.660000000000000017e-03,1.245297124718801207e+01
1.680000000000000937e-03,1.245316984027766871e+01
1.700000000000000122e-03,1.245336866854648505e+01
1.720000000000001042e-03,1.245356773199445755e+01
1.740000000000000227e-03,1.245376703062158441e+01
1.760000000000001147e-03,1.245396656442785854e+01
1.780000000000000332e-03,1.245416633341329415e+01
1.800000000000001252e-03,1.245436633757789480e+01
1.820000000000000437e-03,1.245456657692164271e+01
1.840000000000001357e-03,1.245476705144455210e+01
1.860000000000000542e-03,1.245496776114660875e+01
1.880000000000001462e-03,1.245516870602782689e+01
1.900000000000000647e-03,1.245536988608819762e+01
1.920000000000001567e-03,1.245557130132772450e+01
1.940000000000000752e-03,1.245577295174641819e+01
1.959999999999999937e-03,1.245597483734426270e+01
1.980000000000000857e-03,1.245617695812124737e+01
2.000000000000000042e-03,1.245637931407741128e+01
2.020000000000000961e-03,1.245658190521272068e+01
2.040000000000000147e-03,1.245678473152718624e+01
2.060000000000001066e-03,1.245698779302080794e+01
2.080000000000000251e-03,1.245719108969358047e+01
2.100000000000001171e-03,1.245739462154552157e+01
2.120000000000000356e-03,1.245759838857659929e+01
2.140000000000001276e-03,1.245780239078684382e+01
2.160000000000000461e-03,1.245800662817625515e+01
2.180000000000001381e-03,1.245821110074480842e+01
2.200000000000000566e-03,1.245841580849251784e+01
2.220000000000001486e-03,1.245862075141939229e+01
2.240000000000000671e-03,1.245882592952542289e+01
2.260000000000001591e-03,1.245903134281059543e+01
2.280000000000000776e-03,1.245923699127493123e+01
2.299999999999999961e-03,1.245944287491842850e+01
2.320000000000000881e-03,1.245964899374107304e+01
2.340000000000000066e-03,1.245985534774288084e+01
2.360000000000000986e-03,1.246006193692383768e+01
2.380000000000000171e-03,1.246026876128396665e+01
2.400000000000001091e-03,1.246047582082323402e+01
2.420000000000000276e-03,1.246068311554165042e+01
2.440000000000001196e-03,1.246089064543923719e+01
2.460000000000000381e-03,1.246109841051598544e+01
2.480000000000001301e-03,1.246130641077188272e+01
2.500000000000000486e-03,1.246151464620693439e+01
2.520000000000001406e-03,1.246172311682114220e+01
2.540000000000000591e-03,1.246193182261450083e+01
2.560000000000001510e-03,1.246214076358701917e+01
2.580000000000000696e-03,1.246234993973869898e+01
2.600000000000001615e-03,1.246255935106954027e+01
2.620000000000000800e-03,1.246276899757952350e+01
2.639999999999999986e-03,1.246297887926867531e+01
2.660000000000000905e-03,1.246318899613696018e+01
2.680000000000000090e-03,1.246339934818442607e+01
2.700000000000001010e-03,1.246360993541103568e+01
2.720000000000000195e-03,1.246382075781680676e+01
2.740000000000001115e-03,1.246403181540173577e+01
2.760000000000000300e-03,1.246424310816580494e+01
2.780000000000001220e-03,1.246445463610904447e+01
2.800000000000000405e-03,1.246466639923143127e+01
2.820000000000001325e-03,1.246487839753298488e+01
2.840000000000000510e-03,1.246509063101369641e+01
2.860000000000001430e-03,1.246530309967355521e+01
2.880000000000000615e-03,1.246551580351256128e+01
2.900000000000001535e-03,1.246572874253074303e+01
2.920000000000000720e-03,1.246594191672806495e+01
2.940000000000001640e-03,1.246615532610455013e+01
2.960000000000000825e-03,1.246636897066019500e+01
2.980000000000000010e-03,1.246658285039498359e+01
3.000000000000000930e-03,1.246679696530893722e+01
3.020000000000000115e-03,1.246701131540204344e+01
3.040000000000001035e-03,1.246722590067431291e+01
3.060000000000000220e-03,1.246744072112573498e+01
3.080000000000001140e-03,1.246765577675630965e+01
3.100000000000000325e-03,1.246787106756603336e+01
3.120000000000001245e-03,1.246808659355492033e+01
3.140000000000000430e-03,1.246830235472296522e+01
3.160000000000001349e-03,1.246851835107016981e+01
3.180000000000000535e-03,1.246873458259653056e+01
3.200000000000001454e-03,1.246895104930203857e+01
3.220000000000000639e-03,1.246916775118670451e+01
3.240000000000001559e-03,1.246938468825052659e+01
3.260000000000000744e-03,1.246960186049350838e+01
3.280000000000001664e-03,1.246981926791564455e+01
3.300000000000000849e-03,1.247003691051694219e+01
3.320000000000000034e-03,1.247025478829737644e+01
3.340000000000000954e-03,1.247047290125697927e+01
3.360000000000000139e-03,1.247069124939574536e+01
3.380000000000001059e-03,1.247090983271365872e+01
3.400000000000000244e-03,1.247112865121073533e+01
3.420000000000001164e-03,1.247134770488695743e+01
3.440000000000000349e-03,1.247156699374233746e+01
3.460000000000001269e-03,1.247178651777687897e+01
3.480000000000000454e-03,1.247200627699056952e+01
3.500000000000001374e-03,1.247222627138342155e+01
3.520000000000000559e-03,1.247244650095543328e+01
3.540000000000001479e-03,1.247266696570659938e+01
3.560000000000000664e-03,1.247288766563690565e+01
3.580000000000001584e-03,1.247310860074638583e+01
3.600000000000000769e-03,1.247332977103502216e+01
3.620000000000001689e-03,1.247355117650281464e+01
3.640000000000000874e-03,1.247377281714974906e+01
3.660000000000000059e-03,1.247399469297584318e+01
3.680000000000000979e-03,1.247421680398110055e+01
3.700000000000000164e-03,1.247443915016551230e+01
3.720000000000001084e-03,1.247466173152908198e+01
3.740000000000000269e-03,1.247488454807180958e+01
3.760000000000001188e-03,1.247510759979368622e+01
3.780000000000000374e-03,1.247533088669471013e+01
3.800000000000001293e-03,1.247555440877490085e+01
3.820000000000000479e-03,1.247577816603425305e+01
3.840000000000001398e-03,1.247600215847276139e+01
3.860000000000000583e-03,1.247622638609041701e+01
3.880000000000001503e-03,1.247645084888722877e+01
3.900000000000000688e-03,1.247667554686319669e+01
3.920000000000001608e-03,1.247690048001832253e+01
3.940000000000000793e-03,1.247712564835260629e+01
3.960000000000001713e-03,1.247735105186605331e+01
3.980000000000000898e-03,1.247757669055864760e+01
4.000000000000000083e-03,1.247780256443039093e+01
4.020000000000001003e-03,1.247802867348129219e+01
4.040000000000000188e-03,1.247825501771135848e+01
4.060000000000001108e-03,1.247848159712058091e+01
4.080000000000000293e-03,1.247870841170895417e+01
4.100000000000001213e-03,1.247893546147648891e+01
4.120000000000000398e-03,1.247916274642317269e+01
4.140000000000001318e-03,1.247939026654901085e+01
4.160000000000000503e-03,1.247961802185400515e+01
4.180000000000001423e-03,1.247984601233816448e+01
4.200000000000000608e-03,1.248007423800147286e+01
4.220000000000001528e-03,1.248030269884394272e+01
4.240000000000000713e-03,1.248053139486556162e+01
4.260000000000001633e-03,1.248076032606634556e+01
4.280000000000000818e-03,1.248098949244627853e+01
4.300000000000001737e-03,1.248121889400536411e+01
4.320000000000000923e-03,1.248144853074361293e+01
4.340000000000000108e-03,1.248167840266100193e+01
4.360000000000001028e-03,1.248190850975757371e+01
4.380000000000000213e-03,1.248213885203328566e+01
4.400000000000001132e-03,1.248236942948815731e+01
4.420000000000000318e-03,1.248260024212218866e+01
4.440000000000001237e-03,1.248283128993536550e+01
4.460000000000000422e-03,1.248306257292768784e+01
4.480000000000001342e-03,1.248329409109919474e+01
4.500000000000000527e-03,1.248352584444984359e+01
4.520000000000001447e-03,1.248375783297964681e+01
4.540000000000000632e-03,1.248399005668860973e+01
4.560000000000001552e-03,1.248422251557671991e+01
4.580000000000000737e-03,1.248445520964399336e+01
4.600000000000001657e-03,1.248468813889042650e+01
4.620000000000000842e-03,1.248492130331601757e+01
4.640000000000001762e-03,1.248515470292075769e+01
4.660000000000000947e-03,1.248538833770465395e+01
4.680000000000000132e-03,1.248562220766770281e+01
4.700000000000001052e-03,1.248585631280990427e+01
4.720000000000000237e-03,1.248609065313128319e+01
4.740000000000001157e-03,1.248632522863180228e+01
4.760000000000000342e-03,1.248656003931148462e+01
4.780000000000001262e-03,1.248679508517030534e+01
4.800000000000000447e-03,1.248703036620829820e+01
4.820000000000001367e-03,1.248726588242544544e+01
4.840000000000000552e-03,1.248750163382174350e+01
4.860000000000001472e-03,1.248773762039720303e+01
4.880000000000000657e-03,1.248797384215182227e+01
4.900000000000001577e-03,1.248821029908557811e+01
4.920000000000000762e-03,1.248844699119850432e+01
4.940000000000001681e-03,1.248868391849059201e+01
4.960000000000000867e-03,1.248892108096183051e+01
4.980000000000001786e-03,1.248915847861223227e+01
5.000000000000000971e-03,1.248939611144177064e+01
5.020000000000000157e-03,1.248963397945047404e+01
5.040000000000001076e-03,1.248987208263833537e+01
5.060000000000000261e-03,1.249011042100535107e+01
5.080000000000001181e-03,1.249034899455152647e+01
5.100000000000000366e-03,1.249058780327685803e+01
5.120000000000001286e-03,1.249082684718133862e+01
5.140000000000000471e-03,1.249106612626497359e+01
5.160000000000001391e-03,1.249130564052777714e+01
5.180000000000000576e-03,1.249154538996973152e+01
5.200000000000001496e-03,1.249178537459083671e+01
5.220000000000000681e-03,1.249202559439110338e+01
5.240000000000001601e-03,1.249226604937052265e+01
5.260000000000000786e-03,1.249250673952909985e+01
5.280000000000001706e-03,1.249274766486682786e+01
5.300000000000000891e-03,1.249298882538371913e+01
5.320000000000001811e-03,1.249323022107976833e+01
5.340000000000000996e-03,1.249347185195495769e+01
5.360000000000001916e-03,1.249371371800931385e+01
5.380000000000001101e-03,1.249395581924283327e+01
5.400000000000000286e-03,1.249419815565549818e+01
5.420000000000001206e-03,1.249444072724733168e+01
5.440000000000000391e-03,1.249468353401830534e+01
5.460000000000001311e-03,1.249492657596843870e+01
5.480000000000000496e-03,1.249516985309773354e+01
5.500000000000001416e-03,1.249541336540617742e+01
5.520000000000000601e-03,1.249565711289378100e+01
5.540000000000001520e-03,1.249590109556054074e+01
5.560000000000000706e-03,1.249614531340646018e+01
5.580000000000001625e-03,1.249638976643152155e+01
5.600000000000000810e-03,1.249663445463575329e+01
5.620000000000001730e-03,1.249687937801914828e+01
5.640000000000000915e-03,1.249712453658168521e+01
5.660000000000000100e-03,1.249736993032337828e+01
5.680000000000002755e-03,1.249761555924422751e+01
5.700000000000001940e-03,1.249786142334423289e+01
5.720000000000001125e-03,1.249810752262339619e+01
5.740000000000000310e-03,1.249835385708172275e+01
5.759999999999999495e-03,1.249860042671919835e+01
5.780000000000002150e-03,1.249884723153583543e+01
5.800000000000001335e-03,1.249909427153161268e+01
5.820000000000000520e-03,1.249934154670655495e+01
5.839999999999999705e-03,1.249958905706065870e+01
5.860000000000002360e-03,1.249983680259392038e+01
5.880000000000001545e-03,1.250008478330633288e+01
5.900000000000000730e-03,1.250033299919790331e+01
5.919999999999999915e-03,1.250058145026861744e+01
5.940000000000002570e-03,1.250083013651849306e+01
5.960000000000001755e-03,1.250107905794753016e+01
5.980000000000000940e-03,1.250132821455572518e+01
6.000000000000000125e-03,1.250157760634308346e+01
6.020000000000002779e-03,1.250182723330956769e+01
6.040000000000001965e-03,1.250207709545523649e+01
6.060000000000001150e-03,1.250232719278004190e+01
6.080000000000000335e-03,1.250257752528402122e+01
6.099999999999999520e-03,1.250282809296714603e+01
6.120000000000002174e-03,1.250307889582943766e+01
6.140000000000001359e-03,1.250332993387087122e+01
6.160000000000000545e-03,1.250358120709146270e+01
6.179999999999999730e-03,1.250383271549121567e+01
6.200000000000002384e-03,1.250408445907012300e+01
6.220000000000001569e-03,1.250433643782818827e+01
6.240000000000000754e-03,1.250458865176540257e+01
6.259999999999999939e-03,1.250484110088178014e+01
6.280000000000002594e-03,1.250509378517731029e+01
6.300000000000001779e-03,1.250534670465200549e+01
6.320000000000000964e-03,1.250559985930584617e+01
6.340000000000000149e-03,1.250585324913884122e+01
6.360000000000002804e-03,1.250610687415099420e+01
6.380000000000001989e-03,1.250636073434230155e+01
6.400000000000001174e-03,1.250661482971277039e+01
6.420000000000000359e-03,1.250686916026239182e+01
6.439999999999999544e-03,1.250712372599117117e+01
6.460000000000002199e-03,1.250737852689911378e+01
6.480000000000001384e-03,1.250763356298619122e+01
6.500000000000000569e-03,1.250788883425243903e+01
6.519999999999999754e-03,1.250814434069785008e+01
6.540000000000002409e-03,1.250840008232240486e+01
6.560000000000001594e-03,1.250865605912611755e+01
6.580000000000000779e-03,1.250891227110897574e+01
6.599999999999999964e-03,1.250916871827101140e+01
6.620000000000002618e-03,1.250942540061220143e+01
6.640000000000001804e-03,1.250968231813253340e+01
6.660000000000000989e-03,1.250993947083203217e+01
6.680000000000000174e-03,1.251019685871068532e+01
6.700000000000002828e-03,1.251045448176848573e+01
6.720000000000002013e-03,1.251071234000544408e+01
6.740000000000001198e-03,1.251097043342156745e+01
6.760000000000000384e-03,1.251122876201684697e+01
6.779999999999999569e-03,1.251148732579126843e+01
6.800000000000002223e-03,1.251174612474486025e+01
6.820000000000001408e-03,1.251200515887759579e+01
6.840000000000000593e-03,1.251226442818949813e+01
6.859999999999999779e-03,1.251252393268055307e+01
6.880000000000002433e-03,1.251278367235076416e+01
6.900000000000001618e-03,1.251304364720013318e+01
6.920000000000000803e-03,1.251330385722864413e+01
6.939999999999999988e-03,1.251356430243632190e+01
6.960000000000002643e-03,1.251382498282316114e+01
6.980000000000001828e-03,1.251408589838915120e+01
7.000000000000001013e-03,1.251434704913430451e+01
7.020000000000000198e-03,1.251460843505860332e+01
7.040000000000002853e-03,1.251487005616205295e+01
7.060000000000002038e-03,1.251513191244467649e+01
7.080000000000001223e-03,1.251539400390643486e+01
7.100000000000000408e-03,1.251565633054736715e+01
7.119999999999999593e-03,1.251591889236745381e+01
7.140000000000002248e-03,1.251618168936668241e+01
7.160000000000001433e-03,1.251644472154507426e+01
7.180000000000000618e-03,1.251670798890262049e+01
7.199999999999999803e-03,1.251697149143933530e+01
7.220000000000002457e-03,1.251723522915519560e+01
7.240000000000001643e-03,1.251749920205022093e+01
7.260000000000000828e-03,1.251776341012438465e+01
7.280000000000000013e-03,1.251802785337771340e+01
7.300000000000002667e-03,1.251829253181019830e+01
7.320000000000001852e-03,1.251855744542184645e+01
7.340000000000001038e-03,1.251882259421264010e+01
7.360000000000000223e-03,1.251908797818260055e+01
7.380000000000002877e-03,1.251935359733170117e+01
7.400000000000002062e-03,1.251961945165996326e+01
7.420000000000001247e-03,1.251988554116739039e+01
7.440000000000000432e-03,1.252015186585396478e+01
7.459999999999999618e-03,1.252041842571969887e+01
7.480000000000002272e-03,1.252068522076457668e+01
7.500000000000001457e-03,1.252095225098863729e+01
7.520000000000000642e-03,1.252121951639183273e+01
7.539999999999999827e-03,1.252148701697418964e+01
7.560000000000002482e-03,1.252175475273570271e+01
7.580000000000001667e-03,1.252202272367637548e+01
7.600000000000000852e-03,1.252229092979618841e+01
7.620000000000000037e-03,1.252255937109517347e+01
7.640000000000002692e-03,1.252282804757330936e+01
7.660000000000001877e-03,1.252309695923060673e+01
7.680000000000001062e-03,1.252336610606705669e+01
7.700000000000000247e-03,1.252363548808265037e+01
7.720000000000002902e-03,1.252390510527741618e+01
7.740000000000002087e-03,1.252417495765133637e+01
7.760000000000001272e-03,1.252444504520441448e+01
7.780000000000000457e-03,1.252471536793663454e+01
7.799999999999999642e-03,1.252498592584802672e+01
7.820000000000002296e-03,1.252525671893855908e+01
7.840000000000001482e-03,1.252552774720825290e+01
7.860000000000000667e-03,1.252579901065710288e+01
7.879999999999999852e-03,1.252607050928512322e+01
7.900000000000002506e-03,1.252634224309229261e+01
7.920000000000001691e-03,1.252661421207861103e+01
7.940000000000000877e-03,1.252688641624407673e+01
7.960000000000000062e-03,1.252715885558871634e+01
7.980000000000002716e-03,1.252743153011250143e+01
8.000000000000001901e-03,1.252770443981544801e+01
8.020000000000001086e-03,1.252797758469754896e+01
8.040000000000000271e-03,1.252825096475880429e+01
8.060000000000002926e-03,1.252852457999921398e+01
8.080000000000002111e-03,1.252879843041878161e+01
8.100000000000001296e-03,1.252907251601750716e+01
8.120000000000000481e-03,1.252934683679539596e+01
8.139999999999999666e-03,1.252962139275242670e+01
8.160000000000002321e-03,1.252989618388861182e+01
8.180000000000001506e-03,1.253017121020396374e+01
8.200000000000000691e-03,1.253044647169847359e+01
8.219999999999999876e-03,1.253072196837212715e+01
8.240000000000002531e-03,1.253099770022493864e+01
8.260000000000001716e-03,1.253127366725692404e+01
8.280000000000000901e-03,1.253154986946803540e+01
8.300000000000000086e-03,1.253182630685832777e+01
8.320000000000002741e-03,1.253210297942776030e+01
8.340000000000001926e-03,1.253237988717637030e+01
8.360000000000001111e-03,1.253265703010411691e+01
8.380000000000000296e-03,1.253293440821101790e+01
8.400000000000002950e-03,1.253321202149708746e+01
8.420000000000002136e-03,1.253348986996230607e+01
8.440000000000001321e-03,1.253376795360667550e+01
8.460000000000000506e-03,1.253404627243020819e+01
8.479999999999999691e-03,1.253432482643290413e+01
8.500000000000002345e-03,1.253460361561473846e+01
8.520000000000001530e-03,1.253488263997573959e+01
8.540000000000000716e-03,1.253516189951589510e+01
8.559999999999999901e-03,1.253544139423521386e+01
8.580000000000002555e-03,1.253572112413367812e+01
8.600000000000001740e-03,1.253600108921129319e+01
8.620000000000000925e-03,1.253628128946806797e+01
8.640000000000000110e-03,1.253656172490401310e+01
8.660000000000002765e-03,1.253684239551910196e+01
8.680000000000001950e-03,1.253712330131335406e+01
8.700000000000001135e-03,1.253740444228676054e+01
8.720000000000000320e-03,1.253768581843930363e+01
8.740000000000002975e-03,1.253796742977102774e+01
8.760000000000002160e-03,1.253824927628190267e+01
8.780000000000001345e-03,1.253853135797193552e+01
8.800000000000000530e-03,1.253881367484111031e+01
8.819999999999999715e-03,1.253909622688945191e+01
8.840000000000002370e-03,1.253937901411693900e+01
8.860000000000001555e-03,1.253966203652359290e+01
8.880000000000000740e-03,1.253994529410940650e+01
8.899999999999999925e-03,1.254022878687436737e+01
8.920000000000002580e-03,1.254051251481848794e+01
8.940000000000001765e-03,1.254079647794175401e+01
8.960000000000000950e-03,1.254108067624418865e+01
8.980000000000000135e-03,1.254136510972577589e+01
9.000000000000002789e-03,1.254164977838652106e+01
9.020000000000001975e-03,1.254193468222642238e+01
9.040000000000001160e-03,1.254221982124548340e+01
9.060000000000000345e-03,1.254250519544367748e+01
9.080000000000002999e-03,1.254279080482104725e+01
9.100000000000002184e-03,1.254307664937757139e+01
9.120000000000001369e-03,1.254336272911325345e+01
9.140000000000000555e-03,1.254364904402808989e+01
9.159999999999999740e-03,1.254393559412208070e+01
9.180000000000002394e-03,1.254422237939522233e+01
9.200000000000001579e-03,1.254450939984752544e+01
9.220000000000000764e-03,1.254479665547898115e+01
9.239999999999999949e-03,1.254508414628959656e+01
9.260000000000002604e-03,1.254537187227937522e+01
9.280000000000001789e-03,1.254565983344829228e+01
9.300000000000000974e-03,1.254594802979637791e+01
9.320000000000000159e-03,1.254623646132361614e+01
9.340000000000002814e-03,1.254652512803000874e+01
9.360000000000001999e-03,1.254681402991555395e+01
9.380000000000001184e-03,1.254710316698027128e+01
9.400000000000000369e-03,1.254739253922412701e+01
9.420000000000003024e-03,1.254768214664715131e+01
9.440000000000002209e-03,1.254797198924931756e+01
9.460000000000001394e-03,1.254826206703065239e+01
9.480000000000000579e-03,1.254855237999113626e+01
9.499999999999999764e-03,1.254884292813076385e+01
9.520000000000002419e-03,1.254913371144956713e+01
9.540000000000001604e-03,1.254942472994753011e+01
9.560000000000000789e-03,1.254971598362463681e+01
9.579999999999999974e-03,1.255000747248090853e+01
9.600000000000002628e-03,1.255029919651632930e+01
9.620000000000001814e-03,1.255059115573089912e+01
9.640000000000000999e-03,1.255088335012463396e+01
9.660000000000000184e-03,1.255117577969752674e+01
9.680000000000002838e-03,1.255146844444957388e+01
9.700000000000002023e-03,1.255176134438078250e+01
9.720000000000001208e-03,1.255205447949113484e+01
9.740000000000000394e-03,1.255234784978063267e+01
9.760000000000003048e-03,1.255264145524931685e+01
9.780000000000002233e-03,1.255293529589713941e+01
9.800000000000001418e-03,1.255322937172412701e+01
9.820000000000000603e-03,1.255352368273026187e+01
9.839999999999999789e-03,1.255381822891555466e+01
9.860000000000002443e-03,1.255411301027999293e+01
9.880000000000001628e-03,1.255440802682360868e+01
9.900000000000000813e-03,1.255470327854636814e+01
9.919999999999999998e-03,1.255499876544829796e+01
9.940000000000002653e-03,1.255529448752936617e+01
9.960000000000001838e-03,1.255559044478958164e+01
9.980000000000001023e-03,1.255588663722897458e+01
1.000000000000000021e-02,1.255618306484751656e+01
