z,C_proj_norm,R_proj,H,B,S,V,R_resp,R_rob,CCI_min,CCI_diag
1.579474342928660846e+00,6.022267451849119624e+01,9.215614166137985341e-01,5.828377581197250468e-01,5.303070276345719369e-01,6.787939628270734937e-01,5.133972176083225758e-01,5.413891203597560597e-01,5.413891203597560597e-01,4.173233531156013698e-01,3.131067935688193193e-01
1.581977471839799865e+00,6.049017073684703405e+01,9.221381037447143880e-01,5.822117816256975331e-01,5.280058794069737438e-01,6.798738261126064941e-01,5.132409345680134516e-01,5.403564565143502696e-01,5.403564565143502696e-01,4.187811305779758908e-01,3.142014496330197693e-01
1.584480600750938661e+00,6.075835520697210512e+01,9.227096051778779229e-01,5.815876744545843691e-01,5.257187713964384113e-01,6.809599224167240950e-01,5.130861506995026966e-01,5.393280276573795273e-01,5.393280276573795273e-01,4.202437877499096142e-01,3.153000044467123009e-01
1.586983729662077680e+00,6.102722734721847075e+01,9.232759670204779834e-01,5.809654307769338555e-01,5.234456027814673451e-01,6.820522926716119372e-01,5.129328509001945813e-01,5.383038102451371820e-01,5.383038102451371820e-01,4.217113622063786149e-01,3.164024874505456664e-01
1.589486858573216477e+00,6.129678657389602847e+01,9.238372350685496448e-01,5.803450447493275766e-01,5.211862734857548585e-01,6.831509782034029810e-01,5.127810202088853853e-01,5.372837808729284959e-01,5.372837808729284959e-01,4.231838919483620898e-01,3.175089284042661997e-01
1.591989987484355495e+00,6.156703230131714122e+01,9.243934548067055390e-01,5.797265105157121123e-01,5.189406841737363996e-01,6.842560207369432490e-01,5.126306438047387726e-01,5.362679162747551187e-01,5.362679162747551187e-01,4.246614154065887492e-01,3.186193573897084796e-01
1.594493116395494514e+00,6.183796394184047784e+01,9.249446714079294640e-01,5.791098222088377767e-01,5.167087362461341149e-01,6.853674624006239613e-01,5.124817070062627211e-01,5.352561933230300939e-01,5.352561933230300939e-01,4.261439714453105765e-01,3.197338048138073652e-01
1.596996245306633311e+00,6.210958090591318381e+01,9.254909297334247276e-01,5.784949739520506284e-01,5.144903318355074084e-01,6.864853457312757312e-01,5.123341952702900048e-01,5.342485890283988903e-01,5.342485890283988903e-01,4.276315993660320114e-01,3.208523014115817751e-01
1.599499374217772329e+00,6.238188260211157399e+01,9.260322743325225536e-01,5.778819598604458818e-01,5.122853738018086078e-01,6.876097136791274878e-01,5.121880941909591201e-01,5.332450805393632587e-01,5.332450805393632587e-01,4.291243389114590134e-01,3.219748782492823924e-01
1.602002503128911126e+00,6.265486843718088750e+01,9.265687494426417814e-01,5.772707740425724321e-01,5.100937657279370763e-01,6.887406096128331212e-01,5.120433894986993195e-01,5.322456451420706225e-01,5.322456451420706225e-01,4.306222302693580861e-01,3.231015667274765857e-01
1.604505632040050145e+00,6.292853781607301755e+01,9.271003989893070729e-01,5.766614106017893260e-01,5.079154119153039826e-01,6.898780773245630771e-01,5.119000670592177560e-01,5.312502602599967760e-01,5.312502602599967760e-01,4.321253140765586864e-01,3.242323985842419098e-01
1.607008760951188941e+00,6.320289014198343125e+01,9.276272665862165256e-01,5.760538636374624710e-01,5.057502173793966271e-01,6.910221610351657828e-01,5.117581128724894013e-01,5.302589034535768464e-01,5.302589034535768464e-01,4.336336314230571642e-01,3.253674058984374340e-01
1.609511889862327960e+00,6.347792481638693118e+01,9.281493955353656844e-01,5.754481272465586938e-01,5.035980878453468756e-01,6.921729053993996850e-01,5.116175130717482977e-01,5.292715524199550492e-01,5.292715524199550492e-01,4.351472238560725736e-01,3.265066210929424839e-01
1.612015018773466979e+00,6.375364123907115044e+01,9.286668288272188487e-01,5.748441955248168034e-01,5.014589297435114723e-01,6.933303555112324545e-01,5.114782539224835833e-01,5.282881849926066575e-01,5.282881849926066575e-01,4.366661333842702941e-01,3.276500769380224498e-01
1.614518147684605776e+00,6.403003880817010440e+01,9.291796091409336711e-01,5.742420625680531021e-01,4.993326502050483562e-01,6.944945569092179083e-01,5.113403218214367385e-01,5.273087791409957203e-01,5.273087791409957203e-01,4.381904024820164056e-01,3.287978065547200734e-01
1.617021276595744794e+00,6.430711692019536940e+01,9.296877788446322732e-01,5.736417224735022025e-01,4.972191570575074659e-01,6.956655555819403203e-01,5.112037032956024962e-01,5.263333129702455482e-01,5.263333129702455482e-01,4.397200740936773045e-01,3.299498434182829287e-01
1.619524405506883591e+00,6.458487497006642286e+01,9.301913799957222118e-01,5.730431693408855054e-01,4.951183588204229324e-01,6.968433979735380035e-01,5.110683850012326390e-01,5.253617647207231567e-01,5.253617647207231567e-01,4.412551916380618167e-01,3.311062213616995931e-01
1.622027534418022610e+00,6.486331235114008109e+01,9.306904543412636288e-01,5.724463972738034201e-01,4.930301647009128208e-01,6.980281309893004993e-01,5.109343537228422383e-01,5.243941127677210767e-01,5.243941127677210767e-01,4.427957990128365551e-01,3.322669745792188878e-01
1.624530663329161406e+00,6.514242845523764913e+01,9.311850433183823661e-01,5.718514003807902979e-01,4.909544845892903631e-01,6.992198020013424831e-01,5.108015963722192243e-01,5.234303356210371350e-01,5.234303356210371350e-01,4.443419405990990390e-01,3.334321376299879680e-01
1.627033792240300425e+00,6.542222267267244717e+01,9.316751880547283760e-01,5.712581727763210715e-01,4.888912290546734152e-01,7.004184588543601597e-01,5.106700999874375091e-01,5.224704119245354716e-01,5.224704119245354716e-01,4.458936612660378551e-01,3.346017454417587467e-01
1.629536921151439444e+00,6.570269439227456587e+01,9.321609293689777642e-01,5.706667085822260121e-01,4.868403093406120652e-01,7.016241498714628211e-01,5.105398517318729956e-01,5.215143204558345680e-01,5.215143204558345680e-01,4.474510063755397504e-01,3.357758333145575147e-01
1.632040050062578240e+00,6.598384300141545111e+01,9.326423077713779097e-01,5.700770019285007484e-01,4.848016373607183516e-01,7.028369238600884472e-01,5.104108388932219187e-01,5.205620401258079788e-01,5.205620401258079788e-01,4.490140217870427497e-01,3.369544369245393023e-01
1.634543178973717259e+00,6.626566788603112457e+01,9.331193634643342172e-01,5.694890469545097478e-01,4.827751256943045299e-01,7.040568301180043509e-01,5.102830488825245148e-01,5.196135499782049694e-01,5.196135499782049694e-01,4.505827538623497497e-01,3.381375923278165940e-01
1.637046307884856056e+00,6.654816843064365628e+01,9.335921363430380593e-01,5.689028378099189043e-01,4.807606875820362724e-01,7.052839184393862038e-01,5.101564692331898021e-01,5.186688291891889957e-01,5.186688291891889957e-01,4.521572494705887180e-01,3.393253359643986777e-01
1.639549436795995074e+00,6.683134401838282201e+01,9.340606659961341318e-01,5.683183686556460001e-01,4.787582369215844236e-01,7.065182391209910984e-01,5.100310876000259119e-01,5.177278570668788493e-01,5.177278570668788493e-01,4.537375559932510516e-01,3.405177046621927772e-01
1.642052565707133871e+00,6.711519403100501791e+01,9.345249917064287759e-01,5.677356336650661861e-01,4.767676882632994051e-01,7.077598429684107684e-01,5.099068917582714189e-01,5.167906130509706264e-01,5.167906130509706264e-01,4.553237213292250507e-01,3.417147356410032977e-01
1.644555694618272890e+00,6.739971784891247353e+01,9.349851524516329393e-01,5.671546270245395593e-01,4.747889568058840659e-01,7.090087813024185115e-01,5.097838696026327776e-01,5.158570767121496425e-01,5.158570767121496425e-01,4.569157939001103896e-01,3.429164665167435677e-01
1.647058823529411908e+00,6.768491485117073125e+01,9.354411869051455497e-01,5.665753429347388792e-01,4.728219583920838520e-01,7.102651059654060406e-01,5.096620091463236468e-01,5.149272277517482621e-01,5.149272277517482621e-01,4.585138226553787111e-01,3.441229353055356155e-01
1.649561952440550705e+00,6.797078441552486083e+01,9.358931334368699728e-01,5.659977756112283265e-01,4.708666095043865796e-01,7.115288693279101517e-01,5.095412985201087652e-01,5.140010460011749105e-01,5.140010460011749105e-01,4.601178570778326482e-01,3.453341804280343208e-01
1.652065081351689724e+00,6.825732591841561714e+01,9.363410301140688841e-01,5.654219192853737752e-01,4.689228272607283698e-01,7.128001242952385352e-01,5.094217259713506030e-01,5.130785114214431175e-01,5.130785114214431175e-01,4.617279471890579634e-01,3.465502407137491803e-01
1.654568210262828520e+00,6.854453873499322469e+01,9.367849147022511147e-01,5.648477682054282578e-01,4.669905294102194016e-01,7.140789243141850706e-01,5.093032798630605651e-01,5.121596041027559609e-01,5.121596041027559609e-01,4.633441435549013332e-01,3.477711554053894982e-01
1.657071339173967539e+00,6.883242223913126168e+01,9.372248246660910276e-01,5.642753166368167372e-01,4.650696343288741597e-01,7.153653233798475952e-01,5.091859486729537476e-01,5.112443042638461499e-01,5.112443042638461499e-01,4.649664972912800898e-01,3.489969641634561581e-01
1.659574468085106336e+00,6.912097580343929337e+01,9.376607971703847522e-01,5.637045588633874393e-01,4.631600610153542852e-01,7.166593760425439275e-01,5.090697209925076905e-01,5.103325922516094293e-01,5.103325922516094293e-01,4.665950600697921780e-01,3.502277070706909523e-01
1.662077596996245354e+00,6.941019879927401348e+01,9.380928690810317327e-01,5.631354891879630786e-01,4.612617290867292441e-01,7.179611374148261449e-01,5.089545855260245721e-01,5.094244485405281520e-01,5.094244485405281520e-01,4.682298841236229858e-01,3.514634246367475678e-01
1.664580725907384373e+00,6.970009059675025753e+01,9.385210769660529140e-01,5.625681019329529242e-01,4.593745587742420478e-01,7.192706631786023319e-01,5.088405310896979561e-01,5.085198537321112822e-01,5.085198537321112822e-01,4.698710222535332215e-01,3.527041578029260771e-01
1.667083854818523170e+00,6.999065056475049573e+01,9.389454570966344615e-01,5.620023914412944910e-01,4.574984709190932919e-01,7.205880095923590245e-01,5.087275466106829791e-01,5.076187885544365397e-01,5.076187885544365397e-01,4.715185278338377972e-01,3.539499479469046528e-01
1.669586983729662188e+00,7.028187807093370054e+01,9.393660454482026800e-01,5.614383520767924907e-01,4.556333869682357429e-01,7.219132334984933452e-01,5.086156211261710913e-01,5.067212338615105782e-01,5.067212338615105782e-01,4.731724548186682644e-01,3.552008368876831135e-01
1.672090112640800985e+00,7.057377248174344686e+01,9.397828777015262425e-01,5.608759782251140358e-01,4.537792289701813586e-01,7.232463923307538289e-01,5.085047437824684602e-01,5.058271706328272277e-01,5.058271706328272277e-01,4.748328577481337742e-01,3.564568668904567472e-01
1.674593241551940004e+00,7.086633316241453429e+01,9.401959892438457311e-01,5.603152642941962025e-01,4.519359195708257948e-01,7.245875441217882740e-01,5.083949038340792592e-01,5.049365799727508763e-01,5.049365799727508763e-01,4.764997917547597051e-01,3.577180806716968586e-01
1.677096370463078800e+00,7.115955947697968043e+01,9.406054151700294907e-01,5.597562047148131326e-01,4.501033820092830151e-01,7.259367475108099432e-01,5.082860906427918435e-01,5.040494431099474815e-01,5.040494431099474815e-01,4.781733125699871301e-01,3.589845214042818866e-01
1.679599499374217819e+00,7.145345078827466523e+01,9.410111902837564601e-01,5.591987939412803588e-01,4.482815401137343336e-01,7.272940617513748984e-01,5.081782936767702541e-01,5.031657413968583237e-01,5.031657413968583237e-01,4.798534765307316263e-01,3.602562327226743188e-01
1.682102628285356838e+00,7.174800645794292109e+01,9.414133490987205422e-01,5.586430264518691402e-01,4.464703182972955542e-01,7.286595467192771292e-01,5.080715025096502746e-01,5.022854563090883850e-01,5.022854563090883850e-01,4.815403405861397035e-01,3.615332587282480969e-01
1.684605757196495635e+00,7.204322584643951188e+01,9.418119258398636173e-01,5.580888967494586073e-01,4.446696415538929914e-01,7.300332629205645851e-01,5.079657068196378189e-01,5.014085694448653374e-01,5.014085694448653374e-01,4.832339623043837018e-01,3.628156439946488288e-01
1.687108886107634653e+00,7.233910831303397515e+01,9.422069544446265432e-01,5.575363993619493197e-01,4.428794354541599199e-01,7.314152714996738913e-01,5.078608963886146466e-01,5.005350625244308072e-01,5.005350625244308072e-01,4.849343998796407096e-01,3.641034335732925009e-01
1.689612015018773450e+00,7.263565321581265266e+01,9.425984685642277983e-01,5.569855288426720508e-01,4.410996261413450137e-01,7.328056342476906293e-01,5.077570611012458546e-01,4.996649173894291973e-01,4.996649173894291973e-01,4.866417121391896639e-01,3.653966729989557294e-01
1.692115143929912469e+00,7.293285991168059468e+01,9.429865015649607773e-01,5.564362797710047381e-01,4.393301403272348304e-01,7.342044136107371832e-01,5.076541909440926981e-01,4.987981160023607918e-01,4.987981160023607918e-01,4.883559585505612977e-01,3.666954082954103633e-01
1.694618272841051265e+00,7.323072775636171627e+01,9.433710865295104053e-01,5.558886467527551778e-01,4.375709052880982775e-01,7.356116726984837095e-01,5.075522760047309623e-01,4.979346404459680797e-01,4.979346404459680797e-01,4.900771992288748824e-01,3.679996859811978105e-01
1.697121401752190284e+00,7.352925610439984894e+01,9.437522562582962848e-01,5.553426244203549800e-01,4.358218488606374064e-01,7.370274752927977735e-01,5.074513064708717769e-01,4.970744729225632375e-01,4.970744729225632375e-01,4.918054949443683155e-01,3.693095530755521327e-01
1.699624530663329303e+00,7.382844430915754685e+01,9.441300432708271684e-01,5.547982074336518243e-01,4.340828994379630767e-01,7.384518858565186639e-01,5.073512726294890918e-01,4.962175957535403525e-01,4.962175957535403525e-01,4.935409071298474948e-01,3.706250571042670749e-01
1.702127659574468099e+00,7.412829172281522006e+01,9.445044798070806324e-01,5.542553904799250031e-01,4.323539859655814999e-01,7.398849695423750372e-01,5.072521648659497062e-01,4.953639913786538340e-01,4.953639913786538340e-01,4.952834978885239381e-01,3.719462461058534175e-01
1.704630788485607118e+00,7.442879769636952858e+01,9.448755978288982948e-01,5.537141682744042281e-01,4.306350379373983239e-01,7.413267922020371214e-01,5.071539736631496265e-01,4.945136423554504779e-01,4.945136423554504779e-01,4.970333300018127121e-01,3.732731686376726254e-01
1.707133917396745915e+00,7.472996157963048347e+01,9.452434290213966861e-01,5.531745355605587333e-01,4.289259853917418153e-01,7.427774203953081411e-01,5.070566896006543089e-01,4.936665313586348081e-01,4.936665313586348081e-01,4.987904669373360855e-01,3.746058737822257068e-01
1.709637046307884933e+00,7.503178272121915882e+01,9.456080047943992151e-01,5.526364871103089937e-01,4.272267589073981964e-01,7.442369213994667332e-01,5.069603033538430115e-01,4.928226411794119910e-01,4.928226411794119910e-01,5.005549728570950485e-01,3.759444111535705790e-01
1.712140175219023730e+00,7.533426046856355640e+01,9.459693562838794589e-01,5.521000177246172536e-01,4.255372895996687443e-01,7.457053632187465864e-01,5.068648056930590284e-01,4.919819547249467129e-01,4.919819547249467129e-01,5.023269126256415529e-01,3.772888309037458754e-01
1.714643304130162749e+00,7.563739416789466929e+01,9.463275143534236600e-01,5.515651222332743631e-01,4.238575091164419328e-01,7.471828145939716226e-01,5.067701874827632569e-01,4.911444550175842472e-01,4.911444550175842472e-01,5.041063518186668091e-01,3.786391837295040586e-01
1.717146433041301767e+00,7.594118316424219017e+01,9.466825095957037695e-01,5.510317954956027720e-01,4.221873496342800625e-01,7.486693450123429461e-01,5.066764396806948678e-01,4.903101251943453587e-01,4.903101251943453587e-01,5.058933567314241042e-01,3.799955208789300154e-01
1.719649561952440564e+00,7.624562680142855697e+01,9.470343723339698094e-01,5.505000324004957202e-01,4.205267438545320369e-01,7.501650247173755615e-01,5.065835533370329768e-01,4.894789485062281398e-01,4.894789485062281398e-01,5.076879943875146628e-01,3.813578941583306015e-01
1.722152690863579583e+00,7.655072442206429173e+01,9.473831326235506722e-01,5.499698278665089424e-01,4.188756249994514125e-01,7.516699247190015143e-01,5.064915195935673076e-01,4.886509083175240575e-01,4.886509083175240575e-01,5.094903325478155054e-01,3.827263559392334868e-01
1.724655819774718379e+00,7.685647536754086673e+01,9.477288202533697969e-01,5.494411768423779208e-01,4.172339268083453678e-01,7.531841168038249101e-01,5.064003296828705203e-01,4.878259881052664504e-01,4.878259881052664504e-01,5.113004397194008677e-01,3.841009591653889443e-01
1.727158948685857398e+00,7.716287897802480700e+01,9.480714647474750567e-01,5.489140743067401074e-01,4.156015835337308340e-01,7.547076735455494623e-01,5.063099749274768691e-01,4.870041714584421033e-01,4.870041714584421033e-01,5.131183851649031569e-01,3.854817573600972658e-01
1.729662077596996195e+00,7.746993459245041436e+01,9.484110953665758625e-01,5.483885152688312559e-01,4.139785299375150496e-01,7.562406683155681320e-01,5.062204467390655216e-01,4.861854420774953112e-01,4.861854420774953112e-01,5.149442389116868357e-01,3.868688046334076702e-01
1.732165206508135213e+00,7.777764154851199407e+01,9.487477411095952551e-01,5.478644947681963195e-01,4.123647012871939355e-01,7.577831752937228549e-01,5.061317366176486532e-01,4.853697837735431730e-01,4.853697837735431730e-01,5.167780717615261254e-01,3.882621556896908022e-01
1.734668335419274232e+00,7.808599918265646522e+01,9.490814307152302121e-01,5.473420078749793305e-01,4.107600333520654012e-01,7.593352694792435686e-01,5.060438361507643146e-01,4.845571804677625827e-01,4.845571804677625827e-01,5.186199553002501794e-01,3.896618658351942432e-01
1.737171464330413029e+00,7.839500683007456416e+01,9.494121926635221698e-01,5.468210496901636519e-01,4.091644623994658003e-01,7.608970267018582145e-01,5.059567370126744068e-01,4.837476161907670047e-01,4.837476161907670047e-01,5.204699619075662254e-01,3.910679909857353032e-01
1.739674593241552047e+00,7.870466382469253119e+01,9.497400551774390909e-01,5.463016153452673329e-01,4.075779251910216505e-01,7.624685236330875915e-01,5.058704309635676521e-01,4.829410750818232678e-01,4.829410750818232678e-01,5.223281647672497474e-01,3.924805876746688127e-01
1.742177722152690844e+00,7.901496949916311507e+01,9.500650462244614181e-01,5.457837000029788221e-01,4.060003589789201728e-01,7.640498377977239519e-01,5.057849098487673389e-01,4.821375413883486338e-01,4.821375413883486338e-01,5.241946378771757953e-01,3.938997130607455044e-01
1.744680851063829863e+00,7.932592318485573912e+01,9.503871935181816832e-01,5.452672988567845991e-01,4.044317015022038109e-01,7.656410475854940056e-01,5.057001655979442845e-01,4.813369994651147676e-01,4.813369994651147676e-01,5.260694560598808689e-01,3.953254249363658546e-01
1.747183979974968659e+00,7.963752421184739205e+01,9.507065245199078918e-01,5.447524071311650173e-01,4.028718909830760753e-01,7.672422322629193214e-01,5.056161902243344608e-01,4.805394337736190180e-01,4.805394337736190180e-01,5.279526949731113694e-01,3.967577817358310943e-01
1.749687108886107678e+00,7.994977190891228247e+01,9.510230664402774536e-01,5.442390200817407431e-01,4.013208661232325891e-01,7.688534719853670207e-01,5.055329758239618387e-01,4.797448288814460393e-01,4.797448288814460393e-01,5.298444311205673385e-01,3.981968425437447667e-01
1.752190237797246697e+00,8.026266560351145074e+01,9.513368462408738901e-01,5.437271329950317256e-01,3.997785661002100088e-01,7.704748478093016439e-01,5.054505145748665607e-01,4.789531694615175028e-01,4.789531694615175028e-01,5.317447418629781541e-01,3.996426671036637512e-01
1.754693366708385494e+00,8.057620462178269349e+01,9.516478906358534218e-01,5.432167411887636188e-01,3.982449305637510983e-01,7.721064417047419637e-01,5.053687987363372214e-01,4.781644402915042891e-01,4.781644402915042891e-01,5.336537054291721205e-01,4.010953158267538399e-01
1.757196495619524512e+00,8.089038828852912388e+01,9.519562260935747755e-01,5.427078400116707169e-01,3.967198996321950610e-01,7.737483365679201919e-01,5.052878206481494772e-01,4.773786262530957947e-01,4.773786262530957947e-01,5.355714009275220899e-01,4.025548498007269771e-01
1.759699624530663309e+00,8.120521592720851345e+01,9.522618788382368749e-01,5.422004248434734164e-01,3.952034138888819714e-01,7.754006162341583464e-01,5.052075727298080965e-01,4.765957123313209753e-01,4.765957123313209753e-01,5.374979083575327499e-01,4.040213307988904101e-01
1.762202753441802328e+00,8.152068685992199448e+01,9.525648748515174180e-01,5.416944910950398651e-01,3.936954143785796889e-01,7.770633654909558929e-01,5.051280474797960052e-01,4.758156836139277313e-01,4.758156836139277313e-01,5.394333086215591377e-01,4.054948212893005888e-01
1.764705882352941124e+00,8.183680040740206607e+01,9.528652398742203378e-01,5.411900342081381599e-01,3.921958426039318102e-01,7.787366700912967676e-01,5.050492374748263291e-01,4.750385252906450528e-01,4.750385252906450528e-01,5.413776835368856455e-01,4.069753844441881263e-01
1.767209011264080143e+00,8.215355588900168016e+01,9.531629994079228174e-01,5.406870496553428662e-01,3.907046405219202767e-01,7.804206167671868810e-01,5.049711353691015425e-01,4.742642226524921290e-01,4.742642226524921290e-01,5.433311158479658953e-01,4.084630841495093811e-01
1.769712140175219162e+00,8.247095262268169336e+01,9.534581787166306333e-01,5.401855329402985850e-01,3.892217505403540723e-01,7.821152932434110028e-01,5.048937338935757246e-01,4.734927610911963125e-01,4.734927610911963125e-01,5.452936892387362233e-01,4.099579850145608773e-01
1.772215269086357958e+00,8.278898992499897247e+01,9.537508028284301664e-01,5.396854795972626517e-01,3.877471155143745740e-01,7.838207882515298985e-01,5.048170258552238110e-01,4.727241260984029192e-01,4.727241260984029192e-01,5.472654883454274310e-01,4.114601523819660378e-01
1.774718397997496977e+00,8.310766711109455684e+01,9.540408965371507399e-01,5.391868851912354765e-01,3.862806787429795552e-01,7.855371915441140551e-01,5.047410041363142863e-01,4.719583032650586651e-01,4.719583032650586651e-01,5.492465987693808671e-01,4.129696523376751860e-01
1.777221526908635774e+00,8.342698349468062702e+01,9.543284844040218484e-01,5.386897453178044470e-01,3.848223839655720013e-01,7.872645939092168810e-01,5.046656616936878725e-01,4.711952782807162232e-01,4.711952782807162232e-01,5.512371070901974646e-01,4.144865517212172890e-01
1.779724655819774792e+00,8.374693838802889445e+01,9.546135907593378267e-01,5.381940556029699563e-01,3.833721753585230818e-01,7.890030871851025918e-01,5.045909915580412131e-01,4.704350369328347270e-01,4.704350369328347270e-01,5.532371008791369116e-01,4.160109181361454356e-01
1.782227784730913589e+00,8.406753110195717227e+01,9.548962397041206307e-01,5.376998117032945057e-01,3.819299975317614337e-01,7.907527642752166797e-01,5.045169868332154417e-01,4.696775651061799173e-01,4.696775651061799173e-01,5.552466687126219602e-01,4.175428199605666912e-01
1.784730913642052608e+00,8.438876094581725340e+01,9.551764551117841728e-01,5.372070093052069284e-01,3.804957955253778223e-01,7.925137191634249456e-01,5.044436406954901919e-01,4.689228487819790403e-01,4.689228487819790403e-01,5.572659001863229378e-01,4.190823263581085478e-01
1.787234042553191626e+00,8.471062722748233398e+01,9.554542606298016549e-01,5.367156441254999910e-01,3.790695148062507847e-01,7.942860469295103254e-01,5.043709463928819359e-01,4.681708740374270206e-01,4.681708740374270206e-01,5.592948859290265418e-01,4.206295072887356601e-01
1.789737171464330423e+00,8.503312925333338512e+01,9.557296796813696815e-01,5.362257119109267167e-01,3.776511012646976972e-01,7.960698437649352810e-01,5.042988972444487628e-01,4.674216270449351174e-01,4.674216270449351174e-01,5.613337176171017129e-01,4.221844335200150011e-01
1.792240300375469442e+00,8.535626632824721582e+01,9.560027354670765920e-01,5.357372084377751698e-01,3.762405012111377234e-01,7.978652069888865217e-01,5.042274866395982658e-01,4.666750940713735862e-01,4.666750940713735862e-01,5.633824879892482818e-01,4.237471766385969563e-01
1.794743429286608238e+00,8.568003775558300106e+01,9.562734509665646865e-01,5.352501295122341629e-01,3.748376613727826268e-01,7.996722350645923960e-01,5.041567080374029786e-01,4.659312614775502626e-01,4.659312614775502626e-01,5.654412908611878841e-01,4.253178090616659413e-01
1.797246558197747257e+00,8.600444283716942095e+01,9.565418489401987800e-01,5.347644709696769416e-01,3.734425288903442386e-01,8.014910276159271652e-01,5.040865549659186984e-01,4.651901157173766732e-01,4.651901157173766732e-01,5.675102211410576469e-01,4.268964040489152678e-01
1.799749687108886054e+00,8.632948087329212683e+01,9.568079519307274294e-01,5.342802286748783436e-01,3.720550513147617977e-01,8.033216854443120392e-01,5.040170210215093594e-01,4.644516433373080955e-01,4.644516433373080955e-01,5.695893748447125038e-01,4.284830357144668866e-01
1.802252816020025072e+00,8.665515116268014140e+01,9.570717822649472684e-01,5.337973985217087103e-01,3.706751766039536045e-01,8.051643105459038718e-01,5.039480998681757917e-01,4.637158309756363450e-01,4.637158309756363450e-01,5.716788491115090132e-01,4.300777790391541178e-01
1.804755944931164091e+00,8.698145300249345269e+01,9.573333620553621248e-01,5.333159764327551899e-01,3.693028531195843289e-01,8.070190061290970496e-01,5.038797852368906982e-01,4.629826653617637455e-01,4.629826653617637455e-01,5.737787422204169152e-01,4.316807098830560130e-01
1.807259073842302888e+00,8.730838568830985480e+01,9.575927132018450250e-01,5.328359583594119986e-01,3.679380296238565218e-01,8.088858766323293592e-01,5.038120709249381823e-01,4.622521333156169865e-01,4.622521333156169865e-01,5.758891536062270555e-01,4.332919049981139858e-01
1.809762202753441906e+00,8.763594851411214393e+01,9.578498573932916482e-01,5.323573402814121280e-01,3.665806552763205550e-01,8.107650277422077112e-01,5.037449507952581618e-01,4.615242217469021080e-01,4.615242217469021080e-01,5.780101838762908839e-01,4.349114420411498427e-01
1.812265331664580703e+00,8.796414077227528594e+01,9.581048161092765580e-01,5.318801182067721678e-01,3.652306796307059900e-01,8.126565664119540511e-01,5.036784187757958886e-01,4.607989176544827203e-01,4.607989176544827203e-01,5.801419348273936238e-01,4.365393995869932264e-01
1.814768460575719722e+00,8.829296175355372611e+01,9.583576106217044366e-01,5.314042881715271838e-01,3.638880526317725406e-01,8.145606008801836717e-01,5.036124688588570208e-01,4.600762081257006031e-01,4.600762081257006031e-01,5.822845094630293428e-01,4.381758571419158144e-01
1.817271589486858518e+00,8.862241074706828670e+01,9.586082619964582108e-01,5.309298462394248519e-01,3.625527246121840186e-01,8.164772406900174806e-01,5.035470951004670237e-01,4.593560803356888100e-01,4.593560803356888100e-01,5.844380120110073129e-01,4.398208951573218117e-01
1.819774718397997537e+00,8.895248704029438613e+01,9.588567910950444029e-01,5.304567885018017792e-01,3.612246462893975996e-01,8.184065967085445426e-01,5.034822916197359000e-01,4.586385215467387311e-01,4.586385215467387311e-01,5.866025479413174981e-01,4.414745950436396171e-01
1.822277847309136556e+00,8.928318991904826873e+01,9.591032185762345952e-01,5.299851110772506591e-01,3.599037687625815662e-01,8.203487811466241286e-01,5.034180525982282495e-01,4.579235191076135858e-01,4.579235191076135858e-01,5.887782239844011611e-01,4.431370391845247947e-01
1.824780976220275353e+00,8.961451866747594863e+01,9.593475648977025649e-01,5.295148101113599237e-01,3.585900435095439320e-01,8.223039075790615771e-01,5.033543722793378805e-01,4.572110604528822897e-01,4.572110604528822897e-01,5.909651481497483205e-01,4.448083109513148448e-01
1.827284105131414371e+00,8.994647256803978053e+01,9.595898503176587546e-01,5.290458817765518740e-01,3.572834223836903744e-01,8.242720909651367611e-01,5.032912449676674171e-01,4.565011331022886254e-01,4.565011331022886254e-01,5.931634297447858639e-01,4.464884947177113483e-01
1.829787234042553168e+00,9.027905090150693468e+01,9.598300948964786361e-01,5.285783222717712615e-01,3.559838576109963237e-01,8.262534476695160279e-01,5.032286650284132357e-01,4.557937246600783365e-01,4.557937246600783365e-01,5.953731793941910988e-01,4.481776758747877398e-01
1.832290362953692187e+00,9.061225294693700505e+01,9.600683184983291873e-01,5.281121278222362658e-01,3.546913017870033658e-01,8.282480954835417242e-01,5.031666268867548419e-01,4.550888228143493697e-01,4.550888228143493697e-01,5.975945090595380371e-01,4.498759408462544296e-01
1.834793491864830983e+00,9.094607798167002954e+01,9.603045407927861543e-01,5.276472946791084251e-01,3.534057078738345181e-01,8.302561536469121872e-01,5.031051250272503550e-01,4.543864153363815772e-01,4.543864153363815772e-01,5.998275320593456916e-01,4.515833771040345668e-01
1.837296620775970002e+00,9.128052528131514975e+01,9.605387812564513128e-01,5.271838191191764444e-01,3.521270291972286581e-01,8.322777428697653024e-01,5.030441539932350992e-01,4.536864900799731370e-01,4.536864900799731370e-01,6.020723630895049583e-01,4.533000731841305142e-01
1.839799749687109021e+00,9.161559411973856015e+01,9.607710591745618478e-01,5.267216974448585276e-01,3.508552194435978211e-01,8.343129853551626285e-01,5.029837083862267466e-01,4.529890349808735062e-01,4.529890349808735062e-01,6.043291182439447518e-01,4.550261187026822252e-01
