z,C_proj_norm,R_proj,H,B,S,V,R_resp,R_rob,CCI_min,CCI_diag
5.281602002503128501e-01,4.903747679649397284e+00,2.012578147605895706e-01,9.150197177129499870e-01,5.513128036907346541e-01,5.109589505477287741e-01,8.285072189348149374e-01,7.476671094989763011e-01,6.797945991349857442e-01,2.226556136212532733e-01,1.717720204352907176e-01
5.306633291614518688e-01,4.938524866822350923e+00,1.972731694325744189e-01,9.145142418636057480e-01,5.516377467868314177e-01,5.110383868141071817e-01,8.313298631682615181e-01,7.485243685356969268e-01,6.804055360517609063e-01,2.224341343150737227e-01,1.716110518132750173e-01
5.331664580725907765e-01,4.973528181005502091e+00,1.932819459377344562e-01,9.140063558064216442e-01,5.519651897322865874e-01,5.111183645326493608e-01,8.341765138731438434e-01,7.493872292565493254e-01,6.810203463178070571e-01,2.222110713443030128e-01,1.714490075603020414e-01
5.356695869837296842e-01,5.008758951829561212e+00,1.892842504324147301e-01,9.134960532722447013e-01,5.522951532109662276e-01,5.111988872396774353e-01,8.370473903736351806e-01,7.502557248880016294e-01,6.816390515221930624e-01,2.219864162157056398e-01,1.712858823108136808e-01
5.381727158948685918e-01,5.044218515747470377e+00,1.852801897552238675e-01,9.129833280387518180e-01,5.526276581081618344e-01,5.112799584945707521e-01,8.399427142901098042e-01,7.511298888806183793e-01,6.822616733872401973e-01,2.217601604323657938e-01,1.711216706941249832e-01
5.406758448060074995e-01,5.079908216055866177e+00,1.812698714183269832e-01,9.124681739317852536e-01,5.529627255129699881e-01,5.113615818799139845e-01,8.428627095665917057e-01,7.520097549115200009e-01,6.828882337699601068e-01,2.215322954945540823e-01,1.709563673348126756e-01
5.431789737171464072e-01,5.115829402916252100e+00,1.772534035986371714e-01,9.119505848266448167e-01,5.533003767207045343e-01,5.114437610016471236e-01,8.458076024985458075e-01,7.528953568868569368e-01,6.835187546635006495e-01,2.213028129006206490e-01,1.707899668531178416e-01
5.456821026282854259e-01,5.151983433375844967e+00,1.732308951289042442e-01,9.114305546494361199e-01,5.536406332353418502e-01,5.115264994892144701e-01,8.487776217610165652e-01,7.537867289443255236e-01,6.841532581986148331e-01,2.210717041479033362e-01,1.706224638653555115e-01
5.481852315394243336e-01,5.188371671388068762e+00,1.692024554887088250e-01,9.109080773784428153e-01,5.539835167719979747e-01,5.116098009957146253e-01,8.517729984371129603e-01,7.546839054557167303e-01,6.847917666451498464e-01,2.208389607336559424e-01,1.704538529843335204e-01
5.506883604505632412e-01,5.224995487832713614e+00,1.651681947953576868e-01,9.103831470455252539e-01,5.543290492594414864e-01,5.116936691980515928e-01,8.547939660468492074e-01,7.555869210294992033e-01,6.854343024135555185e-01,2.206045741559960194e-01,1.702841288197817216e-01
5.531914893617021489e-01,5.261856260535704877e+00,1.611282237946869977e-01,9.098557577374783989e-01,5.546772528426384685e-01,5.117781077970849912e-01,8.578407605763402888e-01,7.564958105134177435e-01,6.860808880563991075e-01,2.203685359148789547e-01,1.701132859787949925e-01
5.556946182728410566e-01,5.298955374288557785e+00,1.570826538517661741e-01,9.093259035974582405e-01,5.550281498853336659e-01,5.118631205177821553e-01,8.609136205073626424e-01,7.574106089971389677e-01,6.867315462699087325e-01,2.201308375130876516e-01,1.699413190662833750e-01
5.581977471839799643e-01,5.336294220867393356e+00,1.530315969415151633e-01,9.087935788264436265e-01,5.553817629726665039e-01,5.119487111093696807e-01,8.640127868472784467e-01,7.583313518149334964e-01,6.873862998955381221e-01,2.198914704572423884e-01,1.697682226854319021e-01
5.607008760951188719e-01,5.373874199051583922e+00,1.489751656392293289e-01,9.082587776846889893e-01,5.557381149138226339e-01,5.120348833454857473e-01,8.671385031593284998e-01,7.592580745483838989e-01,6.880451719215444628e-01,2.196504262588343526e-01,1.695939914381731084e-01
5.632040050062578906e-01,5.411696714641982098e+00,1.449134731110152396e-01,9.077214944931835117e-01,5.560972287447225604e-01,5.121216410243323303e-01,8.702910155933024638e-01,7.601908130291235022e-01,6.887081854845831241e-01,2.194076964352819070e-01,1.694186199256710046e-01
5.657071339173967983e-01,5.449763180478740310e+00,1.408466331041389741e-01,9.071817236351512603e-01,5.564591277307464612e-01,5.122089879688292990e-01,8.734705729165853638e-01,7.611296033416140583e-01,6.893753638713255860e-01,2.191632725110072566e-01,1.692421027488156815e-01
5.682102628285357060e-01,5.488075016458690669e+00,1.367747599372887701e-01,9.066394595575818505e-01,5.568238353694968668e-01,5.122969280267664072e-01,8.766774265455875570e-01,7.620744818259610476e-01,6.900467305200982393e-01,2.189171460185332652e-01,1.690644345087270739e-01
5.707133917396746137e-01,5.526633649552282535e+00,1.326979684907547419e-01,9.060946967727231405e-01,5.571913753935995306e-01,5.123854650709585012e-01,8.799118305775620597e-01,7.630254850807489664e-01,6.907223090225302897e-01,2.186693084996091940e-01,1.688856098072755441e-01
5.732165206508135213e-01,5.565440513820077761e+00,1.286163741965220264e-01,9.055474298596912774e-01,5.575617717735429357e-01,5.124746029993983987e-01,8.831740418228134493e-01,7.639826499659373438e-01,6.914021231252390765e-01,2.184197515063487638e-01,1.687056232476063788e-01
5.757196495619524290e-01,5.604497050428721039e+00,1.245300930282901009e-01,9.049976534660244543e-01,5.579350487205571030e-01,5.125643457354117638e-01,8.864643198373010069e-01,7.649460136057717463e-01,6.920861967315213858e-01,2.181684666023991637e-01,1.685244694346819394e-01
5.782227784730913367e-01,5.643804707666498111e+00,1.204392414914060988e-01,9.044453623092146843e-01,5.583112306895315902e-01,5.126546972278120951e-01,8.897829269556447596e-01,7.659156133917183196e-01,6.927745539030557564e-01,2.179154453641370115e-01,1.683421429758385768e-01
5.807259073842303554e-01,5.683364940958378853e+00,1.163439366127200780e-01,9.038905511783983382e-01,5.586903423819761239e-01,5.127456614510552679e-01,8.931301283245374201e-01,7.668914869854757121e-01,6.934672188616534116e-01,2.176606793818735841e-01,1.681586384813456014e-01
5.832290362953692631e-01,5.723179212880490141e+00,1.122442959303717042e-01,9.033332149359478702e-01,5.590724087490196448e-01,5.128372424053949663e-01,8.965061919365610033e-01,7.678736723219864446e-01,6.941642159910038634e-01,2.174041602610967683e-01,1.679739505649859299e-01
5.857321652065081707e-01,5.763248993174165058e+00,1.081404374834928905e-01,9.027733485191177243e-01,5.594574549944535402e-01,5.129294441170383356e-01,8.999113886644229954e-01,7.688622076124986826e-01,6.948655698384498258e-01,2.171458796237320243e-01,1.677880738446458353e-01
5.882352941176470784e-01,5.803575758759362380e+00,1.040324798018447405e-01,9.022109469417262106e-01,5.598455065778156214e-01,5.130222706383011921e-01,9.033459922956080801e-01,7.698571313476669786e-01,6.955713051167848882e-01,2.168858291094265534e-01,1.676010029429165493e-01
5.907384230287859861e-01,5.844160993747600230e+00,9.992054189537782904e-02,9.016460052958094051e-01,5.602365892175189543e-01,5.131157260477647863e-01,9.068102795674553018e-01,7.708584823006796594e-01,6.962814467060629564e-01,2.166240003768628575e-01,1.674127324877126843e-01
5.932415519399248938e-01,5.885006189454296432e+00,9.580474324372685591e-02,9.010785187533471019e-01,5.606307288940229894e-01,5.132098144504315673e-01,9.103045302026623320e-01,7.718662995304372831e-01,6.969960196554386700e-01,2.163603851050911742e-01,1.672232571128992873e-01
5.957446808510638014e-01,5.926112844410537761e+00,9.168520378563257966e-02,9.005084825679925409e-01,5.610279518530506548e-01,5.133045399778811690e-01,9.138290269452247205e-01,7.728806223847665136e-01,6.977150491850260261e-01,2.160949749948883059e-01,1.670325714589332433e-01
5.982478097622028201e-01,5.967482464374235462e+00,8.756204390830341078e-02,8.999358920767919212e-01,5.614282846088496370e-01,5.133999067884273959e-01,9.173840555968088006e-01,7.739014905036629699e-01,6.984385606877719921e-01,2.158277617701455375e-01,1.668406701735212494e-01
6.007509386733417278e-01,6.009116562340718559e+00,8.343538443670495131e-02,8.993607427019368883e-01,5.618317539475001787e-01,5.134959190672747642e-01,9.209699050535744558e-01,7.749289438225784865e-01,6.991665797313553199e-01,2.155587371792788698e-01,1.666475479122889458e-01
6.032540675844806355e-01,6.051016658552654803e+00,7.930534662279156710e-02,8.987830299525817468e-01,5.622383869302700621e-01,5.135925810266752656e-01,9.245868673434380902e-01,7.759630225757607747e-01,6.998991320601145594e-01,2.152878929966620114e-01,1.664531993394618437e-01
6.057571964956195432e-01,6.093184280509363226e+00,7.517205213467380298e-02,8.982027494265625300e-01,5.626482108970163321e-01,5.136898969060849085e-01,9.282352376637940106e-01,7.770037672995986355e-01,7.006362435969754054e-01,2.150152210240950379e-01,1.662576191285676241e-01
6.082603254067584508e-01,6.135620962975496084e+00,7.103562304572412500e-02,8.976198968122803823e-01,5.630612534696357585e-01,5.137878709723212589e-01,9.319153144196915539e-01,7.780512188360512171e-01,7.013779404454294486e-01,2.147407130922863450e-01,1.660608019631429622e-01
6.107634543178973585e-01,6.178328247988975619e+00,6.689618182362909449e-02,8.970344678905071145e-01,5.634775425555648143e-01,5.138865075197197596e-01,9.356273992624732916e-01,7.791054183360880403e-01,7.021242488915144797e-01,2.144643610623690466e-01,1.658627425374610831e-01
6.132665832290362662e-01,6.221307684868345511e+00,6.275385131937802341e-02,8.964464585361922033e-01,5.638971063513285031e-01,5.139858108702913819e-01,9.393717971288849666e-01,7.801664072631676605e-01,7.028751954058150009e-01,2.141861568274459615e-01,1.656634355572749184e-01
6.157697121401752849e-01,6.264560830219370047e+00,5.860875475620036523e-02,8.958558647203712644e-01,5.643199733461411460e-01,5.140857853738792782e-01,9.431488162806558329e-01,7.812342273967809447e-01,7.036308066455013721e-01,2.139060923141530846e-01,1.654628757405694761e-01
6.182728410513141926e-01,6.308089247940916522e+00,5.446101571844933625e-02,8.952626825120172382e-01,5.647461723255579047e-01,5.141864354083158783e-01,9.469587683445571669e-01,7.823089208360137770e-01,7.043911094563760633e-01,2.136241594842567260e-01,1.652610578183338896e-01
6.207759699624531002e-01,6.351894509230151975e+00,5.031075814042896416e-02,8.946669080799559692e-01,5.651757323751790407e-01,5.142877653795804305e-01,9.508019683529475019e-01,7.833905300031687169e-01,7.051561308749534351e-01,2.133403503362742148e-01,1.650579765353457073e-01
6.232790988735920079e-01,6.395978192586943223e+00,4.615810629517639457e-02,8.940685376947652419e-01,5.656086828844075765e-01,5.143897797219549872e-01,9.546787347848020300e-01,7.844790976474161903e-01,7.059258981305542857e-01,2.130546569071234408e-01,1.648536266509720016e-01
6.257822277847309156e-01,6.440341883817539248e+00,4.200318478318988691e-02,8.934675677306853636e-01,5.660450535502605796e-01,5.144924828981822795e-01,9.585893896072400500e-01,7.855746668484899775e-01,7.067004386474230460e-01,2.127670712738015391e-01,1.646480029399870204e-01
6.282853566958698233e-01,6.484987176037461332e+00,3.784611852111089553e-02,8.928639946675690497e-01,5.664848743812369580e-01,5.145958793996220360e-01,9.625342583175515720e-01,7.866772810204327726e-01,7.074797800468740627e-01,2.124775855550880832e-01,1.644411001934028282e-01
6.307884856070087309e-01,6.529915669673616918e+00,3.368703273035996565e-02,8.922578150928722751e-01,5.669281757012394340e-01,5.146999737464079683e-01,9.665136699857282965e-01,7.877869839153921472e-01,7.082639501494646384e-01,2.121861919132743968e-01,1.642329132193150465e-01
6.332916145181477496e-01,6.575128972465556387e+00,2.952605292572967749e-02,8.916490257035941669e-01,5.673749881535549155e-01,5.148047704876037578e-01,9.705279572975029634e-01,7.889038196274424930e-01,7.090529769771788393e-01,2.118928825559262819e-01,1.640234368437681889e-01
6.357947434292866573e-01,6.620628699465974876e+00,2.536330490393061757e-02,8.910376233082364372e-01,5.678253427048922664e-01,5.149102742013601519e-01,9.745774565979098414e-01,7.900278325964535941e-01,7.098468887556371731e-01,2.115976497376742538e-01,1.638126659116367900e-01
6.382978723404255650e-01,6.666416473040344570e+00,2.119891473209785382e-02,8.904236048288631800e-01,5.682792706494789181e-01,5.150164894950711725e-01,9.786625079353641343e-01,7.911590676120286991e-01,7.106457139163467884e-01,2.113004857620247867e-01,1.636005952875174141e-01
6.408010012515644727e-01,6.712493922865665041e+00,1.703300873625887210e-02,8.898069673030633009e-01,5.687368036132178784e-01,5.151234210055291030e-01,9.827834551062670787e-01,7.922975698174571368e-01,7.114494810989524520e-01,2.110013829832086407e-01,1.633872198566436451e-01
6.433041301627033803e-01,6.758862685928404446e+00,1.286571348975718357e-02,8.891877078860214167e-01,5.691979735579051347e-01,5.152310733990816960e-01,9.869406457001508315e-01,7.934433847137408735e-01,7.122582191535339335e-01,2.107003338080504218e-01,1.631725345258123738e-01
6.458072590738422880e-01,6.805524406521454850e+00,8.697155801647848614e-03,8.885658238525324659e-01,5.696628127855094537e-01,5.153394513717866054e-01,9.911344311453512690e-01,7.945965581636457165e-01,7.130719571429101622e-01,2.103973306978717539e-01,1.629565342243302073e-01
6.483103879849811957e-01,6.852480736240296189e+00,4.527462705046851089e-03,8.879413125990407440e-01,5.701313539425154620e-01,5.154485596495670396e-01,9.953651667552378957e-01,7.957571363958071409e-01,7.138907243449742479e-01,2.100923661704220125e-01,1.627392139049764486e-01
6.508135168961202144e-01,6.899733333978147698e+00,3.567614454538722293e-04,8.873141716457442207e-01,5.706036300243302328e-01,5.155584029883666375e-01,9.996332117749857638e-01,7.969251660088960687e-01,7.147145502550622531e-01,2.097854328018336489e-01,1.625205685449795934e-01
6.533166458072591221e-01,6.947283865920216073e+00,3.814820530961238101e-03,8.866843986386279131e-01,5.710796743797552644e-01,5.156689861743040115e-01,9.960918583593344477e-01,7.960158589129656681e-01,7.141411248571317705e-01,2.101463984010550623e-01,1.627744524444134366e-01
6.558197747183980297e-01,6.995134005537000377e+00,7.987155589103211648e-03,8.860519913515898516e-01,5.715595207155262925e-01,5.157803140238269579e-01,9.918522830103191357e-01,7.949184106580352571e-01,7.134410714354474381e-01,2.105686620313205470e-01,1.630717128056760057e-01
6.583229036295369374e-01,7.043285433576584431e+00,1.216011591672526600e-02,8.854169476885241918e-01,5.720432031009184959e-01,5.158923913838662223e-01,9.876480164586796118e-01,7.938277661275637831e-01,7.127455175611122629e-01,2.109895988627254748e-01,1.633680476918194513e-01
6.608260325406758451e-01,7.091739838055972633e+00,1.633357353623213909e-02,8.847792656854199800e-01,5.725307559724220896e-01,5.160052231319891547e-01,9.834787468852363990e-01,7.927439065419529252e-01,7.120544563504344060e-01,2.114092090975100424e-01,1.636634574969243749e-01
6.633291614518147528e-01,7.140498914251407037e+00,2.050740031651033385e-02,8.841389435124786811e-01,5.730222141384870849e-01,5.161188141765521431e-01,9.793441656010458685e-01,7.916668133257293016e-01,7.113678810351790061e-01,2.118274929469371459e-01,1.639579426113698668e-01
6.658322903629536604e-01,7.189564364687667464e+00,2.468146798478548093e-02,8.834959794762679008e-01,5.735176127843402138e-01,5.162331694568539353e-01,9.752439670131967109e-01,7.905964681083043066e-01,7.106857849634137247e-01,2.122444506291400190e-01,1.642515034205866975e-01
6.683354192740926791e-01,7.238937899126303144e+00,2.885564813850068772e-02,8.828503720218242590e-01,5.740169874768729086e-01,5.163482939432867402e-01,9.711778485910058656e-01,7.895328527247348349e-01,7.100081616003537377e-01,2.126600823669663187e-01,1.645441403038092887e-01
6.708385481852315868e-01,7.288621234552850048e+00,3.302981225722310954e-02,8.822021197348350885e-01,5.745203741696046640e-01,5.164641926374883285e-01,9.671455108326033612e-01,7.884759492165244188e-01,7.093350045292340367e-01,2.130743883858084442e-01,1.648358536328188018e-01
6.733416770963704945e-01,7.338616095162902475e+00,3.720383171456527471e-02,8.815512213437570743e-01,5.750278092077201197e-01,5.165808705724928007e-01,9.631466572319049568e-01,7.874257398324204793e-01,7.086663074521790673e-01,2.134873689114319684e-01,1.651266437706858381e-01
6.758448060075094022e-01,7.388924212347206755e+00,4.137757779013689907e-02,8.808976757219474374e-01,5.755393293331836357e-01,5.166983328128811337e-01,9.591809942459603722e-01,7.863822070292316724e-01,7.080020641910853563e-01,2.138990241677959925e-01,1.654165110705083375e-01
6.783479349186483098e-01,7.439547324675522155e+00,4.555092168150582516e-02,8.802414818899290117e-01,5.760549716899315831e-01,5.168165844549302834e-01,9.552482312626821015e-01,7.853453334727016344e-01,7.073422686885421085e-01,2.143093543748539331e-01,1.657054558741362926e-01
6.808510638297872175e-01,7.490487177879400882e+00,4.972373451618058993e-02,8.795826390174787957e-01,5.765747738291423508e-01,5.169356306267633983e-01,9.513480805689427111e-01,7.843151020383465344e-01,7.066869150087276008e-01,2.147183597463631910e-01,1.659934785109037914e-01
6.833541927409261252e-01,7.541745524833856074e+00,5.389588736361188015e-02,8.789211464257952189e-01,5.770987737145898411e-01,5.170554764884970345e-01,9.474802573190329591e-01,7.832914958123322613e-01,7.060359973383313337e-01,2.151260404876804422e-01,1.662805792963515106e-01
6.858573216520651439e-01,7.593324125537838754e+00,5.806725124720740761e-02,8.782570035897121485e-01,5.776270097280767901e-01,5.171761272323899261e-01,9.436444795034826249e-01,7.822744980923810321e-01,7.053895099874966101e-01,2.155323967935462992e-01,1.665667585309421883e-01
6.883604505632040516e-01,7.645224747093518403e+00,6.223769715635778244e-02,8.775902101398828092e-01,5.781595206749524651e-01,5.172975880829898676e-01,9.398404679182376098e-01,7.812640923886875477e-01,7.047474473907687775e-01,2.159374288458647262e-01,1.668520164987732368e-01
6.908635794743429592e-01,7.697449163684398243e+00,6.640709605848003905e-02,8.769207658649698089e-01,5.786963457897160712e-01,5.174198642972794859e-01,9.360679461341822050e-01,7.802602624248521357e-01,7.041098041080553482e-01,2.163411368114754596e-01,1.671363534662847483e-01
6.933667083854818669e-01,7.749999156552191515e+00,7.057531891106762212e-02,8.762486707138068542e-01,5.792375247417057560e-01,5.175429611648226791e-01,9.323266404670118579e-01,7.792629921388228853e-01,7.034765748255914497e-01,2.167435208399215718e-01,1.674197696809648916e-01
6.958698372966207746e-01,7.802876513972489825e+00,7.474223667375518021e-02,8.755739247975710127e-01,5.797830976408773207e-01,5.176668840079082790e-01,9.286162799474408924e-01,7.782722656838578779e-01,7.028477543569185970e-01,2.171445810612091520e-01,1.677022653700500354e-01
6.983729662077596823e-01,7.856083031229191604e+00,7.890772032039020112e-02,8.748965283920268066e-01,5.803331050436725258e-01,5.177916381816952685e-01,9.249365962917486250e-01,7.772880674295256087e-01,7.022233376438901109e-01,2.175443175835537757e-01,1.679838407392158506e-01
7.008760951188985899e-01,7.909620510587609843e+00,8.307164085110885221e-02,8.742164819397106879e-01,5.808875879589781022e-01,5.179172290743546681e-01,9.212873238726591030e-01,7.763103819627058533e-01,7.016033197576748703e-01,2.179427304911245589e-01,1.682644959712673305e-01
7.033792240300376086e-01,7.963490761266355911e+00,8.723386930442379728e-02,8.735337860520684394e-01,5.814465878541794641e-01,5.180436621072124215e-01,9.176681996905426963e-01,7.753391940885930866e-01,7.009876958997647289e-01,2.183398198417861313e-01,1.685442312248275620e-01
7.058823529411765163e-01,8.017695599407907991e+00,9.139427676931484446e-02,8.728484415116872785e-01,5.820101466613090135e-01,5.181709427348907271e-01,9.140789633449420970e-01,7.743744888317458663e-01,7.003764614030109081e-01,2.187355856648246499e-01,1.688230466330156720e-01
7.083854818523154240e-01,8.072236848047847246e+00,9.555273439732106522e-02,8.721604492744552406e-01,5.825783067832913664e-01,5.182990764454477040e-01,9.105193570064186170e-01,7.734162514371335506e-01,6.997696117326592802e-01,2.191300279586729793e-01,1.691009423021241354e-01
7.108886107634543317e-01,8.127116337082815889e+00,9.970911341464142041e-02,8.714698104717468752e-01,5.831511111002878334e-01,5.184280687605175020e-01,9.069891253887072402e-01,7.724644673712071086e-01,6.991671424874018603e-01,2.195231466886269078e-01,1.693779183102904484e-01
7.133917396745932393e-01,8.182335903237035524e+00,1.038632851342308205e-01,8.707765264126292593e-01,5.837286029761408201e-01,5.185579252354484137e-01,9.034880157211860885e-01,7.715191223229957984e-01,6.985690494004453965e-01,2.199149417845519261e-01,1.696539747061620307e-01
7.158948685857321470e-01,8.237897390027550060e+00,1.080151209679001134e-01,8.700805985860069480e-01,5.843108262649210349e-01,5.186886514594399866e-01,9.000157777216487576e-01,7.705802022052032907e-01,6.979753283405790709e-01,2.203054131385883962e-01,1.699291115075600711e-01
7.183979974968710547e-01,8.293802647728023558e+00,1.121644924384132130e-01,8.693820286627751415e-01,5.848978253175799447e-01,5.188202530556795811e-01,8.965721635693795211e-01,7.696476931553263290e-01,6.973859753132577444e-01,2.206945606028486162e-01,1.702033287001381845e-01
7.209011264080100734e-01,8.350053533331200484e+00,1.163112711915856856e-01,8.686808184979946112e-01,5.854896449887079246e-01,5.189527356814775949e-01,8.931569278785225219e-01,7.687215815367964833e-01,6.968009864617003002e-01,2.210823839871051411e-01,1.704766262360346007e-01
7.234042553191489811e-01,8.406651910509889802e+00,1.204553290083748285e-01,8.679769701330453113e-01,5.860863306434015430e-01,5.190861050284012457e-01,8.897698276717503907e-01,7.678018539401380016e-01,6.962203580679988679e-01,2.214688830564724153e-01,1.707490040325199965e-01
7.259073842302878887e-01,8.463599649576575956e+00,1.245965378169708593e-01,8.672704857977718840e-01,5.866879281642409794e-01,5.192203668224081303e-01,8.864106223542168594e-01,7.668884971841397613e-01,6.956440865542370400e-01,2.218540575290834094e-01,1.710204619706414964e-01
7.284105131414267964e-01,8.520898627441534146e+00,1.287347697048779605e-01,8.665613679126114022e-01,5.872944839583813526e-01,5.193555268239772316e-01,8.830790736877985880e-01,7.659814983170438740e-01,6.950721684836195235e-01,2.222379070737583173e-01,1.712909998938615119e-01
7.309136420525657041e-01,8.578550727569529855e+00,1.328698969309917710e-01,8.658496190906936896e-01,5.879060449647576236e-01,5.194915908282401462e-01,8.797749457656183214e-01,7.650808446177457256e-01,6.945046005616092311e-01,2.226204313076703134e-01,1.715606176066941935e-01
7.334167709637046118e-01,8.636557839935020908e+00,1.370017919376676774e-01,8.651352421399669534e-01,5.885226586614087374e-01,5.196285646651102041e-01,8.764980049868463796e-01,7.641865235970217718e-01,6.939413796370825782e-01,2.230016297939997061e-01,1.718293148733336662e-01
7.359198998748435194e-01,8.694921860975879824e+00,1.411303273627811938e-01,8.644182400653162013e-01,5.891443730729194472e-01,5.197664541994104770e-01,8.732480200317764840e-01,7.632985229987755416e-01,6.933825027034972166e-01,2.233815020395815421e-01,1.720970914162779086e-01
7.384230287859825381e-01,8.753644693545577837e+00,1.452553760517748538e-01,8.636986160706303650e-01,5.897712367779851528e-01,5.199052653310011207e-01,8.700247618371760305e-01,7.624168308012914119e-01,6.928279669000648733e-01,2.237600474925502125e-01,1.723639469149497727e-01
7.409261576971214458e-01,8.812728246863892778e+00,1.493768110696988838e-01,8.629763735608413366e-01,5.904032989171016377e-01,5.200450039949042758e-01,8.668280035718991527e-01,7.615414352184989299e-01,6.922777695129305187e-01,2.241372655399785918e-01,1.726298810043147836e-01
7.434292866082603535e-01,8.872174436466064407e+00,1.534945057132347523e-01,8.622515161440207354e-01,5.910406092003802625e-01,5.201856761614285229e-01,8.636575206127701243e-01,7.606723247012782130e-01,6.917319079763800671e-01,2.245131555055036587e-01,1.728948932734887534e-01
7.459324155193992612e-01,8.931985184150402546e+00,1.576083335227093929e-01,8.615240476333784203e-01,5.916832179154934979e-01,5.203272878362922294e-01,8.605130905207220016e-01,7.598094879387570222e-01,6.911903798740408611e-01,2.248877166469535616e-01,1.731589832643465332e-01
7.484355444305381688e-01,8.992162417924326689e+00,1.617181682940904697e-01,8.607939720493300584e-01,5.923311759357531292e-01,5.204698450607441185e-01,8.573944930171983891e-01,7.589529138596518010e-01,6.906531829401127975e-01,2.252609481539589453e-01,1.734221504701192462e-01
7.509386733416770765e-01,9.052708071948815771e+00,1.658238840909675993e-01,8.600612936214404591e-01,5.929845347283212442e-01,5.206133539116841735e-01,8.543015099608077811e-01,7.581025916335943915e-01,6.901203150605895731e-01,2.256328491455688590e-01,1.736843943339948237e-01
7.534418022528160952e-01,9.113624086481324937e+00,1.699253552565183067e-01,8.593260167904397395e-01,5.936433463625604423e-01,5.207578205017817652e-01,8.512339253242269255e-01,7.572585106725034931e-01,6.895917742745085732e-01,2.260034186678500923e-01,1.739457142477064400e-01
7.559449311639550029e-01,9.174912407817005899e+00,1.740224564254511108e-01,8.585881462101689898e-01,5.943076635185227108e-01,5.209032509795930022e-01,8.481915251713577630e-01,7.564206606319601178e-01,6.890675587752043141e-01,2.263726556914854027e-01,1.742061095501200307e-01
7.584480600750939105e-01,9.236574988228422711e+00,1.781150625359347317e-01,8.578476867494857494e-01,5.949775394955825192e-01,5.210496515296765274e-01,8.451740976347241752e-01,7.555890314125938145e-01,6.885476669115691006e-01,2.267405591093662742e-01,1.744655795258177600e-01
7.609511889862328182e-01,9.298613785903555140e+00,1.822030488415034288e-01,8.571046434942422021e-01,5.956530282212155747e-01,5.211970283727075381e-01,8.421814328931135352e-01,7.547636131615157451e-01,6.880320971893445492e-01,2.271071277341699390e-01,1.747241234036699675e-01
7.634543178973717259e-01,9.361030764882180222e+00,1.862862909229402175e-01,8.563590217491230394e-01,5.963341842599252374e-01,5.213453877655902513e-01,8.392133231494587342e-01,7.539443962737365501e-01,6.875208482724021186e-01,2.274723602959406454e-01,1.749817403554098927e-01
7.659574468085106336e-01,9.423827894990630227e+00,1.903646647001387138e-01,8.556108270395162974e-01,5.970210628223232563e-01,5.214947360015698141e-01,8.362695626089539092e-01,7.531313713936176324e-01,6.870139189840471783e-01,2.278362554396589079e-01,1.752384294941998211e-01
7.684605757196495412e-01,9.487007151774857761e+00,1.944380464439408873e-01,8.548600651133426709e-01,5.977137197743631614e-01,5.216450794103407729e-01,8.333499474574044275e-01,7.523245294163372066e-01,6.865113083083316248e-01,2.281988117228045954e-01,1.754941898731923189e-01
7.709637046307885599e-01,9.550570516431855950e+00,1.985063127879491685e-01,8.541067419428808316e-01,5.984122116467337493e-01,5.217964243581556527e-01,8.304542758398070212e-01,7.515238614893814395e-01,6.860130153913839290e-01,2.285600276129118313e-01,1.757490204840855275e-01
7.734668335419274676e-01,9.614519975739341362e+00,2.025693407403107715e-01,8.533508637265346808e-01,5.991165956444132190e-01,5.219487772479312060e-01,8.275823478391606258e-01,7.507293590140466932e-01,6.855190395427458450e-01,2.289199014851188430e-01,1.760029202556744887e-01
7.759699624530663753e-01,9.678857521983804446e+00,2.066270076954770107e-01,8.525924368905742901e-01,5.998269296563886188e-01,5.221021445193527732e-01,8.247339654554970423e-01,7.499410136469594201e-01,6.850293802367212193e-01,2.292784316197111760e-01,1.762558880523975580e-01
7.784730913642052830e-01,9.743585152886820921e+00,2.106791914459311410e-01,8.518314680908629644e-01,6.005432722655440481e-01,5.222565326489776449e-01,8.219089325851388628e-01,7.491588173016220376e-01,6.845440371137417879e-01,2.296356161996556122e-01,1.765079226728758777e-01
7.809762202753441906e-01,9.808704871529643654e+00,2.147257701938889984e-01,8.510679642145094759e-01,6.012656827587199437e-01,5.224119481503360918e-01,8.191070550001728900e-01,7.483827621499641314e-01,6.840630099817361920e-01,2.299914533081318935e-01,1.767590228484507420e-01
7.834793491864830983e-01,9.874218686276115875e+00,2.187666225629664174e-01,8.503019323815648178e-01,6.019942211369494478e-01,5.225683975740311737e-01,8.163281403281441584e-01,7.476128406239374025e-01,6.835862988175281929e-01,2.303459409260484592e-01,1.770091872417098311e-01
7.859824780976220060e-01,9.940128610693761857e+00,2.228016276098125081e-01,8.495333799466254776e-01,6.027289481258724102e-01,5.227258875078363287e-01,8.135719980319630062e-01,7.468490454171110571e-01,6.831139037682356641e-01,2.306990769295577393e-01,1.772584144450120303e-01
7.884856070087610247e-01,1.000643666347323801e+01,2.268306648357129029e-01,8.487623145003740932e-01,6.034699251863330227e-01,5.228844245767919618e-01,8.108384393900238685e-01,7.460913694862809642e-01,6.826458251526772436e-01,2.310508590875663959e-01,1.775067029790090567e-01
