eta_g,beta_s,chi2_growth,max_abs_delta_mu_pct,max_abs_delta_slip_pct,max_abs_delta_Sigma_pct,max_abs_delta_Weyl_pct,max_abs_delta_EG_pct,stable
0.04,0.02,12.95360169,3.99323013,1.996615065,5.031402379,3.438003341,2.591708143,True
0.04,0.022,12.95360169,3.99323013,2.196276571,5.135219604,3.540245587,2.693113877,True
0.04,0.024,12.95360169,3.99323013,2.395938078,5.239036829,3.642487833,2.794519611,True
0.04,0.026,12.95360169,3.99323013,2.595599584,5.342854054,3.744730079,2.895925345,True
0.04,0.028,12.95360169,3.99323013,2.795261091,5.446671279,3.846972325,2.997331079,True
0.04,0.03,12.95360169,3.99323013,2.994922597,5.550488504,3.94921457,3.098736813,True
0.04,0.032,12.95360169,3.99323013,3.194584104,5.654305729,4.051456816,3.200142547,True
0.04,0.034,12.95360169,3.99323013,3.39424561,5.758122954,4.153699062,3.301548281,True
0.04,0.036,12.95360169,3.99323013,3.593907117,5.861940179,4.255941308,3.402954015,True
0.04,0.038,12.95360169,3.99323013,3.793568623,5.965757404,4.358183554,3.504359749,True
0.04,0.04,12.95360169,3.99323013,3.99323013,6.069574629,4.4604258,3.605765483,True
0.04,0.042,12.95360169,3.99323013,4.192891636,6.173391854,4.562668045,3.707171216,True
0.04,0.044,12.95360169,3.99323013,4.392553143,6.277209079,4.664910291,3.80857695,True
0.04,0.046,12.95360169,3.99323013,4.592214649,6.381026304,4.767152537,3.909982684,True
0.04,0.048,12.95360169,3.99323013,4.791876156,6.484843529,4.869394783,4.011388418,True
0.04,0.05,12.95360169,3.99323013,4.991537662,6.588660754,4.971637029,4.112794152,True
0.04,0.052,12.95360169,3.99323013,5.191199169,6.692477979,5.073879275,4.214199886,True
0.04,0.054,12.95360169,3.99323013,5.390860675,6.796295204,5.17612152,4.31560562,True
0.04,0.056,12.95360169,3.99323013,5.590522182,6.900112429,5.278363766,4.417011354,True
0.04,0.058,12.95360169,3.99323013,5.790183688,7.003929654,5.380606012,4.518417088,True
0.04,0.06,12.95360169,3.99323013,5.989845195,7.107746879,5.482848258,4.619822822,True
0.042,-0.06,12.99203252,4.192891636,5.989845195,1.07239518,0.5361200856,1.563929477,True
0.042,-0.058,12.99203252,4.192891636,5.790183688,1.176411728,0.4377825617,1.500884899,True
0.042,-0.056,12.99203252,4.192891636,5.590522182,1.280428277,0.3529204712,1.440960449,True
0.042,-0.054,12.99203252,4.192891636,5.390860675,1.384444825,0.2799755853,1.384039825,True
0.042,-0.052,12.99203252,4.192891636,5.191199169,1.488461374,0.2261383568,1.330033921,True
0.042,-0.05,12.99203252,4.192891636,4.991537662,1.592477923,0.2146937899,1.278900099,True
0.042,-0.048,12.99203252,4.192891636,4.791876156,1.696494471,0.2046941107,1.23064831,True
0.042,-0.046,12.99203252,4.192891636,4.592214649,1.80051102,0.1957825903,1.185402249,True
0.042,-0.044,12.99203252,4.192891636,4.392553143,1.904527568,0.2827693431,1.143524722,True
0.042,-0.042,12.99203252,4.192891636,4.192891636,2.008544117,0.3851305217,1.1061407,True
0.042,-0.04,12.99203252,4.192891636,3.99323013,2.112560665,0.4874917003,1.076644929,True
0.042,-0.038,12.99203252,4.192891636,3.793568623,2.216577214,0.5898528789,1.053336635,True
0.042,-0.036,12.99203252,4.192891636,3.593907117,2.320593762,0.6922140575,1.033046967,True
0.042,-0.034,12.99203252,4.192891636,3.39424561,2.424610311,0.7945752361,1.014768264,True
0.042,-0.032,12.99203252,4.192891636,3.194584104,2.528626859,0.8969364147,0.9980173973,True
0.042,-0.03,12.99203252,4.192891636,2.994922597,2.632643408,0.9992975933,0.9824994684,True
0.042,-0.028,12.99203252,4.192891636,2.795261091,2.736659957,1.101658772,0.9680146868,True
0.042,-0.026,12.99203252,4.192891636,2.595599584,2.840676505,1.20401995,0.9544181216,True
0.042,-0.024,12.99203252,4.192891636,2.395938078,2.944693054,1.306381129,0.9415954405,True
0.042,-0.022,12.99203252,4.192891636,2.196276571,3.048709602,1.408742308,0.929456266,True
0.042,-0.02,12.99203252,4.192891636,1.996615065,3.152726151,1.511103486,0.9179339775,True
0.042,-0.018,12.99203252,4.192891636,1.796953558,3.256742699,1.613464665,0.906958253,True
0.042,-0.016,12.99203252,4.192891636,1.597292052,3.360759248,1.715825843,0.8964840522,True
0.042,-0.014,12.99203252,4.192891636,1.397630545,3.464775796,1.818187022,0.9453742112,True
0.042,-0.012,12.99203252,4.192891636,1.197969039,3.568792345,1.920548201,1.046857922,True
0.042,-0.01,12.99203252,4.192891636,0.9983075324,3.672808893,2.022909379,1.148341633,True
0.042,-0.008,12.99203252,4.192891636,0.7986460259,3.776825442,2.125270558,1.249825345,True
0.042,-0.006,12.99203252,4.192891636,0.5989845195,3.880841991,2.227631736,1.351309056,True
0.042,-0.004,12.99203252,4.192891636,0.399323013,3.984858539,2.329992915,1.452792767,True
0.042,-0.002,12.99203252,4.192891636,0.1996615065,4.088875088,2.432354094,1.554276478,True
0.042,0,12.99203252,4.192891636,0,4.192891636,2.534715272,1.655760189,True
0.042,0.002,12.99203252,4.192891636,0.1996615065,4.296908185,2.637076451,1.7572439,True
0.042,0.004,12.99203252,4.192891636,0.399323013,4.400924733,2.739437629,1.858727611,True
0.042,0.006,12.99203252,4.192891636,0.5989845195,4.504941282,2.841798808,1.960211322,True
0.042,0.008,12.99203252,4.192891636,0.7986460259,4.60895783,2.944159987,2.061695033,True
0.042,0.01,12.99203252,4.192891636,0.9983075324,4.712974379,3.046521165,2.163178745,True
0.042,0.012,12.99203252,4.192891636,1.197969039,4.816990927,3.148882344,2.264662456,True
0.042,0.014,12.99203252,4.192891636,1.397630545,4.921007476,3.251243522,2.366146167,True
0.042,0.016,12.99203252,4.192891636,1.597292052,5.025024025,3.353604701,2.467629878,True
0.042,0.018,12.99203252,4.192891636,1.796953558,5.129040573,3.455965879,2.569113589,True
0.042,0.02,12.99203252,4.192891636,1.996615065,5.233057122,3.558327058,2.6705973,True
0.042,0.022,12.99203252,4.192891636,2.196276571,5.33707367,3.660688237,2.772081011,True
0.042,0.024,12.99203252,4.192891636,2.395938078,5.441090219,3.763049415,2.873564722,True
0.042,0.026,12.99203252,4.192891636,2.595599584,5.545106767,3.865410594,2.975048433,True
0.042,0.028,12.99203252,4.192891636,2.795261091,5.649123316,3.967771772,3.076532145,True
0.042,0.03,12.99203252,4.192891636,2.994922597,5.753139864,4.070132951,3.178015856,True
0.042,0.032,12.99203252,4.192891636,3.194584104,5.857156413,4.17249413,3.279499567,True
0.042,0.034,12.99203252,4.192891636,3.39424561,5.961172961,4.274855308,3.380983278,True
0.042,0.036,12.99203252,4.192891636,3.593907117,6.06518951,4.377216487,3.482466989,True
0.042,0.038,12.99203252,4.192891636,3.793568623,6.169206059,4.479577665,3.5839507,True
0.042,0.04,12.99203252,4.192891636,3.99323013,6.273222607,4.581938844,3.685434411,True
0.042,0.042,12.99203252,4.192891636,4.192891636,6.377239156,4.684300023,3.786918122,True
0.042,0.044,12.99203252,4.192891636,4.392553143,6.481255704,4.786661201,3.888401833,True
0.042,0.046,12.99203252,4.192891636,4.592214649,6.585272253,4.88902238,3.989885545,True
0.042,0.048,12.99203252,4.192891636,4.791876156,6.689288801,4.991383558,4.091369256,True
0.042,0.05,12.99203252,4.192891636,4.991537662,6.79330535,5.093744737,4.192852967,True
0.042,0.052,12.99203252,4.192891636,5.191199169,6.897321898,5.196105916,4.294336678,True
0.042,0.054,12.99203252,4.192891636,5.390860675,7.001338447,5.298467094,4.395820389,True
0.042,0.056,12.99203252,4.192891636,5.590522182,7.105354995,5.400828273,4.4973041,True
0.042,0.058,12.99203252,4.192891636,5.790183688,7.209371544,5.503189451,4.598787811,True
0.042,0.06,12.99203252,4.192891636,5.989845195,7.313388093,5.60555063,4.700271522,True
0.044,-0.06,13.03054168,4.392553143,5.989845195,1.266076979,0.4284248385,1.548509221,True
0.044,-0.058,13.03054168,4.392553143,5.790183688,1.370292851,0.3467162221,1.489457711,True
0.044,-0.056,13.03054168,4.392553143,5.590522182,1.474508723,0.2761809097,1.433264148,True
0.044,-0.054,13.03054168,4.392553143,5.390860675,1.578724595,0.2338117536,1.379858776,True
0.044,-0.052,13.03054168,4.392553143,5.191199169,1.682940467,0.2227008061,1.329206218,True
0.044,-0.05,13.03054168,4.392553143,4.991537662,1.787156339,0.2128945118,1.281328629,True
0.044,-0.048,13.03054168,4.392553143,4.791876156,1.891372212,0.2040905615,1.236361155,True
0.044,-0.046,13.03054168,4.392553143,4.592214649,1.995588084,0.2966565555,1.194663476,True
0.044,-0.044,13.03054168,4.392553143,4.392553143,2.099803956,0.399136513,1.157320152,True
0.044,-0.042,13.03054168,4.392553143,4.192891636,2.204019828,0.5016164705,1.127596088,True
0.044,-0.04,13.03054168,4.392553143,3.99323013,2.3082357,0.604096428,1.104034717,True
0.044,-0.038,13.03054168,4.392553143,3.793568623,2.412451572,0.7065763856,1.083491886,True
0.044,-0.036,13.03054168,4.392553143,3.593907117,2.516667444,0.8090563431,1.064955985,True
0.044,-0.034,13.03054168,4.392553143,3.39424561,2.620883316,0.9115363006,1.047941491,True
0.044,-0.032,13.03054168,4.392553143,3.194584104,2.725099189,1.014016258,1.032158052,True
0.044,-0.03,13.03054168,4.392553143,2.994922597,2.829315061,1.116496216,1.017409284,True
0.044,-0.028,13.03054168,4.392553143,2.795261091,2.933530933,1.218976173,1.003542719,True
0.044,-0.026,13.03054168,4.392553143,2.595599584,3.037746805,1.321456131,0.990452781,True
0.044,-0.024,13.03054168,4.392553143,2.395938078,3.141962677,1.423936088,0.9780471602,True
0.044,-0.022,13.03054168,4.392553143,2.196276571,3.246178549,1.526416046,0.966258234,True
0.044,-0.02,13.03054168,4.392553143,1.996615065,3.350394421,1.628896003,0.9550198469,True
0.044,-0.018,13.03054168,4.392553143,1.796953558,3.454610294,1.731375961,0.9442843013,True
0.044,-0.016,13.03054168,4.392553143,1.597292052,3.558826166,1.833855918,0.9340079252,True
0.044,-0.014,13.03054168,4.392553143,1.397630545,3.663042038,1.936335876,1.022866156,True
0.044,-0.012,13.03054168,4.392553143,1.197969039,3.76725791,2.038815833,1.124427773,True
0.044,-0.01,13.03054168,4.392553143,0.9983075324,3.871473782,2.141295791,1.225989389,True
0.044,-0.008,13.03054168,4.392553143,0.7986460259,3.975689654,2.243775748,1.327551005,True
0.044,-0.006,13.03054168,4.392553143,0.5989845195,4.079905526,2.346255706,1.429112622,True
0.044,-0.004,13.03054168,4.392553143,0.399323013,4.184121398,2.448735664,1.530674238,True
0.044,-0.002,13.03054168,4.392553143,0.1996615065,4.288337271,2.551215621,1.632235854,True
0.044,0,13.03054168,4.392553143,0,4.392553143,2.653695579,1.73379747,True
0.044,0.002,13.03054168,4.392553143,0.1996615065,4.496769015,2.756175536,1.835359087,True
0.044,0.004,13.03054168,4.392553143,0.399323013,4.600984887,2.858655494,1.936920703,True
0.044,0.006,13.03054168,4.392553143,0.5989845195,4.705200759,2.961135451,2.038482319,True
0.044,0.008,13.03054168,4.392553143,0.7986460259,4.809416631,3.063615409,2.140043936,True
0.044,0.01,13.03054168,4.392553143,0.9983075324,4.913632503,3.166095366,2.241605552,True
0.044,0.012,13.03054168,4.392553143,1.197969039,5.017848375,3.268575324,2.343167168,True
0.044,0.014,13.03054168,4.392553143,1.397630545,5.122064248,3.371055281,2.444728785,True
0.044,0.016,13.03054168,4.392553143,1.597292052,5.22628012,3.473535239,2.546290401,True
0.044,0.018,13.03054168,4.392553143,1.796953558,5.330495992,3.576015196,2.647852017,True
0.044,0.02,13.03054168,4.392553143,1.996615065,5.434711864,3.678495154,2.749413634,True
0.044,0.022,13.03054168,4.392553143,2.196276571,5.538927736,3.780975111,2.85097525,True
0.044,0.024,13.03054168,4.392553143,2.395938078,5.643143608,3.883455069,2.952536866,True
0.044,0.026,13.03054168,4.392553143,2.595599584,5.74735948,3.985935026,3.054098483,True
0.044,0.028,13.03054168,4.392553143,2.795261091,5.851575353,4.088414984,3.155660099,True
0.044,0.03,13.03054168,4.392553143,2.994922597,5.955791225,4.190894942,3.257221715,True
0.044,0.032,13.03054168,4.392553143,3.194584104,6.060007097,4.293374899,3.358783332,True
0.044,0.034,13.03054168,4.392553143,3.39424561,6.164222969,4.395854857,3.460344948,True
0.044,0.036,13.03054168,4.392553143,3.593907117,6.268438841,4.498334814,3.561906564,True
0.044,0.038,13.03054168,4.392553143,3.793568623,6.372654713,4.600814772,3.663468181,True
0.044,0.04,13.03054168,4.392553143,3.99323013,6.476870585,4.703294729,3.765029797,True
0.044,0.042,13.03054168,4.392553143,4.192891636,6.581086457,4.805774687,3.866591413,True
0.044,0.044,13.03054168,4.392553143,4.392553143,6.68530233,4.908254644,3.968153029,True
0.044,0.046,13.03054168,4.392553143,4.592214649,6.789518202,5.010734602,4.069714646,True
0.044,0.048,13.03054168,4.392553143,4.791876156,6.893734074,5.113214559,4.171276262,True
0.044,0.05,13.03054168,4.392553143,4.991537662,6.997949946,5.215694517,4.272837878,True
0.044,0.052,13.03054168,4.392553143,5.191199169,7.102165818,5.318174474,4.374399495,True
0.044,0.054,13.03054168,4.392553143,5.390860675,7.20638169,5.420654432,4.475961111,True
0.044,0.056,13.03054168,4.392553143,5.590522182,7.310597562,5.523134389,4.577522727,True
0.044,0.058,13.03054168,4.392553143,5.790183688,7.414813435,5.625614347,4.679084344,True
0.044,0.06,13.03054168,4.392553143,5.989845195,7.519029307,5.728094304,4.78064596,True
0.046,-0.06,13.06912877,4.592214649,5.989845195,1.459758778,0.3413321919,1.538085777,True
0.046,-0.058,13.06912877,4.592214649,5.790183688,1.564173973,0.2729447459,1.482550707,True
0.046,-0.056,13.06912877,4.592214649,5.590522182,1.668589169,0.2415563863,1.429686032,True
0.046,-0.054,13.06912877,4.592214649,5.390860675,1.773004365,0.2307301674,1.379470123,True
0.046,-0.052,13.06912877,4.592214649,5.191199169,1.877419561,0.2210936457,1.331934139,True
0.046,-0.05,13.06912877,4.592214649,4.991537662,1.981834756,0.2123884213,1.28721878,True
0.046,-0.048,13.06912877,4.592214649,4.791876156,2.086249952,0.3101561511,1.245680504,True
0.046,-0.046,13.06912877,4.592214649,4.592214649,2.190665148,0.4127547341,1.20837061,True
0.046,-0.044,13.06912877,4.592214649,4.392553143,2.295080343,0.5153533171,1.178424361,True
0.046,-0.042,13.06912877,4.592214649,4.192891636,2.399495539,0.6179519001,1.154618746,True
0.046,-0.04,13.06912877,4.592214649,3.99323013,2.503910735,0.720550483,1.133836092,True
0.046,-0.038,13.06912877,4.592214649,3.793568623,2.608325931,0.823149066,1.115055222,True
0.046,-0.036,13.06912877,4.592214649,3.593907117,2.712741126,0.925747649,1.0977941,True
0.046,-0.034,13.06912877,4.592214649,3.39424561,2.817156322,1.028346232,1.081759828,True
0.046,-0.032,13.06912877,4.592214649,3.194584104,2.921571518,1.130944815,1.066755475,True
0.046,-0.03,13.06912877,4.592214649,2.994922597,3.025986713,1.233543398,1.052633807,True
0.046,-0.028,13.06912877,4.592214649,2.795261091,3.130401909,1.336141981,1.039289188,True
0.046,-0.026,13.06912877,4.592214649,2.595599584,3.234817105,1.438740564,1.026627023,True
0.046,-0.024,13.06912877,4.592214649,2.395938078,3.339232301,1.541339147,1.014585218,True
0.046,-0.022,13.06912877,4.592214649,2.196276571,3.443647496,1.64393773,1.00309482,True
0.046,-0.02,13.06912877,4.592214649,1.996615065,3.548062692,1.746536313,0.9921088753,True
0.046,-0.018,13.06912877,4.592214649,1.796953558,3.652477888,1.849134896,0.9815829031,True
0.046,-0.016,13.06912877,4.592214649,1.597292052,3.756893083,1.951733479,0.9986472535,True
0.046,-0.014,13.06912877,4.592214649,1.397630545,3.861308279,2.054332062,1.100286703,True
0.046,-0.012,13.06912877,4.592214649,1.197969039,3.965723475,2.156930645,1.201926153,True
0.046,-0.01,13.06912877,4.592214649,0.9983075324,4.070138671,2.259529228,1.303565603,True
0.046,-0.008,13.06912877,4.592214649,0.7986460259,4.174553866,2.362127811,1.405205053,True
0.046,-0.006,13.06912877,4.592214649,0.5989845195,4.278969062,2.464726394,1.506844502,True
0.046,-0.004,13.06912877,4.592214649,0.399323013,4.383384258,2.567324977,1.608483952,True
0.046,-0.002,13.06912877,4.592214649,0.1996615065,4.487799453,2.66992356,1.710123402,True
0.046,0,13.06912877,4.592214649,0,4.592214649,2.772522143,1.811762851,True
0.046,0.002,13.06912877,4.592214649,0.1996615065,4.696629845,2.875120726,1.913402301,True
0.046,0.004,13.06912877,4.592214649,0.399323013,4.801045041,2.977719309,2.015041751,True
0.046,0.006,13.06912877,4.592214649,0.5989845195,4.905460236,3.080317892,2.116681201,True
0.046,0.008,13.06912877,4.592214649,0.7986460259,5.009875432,3.182916475,2.21832065,True
0.046,0.01,13.06912877,4.592214649,0.9983075324,5.114290628,3.285515058,2.3199601,True
0.046,0.012,13.06912877,4.592214649,1.197969039,5.218705823,3.388113641,2.42159955,True
0.046,0.014,13.06912877,4.592214649,1.397630545,5.323121019,3.490712224,2.523239,True
0.046,0.016,13.06912877,4.592214649,1.597292052,5.427536215,3.593310807,2.624878449,True
0.046,0.018,13.06912877,4.592214649,1.796953558,5.531951411,3.69590939,2.726517899,True
0.046,0.02,13.06912877,4.592214649,1.996615065,5.636366606,3.798507972,2.828157349,True
0.046,0.022,13.06912877,4.592214649,2.196276571,5.740781802,3.901106555,2.929796799,True
0.046,0.024,13.06912877,4.592214649,2.395938078,5.845196998,4.003705138,3.031436248,True
0.046,0.026,13.06912877,4.592214649,2.595599584,5.949612194,4.106303721,3.133075698,True
0.046,0.028,13.06912877,4.592214649,2.795261091,6.054027389,4.208902304,3.234715148,True
0.046,0.03,13.06912877,4.592214649,2.994922597,6.158442585,4.311500887,3.336354598,True
0.046,0.032,13.06912877,4.592214649,3.194584104,6.262857781,4.41409947,3.437994047,True
0.046,0.034,13.06912877,4.592214649,3.39424561,6.367272976,4.516698053,3.539633497,True
0.046,0.036,13.06912877,4.592214649,3.593907117,6.471688172,4.619296636,3.641272947,True
0.046,0.038,13.06912877,4.592214649,3.793568623,6.576103368,4.721895219,3.742912397,True
0.046,0.04,13.06912877,4.592214649,3.99323013,6.680518564,4.824493802,3.844551846,True
0.046,0.042,13.06912877,4.592214649,4.192891636,6.784933759,4.927092385,3.946191296,True
0.046,0.044,13.06912877,4.592214649,4.392553143,6.889348955,5.029690968,4.047830746,True
0.046,0.046,13.06912877,4.592214649,4.592214649,6.993764151,5.132289551,4.149470196,True
0.046,0.048,13.06912877,4.592214649,4.791876156,7.098179346,5.234888134,4.251109645,True
0.046,0.05,13.06912877,4.592214649,4.991537662,7.202594542,5.337486717,4.352749095,True
0.046,0.052,13.06912877,4.592214649,5.191199169,7.307009738,5.4400853,4.454388545,True
0.046,0.054,13.06912877,4.592214649,5.390860675,7.411424934,5.542683883,4.556027995,True
0.046,0.056,13.06912877,4.592214649,5.590522182,7.515840129,5.645282466,4.657667444,True
0.046,0.058,13.06912877,4.592214649,5.790183688,7.620255325,5.747881049,4.759306894,True
0.046,0.06,13.06912877,4.592214649,5.989845195,7.724670521,5.850479632,4.860946344,True
0.048,-0.06,13.10779337,4.791876156,5.989845195,1.653440577,0.2701928367,1.531874708,True
0.048,-0.058,13.10779337,4.791876156,5.790183688,1.758055096,0.2493568045,1.479500949,True
0.048,-0.056,13.10779337,4.791876156,5.590522182,1.862669615,0.238776444,1.429684059,True
0.048,-0.054,13.10779337,4.791876156,5.390860675,1.967284134,0.2292896771,1.382460284,True
0.048,-0.052,13.10779337,4.791876156,5.191199169,2.071898654,0.2206732862,1.337972915,True
0.048,-0.05,13.10779337,4.791876156,4.991537662,2.176513173,0.3232689212,1.296580546,True
0.048,-0.048,13.10779337,4.791876156,4.791876156,2.281127692,0.4259859765,1.259292528,True
0.048,-0.046,13.10779337,4.791876156,4.592214649,2.385742212,0.5287030318,1.229129245,True
0.048,-0.044,13.10779337,4.791876156,4.392553143,2.490356731,0.6314200871,1.20508758,True
0.048,-0.042,13.10779337,4.791876156,4.192891636,2.59497125,0.7341371424,1.184074844,True
0.048,-0.04,13.10779337,4.791876156,3.99323013,2.69958577,0.8368541977,1.165063061,True
0.048,-0.038,13.10779337,4.791876156,3.793568623,2.804200289,0.9395712529,1.147564634,True
0.048,-0.036,13.10779337,4.791876156,3.593907117,2.908814808,1.042288308,1.13129136,True
0.048,-0.034,13.10779337,4.791876156,3.39424561,3.013429327,1.145005364,1.116043881,True
0.048,-0.032,13.10779337,4.791876156,3.194584104,3.118043847,1.247722419,1.101683111,True
0.048,-0.03,13.10779337,4.791876156,2.994922597,3.222658366,1.350439474,1.088094227,True
0.048,-0.028,13.10779337,4.791876156,2.795261091,3.327272885,1.453156529,1.075189767,True
0.048,-0.026,13.10779337,4.791876156,2.595599584,3.431887405,1.555873585,1.062903929,True
0.048,-0.024,13.10779337,4.791876156,2.395938078,3.536501924,1.65859064,1.051172005,True
0.048,-0.022,13.10779337,4.791876156,2.196276571,3.641116443,1.761307695,1.039946491,True
0.048,-0.02,13.10779337,4.791876156,1.996615065,3.745730963,1.864024751,1.029182042,True
0.048,-0.018,13.10779337,4.791876156,1.796953558,3.850345482,1.966741806,1.01884667,True
0.048,-0.016,13.10779337,4.791876156,1.597292052,3.954960001,2.069458861,1.075918841,True
0.048,-0.014,13.10779337,4.791876156,1.397630545,4.059574521,2.172175916,1.177636053,True
0.048,-0.012,13.10779337,4.791876156,1.197969039,4.16418904,2.274892972,1.279353264,True
0.048,-0.01,13.10779337,4.791876156,0.9983075324,4.268803559,2.377610027,1.381070476,True
0.048,-0.008,13.10779337,4.791876156,0.7986460259,4.373418078,2.480327082,1.482787687,True
0.048,-0.006,13.10779337,4.791876156,0.5989845195,4.478032598,2.583044138,1.584504899,True
0.048,-0.004,13.10779337,4.791876156,0.399323013,4.582647117,2.685761193,1.686222111,True
0.048,-0.002,13.10779337,4.791876156,0.1996615065,4.687261636,2.788478248,1.787939322,True
0.048,0,13.10779337,4.791876156,0,4.791876156,2.891195303,1.889656534,True
0.048,0.002,13.10779337,4.791876156,0.1996615065,4.896490675,2.993912359,1.991373745,True
0.048,0.004,13.10779337,4.791876156,0.399323013,5.001105194,3.096629414,2.093090957,True
0.048,0.006,13.10779337,4.791876156,0.5989845195,5.105719714,3.199346469,2.194808169,True
0.048,0.008,13.10779337,4.791876156,0.7986460259,5.210334233,3.302063525,2.29652538,True
0.048,0.01,13.10779337,4.791876156,0.9983075324,5.314948752,3.40478058,2.398242592,True
0.048,0.012,13.10779337,4.791876156,1.197969039,5.419563271,3.507497635,2.499959803,True
0.048,0.014,13.10779337,4.791876156,1.397630545,5.524177791,3.610214691,2.601677015,True
0.048,0.016,13.10779337,4.791876156,1.597292052,5.62879231,3.712931746,2.703394227,True
0.048,0.018,13.10779337,4.791876156,1.796953558,5.733406829,3.815648801,2.805111438,True
0.048,0.02,13.10779337,4.791876156,1.996615065,5.838021349,3.918365856,2.90682865,True
0.048,0.022,13.10779337,4.791876156,2.196276571,5.942635868,4.021082912,3.008545861,True
0.048,0.024,13.10779337,4.791876156,2.395938078,6.047250387,4.123799967,3.110263073,True
0.048,0.026,13.10779337,4.791876156,2.595599584,6.151864907,4.226517022,3.211980285,True
0.048,0.028,13.10779337,4.791876156,2.795261091,6.256479426,4.329234078,3.313697496,True
0.048,0.03,13.10779337,4.791876156,2.994922597,6.361093945,4.431951133,3.415414708,True
0.048,0.032,13.10779337,4.791876156,3.194584104,6.465708465,4.534668188,3.517131919,True
0.048,0.034,13.10779337,4.791876156,3.39424561,6.570322984,4.637385243,3.618849131,True
0.048,0.036,13.10779337,4.791876156,3.593907117,6.674937503,4.740102299,3.720566343,True
0.048,0.038,13.10779337,4.791876156,3.793568623,6.779552022,4.842819354,3.822283554,True
0.048,0.04,13.10779337,4.791876156,3.99323013,6.884166542,4.945536409,3.924000766,True
0.048,0.042,13.10779337,4.791876156,4.192891636,6.988781061,5.048253465,4.025717977,True
0.048,0.044,13.10779337,4.791876156,4.392553143,7.09339558,5.15097052,4.127435189,True
0.048,0.046,13.10779337,4.791876156,4.592214649,7.1980101,5.253687575,4.2291524,True
0.048,0.048,13.10779337,4.791876156,4.791876156,7.302624619,5.356404631,4.330869612,True
0.048,0.05,13.10779337,4.791876156,4.991537662,7.407239138,5.459121686,4.432586824,True
0.048,0.052,13.10779337,4.791876156,5.191199169,7.511853658,5.561838741,4.534304035,True
0.048,0.054,13.10779337,4.791876156,5.390860675,7.616468177,5.664555796,4.636021247,True
0.048,0.056,13.10779337,4.791876156,5.590522182,7.721082696,5.767272852,4.737738458,True
0.048,0.058,13.10779337,4.791876156,5.790183688,7.825697215,5.869989907,4.83945567,True
0.048,0.06,13.10779337,4.791876156,5.989845195,7.930311735,5.972706962,4.941172882,True
0.05,-0.06,13.14653508,4.991537662,5.989845195,1.847122375,0.2571975414,1.529296681,True
0.05,-0.058,13.14653508,4.991537662,5.790183688,1.951936218,0.24683389,1.479840299,True
0.05,-0.056,13.14653508,4.991537662,5.590522182,2.056750061,0.2374808471,1.432901255,True
0.05,-0.054,13.14653508,4.991537662,5.390860675,2.161563904,0.2331602794,1.38862144,True
0.05,-0.052,13.14653508,4.991537662,5.191199169,2.266377747,0.3359956542,1.34735919,True
0.05,-0.05,13.14653508,4.991537662,4.991537662,2.37119159,0.438831029,1.310087874,True
0.05,-0.048,13.14653508,4.991537662,4.791876156,2.476005433,0.5416664038,1.279712661,True
0.05,-0.046,13.14653508,4.991537662,4.592214649,2.580819276,0.6445017786,1.255442599,True
0.05,-0.044,13.14653508,4.991537662,4.392553143,2.685633119,0.7473371534,1.234211124,True
0.05,-0.042,13.14653508,4.991537662,4.192891636,2.790446961,0.8501725282,1.214977006,True
0.05,-0.04,13.14653508,4.991537662,3.99323013,2.895260804,0.953007903,1.197253613,True
0.05,-0.038,13.14653508,4.991537662,3.793568623,3.000074647,1.055843278,1.180751012,True
0.05,-0.036,13.14653508,4.991537662,3.593907117,3.10488849,1.158678653,1.165274455,True
0.05,-0.034,13.14653508,4.991537662,3.39424561,3.209702333,1.261514027,1.150679115,True
0.05,-0.032,13.14653508,4.991537662,3.194584104,3.314516176,1.364349402,1.136857683,True
0.05,-0.03,13.14653508,4.991537662,2.994922597,3.419330019,1.467184777,1.123723857,True
0.05,-0.028,13.14653508,4.991537662,2.795261091,3.524143862,1.570020152,1.111203494,True
0.05,-0.026,13.14653508,4.991537662,2.595599584,3.628957705,1.672855527,1.099240323,True
0.05,-0.024,13.14653508,4.991537662,2.395938078,3.733771547,1.775690901,1.087785914,True
0.05,-0.022,13.14653508,4.991537662,2.196276571,3.83858539,1.878526276,1.076794006,True
0.05,-0.02,13.14653508,4.991537662,1.996615065,3.943399233,1.981361651,1.066231256,True
0.05,-0.018,13.14653508,4.991537662,1.796953558,4.048213076,2.084197026,1.056059885,True
0.05,-0.016,13.14653508,4.991537662,1.597292052,4.153026919,2.187032401,1.153119502,True
0.05,-0.014,13.14653508,4.991537662,1.397630545,4.257840762,2.289867775,1.254914404,True
0.05,-0.012,13.14653508,4.991537662,1.197969039,4.362654605,2.39270315,1.356709306,True
0.05,-0.01,13.14653508,4.991537662,0.9983075324,4.467468448,2.495538525,1.458504208,True
0.05,-0.008,13.14653508,4.991537662,0.7986460259,4.572282291,2.5983739,1.56029911,True
0.05,-0.006,13.14653508,4.991537662,0.5989845195,4.677096133,2.701209275,1.662094012,True
0.05,-0.004,13.14653508,4.991537662,0.399323013,4.781909976,2.804044649,1.763888914,True
0.05,-0.002,13.14653508,4.991537662,0.1996615065,4.886723819,2.906880024,1.865683816,True
0.05,0,13.14653508,4.991537662,0,4.991537662,3.009715399,1.967478718,True
0.05,0.002,13.14653508,4.991537662,0.1996615065,5.096351505,3.112550774,2.06927362,True
