z,a,D_LCDM,D_MAAT_eta002,f_LCDM,f_MAAT_eta002,fsigma8_LCDM,fsigma8_MAAT_eta002,C_hat,mu_eta002,eta_slip_beta003,Sigma_eta002_beta003,Weyl_proxy,EG_proxy,delta_D_pct,delta_fsigma8_pct,delta_mu_pct,delta_slip_pct,delta_Sigma_pct,delta_Weyl_pct,delta_EG_pct
4.328935522364381061e-01,6.978885475750905565e-01,7.957563360379182882e-01,7.953533241867308812e-01,7.377488958799350849e-01,7.399105457530449348e-01,4.761124385824652694e-01,4.772656431662225529e-01,7.560011951886714578e-03,1.000151200239037808e+00,1.000226800358556600e+00,1.000264617564450509e+00,9.997580322230015248e-01,9.973423428434788907e-01,-5.064513255326480445e-02,2.422126561512931708e-01,1.512002390378075489e-02,2.268003585566003011e-02,2.646175644505088798e-02,-2.419677769984751592e-02,-2.657657156521109343e-01
4.303568550527523406e-01,6.991262330567985517e-01,7.967965910608315605e-01,7.963960958501679066e-01,7.368248951641310773e-01,7.389767801561312188e-01,4.761377469518582872e-01,4.772882785612596046e-01,7.465844306406363082e-03,1.000149316886128181e+00,1.000223975329192161e+00,1.000261321272373660e+00,9.997585582421649741e-01,9.973485811388209665e-01,-5.026316818580340434e-02,2.416383949323064884e-01,1.493168861281812809e-02,2.239753291921608991e-02,2.613212723736602072e-02,-2.414417578350258609e-02,-2.651418861179033470e-01
4.278246486650449931e-01,7.003661135384917635e-01,7.978368984949070208e-01,7.974389140887606642e-01,7.358991753621461074e-01,7.380413369109946053e-01,4.761604152131503898e-01,4.773082775119847354e-01,7.372780274156762181e-03,1.000147455605483238e+00,1.000221183408224634e+00,1.000258063616962234e+00,9.997591056066311710e-01,9.973548192380307098e-01,-4.988292806426239401e-02,2.410663008012776110e-01,1.474556054832376617e-02,2.211834082246344479e-02,2.580636169622341214e-02,-2.408943933688290073e-02,-2.645180761969290195e-01
4.252969251231162318e-01,7.016081929129402983e-01,7.988772525679960212e-01,7.984817731383779815e-01,7.349717431206768126e-01,7.371042225287208760e-01,4.761804397629387231e-01,4.773256364265325846e-01,7.280806081076855209e-03,1.000145616121621561e+00,1.000218424182432342e+00,1.000254844115878949e+00,9.997596739080003569e-01,9.973610567888223644e-01,-4.950440488157204638e-02,2.404963681758925664e-01,1.456161216215612342e-02,2.184241824323418513e-02,2.548441158789493954e-02,-2.403260919996430545e-02,-2.638943211177635639e-01
4.227736764908414102e-01,7.028524750798178511e-01,7.999176475001549269e-01,7.995246672271185684e-01,7.340426051432814569e-01,7.361654435771968208e-01,4.761978170694611268e-01,4.773403517844317379e-01,7.189908130727085470e-03,1.000143798162614450e+00,1.000215697243921786e+00,1.000251662293009103e+00,9.997602627438412215e-01,9.973672934451787153e-01,-4.912759135449407816e-02,2.399285914416432464e-01,1.437981626144502201e-02,2.156972439217863524e-02,2.516622930091028110e-02,-2.397372561587785000e-02,-2.632706554821284683e-01
4.202548948461453104e-01,7.040989639457140292e-01,8.009580775038027678e-01,8.005675905754682242e-01,7.331117681901889727e-01,7.352250066809270512e-01,4.762125436729171546e-01,4.773524201369290232e-01,7.100073002021063152e-03,1.000142001460040397e+00,1.000213002190060596e+00,1.000248517678381743e+00,9.997608717176135196e-01,9.973735288672639365e-01,-4.875248022362189265e-02,2.393629649526375913e-01,1.420014600403973759e-02,2.130021900605960639e-02,2.485176783817433233e-02,-2.391282823864804286e-02,-2.626471132736063474e-01
4.177405722809772737e-01,7.053476634241467869e-01,8.019985367838781132e-01,8.016105373964561576e-01,7.321792390781041160e-01,7.342829185208481491e-01,4.762246161857840998e-01,4.773618381073101435e-01,7.011287446983184568e-03,1.000140225748939571e+00,1.000210338623409578e+00,1.000245409808089736e+00,9.997615004385871362e-01,9.973797627213358830e-01,-4.837906425339443678e-02,2.387994830326856388e-01,1.402257489395708490e-02,2.103386234095783180e-02,2.454098080897360035e-02,-2.384995614128637698e-02,-2.620237278664117042e-01
4.152307009012861094e-01,7.065985774355746374e-01,8.030390195379977225e-01,8.026535018958130818e-01,7.312450246800068498e-01,7.333391858341371528e-01,4.762340312931291342e-01,4.773686023912148690e-01,6.923538388532087494e-03,1.000138470767770738e+00,1.000207706151655884e+00,1.000242338224213823e+00,9.997621485217665915e-01,9.973859946796600484e-01,-4.800733623210932943e-02,2.382381399760550300e-01,1.384707677707375240e-02,2.077061516558842413e-02,2.423382242138227838e-02,-2.378514782334084643e-02,-2.614005320339951588e-01
4.127252728269963367e-01,7.078517099074088659e-01,8.040795199566150853e-01,8.036964782721294220e-01,7.303091319249493951e-01,7.323938154140150480e-01,4.762407857529160626e-01,4.773727097569473998e-01,6.836812918289726648e-03,1.000136736258365744e+00,1.000205104387548616e+00,1.000239302474743353e+00,9.997628155878128808e-01,9.973922244204250775e-01,-4.763728897190797756e-02,2.376789300483397871e-01,1.367362583657438790e-02,2.051043875486158186e-02,2.393024747433525334e-02,-2.371844121871191646e-02,-2.607775579574922453e-01
4.102242801919826487e-01,7.091070647740257415e-01,8.051200322231807371e-01,8.047394607170148539e-01,7.293715677978466205e-01,7.314468141095467058e-01,4.762448763963081921e-01,4.773741570457828431e-01,6.751098294415915774e-03,1.000135021965888216e+00,1.000202532948832435e+00,1.000236302113502784e+00,9.997635012629687568e-01,9.973984516276591661e-01,-4.726891530881547482e-02,2.371218474873244830e-01,1.350219658882156892e-02,2.025329488324345562e-02,2.363021135027842945e-02,-2.364987370312432446e-02,-2.601548372340833915e-01
4.077277151440450442e-01,7.103646459767792853e-01,8.061605505143016881e-01,8.057824434152575099e-01,7.284323393392634349e-01,7.304981888254360456e-01,4.762463001279647612e-01,4.773729411722679727e-01,6.666381939468092599e-03,1.000133327638789371e+00,1.000199991458184057e+00,1.000233336700075970e+00,9.997642051789842332e-01,9.974046759911465720e-01,-4.690220810271097246e-02,2.365668865039979030e-01,1.333276387893711501e-02,1.999914581840567251e-02,2.333367000759700716e-02,-2.357948210157667646e-02,-2.595324008853427955e-01
4.052355698448855126e-01,7.116244574640131493e-01,8.072010689999030708e-01,8.068254205449845173e-01,7.274914536451976277e-01,7.295479465218158710e-01,4.762450539263352600e-01,4.773690591245173254e-01,6.582651438286315354e-03,1.000131653028765832e+00,1.000197479543148527e+00,1.000230405799729994e+00,9.997649269730397581e-01,9.974108972063456813e-01,-4.653716023740778890e-02,2.360140412830249446e-01,1.316530287658324028e-02,1.974795431485265595e-02,2.304057997299935323e-02,-2.350730269602419042e-02,-2.589102793654318724e-01
4.027478364700809443e-01,7.128865031910736061e-01,8.082415818433887900e-01,8.078683862778234248e-01,7.265489178668576020e-01,7.285960942140341512e-01,4.762411348439455350e-01,4.773625079645046343e-01,6.499894535902986034e-03,1.000129997890718103e+00,1.000194996836077044e+00,1.000227508983345448e+00,9.997656662876779343e-01,9.974171149743096265e-01,-4.617376462049912339e-02,2.354633059839634224e-01,1.299978907181031929e-02,1.949968360770437670e-02,2.275089833454480015e-02,-2.343337123220656792e-02,-2.582885025690373482e-01
4.002645072090615930e-01,7.141507871203212066e-01,8.092820832018045030e-01,8.089113347790635178e-01,7.256047392104367777e-01,7.276426389724350852e-01,4.762345400076820612e-01,4.773532848283491004e-01,6.418099135477484292e-03,1.000128361982709491e+00,1.000192542974064347e+00,1.000224645827340497e+00,9.997664227707271367e-01,9.974233290016045750e-01,-4.581201418350620835e-02,2.349146747417759640e-01,1.283619827094906185e-02,1.925429740643469501e-02,2.246458273404972061e-02,-2.335772292728632848e-02,-2.576670998395425016e-01
3.977855742650837634e-01,7.154173132211439912e-01,8.103225672260002677e-01,8.099542602078183551e-01,7.246589249368822205e-01,7.266875879221360579e-01,4.762252666190692207e-01,4.773413869265966114e-01,6.337253296255203686e-03,1.000126745065925027e+00,1.000190117598887651e+00,1.000221815913602708e+00,9.997671960752329001e-01,9.974295390002330119e-01,-4.545190188183308860e-02,2.343681416677479701e-01,1.267450659250268785e-02,1.901175988876513401e-02,2.218159136027075817e-02,-2.328039247670998790e-02,-2.570460999766988053e-01
3.953110298552071633e-01,7.166860854699693695e-01,8.113630280607931899e-01,8.109971567171883056e-01,7.237114823616609405e-01,7.257309482428002667e-01,4.762133119545426396e-01,4.773268115444964099e-01,6.257345231550979006e-03,1.000125146904631057e+00,1.000187720356946475e+00,1.000219018829415107e+00,9.997679858593857549e-01,9.974357446875538047e-01,-4.509342069472145609e-02,2.338237008502736525e-01,1.251469046310571542e-02,1.877203569464747090e-02,2.190188294151074189e-02,-2.320141406142450791e-02,-2.564255312446195312e-01
3.928408662102700344e-01,7.179571078502769987e-01,8.124034598451326250e-01,8.120400184544244171e-01,7.227624188545195283e-01,7.247727271684042405e-01,4.761986733657168069e-01,4.773095560422717099e-01,6.178363306756676568e-03,1.000123567266135050e+00,1.000185350899202685e+00,1.000216254167388241e+00,9.997687917864515050e-01,9.974419457862064853e-01,-4.473656362535558678e-02,2.332813463555690747e-01,1.235672661350495360e-02,1.853508992026853264e-02,2.162541673882412141e-02,-2.312082135484949674e-02,-2.558054213793514720e-01
3.903750755748640611e-01,7.192303843526109963e-01,8.134438567122631580e-01,8.130828395610925075e-01,7.218117418392415718e-01,7.238129319870016953e-01,4.761813482796483643e-01,4.772896178553863722e-01,6.100296037372646488e-03,1.000122005920747403e+00,1.000183008881121216e+00,1.000213521525391558e+00,9.997696135247055027e-01,9.974481420240357554e-01,-4.438132370066592142e-02,2.327410722284635192e-01,1.220059207474033514e-02,1.830088811212160493e-02,2.135215253915578870e-02,-2.303864752944972949e-02,-2.551857975964244574e-01
3.879136502073112780e-01,7.205059189745925963e-01,8.144842127898912487e-01,8.141256141732374774e-01,7.208594587933991882e-01,7.228515700404822830e-01,4.761613341990934556e-01,4.772669944948056409e-01,6.023132087063028280e-03,1.000120462641741259e+00,1.000180693962611889e+00,1.000210820506483467e+00,9.997704507473605950e-01,9.974543331340155472e-01,-4.402769397155613385e-02,2.322028724931883004e-01,1.204626417412590911e-02,1.806939626118886366e-02,2.108205064834667297e-02,-2.295492526394049548e-02,-2.545666865984452798e-01
3.854565823796383128e-01,7.217837157209328058e-01,8.155245222003499883e-01,8.151683364215492889e-01,7.199055772481012250e-01,7.218886487243262318e-01,4.761386287027608022e-01,4.772416835472517160e-01,5.946860265734472614e-03,1.000118937205314751e+00,1.000178405807972126e+00,1.000208150718844946e+00,9.997713031325021760e-01,9.974605188541751932e-01,-4.367566751269255643e-02,2.316667411539755916e-01,1.189372053147508268e-02,1.784058079721262402e-02,2.081507188449460699e-02,-2.286968674978240301e-02,-2.539481145824806774e-01
3.830038643775537377e-01,7.230637786034447290e-01,8.165647790607654111e-01,8.162110004315279443e-01,7.189501047877370210e-01,7.209241754873552122e-01,4.761132294455590053e-01,4.772136826754547756e-01,5.871469527638339958e-03,1.000117429390552815e+00,1.000176144085829222e+00,1.000205511775713818e+00,9.997721703630230161e-01,9.974666989275272622e-01,-4.332523742260746547e-02,2.311326721959111596e-01,1.174293905528145388e-02,1.761440858292218081e-02,2.055117757138180679e-02,-2.278296369769838847e-02,-2.533301072472737836e-01
3.805554885004220900e-01,7.243461116410564449e-01,8.176049774832236938e-01,8.172536003236500202e-01,7.179930490497156148e-01,7.199581578314770969e-01,4.760851341588385743e-01,4.771829896183976127e-01,5.796948969495850472e-03,1.000115938979389885e+00,1.000173908469084827e+00,1.000202903295317691e+00,9.997730521265550951e-01,9.974728731019949501e-01,-4.297639682371962033e-02,2.306006595855512598e-01,1.159389793898846222e-02,1.739084690848269332e-02,2.029032953176912457e-02,-2.269478734449048574e-02,-2.527126898005049860e-01
3.781114470612412237e-01,7.256307188598234426e-01,8.186451115749376894e-01,8.182961302135358661e-01,7.170344177242010675e-01,7.189906033114289441e-01,4.760543406506291819e-01,4.771496021915562769e-01,5.723287828646324814e-03,1.000114465756573034e+00,1.000171698634859441e+00,1.000200324900809790e+00,9.997739481154077623e-01,9.974790411303400273e-01,-4.262913886219157900e-02,2.300706972716996812e-01,1.144657565730344828e-02,1.716986348594407019e-02,2.003249008097895967e-02,-2.260518845922376840e-02,-2.520958869659972734e-01
3.756717323866172187e-01,7.269176042929412773e-01,8.196851754384155697e-01,8.193385842121170271e-01,7.160742185538429005e-01,7.180215195345127643e-01,4.760208468058709785e-01,4.771135182871341640e-01,5.650475481218019715e-03,1.000113009509624451e+00,1.000169514264436454e+00,1.000197776220204560e+00,9.997748580265019003e-01,9.974852027700938928e-01,-4.228345670801785666e-02,2.295427791860541467e-01,1.130095096244509989e-02,1.695142644364544537e-02,1.977762202045596496e-02,-2.251419734980997234e-02,-2.514797229906107212e-01
3.732363368167406215e-01,7.282067719807582273e-01,8.207251631716283580e-01,8.203809564258033316e-01,7.151124593335037583e-01,7.170509141603296221e-01,4.759846505866415778e-01,4.770747358742916111e-01,5.578501440321499347e-03,1.000111570028806351e+00,1.000167355043209749e+00,1.000195256886314832e+00,9.997757815613083077e-01,9.974913577834875200e-01,-4.193934355501740402e-02,2.290168992438149087e-01,1.115700288063514733e-02,1.673550432097492546e-02,1.952568863148318457e-02,-2.242184386916923344e-02,-2.508642216512479983e-01
3.708052527053626868e-01,7.294982259707881722e-01,8.217650688681791271e-01,8.214232409566522009e-01,7.141491479099814077e-01,7.160787949005077424e-01,4.759457500323762691e-01,4.770332529993697168e-01,5.507355354265323043e-03,1.000110147107085234e+00,1.000165220660627963e+00,1.000192766536688094e+00,9.997767184257839723e-01,9.974975059373822894e-01,-4.159679262075807737e-02,2.284930513445009859e-01,1.101471070852344525e-02,1.652206606279627010e-02,1.927665366880937370e-02,-2.232815742160276784e-02,-2.502494062617710568e-01
3.683784724197705085e-01,7.307919703177229165e-01,8.228048866174723086e-01,8.224654319025370697e-01,7.131842921817272973e-01,7.151051695184267309e-01,4.759041432600841226e-01,4.769890677861087225e-01,5.437027004793760533e-03,1.000108740540095909e+00,1.000163110810143863e+00,1.000190304813546538e+00,9.997776683303126743e-01,9.975036470032041525e-01,-4.125579714660272679e-02,2.279712293724837080e-01,1.087405400959085000e-02,1.631108101438627500e-02,1.903048135465379431e-02,-2.223316696873256504e-02,-2.496352996795847545e-01
3.659559883407643710e-01,7.320880090834452902e-01,8.238446105048831125e-01,8.235075233573169173e-01,7.122179000985610076e-01,7.141300458289382425e-01,4.758598284645582099e-01,4.769421784358609528e-01,5.367506305346418476e-03,1.000107350126106853e+00,1.000161025189160391e+00,1.000187871363724224e+00,9.997786309896423695e-01,9.975097807568750197e-01,-4.091635039763329151e-02,2.274514271976113555e-01,1.073501261068532386e-02,1.610251891603908803e-02,1.878713637242235279e-02,-2.213690103576304580e-02,-2.490219243124980331e-01
3.635377928626322142e-01,7.333863463370418057e-01,8.248842346119277247e-01,8.245495094110056877e-01,7.112499796613805936e-01,7.131534316980815413e-01,4.758128039185797742e-01,4.768925832277984278e-01,5.298783299339453884e-03,1.000105975665986691e+00,1.000158963498980258e+00,1.000185465838608012e+00,9.997796061228265696e-01,9.975159069787480348e-01,-4.057844566268267728e-02,2.269336386759830682e-01,1.059756659866906148e-02,1.589634989802579668e-02,1.854658386080121346e-02,-2.203938771734303970e-02,-2.484093021251965183e-01
3.611238783931274288e-01,7.346869861548152025e-01,8.259237530164340590e-01,8.255913841499430417e-01,7.102805389218687093e-01,7.121753350427952878e-01,4.757630679731179590e-01,4.768402805191144234e-01,5.230848158468344965e-03,1.000104616963169324e+00,1.000156925444753986e+00,1.000183087894078060e+00,9.997805934531653893e-01,9.975220254535426267e-01,-4.024207625427186213e-02,2.264178576503819984e-01,1.046169631693238955e-02,1.569254447539858432e-02,1.830878940780600317e-02,-2.194065468346106940e-02,-2.477974546457373251e-01
3.587142373534437656e-01,7.359899326202975489e-01,8.269631597927127320e-01,8.266331416569646651e-01,7.093095859821944016e-01,7.111957638306255491e-01,4.757106190575232096e-01,4.767852687452205362e-01,5.163691181031729305e-03,1.000103273823620631e+00,1.000154910735431057e+00,1.000180737190448310e+00,9.997815927081458165e-01,9.975281359702793393e-01,-3.990723550862768088e-02,2.259040779510913532e-01,1.032738236206309779e-02,1.549107354310574891e-02,1.807371904483101588e-02,-2.184072918541835051e-02,-2.471864029720660660e-01
3.563088621781913545e-01,7.372951898242631197e-01,8.280024490117288138e-01,8.276747760115733543e-01,7.083371289947116844e-01,7.102147260794289263e-01,4.756554556797157329e-01,4.767275464199369206e-01,5.097302790276379662e-03,1.000101946055805602e+00,1.000152919083708181e+00,1.000178413392408316e+00,9.997826036193838695e-01,9.975342383222159937e-01,-3.957391678569998489e-02,2.253922933963115882e-01,1.019460558056017874e-02,1.529190837081806364e-02,1.784133924083164402e-02,-2.173963806161305357e-02,-2.465761677784006345e-01
3.539077453153753883e-01,7.386027618647404980e-01,8.290416147412732473e-01,8.287162812901111009e-01,7.073631761616531177e-01,7.092322298570717942e-01,4.755975764263674632e-01,4.766671121356774177e-01,5.031673532762974757e-03,1.000100633470655254e+00,1.000150950205982880e+00,1.000176116168968177e+00,9.997836259225710842e-01,9.975403323067882910e-01,-3.924211346901762543e-02,2.248824977928669533e-01,1.006334706552536318e-02,1.509502059828804477e-02,1.761161689681767228e-02,-2.163740774289157898e-02,-2.459667693211708972e-01
3.515108792263688109e-01,7.399126528470266750e-01,8.300806510461350429e-01,8.297576515659302876e-01,7.063877357348208319e-01,7.082482832811257678e-01,4.755369799630796424e-01,4.766039645636293565e-01,4.966794076752305970e-03,1.000099335881535101e+00,1.000149003822302651e+00,1.000173845193399469e+00,9.997846593574150065e-01,9.975464177255458642e-01,-3.891181896574569948e-02,2.243746849367117546e-01,9.933588153510086727e-03,1.490038223026513009e-02,1.738451933994689114e-02,-2.153406425849935246e-02,-2.453582274454135792e-01
3.491182563858910015e-01,7.412248668836989296e-01,8.311195519882745852e-01,8.307988809095662175e-01,7.054108160152712248e-01,7.072628945185592819e-01,4.754736650345536275e-01,4.765381024539274701e-01,4.902655210612076944e-03,1.000098053104212292e+00,1.000147079656318327e+00,1.000171600143179740e+00,9.997857036675835696e-01,9.975524943840895498e-01,-3.858302670671520662e-02,2.238688486136214961e-01,9.805310421229229689e-03,1.470796563183274230e-02,1.716001431797398169e-02,-2.142963324164304240e-02,-2.447505615910450238e-01
3.467298692819837935e-01,7.425394080946280395e-01,8.321583116269960501e-01,8.318399633889099754e-01,7.044324253529991031e-01,7.062760717854242865e-01,4.754076304647570916e-01,4.764695246358213176e-01,4.839247841243684602e-03,1.000096784956824969e+00,1.000145177435237231e+00,1.000169380699939436e+00,9.997867586006529139e-01,9.975585620920160990e-01,-3.825573014630539309e-02,2.233649825994844518e-01,9.678495682496901509e-03,1.451774352372314780e-02,1.693806999394364965e-02,-2.132413993470860802e-02,-2.441437907983901034e-01
3.443457104159877158e-01,7.438562806069912714e-01,8.331969240191204884e-01,8.328808930693811785e-01,7.034525721466142745e-01,7.052878233465399438e-01,4.753388751570828408e-01,4.763982300178390417e-01,4.776562992529056161e-03,1.000095531259850512e+00,1.000143296889775879e+00,1.000167186549404619e+00,9.997878239080514318e-01,9.975646206628542290e-01,-3.792992276241979183e-02,2.228630806613747239e-01,9.553125985051202917e-03,1.432968897758790661e-02,1.671865494046187450e-02,-2.121760919485682351e-02,-2.435379337145771039e-01
3.419657723025182339e-01,7.451754885552854812e-01,8.342353832191606866e-01,8.339216640141018377e-01,7.024712648430170292e-01,7.042981575151714413e-01,4.752673980945046894e-01,4.763242175879425222e-01,4.714591803797118022e-03,1.000094291836076010e+00,1.000141437754114015e+00,1.000165017381345889e+00,9.997888993450072537e-01,9.975706699140095557e-01,-3.760559805654181686e-02,2.223631365574310070e-01,9.429183607601032691e-03,1.414377541140154904e-02,1.650173813458888361e-02,-2.111006549927463283e-02,-2.429330085990444310e-01
3.395900474694422133e-01,7.464970360813398820e-01,8.352736832794940280e-01,8.349622702840692190e-01,7.014885119370682931e-01,7.033070826527056951e-01,4.751931983397242876e-01,4.762474864136792552e-01,4.653325528309897388e-03,1.000093066510566286e+00,1.000139599765849319e+00,1.000162872889522436e+00,9.997899846704941806e-01,9.975767096667033096e-01,-3.728274955367005816e-02,2.218651440379493522e-01,9.306651056628645335e-03,1.395997658493186577e-02,1.628728895224362816e-02,-2.100153295058193592e-02,-2.423290333296690413e-01
3.372185284578552711e-01,7.478209273343289221e-01,8.363118182505372422e-01,8.360027059383308146e-01,7.005043219712572267e-01,7.023146071683227243e-01,4.751162750353151165e-01,4.761680356423270144e-01,4.592755531767874974e-03,1.000091855110635253e+00,1.000137782665952990e+00,1.000160752771632744e+00,9.997910796471823902e-01,9.975827397459199330e-01,-3.696137080222697963e-02,2.213690968455503116e-01,9.185511063525275688e-03,1.377826659529901576e-02,1.607527716327439293e-02,-2.089203528176097890e-02,-2.417260254080066950e-01
3.348512078220569066e-01,7.491471664707858302e-01,8.373497821809212649e-01,8.370429650341582040e-01,6.995187035353631622e-01,7.013207395186630277e-01,4.750366274038584358e-01,4.760858645010334067e-01,4.532873290834401464e-03,1.000090657465816602e+00,1.000135986198725124e+00,1.000158656729261297e+00,9.997921840413855898e-01,9.975887599803473504e-01,-3.664145537411375025e-02,2.208749887159645597e-01,9.065746581660150127e-03,1.359861987251242965e-02,1.586567292612972579e-02,-2.078159586144101567e-02,-2.411240019652649558e-01
3.324880781295289633e-01,7.504757576546149389e-01,8.383875691176660983e-01,8.380830416272219141e-01,6.985316652661158754e-01,7.003254882074915200e-01,4.749542547480752330e-01,4.760009722969489321e-01,4.473670391679110923e-03,1.000089473407833607e+00,1.000134210111750299e+00,1.000156584467826848e+00,9.997932976230090585e-01,9.975947702023225672e-01,-3.632299686464510180e-02,2.203828133782900767e-01,8.947340783360679950e-03,1.342101117502991769e-02,1.565844678268479839e-02,-2.067023769909415165e-02,-2.405229797677432835e-01
3.301291319609107600e-01,7.518067050571053400e-01,8.394251731063556710e-01,8.391229297717656133e-01,6.975432158468505284e-01,6.993288617853574696e-01,4.748691564509507357e-01,4.759133584173548259e-01,4.415138528539926978e-03,1.000088302770570703e+00,1.000132454155856276e+00,1.000154535696533342e+00,9.997944201655020180e-01,9.976007702477766026e-01,-3.600598889256365759e-02,2.198925645557158470e-01,8.830277057070290425e-03,1.324541558562764010e-02,1.545356965333422039e-02,-2.055798344979820058e-02,-2.399229752223397405e-01
3.277743619099759975e-01,7.531400128569439856e-01,8.404625881913139196e-01,8.401626235207828586e-01,6.965533640071602806e-01,6.983308688492506633e-01,4.747813319758545925e-01,4.758230223297846284e-01,4.357269502303556807e-03,1.000087145390046173e+00,1.000130718085069148e+00,1.000152510128319960e+00,9.997955514458078952e-01,9.976067599561824206e-01,-3.569042509989513862e-02,2.194042359658344987e-01,8.714539004617272155e-03,1.307180850691480600e-02,1.525101283199603586e-02,-2.044485541921048366e-02,-2.393240043817579377e-01
3.254237605836107772e-01,7.544756852402282332e-01,8.414998084157800928e-01,8.412021169261907350e-01,6.955621185225435710e-01,6.973315180422535731e-01,4.746907808666536166e-01,4.757299635821397588e-01,4.300055219104303821e-03,1.000086001104382172e+00,1.000129001656573147e+00,1.000150507479811157e+00,9.997966912443140286e-01,9.976127391704985303e-01,-3.537629915208135439e-02,2.189178213212573942e-01,8.600110438217178910e-03,1.290016565731466613e-02,1.505074798111571965e-02,-2.033087556859713985e-02,-2.387260829501469672e-01
3.230773206017887311e-01,7.558137264004796130e-01,8.425368278220848328e-01,8.422414040390072687e-01,6.945694882140498461e-01,6.963308180531900815e-01,4.745975027478201991e-01,4.756341818027997603e-01,4.243487688940866809e-03,1.000084869753778749e+00,1.000127304630668235e+00,1.000148527471269144e+00,9.997978393448061496e-01,9.976187077371198031e-01,-3.506360473775605585e-02,2.184333143300178637e-01,8.486975377874905746e-03,1.273046306682346085e-02,1.485274712691442289e-02,-2.021606551938504026e-02,-2.381292262880196908e-01
3.207350345975485961e-01,7.571541405386567058e-01,8.435736404518267006e-01,8.432804789095259546e-01,6.935754819479196254e-01,6.953287776162710987e-01,4.745014973245337830e-01,4.755356767007256069e-01,4.187559024311083081e-03,1.000083751180486313e+00,1.000125626770729248e+00,1.000146569826546150e+00,9.997989955344189772e-01,9.976246655058231827e-01,-3.475233556891675624e-02,2.179507086959728279e-01,8.375118048631335910e-03,1.256267707292479940e-02,1.465698265461501393e-02,-2.010044655810228065e-02,-2.375334494176817302e-01
3.183968952169720090e-01,7.584969318631681334e-01,8.446102403460481467e-01,8.443193355874927253e-01,6.925801086352224578e-01,6.943254055107352940e-01,4.744027643827761209e-01,4.754344480655581240e-01,4.132261438864268631e-03,1.000082645228777212e+00,1.000123967843165929e+00,1.000144634273035571e+00,9.998001596035898109e-01,9.976306123297168371e-01,-3.444248538074009408e-02,2.174699981194839205e-01,8.264522877721169891e-03,1.239678431659285707e-02,1.446342730355709705e-02,-1.998403964101891361e-02,-2.369387670283162883e-01
3.160628951191577496e-01,7.598421045898865467e-01,8.456466215454125912e-01,8.453579681222821440e-01,6.915833772314907701e-01,6.933207105604872744e-01,4.743013037894220352e-01,4.753304957677099152e-01,4.077587246070953249e-03,1.000081551744921526e+00,1.000122327617382068e+00,1.000142720541628005e+00,9.998013313460136775e-01,9.976365480651913087e-01,-3.413404793162128081e-02,2.169911762976758640e-01,8.155174492152639232e-03,1.223276173820675439e-02,1.427205416280052930e-02,-1.986686539863224965e-02,-2.363451934808691313e-01
3.137330269762024226e-01,7.611896629421607274e-01,8.466827780903808387e-01,8.463963705630741519e-01,6.905852967363507178e-01,6.923147016337313220e-01,4.741971154923229070e-01,4.752238197584509605e-01,4.023528857910056537e-03,1.000080470577158209e+00,1.000120705865737314e+00,1.000140828366662182e+00,9.998025105585959249e-01,9.976424725718683328e-01,-3.382701700306861570e-02,2.165142369248923560e-01,8.047057715820926660e-03,1.207058657373138999e-02,1.408283666621823471e-02,-1.974894414040750945e-02,-2.357527428131667158e-01
3.114072834731735906e-01,7.625396111508299102e-01,8.477187040213882696e-01,8.474345369590302601e-01,6.895858761931487058e-01,6.913073876426030218e-01,4.740901995203846142e-01,4.751144200699888853e-01,3.970078783572867330e-03,1.000079401575671545e+00,1.000119102363507206e+00,1.000138957485882774e+00,9.998036970414093672e-01,9.976483857125526544e-01,-3.352138639975552753e-02,2.160391736931976669e-01,7.940157567154493279e-03,1.191023635072063769e-02,1.389574858827735682e-02,-1.963029585906328478e-02,-2.351614287447345575e-01
3.090856573080902336e-01,7.638919534542363277e-01,8.487543933790223649e-01,8.484724613594710751e-01,6.885851246885749122e-01,6.902987775427954498e-01,4.739805559836394733e-01,4.750022968155425684e-01,3.917229628184091920e-03,1.000078344592563617e+00,1.000117516888845426e+00,1.000137107640392653e+00,9.998048905976476552e-01,9.976542873531822897e-01,-3.321714994945414862e-02,2.155659802927365198e-01,7.834459256361725465e-03,1.175168888454258820e-02,1.371076403926529963e-02,-1.951094023523447518e-02,-2.345712646817710301e-01
3.067681411918972145e-01,7.652466940982388666e-01,8.497898402041992316e-01,8.495101378140531567e-01,6.875830513522841470e-01,6.892888803331836955e-01,4.738681850733121315e-01,4.748874501894107536e-01,3.864974091539391272e-03,1.000077299481830773e+00,1.000115949222746270e+00,1.000135278574611375e+00,9.998060910335841989e-01,9.976601773627827852e-01,-3.291430150292973256e-02,2.150946504123149028e-01,7.729948183077262058e-03,1.159492227462699532e-02,1.352785746113749354e-02,-1.939089664158011317e-02,-2.339822637217214840e-01
3.044547278484441843e-01,7.666038373362262792e-01,8.508250385383419045e-01,8.505475603729460987e-01,6.865796653565123808e-01,6.882777050554447218e-01,4.737530870618798517e-01,4.747698804670330008e-01,3.813304966859491340e-03,1.000076266099337197e+00,1.000114399149005795e+00,1.000133470036228545e+00,9.998072981585258701e-01,9.976660556134184787e-01,-3.261283493401816169e-02,2.146251777395467020e-01,7.626609933719663559e-03,1.143991490057949534e-02,1.334700362285445863e-02,-1.927018414741299424e-02,-2.333944386581521258e-01
