z,a,dH,dB,dS,dV,H,B,S,V,R_resp,R_rob,CCI_min,CCI_diag,Omega_MAAT
8.953962309984232704e+00,1.004625061717341478e-01,6.148539400055165168e-04,6.104463124499278585e-04,1.270473135765896010e-02,1.335815120846415294e-01,9.993855238730622315e-01,9.993899261049097316e-01,9.874546538944015683e-01,8.821597647274725951e-01,9.586757807971322265e-01,9.586757807971322265e-01,3.427548973749089956e-01,2.571757021805886056e-01,4.191392569978486882e-05
8.862521794868778002e+00,1.013939457675292338e-01,6.148257391326387164e-04,6.103174760880950315e-04,1.298881464519371573e-02,1.335533193416039710e-01,9.993855520392889158e-01,9.993900547841365611e-01,9.871777314246622526e-01,8.821817050307126928e-01,9.586837786644125670e-01,9.586837786644125670e-01,3.426561467358448243e-01,2.571015644760776264e-01,4.285113920482323292e-05
8.771921283717995621e+00,1.023340212191642395e-01,6.147968958295150881e-04,6.101856713001260150e-04,1.327922690945406402e-02,1.335244770298104344e-01,9.993855808471584501e-01,9.993901864282035419e-01,9.868948000148425326e-01,8.822041519741271598e-01,9.586919610760830102e-01,9.586919610760830102e-01,3.425552512138572703e-01,2.570258164625929820e-01,4.380923251068259607e-05
8.682153059967081532e+00,1.032828125941029074e-01,6.147673952967088904e-04,6.100508274939391495e-04,1.357610796704310924e-02,1.334949697018795178e-01,9.993856103114517886e-01,9.993903211076188287e-01,9.866057340338525439e-01,8.822271176580607221e-01,9.587003324332163956e-01,9.587003324332163956e-01,3.424521658578756900e-01,2.569484243910726828e-01,4.478866688352821623e-05
8.593209477938239971e+00,1.042404007021556916e-01,6.147372223838912155e-04,6.099128722532961731e-04,1.387960066296661452e-02,1.334647815112569302e-01,9.993856404473010491e-01,9.993904588947131185e-01,9.863104054427261902e-01,8.822506144978696785e-01,9.587088972511668139e-01,9.587088972511668139e-01,3.423468448489043747e-01,2.568693538607419447e-01,4.578991358046814394e-05
8.505082962189506546e+00,1.052068671023623364e-01,6.147063615793873278e-04,6.097717314310469689e-04,1.418985093313951569e-02,1.334338962326199751e-01,9.993856712701989498e-01,9.993905998635452814e-01,9.860086837586832242e-01,8.822746552082691984e-01,9.587176601538451859e-01,9.587176601538451859e-01,3.422392414896899826e-01,2.567885698113979154e-01,4.681345405576720840e-05
8.417766006869518591e+00,1.061822941099384576e-01,6.146747970000381815e-04,6.096273289897887089e-04,1.450700786802270811e-02,1.334022972270094975e-01,9.993857027960092454e-01,9.993907440900633432e-01,9.857004360191566894e-01,8.822992528307093130e-01,9.587266258836615318e-01,9.587266258836615318e-01,3.421293081892436971e-01,2.567060365117490028e-01,4.785978017078985257e-05
8.331251175078245197e+00,1.071667648032863795e-01,6.146425123843714646e-04,6.094795867860840341e-04,1.483122377740174816e-02,1.333699673946113218e-01,9.993857350409733886e-01,9.993908916523178698e-01,9.853855267458198064e-01,8.823244207703844211e-01,9.587357993149705493e-01,9.587357993149705493e-01,3.420169964462315693e-01,2.566217175468866185e-01,4.892939440771026596e-05
8.245531098233570333e+00,1.081603630310710440e-01,6.146094910802622942e-04,6.093284247836070703e-04,1.516265425631900358e-02,1.333368892213980805e-01,9.993857680217234085e-01,9.993910426302512473e-01,9.850638179086417257e-01,8.823501727601926747e-01,9.587451854409219099e-01,9.587451854409219099e-01,3.419022568411142493e-01,2.565355758124655550e-01,5.002281008702784339e-05
8.160598475443705979e+00,1.091631734193615200e-01,6.145757160372521859e-04,6.091737609595588914e-04,1.550145825217028386e-02,1.333030447586504297e-01,9.993858017552889050e-01,9.993911971057892751e-01,9.847351688900077837e-01,8.823765228769513413e-01,9.587547893793317844e-01,9.587547893793317844e-01,3.417850390220777967e-01,2.564475735041231719e-01,5.114055158892430409e-05
8.076446072885357097e+00,1.101752813788387242e-01,6.145411697935017651e-04,6.090155110598748350e-04,1.584779813297634496e-02,1.332684155693902028e-01,9.993858362591102606e-01,9.993913551630865255e-01,9.843994364489415672e-01,8.824034855833938762e-01,9.587646163879417482e-01,9.587646163879417482e-01,3.416652916879411861e-01,2.563576721045803253e-01,5.228315457849687424e-05
7.993066723187618905e+00,1.111967731120699354e-01,6.145058344680415403e-04,6.088535887344054308e-04,1.620183975683938543e-02,1.332329827579613601e-01,9.993858715510469670e-01,9.993915168883918954e-01,9.840564746854658651e-01,8.824310757054469878e-01,9.587746718561113157e-01,9.587746718561113157e-01,3.415429625788530821e-01,2.562658323767137980e-01,5.345116623490084502e-05
7.910453324821514087e+00,1.122277356208508103e-01,6.144696917485975053e-04,6.086879053780432699e-04,1.656375254259391874e-02,1.331967269352645478e-01,9.993859076493888383e-01,9.993916823702059249e-01,9.837061350051433672e-01,8.824593084596213943e-01,9.587849613147534367e-01,9.587849613147534367e-01,3.414179984610861140e-01,2.561720143521020177e-01,5.464514548443239920e-05
7.828598841495146843e+00,1.132682567136154145e-01,6.144327228799385679e-04,6.085183700277967643e-04,1.693370954166074568e-02,1.331596281962340034e-01,9.993859445728682234e-01,9.993918516993849366e-01,9.833482660838404055e-01,8.824881994708920763e-01,9.587954904428065417e-01,9.587954904428065417e-01,3.412903451130630539e-01,2.560761773205146308e-01,5.586566323758068156e-05
7.747496301554416931e+00,1.143184250129150037e-01,6.143949086533569701e-04,6.083448893958749021e-04,1.731188751111228594e-02,1.331216661270775703e-01,9.993859823406702203e-01,9.993920249691070623e-01,9.829827138327594804e-01,8.825177647674171677e-01,9.588062650652708907e-01,9.588062650652708907e-01,3.411599473142556960e-01,2.559782798216029276e-01,5.711330263007611651e-05
7.667138797389231542e+00,1.153783299629661113e-01,6.143562293938120353e-04,6.081673677037074954e-04,1.769846698795652859e-02,1.330828197689557790e-01,9.993860209724464427e-01,9.993922022750388878e-01,9.826093213637846491e-01,8.825480208092005840e-01,9.588172911636018148e-01,9.588172911636018148e-01,3.410267488301649275e-01,2.558782796335840604e-01,5.838865926795916428e-05
7.587519484845170581e+00,1.164480618372686765e-01,6.143166649490966035e-04,6.079857067731132478e-04,1.809363236464629071e-02,1.330430676379320276e-01,9.993860604883242349e-01,9.993923837152431933e-01,9.822279289551967274e-01,8.825789844729482470e-01,9.588285748701516065e-01,9.588285748701516065e-01,3.408906924026677276e-01,2.557761337660379719e-01,5.969234147669137572e-05
7.508631582640576951e+00,1.175277117462945886e-01,6.142761946759572921e-04,6.077998056338284336e-04,1.849757196581938365e-02,1.330023876390894477e-01,9.993861009089216596e-01,9.993925693905726382e-01,9.818383740178026065e-01,8.826106731193786858e-01,9.588401224926250688e-01,9.588401224926250688e-01,3.407517197307117773e-01,2.556717984453023007e-01,6.102497055432733322e-05
7.430468371788967019e+00,1.186173716452479238e-01,6.142347974275086430e-04,6.076095609005392880e-04,1.891047812627479063e-02,1.329607571490355189e-01,9.993861422553598217e-01,9.993927594042912865e-01,9.814404910615404098e-01,8.826431045293962052e-01,9.588519404907963617e-01,9.588519404907963617e-01,3.406097714668068210e-01,2.555652291119753228e-01,6.238718102876435049e-05
7.353023195026775483e+00,1.197171343418967498e-01,6.141924515401350933e-04,6.074148662581877085e-04,1.933254727018833552e-02,1.329181529032735509e-01,9.993861845492763019e-01,9.993929538625900832e-01,9.810341116626152269e-01,8.826762969922843372e-01,9.588640355085601419e-01,9.588640355085601419e-01,3.404647871956311134e-01,2.554563804047041420e-01,6.377962091908123405e-05
7.276289456246344045e+00,1.208270935044777200e-01,6.141491348197322328e-04,6.072156125667521305e-04,1.976397999157081947e-02,1.328745510191314538e-01,9.993862278128380350e-01,9.993931528744823822e-01,9.806190644312283711e-01,8.827102692883358470e-01,9.588764143675531093e-01,9.588764143675531093e-01,3.403167054254320756e-01,2.553452061537790363e-01,6.520295200097618279e-05
7.200260619934127249e+00,1.219473436696738855e-01,6.141048245273478473e-04,6.070116878842900764e-04,2.020498113597025275e-02,1.328299270008040656e-01,9.993862720687560763e-01,9.993933565517791884e-01,9.801951749799607816e-01,8.827450406854322473e-01,9.588890840658507164e-01,9.588890840658507164e-01,3.401654635780126945e-01,2.552316593736398409e-01,6.665785007630895508e-05
7.124930210614047965e+00,1.230779802506665743e-01,6.140594973648616679e-04,6.068029770921373788e-04,2.065575988341846261e-02,1.327842556573369248e-01,9.993863173403005895e-01,9.993935650094656342e-01,9.797622658928826223e-01,8.827806310034876924e-01,9.589020518013627870e-01,9.589020518013627870e-01,3.400109979709356467e-01,2.551156922494116075e-01,6.814500524674838109e-05
7.050291812295977678e+00,1.242190995452617935e-01,6.140131294601537020e-04,6.065893621264873683e-04,2.111652983262134187e-02,1.327375111533019847e-01,9.993863636513147242e-01,9.993937783654680551e-01,9.793201566954531367e-01,8.828170605755302214e-01,9.589153249576026772e-01,9.589153249576026772e-01,3.398532438123072486e-01,2.549972561330813292e-01,6.966512219152270612e-05
6.976339067929274051e+00,1.253707987440920713e-01,6.139656963504744151e-04,6.063707217461991117e-04,2.158750908639021915e-02,1.326896669579878119e-01,9.993864110262311584e-01,9.993939967408873581e-01,9.788686638252889205e-01,8.828543502878892779e-01,9.589289111182469627e-01,9.589289111182469627e-01,3.396921351864933269e-01,2.548763015327172310e-01,7.121892044926455894e-05
6.903065678861346477e+00,1.265331759388943211e-01,6.139171729683188779e-04,6.061469312420957045e-04,2.206892033831082608e-02,1.326406957817866661e-01,9.993864594900870868e-01,9.993942202602880132e-01,9.784076006038752160e-01,8.828925216304066570e-01,9.589428180853364347e-01,9.589428180853364347e-01,3.395276050390130806e-01,2.547527781010526238e-01,7.280713470393879519e-05
6.830465404301184762e+00,1.277063301308644372e-01,6.138675336231039659e-04,6.059178626207913998e-04,2.256099096064421300e-02,1.325905696164206005e-01,9.993865090685418728e-01,9.993944490515156431e-01,9.779367772092995015e-01,8.829315966657521608e-01,9.589570538680332046e-01,9.589570538680332046e-01,3.393595851714124589e-01,2.546266346317157536e-01,7.443051507483464872e-05
6.758532060787834084e+00,1.288903612390893128e-01,6.138167519860142493e-04,6.056833843531264552e-04,2.306395309345275063e-02,1.325392596798924127e-01,9.993865597878924811e-01,9.993946832459471574e-01,9.774560006500924159e-01,8.829715980730291625e-01,9.589716266984090742e-01,9.589716266984090742e-01,3.391880062277433105e-01,2.544978190490177483e-01,7.608982741059951767e-05
6.687259521663730055e+00,1.300853701090571579e-01,6.137648010708104214e-04,6.054433614104764126e-04,2.357804373494221811e-02,1.324867364244311507e-01,9.993866116750923512e-01,9.993949229784554467e-01,9.769650747402629509e-01,8.830125491423168604e-01,9.589865450293757476e-01,9.589865450293757476e-01,3.390127976873055782e-01,2.543662784025354506e-01,7.778585358728482707e-05
6.616641716552891239e+00,1.312914585212465457e-01,6.137116532169431754e-04,6.051976549483538241e-04,2.410350483300920804e-02,1.324329694672558566e-01,9.993866647577684947e-01,9.993951683877250192e-01,9.764638000756188374e-01,8.830544738294241469e-01,9.590018175545205192e-01,9.590018175545205192e-01,3.388338878507418661e-01,2.542319588565913890e-01,7.951939181036816226e-05
6.546672630843889173e+00,1.325087291997953387e-01,6.136572800712169606e-04,6.049461221348654584e-04,2.464058337798114007e-02,1.323779275530376776e-01,9.993867190642397036e-01,9.993954196164236414e-01,9.759519740114650510e-01,8.830973967859883089e-01,9.590174532189630341e-01,9.590174532189630341e-01,3.386512038295756977e-01,2.540948056823659207e-01,8.129125692071002623e-05
6.477346305177586139e+00,1.337372858212496629e-01,6.136016525670049586e-04,6.046886163911567927e-04,2.518953149653357926e-02,1.323215786065151944e-01,9.993867746235373106e-01,9.993956768109619748e-01,9.754293906417842441e-01,8.831413433193103790e-01,9.590334612046411689e-01,9.590334612046411689e-01,3.384646715446077425e-01,2.539547632567927260e-01,8.310228070439460216e-05
6.408656834939563396e+00,1.349772330233942608e-01,6.135447409059002636e-04,6.044249870317160156e-04,2.575060654676796998e-02,1.322638896537837727e-01,9.993868314654237306e-01,9.993959401218523997e-01,9.748958407799939163e-01,8.831863394546419777e-01,9.590498509528703197e-01,9.590498509528703197e-01,3.382742157127813232e-01,2.538117750526053262e-01,8.495331220639880669e-05
6.340598369757211472e+00,1.362286764141646955e-01,6.134865145370284366e-04,6.041550789833882891e-04,2.632407121442979780e-02,1.322048267608084138e-01,9.993868896204127772e-01,9.993962097039904569e-01,9.743511119413958976e-01,8.832324119841097332e-01,9.590666321820329188e-01,9.590666321820329188e-01,3.380797598362703660e-01,2.536657836300780788e-01,8.684521804802367386e-05
6.273165113001457627e+00,1.374917225806419896e-01,6.134269421356029631e-04,6.038787329419237002e-04,2.691019361024497153e-02,1.321443550676806578e-01,9.993869491197912014e-01,9.993964857164989724e-01,9.737949883274228391e-01,8.832795884410156173e-01,9.590838148781097861e-01,9.590838148781097861e-01,3.378812262010476575e-01,2.535167306360264772e-01,8.877888274801492663e-05
6.206351321293051448e+00,1.387664790981308627e-01,6.133659915813383535e-04,6.035957850479668025e-04,2.750924736834935158e-02,1.320824387177165771e-01,9.993870099956405628e-01,9.993967683230496890e-01,9.732272508117996157e-01,8.833278971562147364e-01,9.591014093150681541e-01,9.591014093150681541e-01,3.376785358664724512e-01,2.533645567959103562e-01,9.075520904728982168e-05
6.140151304013396150e+00,1.400530545393220971e-01,6.133036299362339735e-04,6.033060667495314259e-04,2.812151174578363111e-02,1.320190408273627658e-01,9.993870722808587681e-01,9.993970576920027105e-01,9.726476769287393243e-01,8.833773672827327506e-01,9.591194260636853874e-01,9.591194260636853874e-01,3.374716086593868014e-01,2.532092019093845070e-01,9.277511823717876085e-05
6.074559422819876708e+00,1.413515584835396133e-01,6.132398234210967303e-04,6.030094047659690596e-04,2.874727172302247655e-02,1.319541234783116190e-01,9.993871360091843847e-01,9.993973539964419173e-01,9.720560408632974436e-01,8.834280288031125528e-01,9.591378759940839549e-01,9.591378759940839549e-01,3.372603631710462957e-01,2.530506048480089532e-01,9.483955049107892742e-05
6.009570091165619132e+00,1.426621015260738090e-01,6.131745373912522333e-04,6.027056208436322926e-04,2.938681810550389933e-02,1.318876476640342132e-01,9.993872012152201778e-01,9.993976574144184388e-01,9.714521134440133876e-01,8.834799125723995505e-01,9.591567702912209281e-01,9.591567702912209281e-01,3.370447167506988584e-01,2.528887035503779024e-01,9.694946519940786790e-05
5.945177773823694167e+00,1.439847952876008585e-01,6.131077363127489417e-04,6.023945315314845365e-04,3.004044762612104874e-02,1.318195732406778342e-01,9.993872679344569798e-01,9.993979681291753625e-01,9.708356621379735651e-01,8.835330503578004979e-01,9.591761204691594545e-01,9.591761204691594545e-01,3.368245855004585176e-01,2.527234350182280820e-01,9.910584130773207861e-05
5.881376986415664199e+00,1.453197524236896632e-01,6.130393837357880557e-04,6.020759481182801597e-04,3.070846304863552798e-02,1.317498589133193343e-01,9.993873362033005581e-01,9.993982863292105723e-01,9.702064510484313953e-01,8.835874748508274479e-01,9.591959383753220214e-01,9.591959383753220214e-01,3.365998842743638253e-01,2.525547353157412411e-01,1.013096776579358306e-04
5.818162294944476898e+00,1.466670866343968982e-01,6.129694422693377897e-04,6.017496763433259101e-04,3.139117327196700585e-02,1.316784621726722893e-01,9.993874060590969277e-01,9.993986122085655177e-01,9.695642409151300489e-01,8.836432197181988135e-01,9.592162362088301197e-01,9.592162362088301197e-01,3.363705266738793997e-01,2.523825395661055127e-01,1.035619933322809520e-04
5.755528315331641664e+00,1.480269126739509611e-01,6.128978735528238780e-04,6.014155164154939186e-04,3.208889343531035748e-02,1.316053392992475035e-01,9.993874775401602184e-01,9.993989459668062292e-01,9.689087891174738010e-01,8.837003196001665950e-01,9.592370265197124324e-01,9.592370265197124324e-01,3.361364250506281848e-01,2.522067819536034095e-01,1.058638280001966312e-04
5.693469712958660445e+00,1.493993463605257921e-01,6.128246382289865733e-04,6.010732626350696536e-04,3.280194502402706408e-02,1.315304452806035640e-01,9.993875506858003188e-01,9.993992878094011267e-01,9.682398496807013144e-01,8.837588101767902549e-01,9.592583222328149306e-01,9.592583222328149306e-01,3.358974905022532043e-01,2.520273957204179349e-01,1.082162422676237500e-04
5.631981202212671178e+00,1.507845045861052058e-01,6.127496959138503067e-04,6.007227031589142726e-04,3.353065597625327215e-02,1.314537337599581135e-01,9.993876255363525196e-01,9.993996379479559433e-01,9.675571732852171758e-01,8.838187282098389774e-01,9.592801366628331827e-01,9.592801366628331827e-01,3.356536328723180862e-01,2.518443131665169532e-01,1.106203180287232646e-04
5.571057546036269237e+00,1.521825053264387329e-01,6.126730051668409071e-04,6.003636199111849099e-04,3.427536079016230836e-02,1.313751570166513394e-01,9.993877021332073785e-01,9.993999966003017654e-01,9.668605072792445521e-01,8.838801115599203007e-01,9.593024835203222134e-01,9.593024835203222134e-01,3.354047607543397258e-01,2.516574656526872067e-01,1.130771588197438976e-04
5.510693555481457118e+00,1.535934676510898045e-01,6.125945234605990278e-04,5.999957884276712174e-04,3.503640063181442249e-02,1.312946659320825826e-01,9.993877805188408070e-01,9.994003639906524628e-01,9.661495956949656128e-01,8.839429992150560356e-01,9.593253769218577087e-01,9.593253769218577087e-01,3.351507814957606080e-01,2.514667836035033299e-01,1.155878901748270694e-04
5.450884089267692190e+00,1.550175117335770569e-01,6.125142071472423769e-04,5.996189775112104351e-04,3.581412344352152832e-02,1.312122099143062937e-01,9.993878607368482658e-01,9.994007403499474140e-01,9.654241792683239121e-01,8.840074313516770310e-01,9.593488314119720251e-01,9.593488314119720251e-01,3.348916011994822473e-01,2.512721965084072639e-01,1.181536599835108408e-04
5.391624053344001410e+00,1.564547588616096718e-01,6.124320114262348435e-04,5.992329489272014628e-04,3.660888405264898365e-02,1.311277368314026359e-01,9.993879428319762948e-01,9.994011259161560412e-01,9.646839954626612590e-01,8.840734493889017553e-01,9.593728619826300541e-01,9.593728619826300541e-01,3.346271247276118577e-01,2.510736329244642184e-01,1.207756388496757105e-04
5.332908400455114162e+00,1.579053314474175851e-01,6.123478903100840762e-04,5.988374572828529269e-04,3.742104428077135808e-02,1.310411929850537616e-01,9.993880268501570407e-01,9.994015209343989348e-01,9.639287784963771477e-01,8.841410960115354545e-01,9.593974840813154215e-01,9.593974840813154215e-01,3.343572557103527410e-01,2.508710204830390533e-01,1.234550204516582058e-04
5.274732129711577677e+00,1.593693530381775358e-01,6.122617965872116782e-04,5.984322498409876123e-04,3.825097305309228812e-02,1.309525230697993203e-01,9.993881128385456725e-01,9.994019256571337051e-01,9.631582593747916032e-01,8.842104152043903653e-01,9.594227136232181818e-01,9.594227136232181818e-01,3.340818965551174968e-01,2.506642858966211529e-01,1.261930219032357655e-04
5.217090286163827528e+00,1.608469483265356770e-01,6.121736817873542564e-04,5.980170662502936121e-04,3.909904650803322501e-02,1.308616701140085659e-01,9.993882008455534649e-01,9.994023403444235454e-01,9.623721659264067307e-01,8.842814523010442684e-01,9.594485670086521090e-01,9.594485670086521090e-01,3.338009484555813922e-01,2.504533549655793001e-01,1.289908841151687674e-04
5.159977960380166095e+00,1.623382431612278853e-01,6.120834961418986434e-04,5.975916378755111646e-04,3.996564810688858077e-02,1.307685753333077405e-01,9.993882909208898768e-01,9.994027652646081394e-01,9.615702228437637000e-01,8.843542541012319180e-01,9.594750611654048189e-01,9.594750611654048189e-01,3.335143113944484816e-01,2.502381525800739803e-01,1.318498721569616591e-04
5.103390288028622379e+00,1.638433645577984377e-01,6.119911885448647143e-04,5.971556880819998362e-04,4.085116874343812376e-02,1.306731781928507641e-01,9.993883831155990771e-01,9.994032006940182233e-01,9.607521517290935620e-01,8.844288688251144004e-01,9.595022135317609058e-01,9.595022135317609058e-01,3.332218841669984388e-01,2.500186027378707432e-01,1.347712756184830073e-04
5.047322449462646965e+00,1.653624407094181070e-01,6.118967065123560086e-04,5.967089318101870005e-04,4.175600685340045970e-02,1.305754163141975288e-01,9.993884774821023553e-01,9.994036469174006898e-01,9.599176711449703969e-01,8.845053461892105062e-01,9.595300420837388211e-01,9.595300420837388211e-01,3.329235643922933141e-01,2.497946285526686794e-01,1.377564089710613083e-04
4.991769669310619939e+00,1.668956009978024568e-01,6.117999961401379347e-04,5.962510747923904959e-04,4.268056852360352371e-02,1.304752253039342946e-01,9.993885740742388668e-01,9.994041042287017396e-01,9.590664966701760719e-01,8.845837375437791694e-01,9.595585653846339103e-01,9.594355245423964451e-01,3.326192485191978854e-01,2.495741429772140585e-01,1.408066119276471647e-04
4.936727216069122015e+00,1.684429760042316371e-01,6.117010020601238579e-04,5.957818138712362268e-04,4.362526760074056376e-02,1.303725388233518412e-01,9.993886729473105968e-01,9.994045729307480253e-01,9.581983409609912128e-01,8.846640958218414674e-01,9.595878025660704580e-01,9.592402483888364806e-01,3.323088318562980592e-01,2.493556462542056706e-01,1.439232498016079580e-04
4.882190401699954663e+00,1.700046975206718491e-01,6.115996673946432361e-04,5.953008363527297975e-04,4.459052579957099166e-02,1.302672884468806525e-01,9.993887741581269912e-01,9.994050533358941335e-01,9.573129138181302178e-01,8.847464756536631558e-01,9.596177733691714229e-01,9.590410387595479369e-01,3.319922085846777615e-01,2.491327648299210551e-01,1.471077138636911680e-04
4.828154581230842624e+00,1.715808985610005888e-01,6.114959337103628104e-04,5.948078195905957344e-04,4.557677281041844219e-02,1.301594035711335362e-01,9.993888777650512534e-01,9.994055457664359210e-01,9.564099222595466854e-01,8.848309334419114380e-01,9.596484981713998552e-01,9.588378275412182683e-01,3.316692717774580856e-01,2.489054224615741273e-01,1.503614216966690721e-04
4.774615152359819703e+00,1.731717133723354729e-01,6.113897409698007589e-04,5.943024309153426910e-04,4.658444640580720192e-02,1.300488113993832906e-01,9.993889838280491933e-01,9.994060505546837891e-01,9.554890705993309696e-01,8.849175273780088835e-01,9.596799979920039858e-01,9.586305459659730799e-01,3.313399134284010783e-01,2.486735421032635063e-01,1.536858175471408016e-04
4.721567555063248989e+00,1.747772774464681766e-01,6.112810274800029508e-04,5.937843268734083104e-04,4.761399254607055764e-02,1.299354367750678585e-01,9.993890924087399652e-01,9.994065680437211885e-01,9.545500605329336752e-01,8.850063175769452561e-01,9.597122945404749084e-01,9.584191246518438678e-01,3.310040244691515587e-01,2.484370459164799150e-01,1.570823726739427968e-04
4.669007271207433973e+00,1.763977275314045357e-01,6.111697298416213318e-04,5.932531531928806560e-04,4.866586548375405330e-02,1.298192021742891611e-01,9.993892035704471377e-01,9.994070985874395907e-01,9.535925912289476836e-01,8.850973660879035698e-01,9.597454102198422765e-01,9.582034936105514600e-01,3.306614948032848833e-01,2.481958552925797867e-01,1.605525856925834661e-04
4.616929824163806373e+00,1.780332016430114794e-01,6.110557828949876591e-04,5.927085442429777832e-04,4.974052786662608999e-02,1.297000275875332953e-01,9.993893173782526507e-01,9.994076425510782791e-01,9.526163594276834123e-01,8.851907369919191915e-01,9.597793681615592876e-01,9.579835822801783252e-01,3.303122133328103005e-01,2.479498908697969906e-01,1.640979829150834293e-04
4.565330778427646230e+00,1.796838390767721005e-01,6.109391196641461184e-04,5.921501226134796457e-04,5.083845083909862422e-02,1.295778304276393178e-01,9.993894338990519932e-01,9.994082003116446788e-01,9.516210595467800015e-01,8.852864964793233371e-01,9.598141922530014636e-01,9.577593195535748505e-01,3.299560679896352822e-01,2.476990725537428772e-01,1.677201186845705266e-04
4.514205739240299664e+00,1.813497804196496088e-01,6.108196712985686748e-04,5.915774985439963734e-04,5.196011414184814603e-02,1.294525254049082585e-01,9.993895532016141559e-01,9.994087722584843458e-01,9.506063837940895711e-01,8.853847129532961269e-01,9.598499071744078792e-01,9.575306338151623464e-01,3.295929457667375884e-01,2.474433195376332661e-01,1.714205757039373305e-04
4.463550352214876504e+00,1.830311675620612810e-01,6.106973670139285775e-04,5.909902697429974747e-04,5.310600620941698102e-02,1.293240244875019929e-01,9.993896753566388069e-01,9.994093587934630429e-01,9.495720222880804640e-01,8.854854570669471459e-01,9.598865384116275212e-01,9.572974529610187577e-01,3.292227327597903042e-01,2.471825503299343307e-01,1.752009653578357731e-04
4.413360302965378956e+00,1.847281437099634882e-01,6.105721340304402648e-04,5.903880207229341781e-04,5.427662426556194991e-02,1.291922367559508456e-01,9.993898004368191312e-01,9.994099603316289882e-01,9.485176631860043894e-01,8.855888018437796383e-01,9.599241122991108988e-01,9.570597044430539935e-01,3.288453142020855147e-01,2.469166827771477057e-01,1.790629280272398947e-04
4.363631316739240873e+00,1.864408533970486892e-01,6.104438975072076692e-04,5.897703222749162665e-04,5.547247441610510948e-02,1.290570682881990727e-01,9.993899285169066671e-01,9.994105773017398775e-01,9.474429928200706064e-01,8.856948227746656022e-01,9.599626560543133014e-01,9.568173153082640825e-01,3.284605745051651371e-01,2.466456340906162947e-01,1.830081333957679223e-04
4.314359158053240328e+00,1.881694424970556112e-01,6.103125804767699572e-04,5.891367311654857738e-04,5.669407173902872576e-02,1.289184220932512448e-01,9.993900596737775865e-01,9.994112101465641995e-01,9.463476958418761686e-01,8.858035978771525709e-01,9.600021977983641541e-01,9.565702122292960574e-01,3.280683973068548864e-01,2.463693208785671385e-01,1.870382807469127989e-04
4.265539630332757071e+00,1.899140582361935059e-01,6.101781037760331886e-04,5.884867893910177656e-04,5.794194037154212773e-02,1.287761979480156471e-01,9.993901939865010853e-01,9.994118593236273052e-01,9.452314553753362603e-01,8.859152078311752776e-01,9.600427666044247799e-01,9.563183215573602958e-01,3.276686655137218129e-01,2.460876591740969177e-01,1.911550992512827112e-04
4.217168575554348209e+00,1.916748492056815356e-01,6.100403859745547877e-04,5.878200237992556093e-04,5.921661359383518369e-02,1.286302923144864163e-01,9.993903315364103257e-01,9.994125253055896607e-01,9.440939531783606453e-01,8.860297360522693122e-01,9.600843925232872555e-01,9.560615693598334408e-01,3.272612613539742088e-01,2.458005644705713311e-01,1.953603482429104197e-04
4.169241873891600392e+00,1.934519653744045664e-01,6.098993432992583881e-04,5.871359451375663232e-04,6.051863390921783520e-02,1.284805981314770251e-01,9.993904724071793755e-01,9.994132085811967547e-01,9.429348698135195939e-01,8.861472688638037942e-01,9.601271066448583413e-01,9.557998814864450132e-01,3.268460664224289158e-01,2.455079517512792631e-01,1.996558174836401869e-04
4.121755443364239824e+00,1.952455581016861452e-01,6.097548895596557579e-04,5.864340479776878386e-04,6.184855312033003122e-02,1.283270047981530937e-01,9.993906166848963712e-01,9.994139096553554813e-01,9.417538848279417563e-01,8.862678955192518915e-01,9.601709411051215781e-01,9.555331835965813481e-01,3.264229617460745470e-01,2.452097355337750639e-01,2.040433274145502494e-04
4.074705239490468145e+00,1.970557801501799655e-01,6.096069360664781861e-04,5.857138099770542537e-04,6.320693240109148681e-02,1.281693980123911614e-01,9.993907644581456751e-01,9.994146290498724383e-01,9.405506769426829061e-01,8.863917083390135954e-01,9.602159291346206160e-01,9.552614012195258519e-01,3.259918278401036651e-01,2.449058299073338385e-01,2.085247293933209132e-04
4.028087254942478879e+00,1.988827856988810150e-01,6.094553915502625482e-04,5.849746905307987065e-04,6.459434236404351659e-02,1.280076594758018660e-01,9.993909158180882546e-01,9.994153673047990738e-01,9.393249242517999198e-01,8.865188029527312219e-01,9.602621051451394329e-01,9.549844598451627808e-01,3.255525447556542051e-01,2.445961485644045086e-01,2.131019059164007516e-04
3.981897519205159774e+00,2.007267303562570437e-01,6.093001620745779447e-04,5.842161311252941401e-04,6.601136312271946305e-02,1.278416669710938647e-01,9.993910708585499458e-01,9.994161249780809664e-01,9.380763044313625842e-01,8.866492782498252012e-01,9.603095047103888948e-01,9.547022849376340936e-01,3.251049921644892926e-01,2.442806048584643397e-01,2.177767708247714540e-04
3.936132098237914434e+00,2.025877711735018238e-01,6.091411509483805322e-04,5.834375540345506771e-04,6.745858434866196240e-02,1.276712940768116866e-01,9.993912296761073843e-01,9.994169026468588957e-01,9.368044949586278314e-01,8.867832366156557233e-01,9.603581646502727942e-01,9.544148020284193290e-01,3.246490494150383599e-01,2.439591118413003412e-01,2.225512694920524031e-04
