mu,pi0,stable,background_safe,fail_reason,min_P_X,min_D,min_c_s2,max_c_s2,max_omega_maat,final_a,final_lambda,final_X,final_w_maat,final_omega_maat
0.05994842503189409,0.851851851851852,True,True,,1.0010548524257021,1.0010283099070485,1.0,1.0011699003737415,0.00014390611978368597,1002.4007322203564,0.01759601657580281,2.6131868902782687e-22,-0.8988557152946856,2.348727551744252e-05
0.05994842503189409,0.9692592592592594,True,True,,1.0010563035061761,1.0007358096458754,1.0,1.0013026630745414,0.00014428681383909074,1002.5588777879813,0.017620222081192568,3.378868178886429e-22,-0.8988557230834742,2.355193767079693e-05
0.05994842503189409,1.086666666666667,True,True,,1.001057886266825,1.00048535176668,1.0,1.0013986365322265,0.00014470268348163896,1002.7369828010237,0.017646624146479342,4.241169319752038e-22,-0.8988557315912808,2.362256902002976e-05
0.05994842503189409,1.2040740740740743,True,True,,1.001059587101371,1.0002771479602013,1.0,1.0014601834350287,0.00014515031604781282,1002.9349147378551,0.017674995805049165,5.199435040352503e-22,-0.8988557407479746,2.369858733662545e-05
0.05994842503189409,1.3214814814814817,True,True,,1.0010613931285361,1.0001083565736428,1.0,1.0014916766474828,0.00014562648065846558,1003.1525318622143,0.017705122184021697,6.252961209466989e-22,-0.8988557504870958,2.3779440878480307e-05
0.05994842503189409,1.438888888888889,True,True,,1.0010632923230307,0.9999745237964495,1.0,1.0014983004605085,0.0001461281604717567,1003.3896828899718,0.017736802689265745,7.40099308836368e-22,-0.8988557607465221,2.386461392086507e-05
0.05994842503189409,1.5562962962962965,True,True,,1.0010652735758578,0.9998706068633779,1.0,1.0014852502659006,0.0001466525672389865,1003.6462067197886,0.01776985201136797,8.642723980210888e-22,-0.8988557714687752,2.395362928910262e-05
0.05994842503189409,1.673703703703704,True,True,,1.001067326704137,0.9997916201427467,1.0,1.0014572720264108,0.00014719714327167958,1003.9219322904344,0.017804100289471426,9.977294555506791e-22,-0.8988557826010666,2.4046048755414602e-05
0.05994842503189409,1.7911111111111113,True,True,,1.0010694424270148,0.9997329928667248,1.0,1.001419928176361,0.00014775955499832905,1004.2166785811932,0.017839392709453915,1.1403792911605153e-21,-0.8988557940951751,2.4141472005848806e-05
0.05994842503189409,1.9085185185185187,True,True,,1.0010624521433282,0.9996907299067384,1.0,1.0014561810961593,0.0001483376813104701,1004.5302547461655,0.01787558874885625,1.2921255305926123e-21,-0.8988558059072141,2.4239534718265952e-05
0.05994842503189409,2.025925925925926,True,True,,1.0009820535867975,0.9996614503248319,1.0,1.001480787843351,0.0001489295990255447,1004.8624603622548,0.017912561223628012,1.4528667453179643e-21,-0.8988558179973415,2.4339906145259212e-05
0.05994842503189409,2.1433333333333335,True,True,,1.0009091498114855,0.9996423574849956,1.0,1.0014950182816362,0.0001495335670852283,1005.2130857678288,0.017950195245003665,1.6224966267798856e-21,-0.8988558303294408,2.444228647628319e-05
0.05994842503189409,2.260740740740741,True,True,,1.0008430409843085,0.9996311760916232,1.0,1.0015001724276833,0.00015014801056569056,1005.5819124707526,0.01798838715893024,1.8009041943203917e-21,-0.8988558428708003,2.454640416170204e-05
0.05994842503189409,2.3781481481481483,True,True,,1.000783064485057,0.9996260776715861,1.0,1.0014975202976106,0.000150771505179408,1005.9687136074257,0.018027043514112218,1.9879740277106247e-21,-0.8988558555917993,2.465201331440332e-05
0.05994842503189409,2.4955555555555557,True,True,,1.0007286054158027,0.9996256065489327,1.0,1.001488261408124,0.00015140276266795857,1006.3732544382708,0.018066080086062284,2.1835865170323307e-21,-0.898855868465613,2.4758891257232844e-05
0.05994842503189409,2.612962962962963,True,True,,1.0006791010827538,0.9996286123338929,1.0,1.0014734999721828,0.00015204061729368463,1006.7952928678973,0.018105420971722044,2.3876181242641084e-21,-0.898855881467938,2.4866836252066043e-05
0.05994842503189409,2.7303703703703706,True,True,,1.0006340416065902,0.9996341913454421,1.0,1.001454232045554,0.00015268401351141526,1007.2345799810277,0.018144997760691412,2.5999416522273626e-21,-0.8988558945767451,2.497566542484778e-05
0.05994842503189409,2.847777777777778,True,True,,1.0005929681602064,0.9996416373755492,1.0,1.0014617642484587,0.00015333199482076584,1007.6908605870218,0.01818474878363679,2.8204265175517556e-21,-0.8988559077720493,2.508521288721887e-05
0.05994842503189409,2.9651851851851854,True,True,,1.0005554698513828,0.9996504011793442,1.0,1.0014791127446936,0.00015398369375073568,1008.1638737675769,0.018224618435108548,3.0489390250735397e-21,-0.8988559210357094,2.5195328047030307e-05
0.05994842503189409,3.0825925925925928,True,True,,1.000521179924638,0.9996600576332422,1.0,1.0014918555972934,0.00015463832290108154,1008.6533534231802,0.018264556566101806,3.285342641637915e-21,-0.8988559343512437,2.5305874095376076e-05
0.05994842503189409,3.2,False,,stability_violation,,,,,,,,,,
0.1,0.03,True,True,,1.0017507120924931,1.0017507120924931,1.0,1.0000044736148546,0.0001425129054947972,1001.8616784090775,0.017507138432051126,3.2651626269962785e-25,-0.8988556867875965,2.3250610369689445e-05
0.1,0.14740740740740743,True,True,,1.001751168357943,1.001751168357943,1.0,1.000105809793702,0.00014258383245003412,1001.8773286690288,0.017511701091112376,7.88161688782102e-24,-0.898855688247605,2.3262730660794985e-05
0.1,0.26481481481481484,True,True,,1.00175222093024,1.00175222093024,1.0,1.0003258136204973,0.00014274751946140155,1001.9136696624527,0.017522226824608998,2.5425287674081603e-23,-0.8988556916171935,2.3290703365857293e-05
0.1,0.38222222222222224,True,True,,1.0017538522888638,1.0017538522888638,1.0,1.0006318584946705,0.00014300138980126345,1001.9706469526494,0.01753854042716018,5.2931690991825647e-23,-0.8988556968436477,2.3334090855652744e-05
0.1,0.49962962962962965,True,True,,1.001756036631138,1.001756036631138,1.0,1.0009831160445366,0.00014334164984898358,1002.0481812533119,0.017560383871745966,9.036314152001039e-23,-0.8988557038493393,2.339224867528882e-05
0.1,0.6170370370370372,True,True,,1.0017587417616602,1.0017587417616602,1.0,1.0013396504310228,0.00014376356790995071,1002.1461745141264,0.017587435204020327,1.376729279456187e-22,-0.8988557125374105,2.3464372735199935e-05
0.1,0.7344444444444446,True,True,,1.0017619311368369,1.0017619311368369,1.0,1.001669168411988,0.00014426177542051566,1002.2645154666935,0.01761932898768005,1.948078629945565e-22,-0.8988557227979159,2.3549550297570032e-05
0.1,0.851851851851852,True,True,,1.0017655657966282,1.0017153243083556,1.0,1.0019501730212694,0.00014483055089781593,1002.4030836690935,0.017655675621940262,2.6171011427716155e-22,-0.8988557345136133,2.3646808054134696e-05
0.1,0.9692592592592594,True,True,,1.0017696060104186,1.0012274044655618,1.0,1.002171906061709,0.00014546406116519662,1002.5617517964657,0.017696077800246332,3.383182056079213e-22,-0.8988557475648855,2.375515298900065e-05
0.1,1.086666666666667,True,True,,1.0017740125618384,1.0008096155427302,1.0,1.002332310433852,0.00014615654895799241,1002.7403864465159,0.017740143358509073,4.245673244765546e-22,-0.8988557618335716,2.3873604184345363e-05
0.1,1.2040740740740743,True,True,,1.0017787476719757,1.0004623106612955,1.0,1.0024352819739317,0.0001469024670650469,1002.938847955878,0.017787494507234537,5.203891759650599e-22,-0.8988557772057103,2.4001215594212763e-05
0.1,1.3214814814814817,True,True,,1.0017837756045325,1.000180749658703,1.0,1.0024880865162513,0.00014769656564452046,1003.1569897167898,0.01783777388307972,6.2571161712558115e-22,-0.8988557935733299,2.4137090906456783e-05
0.1,1.438888888888889,True,True,,1.0017890630148945,0.9999575031311716,1.0,1.002499358344887,0.00014853394200910156,1003.3946573613266,0.017890648039575224,7.404582451409575e-22,-0.8988558108354755,2.428039206118887e-05
0.1,1.5562962962962965,True,True,,1.0017945791066145,0.9997841592392908,1.0,1.0024777609906952,0.00014941006233217408,1003.651688036065,0.01794580901193702,8.645480425615808e-22,-0.8988558288986623,2.443034302035494e-05
0.1,1.673703703703704,True,True,,1.001800295651416,0.9996524014481742,1.0,1.0024312147911971,0.00015032076358096304,1003.927909872803,0.01800297451711745,9.978951266198477e-22,-0.8988558476769271,2.4586230189835974e-05
0.1,1.7911111111111113,True,True,,1.0018061869181214,0.9995546052575475,1.0,1.0023689609926723,0.0001512622423616715,1004.2231416836513,0.018061887243082393,1.1404086130159536e-21,-0.898855867091611,2.474740062210868e-05
0.1,1.9085185185185187,True,True,,1.001772276991035,0.9994841063912903,1.0,1.0024299290824885,0.0001522316713724006,1004.5371928664374,0.01812231357276228,1.2919925848606063e-21,-0.8988558870709802,2.491325885353962e-05
0.1,2.025925925925926,True,True,,1.0016381641156962,0.9994352651049833,1.0,1.002471452130856,0.0001532277642643543,1004.8698634879005,0.018184041993253786,1.452546149294865e-21,-0.8988559075497539,2.5083262992582603e-05
0.1,2.1433333333333335,True,True,,1.0015165532889343,0.9994034163285958,1.0,1.002495635823334,0.00015424516144229528,1005.2209445079349,0.018246881364570176,1.6219635628188258e-21,-0.8988559284685933,2.525692048502994e-05
0.1,2.260740740740741,True,True,,1.0014062771188068,0.9993847646403046,1.0,1.0025046403985225,0.00015528125795517524,1005.5902181107795,0.01831065916418623,1.8001344081194035e-21,-0.8988559497735896,2.543378383852267e-05
0.1,2.3781481481481483,True,True,,1.0013062302881859,0.9993762599631015,1.0,1.0025005796783466,0.0001563336910707469,1005.9774581145026,0.01837521978120117,1.9869438081244966e-21,-0.8988559714157628,2.5613446483866945e-05
0.1,2.4955555555555557,True,True,,1.0012153870855074,0.9993754740831505,1.0,1.002485452780412,0.0001574003169269331,1006.3824304359142,0.018440422903952203,2.1822726660494158e-21,-0.8988559933505931,2.5795538877107626e-05
0.1,2.612962962962963,True,True,,1.0011328088809546,0.999380488034657,1.0,1.0024611020220024,0.00015847918896466572,1006.8048935932899,0.01850614202433884,2.385997922862937e-21,-0.8988560155375873,2.5979724896125212e-05
0.1,2.7303703703703706,True,True,,1.0010576451445605,0.9993897943868196,1.0,1.0024291908369058,0.00015956853826091448,1007.2445992334856,0.01857226306842605,2.5979928257464858e-21,-0.8988560379398818,2.6165698552353143e-05
0.1,2.847777777777778,True,True,,1.000989130506583,0.9994022151136415,1.0,1.0024456443316943,0.00016066675575561018,1007.701292673355,0.01863868315411365,2.818127202763937e-21,-0.8988560605238857,2.6353181017136288e-05
0.1,2.9651851851851854,True,True,,1.00092657955749,0.9994168340194596,1.0,1.0024753374764879,0.0001617723762907105,1008.1747134478316,0.01870530947127426,3.046267740181125e-21,-0.8988560832589576,2.6541917949486336e-05
0.1,3.0825925925925928,False,,stability_violation,,,,,,,,,,
0.1,3.2,False,,stability_violation,,,,,,,,,,
0.1668100537200059,0.03,True,True,,1.0029203858533766,1.0029203858533766,1.0,1.000007437750337,0.00014251494402370269,1001.8616846042586,0.01750727074678823,3.279232520355866e-25,-0.8988556868299341,2.3250961807357973e-05
0.1668100537200059,0.14740740740740743,True,True,,1.0029216565361125,1.0029216565361125,1.0,1.0001759352162938,0.00014263295195589745,1001.8774770173744,0.01751488829727884,7.915022507085957e-24,-0.8988556892677932,2.3271199059197255e-05
0.1668100537200059,0.26481481481481484,True,True,,1.0029245875313655,1.0029245875313655,1.0,1.0005418668796158,0.00014290532809926567,1001.914139557266,0.017532459169769702,2.552901197881211e-23,-0.8988556948950757,2.3317912486203426e-05
0.1668100537200059,0.38222222222222224,True,True,,1.0029291292464033,1.0029291292464033,1.0,1.0010511879177173,0.00014332787184339604,1001.971598482095,0.017559686063342385,5.313517861698962e-23,-0.898855703625956,2.3390389652438514e-05
0.1668100537200059,0.49962962962962965,True,True,,1.0029352088364059,1.0029352088364059,1.0,1.0016361686908115,0.0001438944161066366,1002.0497482793154,0.017596132284337346,9.068381362235462e-23,-0.8988557153344076,2.3487584407685626e-05
0.1668100537200059,0.6170370370370372,True,True,,1.0029427357081577,1.0029427357081577,1.0,1.0022304265223099,0.0001445972957716929,1002.1484617462098,0.0176412547401536,1.3811489856805288e-22,-0.8988557298637432,2.3608196107656825e-05
0.1668100537200059,0.7344444444444446,True,True,,1.0029516074009626,1.0029516074009626,1.0,1.0027801432409682,0.00014542784667605511,1002.2675991246676,0.017694439194440657,1.953623220988284e-22,-0.8988557470367826,2.3750753986348594e-05
0.1668100537200059,0.851851851851852,True,True,,1.002961715060915,1.0028613334002405,1.0,1.003249367236611,0.0001463768681605659,1002.4070146858035,0.01775503308452479,2.6235687919469657e-22,-0.8988557666652693,2.3913695355193133e-05
0.1668100537200059,0.9692592592592594,True,True,,1.002972948029714,1.0020474340483656,1.0,1.003619992806179,0.00014743500871764373,1002.5665603504249,0.01782237303065861,3.3902787004743265e-22,-0.8988557885577251,2.4095430799870978e-05
0.1668100537200059,1.086666666666667,True,True,,1.0029851973667014,1.0013505201217539,1.0,1.0038884267212675,0.00014859305996665038,1002.7460868042406,0.01789580595009889,4.25303527181271e-22,-0.8988558125254416,2.4294393891173223e-05
0.1668100537200059,1.2040740740740743,True,True,,1.0029983583359507,1.0007711806624606,1.0,1.0040610414147064,0.000149842162411414,1002.9454429437924,0.017974703966835284,5.21110673879818e-22,-0.8988558383866702,2.4509076004620266e-05
0.1668100537200059,1.3214814814814817,True,True,,1.0030123320059747,1.0003015086027809,1.0,1.0041498774101085,0.0001511757541264628,1003.1644744754042,0.01805847400159045,6.263740058524359e-22,-0.8988558659692972,2.4738048481758883e-05
0.1668100537200059,1.438888888888889,True,True,,1.0030270261498253,0.9999291109502779,1.0,1.0041692993782942,0.00015258793184954754,1003.4030222820271,0.01814656316778412,7.410152861982006e-22,-0.8988558951123177,2.4979974902215772e-05
0.1668100537200059,1.5562962962962965,True,True,,1.0030423556280381,0.9996399559111113,1.0,1.0041337506689267,0.00015406792219124654,1003.6609209305251,0.01823846106722282,8.649526265474772e-22,-0.8988559256664465,2.5233616118462588e-05
0.1668100537200059,1.673703703703704,True,True,,1.0030582424102172,0.9994201706689694,1.0,1.0040564530600629,0.0001556090201543897,1003.937997495161,0.01833369991950814,9.980999332550237e-22,-0.8988559574941197,2.5497830291650405e-05
0.1668100537200059,1.7911111111111113,True,True,,1.0030746153583123,0.9992570367908491,1.0,1.0039526868459807,0.0001572050831359738,1004.2340707442769,0.018431853262804464,1.1403665365063427e-21,-0.8988559904691092,2.577156967730075e-05
0.1668100537200059,1.9085185185185187,True,True,,1.002956336200813,0.9991394375941732,1.0,1.0040557655489457,0.0001588504995918154,1004.5489506666535,0.018532533777799773,1.2916569874344444e-21,-0.8988560244759005,2.6053875455139256e-05
0.1668100537200059,2.025925925925926,True,True,,1.0027326224414144,0.9990579654182467,1.0,1.0041263593390346,0.00016054015154839054,1004.8824382838378,0.018635390630529974,1.4518709948326812e-21,-0.8988560594089429,2.634387152069137e-05
0.1668100537200059,2.1433333333333335,True,True,,1.0025297633559638,0.9990048384572457,1.0,1.00416794529717,0.00016226937469327246,1005.2343256879316,0.018740106607202607,1.6209034706481095e-21,-0.8988560951718543,2.664075786422074e-05
0.1668100537200059,2.260740740740741,True,True,,1.002345811617334,0.9989737255659877,1.0,1.0041841033442154,0.0001640339184838454,1005.6043962492957,0.018846395222318957,1.798644656421246e-21,-0.8988561316766221,2.6943803946116164e-05
0.1668100537200059,2.3781481481481483,True,True,,1.0021789234454297,0.9989595389093763,1.0,1.0041783461094793,0.00016582990778817128,1005.9924249477583,0.018953997914881268,1.9849803077587254e-21,-0.8988561688428359,2.7252342322730515e-05
0.1668100537200059,2.4955555555555557,True,True,,1.0020273878502408,0.9989582279826079,1.0,1.0041540030071079,0.0001676538069273474,1006.3981787908194,0.019062681400666474,2.1797919189911395e-21,-0.8988562065969666,2.7565762668733842e-05
0.1668100537200059,2.612962962962963,True,True,,1.0018896391028653,0.9989665917578094,1.0,1.0041141480197637,0.00017217025865576133,1006.8214172910755,0.01917223521648099,2.3829569745926193e-21,-0.8988562448717035,2.788350626898087e-05
0.1668100537200059,2.7303703703703706,True,True,,1.0017642584338082,0.9989821156888512,1.0,1.0040615610714094,0.00017981351427720816,1007.2618929821867,0.019282469470965662,2.5943492174907534e-21,-0.8988562836053504,2.820506100494772e-05
0.1668100537200059,2.847777777777778,True,True,,1.0016499691293919,0.999002834709935,1.0,1.0040997091543302,0.00018714800375111638,1007.7193519582423,0.019393212802784245,2.8138389271029363e-21,-0.8988563227412801,2.8529956830493188e-05
0.1668100537200059,2.9651851851851854,False,,stability_violation,,,,,,,,,,
0.1668100537200059,3.0825925925925928,False,,stability_violation,,,,,,,,,,
0.1668100537200059,3.2,False,,stability_violation,,,,,,,,,,
0.2782559402207123,0.03,True,True,,1.004871558627943,1.004871558627943,1.0,1.0000123388198003,0.00014251834466773468,1001.861694938715,0.017507491468601248,3.3026963412420625e-25,-0.898855686900561,2.325154806662952e-05
0.2782559402207123,0.14740740740740743,True,True,,1.0048750960876287,1.0048750960876287,1.0,1.0002919156729766,0.00014271490156423817,1001.8777245017685,0.01752020445226783,7.97071453431568e-24,-0.898855690969846,2.3285327497793446e-05
0.2782559402207123,0.26481481481481484,True,True,,1.0048832538740573,1.0048832538740573,1.0,1.000899408154891,0.00014316868166373427,1001.9149236049285,0.017549522045918472,2.570180683908434e-23,-0.8988557003653311,2.336332019152948e-05
0.2782559402207123,0.38222222222222224,True,True,,1.0048958900784821,1.0048958900784821,1.0,1.0017457082123848,0.00014387294612315331,1001.9731866426197,0.01759493425545106,5.347374866410146e-23,-0.8988557149496785,2.348438630214962e-05
0.2782559402207123,0.49962962962962965,True,True,,1.0049127971207859,1.0049127971207859,1.0,1.0027188740115394,0.00014481784819411422,1002.0523649187617,0.017655695075857566,9.121637084012304e-23,-0.8988557345221939,2.3646860163314426e-05
0.2782559402207123,0.6170370370370372,True,True,,1.0049337182031084,1.0049337182031084,1.0,1.0037088231693467,0.0001459912224215304,1002.1522834028607,0.017730881622556066,1.3884696108764067e-22,-0.8988557588348859,2.3848683563420985e-05
0.2782559402207123,0.7344444444444446,True,True,,1.004958364564451,1.004958364564451,1.0,1.0046259255468872,0.00014737940694665538,1002.2727558334457,0.017819456141287604,1.9627728722418835e-22,-0.8988557876091837,2.4087544515094928e-05
0.2782559402207123,0.851851851851852,True,True,,1.0049864311770567,1.0047729917820494,1.0,1.0054099587474257,0.00014896798492304632,1002.4135954910865,0.017920322418032104,2.634185625527143e-22,-0.8988558205510011,2.436100226534296e-05
0.2782559402207123,0.9692592592592594,True,True,,1.0050176095639214,1.0034153258359602,1.0,1.0060302800284255,0.00015074473376109642,1002.5746209685931,0.018032371842811024,3.401840506152068e-22,-0.8988558573628787,2.466658808297242e-05
0.2782559402207123,1.086666666666667,True,True,,1.0050515973601943,1.0022528033405969,1.0,1.0064804473897888,0.00015269902714651912,1002.7556577294264,0.0181545177716055,4.264896964622517e-22,-0.8988558977528974,2.5001879223038708e-05
0.2782559402207123,1.2040740740740743,True,True,,1.0050881048604483,1.001286406877329,1.0,1.0067707395910936,0.00015481178775050296,1002.9565368704425,0.018285719056050944,5.22253462256257e-22,-0.8988559414406533,2.5364548512041956e-05
0.2782559402207123,1.3214814814814817,True,True,,1.0051268590839926,1.0005029466622695,1.0,1.0069210190007027,0.00015706999004870732,1003.1770924731419,0.018424994653429318,6.27394024479839e-22,-0.8988559881608595,2.5752394242100693e-05
0.2782559402207123,1.438888888888889,True,True,,1.0051676059517292,0.9998817499380771,1.0,1.0069551399585015,0.00015946145644992602,1003.4171585736111,0.018571431449894954,7.4182931813694555e-22,-0.8988560376651828,2.616335540340416e-05
0.2782559402207123,1.5562962962962965,True,True,,1.0052101111093126,0.9993994102619094,1.0,1.006897171393617,0.0001683495295432794,1003.6765663712147,0.018724187218756,8.654752166894574e-22,-0.8988560897228446,2.659551666489533e-05
0.2782559402207123,1.673703703703704,True,True,,1.0052541598289695,0.9990327863814235,1.0,1.0067691953298847,0.00017756794979951015,1003.955141965916,0.018882490267635197,9.982444792429415e-22,-0.8988561441204035,2.7047106580491327e-05
0.2782559402207123,1.7911111111111113,True,True,,1.0052995563175662,0.9987606626716955,1.0,1.0065961811071604,0.000189874487015173,1004.252704698684,0.019045636951789444,1.1400459947775498e-21,-0.8988562006610352,2.7516491589681273e-05
0.2782559402207123,1.9085185185185187,True,True,,1.00493146600472,0.9985644953885461,1.0,1.0067719677553473,0.00020349220955911875,1004.5690660528253,0.01921298790745325,1.2907842988174496e-21,-0.8988562591635202,2.8002167627106346e-05
0.2782559402207123,2.025925925925926,True,True,,1.0045582889624884,0.9984285916081165,1.0,1.0068934385548993,0.0002163791654423635,1004.9040290247925,0.019383963604016802,1.4503593156645369e-21,-0.8988563194610947,2.850275057824623e-05
0.2782559402207123,2.1433333333333335,True,True,,1.0042198996130722,0.9983399704959308,1.0,1.0069662931258954,0.00022843201542029613,1005.2573878628168,0.0195580396222454,1.6186662755301305e-21,-0.898856381400259,2.9016966396445762e-05
0.2782559402207123,2.260740740740741,True,True,,1.003913049619045,0.9982880710653094,1.0,1.0069964355689809,0.00023956898840836157,1005.6289280808429,0.019734741926221645,1.795595761007352e-21,-0.8988564448396082,2.9543641397490023e-05
0.2782559402207123,2.3781481481481483,True,True,,1.0036346633698392,0.998264406295795,1.0,1.0069896861300036,0.00024972860609843447,1006.0184266710811,0.01991364229741211,1.981033845606207e-21,-0.8988565096487225,3.0081693040780314e-05
0.2782559402207123,2.4955555555555557,True,True,,1.0033818867620996,0.9982622195381484,1.0,1.0069515823353918,0.00025930931530763416,1006.4256524555659,0.020094354030037676,2.1748622955439812e-21,-0.8988565757071337,3.063012136562273e-05
0.2782559402207123,2.612962962962963,True,True,,1.003152108002604,0.9982761711560552,1.0,1.0068872530112407,0.00027333189048545916,1006.850366531815,0.020276527939651894,2.376958813353678e-21,-0.8988566429033826,3.1188001157932894e-05
0.2782559402207123,2.7303703703703706,True,True,,1.0029429604411955,0.9983020666337654,1.0,1.0068013488566983,0.00028693658178995373,1007.2923227796894,0.02045984870531886,2.5871973077662465e-21,-0.8988567111341631,3.17544748625973e-05
0.2782559402207123,2.847777777777778,True,True,,1.0027523143911024,0.9983366280439656,1.0,1.006894196022822,0.0003000680535119607,1007.7512684058346,0.020644031545425785,2.8054481787971688e-21,-0.8988567803035566,3.232874621956916e-05
0.2782559402207123,2.9651851851851854,False,,stability_violation,,,,,,,,,,
0.2782559402207123,3.0825925925925928,False,,stability_violation,,,,,,,,,,
0.2782559402207123,3.2,False,,stability_violation,,,,,,,,,,
0.46415888336127775,0.03,True,True,,1.008126420470508,1.008126420470508,1.0,1.0000203956616267,0.00014252401775727107,1001.8617121783724,0.017507859675289717,3.3418180861370916e-25,-0.898855687018382,2.3252526076969192e-05
0.46415888336127775,0.14740740740740743,True,True,,1.008136265945196,1.008136265945196,1.0,1.0004826596305205,0.0001428516384982784,1001.8781373979856,0.017529071128708842,8.063522528468304e-24,-0.8988556938098023,2.330890149090434e-05
0.46415888336127775,0.26481481481481484,True,True,,1.0081589621240967,1.0081589621240967,1.0,1.001488000104458,0.0001436082929143019,1001.9162320702095,0.017577968612761327,2.5989399030546504e-23,-0.8988557094969332,2.3439120353924215e-05
0.46415888336127775,0.38222222222222224,True,True,,1.0081940958425435,1.0081940958425435,1.0,1.0028906258257968,0.00014478347466433987,1001.9758383657108,0.017653661990266297,5.403606739102687e-23,-0.8988557338666808,2.3641414655346744e-05
0.46415888336127775,0.49962962962962965,True,True,,1.008241066577288,1.008241066577288,1.0,1.0045066547878863,0.00014636195617708905,1002.0567370851535,0.017754857471811384,9.209810464674856e-23,-0.8988557666102456,2.391322231505186e-05
0.46415888336127775,0.6170370370370372,True,True,,1.0082991374919807,1.0082991374919807,1.0,1.0061542620291726,0.00014832511985389104,1002.1586755729024,0.017879967590017157,1.4005357406509246e-22,-0.8988558073501425,2.4251411399292896e-05
0.46415888336127775,0.7344444444444446,True,True,,1.0083674875836937,1.0083674875836937,1.0,1.0076843554252064,0.00015065546697561085,1002.2813927244208,0.01802722354592616,1.9777580830303646e-22,-0.8988558556673895,2.4652505691263512e-05
0.46415888336127775,0.851851851851852,True,True,,1.008445257541922,1.0079618301556883,1.0,1.008995805192451,0.0001548933267567889,1002.4246366163155,0.018194774009326196,2.6514170442310807e-22,-0.8988559111248883,2.511287865520484e-05
0.46415888336127775,0.9692592592592594,True,True,,1.0085315856898236,1.0056971068616785,1.0,1.0100362906840892,0.00017459039530815263,1002.5881736832612,0.018380762551879874,3.4203603158226483e-22,-0.8988559732851679,2.562890066640789e-05
0.46415888336127775,1.086666666666667,True,True,,1.0086256335347161,1.0037579024626557,1.0,1.0107938285066818,0.00018966844045736168,1002.7717908253601,0.018583382694058907,4.283524133991605e-22,-0.8988560417224457,2.619703902613929e-05
0.46415888336127775,1.2040740740740743,True,True,,1.0087266023017267,1.0021458560031304,1.0,1.0112845882798394,0.00020883823610389935,1002.9752928615276,0.018800913525846685,5.239921311252153e-22,-0.8988561160299209,2.681391848857908e-05
0.46415888336127775,1.3214814814814817,True,True,,1.008833742489496,1.0008389655975145,1.0,1.0115410794412762,0.00023177949234457856,1003.1984976684283,0.019031740293900166,6.288618536061996e-22,-0.8988561958235514,2.747635257018916e-05
0.46415888336127775,1.438888888888889,True,True,,1.0089463584277143,0.9998027470081825,1.0,1.0116027894638477,0.0002526484520544575,1003.4412307320606,0.01927436422047196,7.42871107392369e-22,-0.8988562807434486,2.818135510062631e-05
0.46415888336127775,1.5562962962962965,True,True,,1.0090638094519984,0.9989981559352541,1.0,1.011509796437877,0.00027108914156200113,1003.7033201410453,0.019527405034609563,8.65929968610754e-22,-0.898856370453775,2.8926139369263746e-05
0.46415888336127775,1.673703703703704,True,True,,1.0091855088968298,0.9983865904432655,1.0,1.0112990068073209,0.00028685788208525294,1003.9845924934325,0.019789598802505547,9.97947194468896e-22,-0.8988564646417682,2.970811004017594e-05
0.46415888336127775,1.7911111111111113,True,True,,1.0089122625362648,0.9979326607368829,1.0,1.0110099501495893,0.0003053414570344886,1004.2848698287619,0.020059792879437037,1.1388288425607754e-21,-0.8988565630163088,3.0524851246037276e-05
0.46415888336127775,1.9085185185185187,True,True,,1.0082261810916573,0.9976054339864806,1.0,1.0113138988187647,0.00032904222604367367,1004.6039675043378,0.02033693922756985,1.2884773360097744e-21,-0.8988566653062813,3.1374113010633845e-05
0.46415888336127775,2.025925925925926,True,True,,1.00760368426704,0.9973787328173382,1.0,1.0115269235606736,0.0003516354521074407,1004.9416928555654,0.020620086932104188,1.4467908960640523e-21,-0.8988567712588947,3.225379730694596e-05
0.46415888336127775,2.1433333333333335,True,True,,1.0070392168114963,0.9972309038924945,1.0,1.0116582432732086,0.0003729399712145583,1005.2978444657227,0.020908374462879794,1.6136632580314112e-21,-0.8988568806380477,3.3161944515312516e-05
0.46415888336127775,2.260740740740741,True,True,,1.0065273601716194,0.9971443304243942,1.0,1.0117175094119006,0.0003928089028521652,1005.6722118881246,0.02120102203281827,1.788983595365847e-21,-0.8988569932227966,3.409672070388376e-05
0.46415888336127775,2.3781481481481483,True,True,,1.0060629839197701,0.9971048552096545,1.0,1.0117143133639734,0.0004111280953589213,1006.0645756918578,0.021497324270723622,1.9726365907580582e-21,-0.8988571088059435,3.505640593992658e-05
0.46415888336127775,2.4955555555555557,True,True,,1.005641327124608,0.9971012074780495,1.0,1.0116578399814575,0.00042781395825712597,1006.4747077316846,0.021796643334662236,2.1645026073125063e-21,-0.8988572271927621,3.603938370849753e-05
0.46415888336127775,2.612962962962963,True,True,,1.0052580330524563,0.9971244801793745,1.0,1.011556642283493,0.0004528429637876449,1006.9023715681645,0.02209840253029616,2.3644579252037627e-21,-0.8988573481998523,3.704413143475255e-05
0.46415888336127775,2.7303703703703706,True,True,,1.0049091538929165,0.9971676764396539,1.0,1.0114413561730604,0.0004778644224445221,1007.347322984542,0.02240208045722339,2.572375019002292e-21,-0.898857471654125,3.806921205898518e-05
